lex,default
κλῆμα,"tak, scheut"
κλῆρος,"lot, erfdeel"
κλῆσις,"roeping, toestand"
κνήθω,(act.) krabben; (med./pas.) jeuk hebben
κοίμησις,slaap
κοίτη,"(huwelijks)bed, seksuele activiteit"
κοδράντης,"quadrans, cent, (koperen) muntje [[Romeinse munteenheid gelijk aan 1/64 denarius]"
κοιλία,"buik, binnenste, schoot"
κοιμάομαι,slapen
κοινωνέω,"(uit)delen, delen in, (ritueel) onrein maken"
κοινωνία,"gemeenschap(sleven), uiting van gemeenschap"
κοινωνικός,uit op gemeenschap
κοινωνός,"deelgenoot, partner"
κοινός,"gemeenschappelijk, gewoon"
κοινόω,"ontheiligen, ritueel onrein maken, beschouwen als (ritueel) onrein"
κοιτών,slaapkamer
κολάζω,straffen
κολακεία,vleierij
κολαφίζω,slaan
κολλάω,"(act.) vastplakken aan (+dat.); (med./pas.) vastzitten aan, vasthouden aan, omgaan met (+dat.)"
κολλούριον,"medicijn voor de ogen, oogzalf"
κολλυβιστής,geldwisselaar
κολοβόω,"inkorten, verminken"
κολυμβάω,zwemmen
κολυμβήθρα,(zwem)bad
κολωνία,"kolonie, garnizoensstad"
κομάω,lang haar hebben
κομίζω,"(act.) (mee)brengen; (med.) ontvangen, terugkrijgen"
κομψότερον,"beter, (in) betere gezondheid"
κονιάω,witwassen
κονιορτός,stof
κοπάζω,gaan liggen
κοπή,slacht(partij)
κοπετός,"geweeklaag, gehuil"
κοπιάω,"moe worden, zwoegen"
κοπρία,mesthoop
κοράσιον,meisje
κορέννυμι,(act.) (volledig) vullen; (pas.) genoeg hebben
κορβᾶν,"[Hebr.] korban, (offer)gave, offerkist"
κοσμέω,"ordenen, versieren"
κοσμικός,aards
κοσμοκράτωρ,wereld(be)heerser
κουστωδία,"wacht, bewaking"
κουφίζω,verlichten
κοῦμ,[Aram.] sta op(!)
κράβαττος,(lig)mat
κράζω,"(uit)schreeuwen, (uit)roepen"
κράσπεδον,"zoom, kwast"
κράτιστος,"hoogst voornaam, voortreffelijk"
κράτος,"kracht, macht"
κρέας,vlees
κρίθινος,van gerst(bloem)
κρίμα,"oordeel(svorming), veroordeling, rechtzaak"
κρίνον,"bloem, lelie"
κρίνω,"(ver)kiezen, besluiten, (be)oordelen, veroordelen"
κρίσις,"oordeel, rechtbank"
κραιπάλη,"losbandigheid, uitspatting, verkwisting"
κρανίον,schedel
κρατέω,"vasthouden, zekeren"
κραταιός,machtig
κραταιόω,(act.) sterk maken; (med./pas.) sterk zijn/worden
κραυγάζω,(uit)schreeuwen
κραυγή,schreeuw
κρείττων,beter [comp. bij ἀγαϑός]
κρεμάννυμι,"(op)hangen, hangen/vasthouden (aan)"
κρημνός,(steile) helling/oever
κριθή,gerst
κριτήριον,"rechtbank, (recht)zaak"
κριτής,rechter
κριτικός,in staat recht te spreken
κρούω,kloppen
κρυπτός,"verborgen, geheim"
κρυσταλλίζω,zo helder als jaspis/kristal zijn
κρυφαῖος,"verborgen, geheim"
κρυφῇ,"heimelijk, in het geheim"
κρύπτη,"kelder, kluis"
κρύπτω,"verbergen, verstoppen"
κρύσταλλος,(rots)kristal
κτάομαι,"verkrijgen, winnen, zich voorzien van"
κτήτωρ,eigenaar
κτίζω,"scheppen, creëren"
κτίσις,"schepping, schepsel, instelling"
κτίσμα,"schepping, schepsel"
κτίστης,schepper
κτῆμα,"bezit, onroerend goed"
κτῆνος,"(last)dier, vee"
κυβέρνησις,"leiderschapscapaciteit, leiderschapskwaliteit"
κυβεία,"bedrog, truc"
κυβερνήτης,"kapitein, schipper"
κυκλεύω,"omcirkelen, omringen"
κυκλόθεν,rond(om)
κυκλόω,"omcirkelen, omringen"
κυλίω,"(heen en weer) rollen, rondtollen"
κυλισμός,"(het) rollen, (het) wentelen"
κυλλός,verminkt
κυνάριον,hond
κυρία,"meesteres, (me)vrouw"
κυριακός,van de heer
κυριεύω,heer zijn van
κυριότης,heerschappij
κυρόω,"bevestigen, verzekeren"
κωλύω,"verhinderen, beletten, ontzeggen"
κωμόπολις,"stad(je), (kleine) provinciestad"
κωφός,"stom, doof"
κόκκινος,"scharlaken, donkerrood"
κόκκος,"zaadje, graankorrel"
κόλασις,straf
κόλπος,"borst, borstvouw, baai"
κόμη,haar
κόπος,"moeite, gezwoeg"
κόπριον,mesthoop
κόπτω,"(act.) (af)hakken; (med.) op de borst slaan, weeklagen"
κόραξ,raaf
κόρος,"koros, (Hebr.) kor [Hebreeuwse inhoudsmaat van ca. 390 liter gelijk aan 10 bat]"
κόσμιος,"respectabel, fatsoenlijk"
κόσμος,wereld
κόφινος,mand
κύκλῳ,"in een kring, rond [dat. van plaats]"
κύμβαλον,cymbaal
κύμινον,komijn
κύπτω,(voorover) buigen
κύριος,"heer, meester"
κύων,hond
κώμη,dorp
κώνωψ,mug
κἀγώ,"en ik, ik ook [καί + ἐγώ]"
κἀκεῖ,"en daar, daar ook [καί + ἐκεῖ]"
κἀκεῖθεν,"en vandaar, en toen [καί + ἐκεῖθεν]"
κἀκεῖνος,"en die(gene), en dat, en hij/zij/het [καί + ἐκεῖνος]"
κἄν,"en als, in in het geval dat [καί + ἐάν]"
κῆνσος,belasting (per inwoner)
κῆπος,tuin
κῆρυξ,"boodschapper, verkondiger"
κῆτος,zeemonster
κῦμα,golf
κῶλον,ledemaat; (pl.) lijk
κῶμος,"zwelgpartij, braspartij"
λάθρᾳ,heimelijk
λάμπω,schijnen
λάρυγξ,keel
λάχανον,"kruid, tuinplant, groente"
λέγω,"zeggen, spreken, opdragen, noemen"
λέντιον,handdoek
λέπρα,"huidziekte, lepra"
λέων,leeuw
λήθη,vergeetachtigheid
λίαν,"zeer, erg, buitengewoon"
λίβανος,wierook
λίθινος,van steen (gemaakt)
λίθος,steen
λίμνη,meer
λίνον,"linnen, vlas, lont"
λίτρα,"(Lat.) litra, pond [Romeinse gewichtseenheid van ca. 327 gram]"
λίψ,zuidwester (wind)
λαγχάνω,"door verloting krijgen, bepalen door loting"
λακάω,openbarsten
λακτίζω,schoppen
λαλέω,"spreken, zeggen"
λαλιά,"(uit)spraak, manier van spreken"
λαμβάνω,"ontvangen, nemen"
λαμπάς,"toorts, lamp"
λαμπρός,"prachtig, stijlvol, bruisend"
λαμπρότης,"helderheid, pracht"
λαμπρῶς,"uitbundig, stijlvol"
λανθάνω,onopgemerkt gaan/doen (voor)
λαξευτός,uit een rots gehakt
λατομέω,(stenen) uithakken (uit een rots)
λατρεία,"cultische verering, aanbidding"
λατρεύω,"aanbidden, (cultisch) vereren, dienen"
λαός,"menigte, (groep) mensen"
λαῖλαψ,hevige storm
λείπω,"(act.) doen ontbreken; (med./pas.) ontbreken, missen"
λεγιών,legioen
λειτουργέω,(publiekelijk/cultisch) dienen
λειτουργία,(publieke/cultische) dienst(verlening)
λειτουργικός,"in dienst, dienend"
λειτουργός,"bediener, iemand die een speciale dienst verricht"
λεμά,waarom
λεπίς,"schaal, schel"
λεπρός,"iemand met huidziekte, leproos"
λεπτός,"lepton, (koperen) muntje [Hebreeuwse munteenheid gelijk aan 1/128 denarius]"
λευκαίνω,"witten, wit maken"
λευκός,"helder(wit), schijnend"
λεῖμμα,"restant, overblijfsel"
λεῖος,"glad, effen"
ληνός,wijnpers
λιβανωτός,wierookvat
λιθάζω,stenigen
λιθοβολέω,"stenigen, stenen werpen naar"
λιθόστρωτος,met stenen geplaveid
λικμάω,"kapotslaan, vermorzelen"
λιμήν,haven
λιμός,honger
λιπαρός,"luxueus, schitterend"
λοίδορος,lasteraar
λογίζομαι,"(uit)rekenen, toekennen, inschatten"
λογεία,"inzameling (van geld), collecte"
λογικός,"redelijk, narratief"
λογισμός,"gedachte, redenering"
λογομαχέω,"vechten over woorden, redetwisten"
λογομαχία,"(het) vechten over woorden, geredetwist"
λοιδορέω,"beledigen, lasteren"
λοιδορία,"(het) beledigen, (het) lasteren"
λοιμός (II),epidemie
λοιπός,"overgebleven, overig"
λουτρόν,"bad, wassing"
λούω,"wassen, een bad nemen"
λυμαίνω,lastigvallen
λυπέω,"(act.) bedroeven, verdriet doen; (med./pas.) bedroefd zijn, verdriet hebben"
λυσιτελέω,voordelig zijn (+dat.)
λυτρωτής,"verlosser, bevrijder"
λυτρόω,"vrijkopen, verlossen, bevrijden"
λυχνία,lampenstandaard
λόγιον,(bijzondere) uitspraak; (pl.) (goddelijke) boodschap
λόγιος,"geleerd, welbespraakt"
λόγος,"woord, (toe)spraak, rede(n), verslag"
λόγχη,"lans, speer"
λύκος,wolf
λύπη,"verdriet, droefenis, pijn"
λύσις,"ontbinding, scheiding"
λύτρον,losgeld
λύτρωσις,"verlossing, bevrijding"
λύχνος,lamp
λύω,"losmaken, afschaffen, breken, vernietigen"
λῃστής,"rover, bandiet"
λῆμψις,"ontvangst, inkomsten"
λῆρος,"verzinsel, onzin"
μάγος,"astroloog, magiër"
μάκελλον,markt
μάλιστα,"het meest, vooral [superl. van μάλα]"
μάμμη,oma
μάννα,manna
μάρμαρος,marmer
μάρτυς,getuige
μάστιξ,"gesel, zweep"
μάταιος,"zinloos, doelloos, onzinnig"
μάτην,"zinloos, op zinloze wijze"
μάχαιρα,"(kort) zwaard, steekzwaard"
μάχη,"gevecht, twist"
μάχομαι,"vechten, twisten"
μέγας,groot
μέγεθος,grootheid
μέθη,dronkenschap
μέθυσος,(adj.) dronken; (subst.) dronkaard
μέλας,(adj.) zwart; (subst.) inkt
μέλει,"het betreft, het is van belang voor (+dat.) [onpersoonlijke vorm in 3e persoon van μέλω]"
μέλι,honing
μέλλω,"zullen, van plan zijn"
μέλος,"ledemaat, lid"
μέμφομαι,"bekritiseren, verwijten"
μέν,"weliswaar, nu [moeilijk vertaalbaar, geeft aan dat er nog een aanvulling volgt]"
μέντοι,"zeker, toch, desalniettemin"
μένω,"(ver)blijven, wachten"
μέριμνα,"onrust, zorg, bezorgdheid"
μέρος,"deel, partij, zaak"
μέσος,(in het) midden
μέτοχος,"(adj.) delend in; (subst.) deelgenoot, partner"
μέτρον,"maat(staf), hoeveelheid"
μέτωπον,voorhoofd
μέχρι,tot(dat)
μή,"niet, opdat niet"
μήγε,"zo niet, anders"
μήν (I),"[+εἰ] natuurlijk, uiteraard"
μήν (II),maand
μήπω,nog niet
μήτε,"noch, en/ook niet"
μήτηρ,moeder
μήτι,[in vraagzin] toch (zeker) niet; [+εἰ] tenzij
μήτιγε,laat staan
μήτρα,schoot
μίασμα,"vervuilende actie, misdaad"
μίγμα,"mengsel, mix"
μίγνυμι,"vermengen, mixen"
μίλιον,(Romeinse) mijl [Romeinse afstandsmaat van ca. 1500 meter gelijk aan 8 stadia]
μίσθιος,"dagloner, ingehuurde arbeider/kracht"
μίσθωμα,[dub.] gehuurde ruimte
μαίνομαι,"raaskallen, krankzinnig zijn"
μαγεία,magie
μαγεύω,magie bedrijven
μαθήτρια,"leerling, discipel [fem.]"
μαθητής,"leerling, discipel"
μαθητεύω,"(tot) (een) leerling/discipel maken, (een) leerling/discipel worden"
μακάριος,"gelukkig, gezegend"
μακαρίζω,"gelukkig prijzen, gezegend achten"
μακαρισμός,"gelukkig-prijzing, lofprijzing"
μακράν,ver (weg)
μακροθυμέω,geduldig zijn
μακροθυμία,geduld
μακροθύμως,(op) geduldig(e wijze)
μακροχρόνιος,langdurig
μακρόθεν,"op afstand, ver weg"
μακρός,"lang, op afstand"
μαλακία,"zwakte, gebrek"
μαλακός,"delicaat, onderliggend"
μαμωνᾶς,"mammon, rijkdom"
μανία,"dwaasheid, krankzinnigheid"
μανθάνω,"leren, begrijpen"
μαντεύομαι,"profeteren, waarzeggen"
μαράνα θᾶ,"[Aram.] Heer, kom(!)"
μαραίνω,(act.) doen wegkwijnen; (med./pas.) wegkwijnen
μαργαρίτης,parel
μαρτυρέω,"getuigen, verklaren, goedkeuring geven"
μαρτυρία,"getuigenis, verklaring, goedkeuring"
μαρτύριον,"getuigenis, verklaring"
μαρτύρομαι,"getuigen, verklaren, benadrukken"
μασάομαι,bijten
μαστίζω,geselen
μαστιγόω,geselen
μαστός,"borst, tepel"
ματαιολογία,zinloos/onzinnig gepraat
ματαιολόγος,(adj.) onzinnig pratend; (subst.) praatjesmaker
ματαιότης,"zinloosheid, doelloosheid"
ματαιόω,(act.) zinloos maken; (med./pas.) zinloos worden
μεγάλως,"zeer, in grote mate, immens"
μεγαλειότης,"grootsheid, (indrukwekkende) pracht"
μεγαλεῖος,"groots, indrukwekkend"
μεγαλοπρεπής,"gepast groots, indrukwekkend"
μεγαλωσύνη,"hoogheid, majesteit"
μεγαλύνω,"vergroten, (aan)prijzen"
μεγιστάν,hooggeplaatst persoon
μεθίστημι,"verplaatsen, weghalen, misleiden"
μεθερμηνεύω,vertalen
μεθοδεία,"kunstgreep, manoeuvre"
μεθύσκω,(act.) dronken maken; (med./pas.) dronken raken/worden
μεθύω,dronken zijn
μελετάω,bezig zijn met
μεμβράνα,perkament
μεμψίμοιρος,ontevreden
μενοῦν,"inderdaad, uiteraard, dan [drukt nadruk uit]"
μενοῦνγε,"inderdaad, uiteraard, dan [drukt nadruk uit]"
μερίζω,"verdelen, uitdelen"
μερίς,"gedeelte, gebied, (aan)deel"
μεριμνάω,onrustig/bezorgd zijn (over)
μερισμός,"scheiding, verdeling"
μεριστής,"verdeler, scheidsrechter"
μεσίτης,"mediator, scheidsrechter"
μεσημβρία,"(het) middaguur, (het) zuiden"
μεσιτεύω,"mediëren, tussen beide komen"
μεσονύκτιον,middennacht
μεσουράνημα,"het midden van de hemel, hoog in de lucht"
μεστός,vol (van) (+gen.)
μεστόω,(act.) vullen (met); (med./pas.) vol zijn (van) (+gen.)
μεσότοιχον,"tussenmuur, scheidingswand"
μεσόω,"in het midden zijn, halverwege zijn"
μετά,(+gen.) met; (+acc.) na
μετάγω,"(mee)nemen, (weg)halen, sturen"
μετάθεσις,"verandering, verwijdering"
μετάλημψις,"(het) deelhebben aan, ontvangst"
μετάνοια,"inkeer, berouw"
μετέπειτα,daarna
μετέχω,"deelhebben aan, delen in"
μεταίρω,(act.) verplaatsen; (med./pas.) weggaan
μεταβάλλω,"omkeren, veranderen"
μεταβαίνω,"(weg)gaan, verplaatsen"
μεταδίδωμι,"delen, bijdragen"
μετακαλέω,"verzoeken/roepen om, erbij halen"
μετακινέω,"(act.) weghalen; (med.) weggaan bij, afkeren van"
μεταλαμβάνω,"deelhebben aan, delen in (+gen.)"
μεταλλάσσω,"veranderen, uitwisselen"
μεταμέλομαι,"betreuren, spijt hebben van"
μεταμορφόω,(act.) transformeren; (med./pas.) verandering ondergaan
μετανοέω,"tot inkeer komen (over), berouw hebben (van)"
μεταξύ,(in)tussen
μεταπέμπω,"ontbieden, oproepen"
μεταστρέφω,"(act.) verdraaien, verderven; (med./pas.) omkeren"
μετασχηματίζω,"transformeren, als model gebruiken"
μετατίθημι,"(act.) weghalen, veranderen (in); (med.) zich distantiëren van"
μετατρέπω,"(act.) verdraaien, verderven; (med./pas.) omkeren"
μετεωρίζομαι,zich zorgen maken
μετοικίζω,"(doen) verhuizen, transporteren"
μετοικεσία,"verhuizing, migratie"
μετοχή,"participatie, deelgenootschap"
μετρέω,(op)meten
μετρίως,"gematigd, met mate"
μετρητής,"μετρητής - metretes, kruik, vat, (Hebr.) kor [Griekse inhoudsmaat van ca. 39 liter gelijk aan Hebreeuwse batos]"
μετριοπαθέω,zich gematigd opstellen (jegens)
μηδέ,"en niet, noch, zelfs niet"
μηδέποτε,nooit
μηδέπω,nog niet
μηδαμῶς,"geenszins, geen sprake van"
μηδείς,"(adj.) geen; (subst.) niemand, niets"
μηκέτι,niet langer
μηκύνω,"(act.) lang maken; (med.) lang worden, groeien"
μηλωτή,schapenhuid
μηνύω,"informeren, onthullen"
μηρός,dij
μητρολῴας,"moedermoord, matricide"
μιαίνω,"vervuilen, verontreinigen"
μιασμός,"vervuiling, verontreiniging"
μικρός,"klein, laag, kort"
μιμέομαι,"imiteren, nadoen, navolgen"
μιμητής,"imitator, navolger"
μιμνῄσκω,"(zich) herinneren, (zich) bedenken"
μισέω,"haten, minachten, minder belangrijk achten"
μισθαποδοσία,"vergoeding, vergelding"
μισθαποδότης,"vergoeder, iemand die beloont/vergoedt"
μισθωτός,ingehuurde arbeider/kracht
μισθός,"loon, beloning"
μισθόω,"(act.) verhuren; (med.) inhuren, aannemen"
μνήμη,herinnering
μνεία,"herinnering, vermelding"
μνημεῖον,"graf(tombe), monument, gedenksteen"
μνημονεύω,"(iemand) herinneren (aan), in herinnering roepen"
μνημόσυνον,gedenkteken
μνηστεύω,(act.) (zich) verloven (met); (med./pas.) verloofd zijn (met)
μνᾶ,mina [Griekse munteenheid gelijk aan 100 drachmen]
μνῆμα,"graf(tombe), gedenksteen"
μογιλάλος,"met gebrekkige spraak, stom"
μοιχάω,overspel plegen
μοιχαλίς,(adj.) overspelig; (subst.) overspelige (man/vrouw)
μοιχεία,overspel
μοιχεύω,overspel plegen
μοιχός,"overspelige, pleger van overspel"
μολυσμός,vervuiling
μολύνω,"besmeuren, bevuilen"
μομφή,"aanklacht, schuld"
μονή,verblijf
μονογενής,"enig, uniek"
μονόφθαλμος,"eenogig, met één oog"
μονόω,(act.) alleen laten; (med./pas.) alleen (gelaten) zijn
μορφή,"vorm, verschijning(svorm)"
μορφόω,vormen
μοσχοποιέω,een (beeld van een) kalf maken
μουσικός,(adj.) muzikaal; (subst.) muzikant
μυέω,inwijden
μυελός,merg
μυκάομαι,"brullen, weergalmen"
μυκτηρίζω,"de neus ophalen (voor), neerkijken (op)"
μυλικός,horend bij een molen
μυρίζω,zalven
μυριάς,"(een groep van) tienduizend, ontelbaar aantal"
μυστήριον,"mysterie, geheim(enis)"
μυωπάζω,bijziend/kortzichtig zijn
μωμάομαι,"bekritiseren, verwijten"
μωρία,dwaasheid
μωραίνω,"dwaas maken, smakeloos maken"
μωρολογία,dwaas/dom gepraat
μωρός,"dwaas, dom"
μόδιος,"modios, (Lat.) modius, maat, meetmand [Romeinse inhoudsmaat van ca. 9 liter]"
μόλις,"met moeite, nauwelijks"
μόνος,"(adj.) alleen; (adv.) alleen maar, slechts"
μόρφωσις,vorm
μόσχος,kalf
μόχθος,"moeite, inspanning"
μύλινος,"molen, molensteen"
μύλος,"molen, molensteen"
μύριοι,"tienduizend, ontelbaar veel"
μύρον,(aromatische) zalf/olie
μώλωψ,"bult, kneuzing"
μᾶλλον,"(te) meer, liever, veeleer [comp. van μάλα]"
μῆκος,lengte
μῦθος,verhaal
μῶμος,"blaam, smet"
νάρδος,nardusolie
νέκρωσις,"doding, dode staat"
νέος,"nieuw, jong"
νέφος,"wolk, menigte"
νή,bij
νήθω,spinnen
νήπιος,"(klein) kind, minderjarige, onvolwassene"
νήφω,"gematigd zijn, sober zijn"
νίκη,overwinning
νίπτω,wassen
ναί,"ja, inderdaad"
ναυαγέω,schipbreuk lijden
ναός,tempel
ναύκληρος,"schipper, kapitein"
ναύτης,"zeeman, matroos"
ναῦς,"schip, boot"
νεανίας,jongeman
νεανίσκος,jongeman
νεκρός,"(adj.) dood; (subst.) dode, lijk"
νεκρόω,"doden, buiten werking stellen"
νεομηνία,(feest van de) nieuwe maan
νεφέλη,wolk
νεφρός,nier
νεωκόρος,tempelwacht
νεωτερικός,jeugdig
νεότης,"jeugd, jonge jaren"
νεόφυτος,"recent gepland, net bekeerd"
νεύω,knikken
νηπιάζω,"zich als een klein kind gedragen, kinderachtig/naïef zijn"
νησίον,eilandje
νηστεία,"honger, (tijd van) vasten"
νηστεύω,vasten
νηφάλιος,"gematigd, sober, niet aan drank verslaafd"
νικάω,"overwinnen, de overhand krijgen/hebben"
νιπτήρ,"(water)bekken, (water)kom"
νοέω,"begrijpen, overdenken"
νομή,"veevoer, verspreiding"
νομίζω,"denken, menen, achten"
νομίμως,wettig
νομικός,(adj.) horend bij de wet; (subst.) wetgeleerde
νομοδιδάσκαλος,"wetgeleerde, leraar in de wet"
νομοθέτης,wetgever
νομοθεσία,wetgeving
νομοθετέω,"(act.) verordenen (bij wet); (med./pas.) de wet ontvangen, wettig worden, in werking treden"
νοσέω,ziek zijn
νοσσίον,"kuikentje, jonge vogel"
νοσσιά,"gebroed, kroost"
νοσσός,"kuiken, jonge vogel"
νοσφίζω,"(act.) apart zetten; (med.) voor zichzelf houden, achteroverdrukken"
νουθεσία,"raad, waarschuwing"
νουθετέω,"raadgeven, waarschuwen"
νουνεχῶς,"verstandig, wijs"
νοῦς,"verstand, brein, gedachte"
νυμφίος,bruidegom
νυμφών,bruidskamer
νυνί,"nu, welnu"
νυστάζω,"knikkebollen, dutten"
νυχθήμερον,"een nacht en een dag, (een periode van) 24 uur"
νωθρός,"traag, achterblijvend"
νόημα,"overdenking, gedachte, bedoeling"
νόθος,"onwettig, bastaard"
νόμισμα,munt
νόμος,"wet, Torah"
νόσημα,"aandoening, ziekte"
νόσος,ziekte
νότος,"zuidenwind, (het) zuiden"
νύμφη,"bruid, schoondochter"
νύξ,nacht
νύσσω,"doorboren, aanstoten"
νῆσος,eiland
νῆστις,"hongerige (persoon), vastende (persoon)"
νῖκος,overwinning
νῦν,"nu, welnu"
νῶτος,rug
ξένος,"(adj.) vreemd; (subst.) vreemdeling, gast, gastheer"
ξέστης,"karaf, kan"
ξενία,"gastvrijheid, gastenkamer"
ξενίζω,"gastvrij ontvangen, verrassen"
ξενοδοχέω,gastvrijheid betonen
ξηραίνω,uitdrogen
ξηρός,"droog, uitgedroogd, verschrompeld"
ξυράω,scheren
ξύλινος,"houten, van hout"
ξύλον,"hout, knuppel, stok, kruis, boom"
οἰκέτης,slaaf (binnen een huishouding)
οἰκέω,(be)wonen
οἰκία,"huis, huishouding, familie"
οἰκετεία,slaaf (binnen een huishouding)
οἰκεῖος,(adj.) van het huis; (subst.) huisgenoot
οἰκητήριον,woning
οἰκιακός,"lid van de huishouding, familielid"
οἰκοδεσποτέω,een huis(houden) besturen
οἰκοδεσπότης,hoofd van een huis(houding)
οἰκοδομέω,"(op)bouwen, oprichten"
οἰκοδομή,"gebouw, opbouw"
οἰκοδόμος,"(op)bouwen, oprichten"
οἰκονομέω,"beheren, beheerder/rentmeester zijn"
οἰκονομία,beheer
οἰκονόμος,"beheerder, manager, rentmeester"
οἰκουμένη,"(de bewoonde) wereld, de inwoners van het Romeinse Rijk"
οἰκτίρμων,"mededogend, vol erbarmen"
οἰκτίρω,mededogen betonen (aan)
οἰκτιρμός,"mededogen, erbarmen"
οἰνοπότης,"zuiper (van wijn), dronkenlap"
οἰνοφλυγία,"dronkenschap, (het) zuipen"
οἴκημα,cel (in een gevangenis)
οἴομαι,"(be)denken, menen"
οἶδα,"weten, inzien"
οἶκος,"huis, huishouding, familie"
οἶνος,"wijn, wijngaard"
οἷος,"(zodanig) als, zoals, hoe"
οὐ,"niet, nee"
οὐά,"ach(!), ha(!) [uitroep van verachting]"
οὐαί,"ach(!), wee(!) [uitroep van pijn]"
οὐδέ,"noch, en (ook) niet, zelfs niet"
οὐδέποτε,nooit
οὐδέπω,nog niet
οὐδαμῶς,"geenszins, op geen enkele manier"
οὐδείς,"niemand, niets"
οὐκέτι,"niet langer, niet meer, niet"
οὐκοῦν,"dan, niet [geeft aan dat een positief antwoord wordt verwacht]"
οὐρά,staart
οὐράνιος,hemels
οὐρανόθεν,vanuit de hemel
οὐρανός,hemel
οὐσία,"bezit(tingen), goed(eren)"
οὐχί,"niet, nee, geenszins"
οὔπω,nog niet
οὔτε,"noch, en (ook) niet"
οὕτω,"zo, op deze manier"
οὖν,"dus, dan"
οὖς,oor
οὗ,"waar, waarheen [bijzonder gebruik van de gen. van ὅς]"
οὗτος,"deze, die, dit, dat"
πάθημα,"lijden, passie"
πάθος,"passie, lust"
πάλαι,"lang geleden, allang"
πάλη,worsteling
πάλιν,"weer, opnieuw, terug, bovendien, anderzijds"
πάντοθεν,"overal vandaan, aan/van alle kanten"
πάντοτε,"altijd, op elk moment"
πάντως,"ongetwijfeld, in ieder geval, vooral"
πάντῃ,bij iedere gelegenheid
πάρδαλις,"luipaard, panter"
πάρειμι,"aanwezig zijn, zijn bij"
πάρεσις,(het) voorbijgaan aan
πάροδος,"doorgang, route"
πάροικος,"(adj.) als vreemdeling verblijvend; (subst.) bijwoner, vreemdeling"
πάροινος,verslaafd aan wijn
πάσχα,"[Hebr.] Pesach, Pascha, Pasen, de Paasmaaltijd, het Paaslam"
πάσχω,"ondergaan, lijden, doorstaan"
πέδη,keten
πέλαγος,"zee, diepte"
πέμπτος,vijfde
πέμπω,"zenden, sturen"
πένης,"arme, arm persoon"
πένθος,rouw
πέντε,vijf
πέραν,"aan de overzijde, aan de andere kant"
πέρας,"(uit)einde, slot"
πέριξ,rond(om)
πέρυσι,vorig jaar
πέτομαι,vliegen
πέτρα,rots(blok)
πήγανον,wijnruit [een tuinkruid]
πήγνυμι,opzetten
πήρα,(leren) (reis)tas
πίμπλημι,"vullen, tot vervulling komen"
πίμπρημι,(act.) doen opzwellen; (med./pas.) opzwellen
πίναξ,"schaal, bord"
πίνω,drinken
πίπτω,"vallen, ten val komen"
πίστις,"vertrouwen, trouw, geloof, overtuiging, garantie"
παίζω,"feesten, spelen, dansen"
παίω,slaan
παγίς,val(strik)
παγιδεύω,"in de val lokken, vangen"
παθητός,voorbestemd om te lijden
παιδάριον,"(jong) kind, jongen/meisje"
παιδίον,"kind, kindje"
παιδίσκη,"slavin, (vrouwelijke) huisslaaf"
παιδαγωγός,"opvoeder, toezichthouder"
παιδεία,"opvoeding, opleiding, educatieve vorming"
παιδευτής,"opvoeder, leraar"
παιδεύω,"opvoeden, opleiden, educatief vormen"
παιδιόθεν,"van jongs af aan, sinds de kindertijd"
παλαιός,oud
παλαιότης,oude staat
παλαιόω,(act.) verouderd verklaren; (med./pas.) oud worden
παλιγγενεσία,"herschepping, hernieuwing"
παμπληθεί,"met zijn allen, allen gezamenlijk"
πανήγυρις,feestelijke bijeenkomst
πανδοχεύς,herbergier
πανδοχεῖον,herberg
πανοικεί,met de hele huishouding
πανοπλία,volledige wapenrusting
πανουργία,"sluwheid, listigheid"
πανοῦργος,"sluw, listig"
πανταχοῦ,overal
πανταχῇ,overal
παντελής,"geheel (en al), compleet"
παντοκράτωρ,heerser over alles
παρά,"(+gen.) van (de kant van); (+dat.) bij; (+acc.) naast, vergeleken met"
παράβασις,overtreding
παράγω,"voorbijgaan, weggaan"
παράδεισος,paradijs
παράδοξος,"buitengewoon, boven verwachting"
παράδοσις,"traditie, overlevering"
παράκειμαι,"aanwezig zijn, dichtbij zijn"
παράκλησις,"aansporing, bemoediging, troost"
παράκλητος,"aanmoediger, raadgever"
παράλιος,van de kust(streek)
παράπτωμα,overtreding
παράσημος,voorzien van een teken
παρέρχομαι,"gaan langs, voorbijgaan, vergaan"
παρέχω,"verschaffen, voorzien (van/in), teweegbrengen"
παρίημι,"voorbijgaan aan, verzwakken"
παρίστημι,"presenteren, (gaan) staan bij, bijstand verlenen"
παραβάλλω,"vergelijken, komen bij/naast"
παραβάτης,overrteder
παραβαίνω,"afwijken, overtreden"
παραβιάζομαι,sterk (erop) aandringen (bij) (+acc.)
παραβολή,"parabel, gelijkenis, symbool"
παραγίνομαι,"(aan)komen, aanwezig zijn, (publiekelijk) verschijnen"
παραγγέλλω,"bevelen, instrueren"
παραγγελία,"bevel, instructie"
παραδέχομαι,ontvangen
παραδίδωμι,"overhandigen, uitleveren, (zich) overgeven"
παραδειγματίζω,publiekelijk beschamen
παραζηλόω,jaloers maken
παραθήκη,"krediet, iets dat iemand is toevertrouwd"
παραθαλάσσιος,"bij de zee, bij het meer"
παραθεωρέω,"negeren, over het hoofd zien"
παραινέω,adviseren
παραιτέομαι,"vragen (om), verontschuldigen, afwijzen"
