lex,default
θεωρέω,betragter
θεωρία,beskuelse
θεόπνευστος,begejstret af gud
θεός,gud
θεότης,guddom
θεῖον,svovl
θεῖος,svovl
θηλάζω,dier
θηρίον,dyr
θηρεύω,jager vildt
θηριομαχέω,kæmper med vilde dyr
θησαυρίζω,indsamler
θησαυρός,skatkammer
θιγγάνω,berører
θλίβω,presser
θλῖψις,forfølgelse
θνητός,dødelig
θνῄσκω,dør
θορυβάζω,larmer
θορυβέω,larmer
θρέμμα,opdræt
θρίξ,hår
θραύω,sønderbryder
θρηνέω,klager; jamrer
θρησκεία,gudsdyrkelse
θρησκός,gudfrygtig
θριαμβεύω,triumferer
θροέω,larmer
θρόμβος,klump
θρόνος,trone
θυγάτηρ,datter
θυγάτριον,lille datter
θυμίαμα,virak
θυμιάω,røger
θυμιατήριον,røgelsekar
θυμομαχέω,kæmper hidsigt
θυμός,liv
θυμόω,gør vred
θυρίς,lille vindue
θυρεός,skjold
θυρωρός,dørvogter
θυσία,offer
θυσιαστήριον,alter
θόρυβος,larm
θύελλα,stormvind
θύρα,dør
θύω,ofrer
θύϊνος,fra et citrustræ
θώραξ,brystpandser
θῆλυς,kvindelig
κάθημαι,sidder
κάκωσις,fordærvelse
κάλαμος,rør
κάλυμμα,bedækning
κάμηλος,kamel
κάμινος,ovn
κάμνω,anstrenger mig
κάμπτω,bøjer
κάρφος,gren
κάτω,ned
κέλευσμα,befaling
κέντρον,brod
κέραμος,tagsten
κέρας,horn
κέρδος,vinding
κέρμα,lille mønt; skilling
κήρυγμα,bekendtgørelse
κίνδυνος,fare
κίνησις,bevægelse
κίχρημι,låner
καί,og; også
καίγε,selv
καίπερ,selvom
καίτοι,og dog
καίτοιγε,og dog
καίω,brænder
καθά,ligesom
καθάπερ,ligesom
καθάπτω,berører
καθέδρα,sæde
καθέζομαι,sætter mig ned
καθήκω,er passende
καθίζω,sætter
καθίημι,nedsender
καθίστημι,sætter
καθαίρεσις,nedrivning
καθαίρω,gør ren
καθαιρέω,nedtager
καθαρίζω,renser
καθαρισμός,renselse
καθαρός,ren
καθαρότης,renhed
καθεξῆς,i rad
καθεύδω,sover
καθεῖς,ifølge
καθηγητής,vejviser; lærer
καθημερινός,på den dag i dag
καθοπλίζω,bevæbner
καθοράω,ser ned
καθό,såvidt
καθόλου,i det hele; almindeligt
καθότι,hvorledes
καθώς,ligesom
καινός,ny
καινότης,nyhed
καιρός,passende tidspunkt
κακία,ondskab
κακοήθεια,slethed
κακολογέω,bagtaler
κακοπάθεια,lidelse
κακοπαθέω,lider ulykke
κακοποιέω,handler slet
κακοποιός,slet handlende
κακουχέω,behandler ilde
κακοῦργος,handler slet
κακός,ond
κακόω,mishandler
κακῶς,ondt
καλάμη,hvedestrå
καλέω,kalder
καλλιέλαιος,rig på smuk olie
καλοδιδάσκαλος,lærer i dyd og retskaffenhed
καλοποιέω,handler smukt
καλός,smuk
καλύπτω,skjuler
καλῶς,godt
καμμύω,lukker
κανών,rettesnor
καπηλεύω,småhandler
καπνός,røg
καρδία,hjerte
καρδιογνώστης,hjertekender
καρποφορέω,bærer frugt
καρποφόρος,frugtbærende
καρπός,frugt
καρτερέω,udholder
κατά,ifølge
κατάβασις,nedstigen
κατάγνυμι,sønderbryder
κατάγω,fører ned
κατάδηλος,åbenbar
κατάθεμα,forbandelse
κατάκειμαι,ligger ned
κατάκριμα,domfældelse
κατάκρισις,dom
κατάλαλος,"som bagtaler,"
κατάλοιπος,øvrig
κατάλυμα,herberg
κατάνυξις,angst; kval
κατάπαυσις,beroligelse
κατάρα,forbandelse
κατάρτισις,indrettening
κατάσκοπος,undersøgende
κατάστημα,stilling
κατάσχεσις,besiddelse
κατέναντι,overfor
κατέρχομαι,går ned
κατέχω,fastholder
κατήγορος,anklager
κατήφεια,ydmygelse
καταβάλλω,nedkaster
καταβαίνω,går ned
καταβαρέω,nedtrykker
καταβαρύνω,nedtrykker
καταβολή,grundlæggen
καταβραβεύω,fordømmer
καταγγέλλω,forkynder
καταγγελεύς,forkynder
καταγελάω,udler
καταγινώσκω,domfælder
καταγωνίζομαι,nedkæmper
καταδέω,fastbinder
καταδίκη,fordømmer
καταδικάζω,fordømmer
καταδιώκω,forfølger
καταδουλόω,undertvinger
καταδυναστεύω,betvinger
καταθεματίζω,bander
καταισχύνω,gør til skamme
κατακαίω,forbrænder
κατακαλύπτω,tilhyller
κατακαυχάομαι,foragter
κατακλάω,sønderbryder
κατακλίνω,lægger ned
κατακλείω,tillukker
κατακληρονομέω,κατακληρονομέω
κατακλυσμός,oversvømmelse
κατακλύζω,oversvømme
κατακολουθέω,følger
κατακρίνω,domfælder
κατακρημνίζω,kaster
κατακυριεύω,overvælder
κατακόπτω,nedhugger
καταλέγω,opregner
καταλαλέω,bagtaler
καταλαλιά,bagtalelse
καταλαμβάνω,griber
καταλείπω,forlader
καταλιθάζω,stener
καταλλάσσω,forliger
καταλλαγή,omveksler
καταλύω,opløser
καταμένω,forbliver
καταμανθάνω,lærer nøje
καταμαρτυρέω,vidner imod én
καταναλίσκω,forbruger
καταναρκάω,besværer
κατανεύω,tilnikker
κατανοέω,bemærker
καταντάω,kommer til
κατανύσσομαι,fuldender
καταξιόω,holder for værdig
καταπέτασμα,forhæng
καταπίνω,sluger
καταπίπτω,falder ned
καταπατέω,søndertræder
καταπαύω,standser
καταπλέω,sejler ind
καταπονέω,overvælder
καταποντίζω,nedsænker
καταράομαι,forbander
καταργέω,gør ugyldig; ugyldiggør
καταριθμέω,optæller
καταρτίζω,ordner; forbereder
καταρτισμός,fuldkommengørelse
κατασείω,ryster
κατασκάπτω,undergraver
κατασκήνωσις,lejr
κατασκευάζω,bygger
κατασκηνόω,opslår lejr
κατασκιάζω,beskygger
κατασκοπέω,undersøger
κατασοφίζομαι,bruger list
καταστέλλω,holder nede
καταστολή,klædning
καταστρέφω,drejer omkring
καταστρηνιάω,opfører mig stolt imod én
καταστροφή,underkastelse
καταστρώννυμι,nedstrækker
κατασφάζω,dræber
κατασφραγίζω,forsegler
κατασύρω,trækker ned
κατατίθημι,sætter ned
κατατομή,omskærelse
κατατρέχω,løber ned
καταφέρω,bærer hen
καταφεύγω,flyer
καταφθείρω,fordærver
καταφιλέω,kysser ømt
καταφρονέω,foragter
καταφρονητής,foragte
καταχέω,udgyder over
καταχθόνιος,underjordisk
καταχράομαι,udnytter
καταψύχω,afkøler
κατείδωλος,fuld af gudebilleder
κατενώπιον,lige imod
κατεξουσιάζω,undertrykker
κατεργάζομαι,fuldbringer
κατεσθίω,opæder
κατευθύνω,styrer
κατευλογέω,velsigner
κατεφίστημι,vender sig imod
κατηγορέω,anklager
κατηγορία,anklage
κατηχέω,belærer
κατισχύω,formår
κατιόω,ruster
κατοίκησις,bolig
κατοικέω,bebor
κατοικία,bolig
κατοικίζω,bebor
κατοικητήριον,opholdssted
κατοπτρίζω,spejler
κατώτερος,lavere
καυματίζω,forbrænder; afbrænder
καυστηριάζω,brændemærker
καυσόω,brænder op
καυχάομαι,praler
καύσων,hede
καύχημα,praleri
καύχησις,praleri
καῦμα,brand
καῦσις,brænden
κείρω,afskærer håret
κειρία,bånd
κελεύω,befaler
κενοδοξία,tom indbildning
κενοφωνία,tom tale
κεντυρίων,centurio
κενόδοξος,indbilsk
κενός,tom
κενόω,udtømmer
κενῶς,tom
κεράμιον,lerfad
κεράννυμι,blander (især vin)
κεράτιον,bønne
κεραία,accent; læsetegn
κεραμεύς,pottemager
κεραμικός,af ler
κερδαίνω,vinder
κερματιστής,vekselerer
κεφάλαιον,hovedsag
κεφαλή,hoved
κεφαλίς,bogrulle
κεφαλιόω,slår i hovedet
κεῖμαι,ligger
κημόω,tier
κηπουρός,gartner
κηρύσσω,forkynder
κιβωτός,trækasse
κιθάρα,cithar
κιθαρίζω,spiller på citar
κιθαρῳδός,som spiller på citar
κινέω,bevæger
κινδυνεύω,svæver i fare
κιννάμωμον,kanel
κλάδος,kvist
κλάσις,brud
κλάσμα,brudstykke
κλάω,brækker
κλέμμα,tyveri
κλέος,rygte
κλέπτης,tyv
κλέπτω,stjæler
κλίβανος,et kar af ler
κλίμα,beliggenhed
κλίνη,leje
κλίνω,bøjer
κλαίω,græder
κλαυθμός,jamren
κλείς,nøgle
κλείω,lukker
κληρονομέω,arver
κληρονομία,arv
κληρονόμος,arving
κληρόω,vælger ved lod
κλητός,udvalgt
κλινάριον,lille seng
κλινίδιον,lille seng
κλισία,hytte
κλοπή,tyveri
κλυδωνίζομαι,bølger
κλύδων,bølge
κλῆμα,spire
κλῆρος,lod
κλῆσις,råb
κνήθω,kradser
κοίμησις,sover
κοίτη,seng
κοδράντης,quadrans; fjerde delen af en as
κοιλία,underlivet
κοιμάομαι,falder i søvn
κοινωνέω,deler
κοινωνία,fællesskab
κοινωνικός,omgængelig
κοινωνός,deltager
κοινός,fælles
κοινόω,gør uren
κοιτών,soveværelse
κολάζω,straffer
κολακεία,smigreri
κολαφίζω,slår
κολλάω,sammenføjer
κολλούριον,øjensalve
κολλυβιστής,vekselerer
κολοβόω,lemlæster
κολυμβάω,svømmer
κολυμβήθρα,dam
κολωνία,koloni
κομάω,er langhåret
κομίζω,plejer
κομψότερον,smykket
κονιάω,kalker
κονιορτός,støvsky
κοπάζω,falder
κοπή,slægter
κοπετός,ligklage
κοπιάω,slider
κοπρία,gødning
κοράσιον,lille pige
κορέννυμι,mætter
κορβᾶν,tempelblokken
κοσμέω,ordner
κοσμικός,verdslig; jordisk
κοσμοκράτωρ,verdensstyrer
κουστωδία,vagt
κουφίζω,er let
κοῦμ,kum; rejs dig
κράβαττος,båre
κράζω,råber
κράσπεδον,rand
κράτιστος,stærkest
κράτος,styrke
κρέας,kød
κρίθινος,af byg
κρίμα,fordømmelse
κρίνον,lilie
κρίνω,dømmer
κρίσις,strid
κραιπάλη,hovedpine
κρανίον,hjerneskal
κρατέω,tager; får fat på; bemægtiger mig
κραταιός,vældig
κραταιόω,gør stærk
κραυγάζω,skriger
κραυγή,skrig
κρείττων,stærkere
κρεμάννυμι,hænger op
κρημνός,brink
κριθή,byg
κριτήριον,bedømme
κριτής,dommer
κριτικός,skikket til at bedømme
κρούω,banker
κρυπτός,skjult
κρυσταλλίζω,gennemsigtig som krystal
κρυφαῖος,skjult
κρυφῇ,hemmeligt
κρύπτη,skjult sted
κρύπτω,skjuler
κρύσταλλος,krystal
κτάομαι,køber
κτήτωρ,ejendomsbesidder
κτίζω,bygger
κτίσις,grundlæggelse
κτίσμα,skabning
κτίστης,anlægger; stifter
κτῆμα,besiddelse
κτῆνος,besiddelse
κυβέρνησις,regeren
κυβεία,terningspil
κυβερνήτης,skibsstyrmand
κυκλεύω,krummer
κυκλόθεν,fra omkredsen; fra alle sider
κυκλόω,krummer
κυλίω,vælter; ruller
κυλισμός,krum
κυλλός,krum
κυνάριον,lille hund
κυρία,magt
κυριακός,henhørende til Herren
κυριεύω,ejer
κυριότης,besiddelse
κυρόω,stadfæster
κωλύω,hindrer
κωμόπολις,landsby
κωφός,stum
κόκκινος,skarlagenrød
κόκκος,sennep
κόλασις,straf
κόλπος,barm
κόμη,hår
κόπος,udmattelse
κόπριον,gødning
κόπτω,slår
κόραξ,ravn
κόρος,tånde; mål
κόσμιος,ordnet
κόσμος,verden
κόφινος,kurv
κύκλῳ,kreds
κύμβαλον,metalbækken
κύμινον,kommen
κύπτω,bøjer
κύριος,herre
κύων,hund
κώμη,landsby
κώνωψ,myg
κἀγώ,og jeg
κἀκεῖ,og der
κἀκεῖθεν,derfra
κἀκεῖνος,denne
κἄν,og hvis
κῆνσος,opkræver
κῆπος,have
κῆρυξ,udråber
κῆτος,søuhyre
κῦμα,bølge
κῶλον,lem
κῶμος,gilde
λάθρᾳ,hemmeligt
λάμπω,lyser
λάρυγξ,svælg
λάχανον,haveurter
λέγω,taler; siger
λέντιον,linned
λέπρα,spedalskhed
λέων,løve
λήθη,forglemmelse
λίαν,meget
λίβανος,røgelse
λίθινος,af sten; sten-
λίθος,sten
λίμνη,dam
λίνον,hør
λίτρα,libra; sølvmønt
λίψ,sydvestvind
λαγχάνω,får ved lod
λακάω,sprænger
λακτίζω,sparker
λαλέω,taler; snakker
λαλιά,snak
λαμβάνω,tager
λαμπάς,fakkel
λαμπρός,lysende
λαμπρότης,glans
λαμπρῶς,lysende
λανθάνω,er skjult
λαξευτός,hugget af sten
λατομέω,udhugger i sten
λατρεία,tjeneste
λατρεύω,tjener
λαός,folk
λαῖλαψ,stormvind
λείπω,forlader
λεγιών,legion
λειτουργέω,gudstjeneste
λειτουργία,offentlig tjeneste; kirketjeneste
λειτουργικός,tjenende
λειτουργός,tjener
λεμά,hvorfor
λεπίς,skal
λεπρός,med udslæt
λεπτός,tynd
λευκαίνω,gør hvid
λευκός,hvid
λεῖμμα,levning
λεῖος,glat
ληνός,vinperse
λιβανωτός,røgelse
λιθάζω,stener
λιθοβολέω,stener
λιθόστρωτος,mosaikarbejde
λικμάω,renser kornet
λιμήν,havn
λιμός,hungersnød
λιπαρός,fed
λοίδορος,skældende
λογίζομαι,venstre
λογεία,indsamling
λογικός,fornuftig
λογισμός,regning
λογομαχέω,strider med ord
λογομαχία,ordstrid
λοιδορέω,skælder
λοιδορία,skælden
λοιμός (II),pest
λοιπός,øvrig
λουτρόν,bad
λούω,vasker
λυμαίνω,hungrer
λυπέω,bedrøver
λυσιτελέω,gavner
λυτρωτής,forløser
λυτρόω,frigiver mod løsepenge
λυχνία,lysestage
λόγιον,orakelsprog
λόγιος,veltalende
λόγος,ord
λόγχη,lansespids
λύκος,ulv
λύπη,sorg; lidelse
λύσις,løsladelse
λύτρον,løsepenge
λύτρωσις,forløsning
λύχνος,lampe
λύω,løser
λῃστής,røver
λῆμψις,indtægt
λῆρος,tåbelig snak
μάγος,troldmand
μάκελλον,kødtorv
μάλιστα,i høj grad
μάμμη,bedstemoder
μάννα,manna
μάρμαρος,marmor
μάρτυς,vidne
μάστιξ,pisk
μάταιος,unyttig
μάτην,forgæves
μάχαιρα,kniv
μάχη,slag
μάχομαι,kæmper
μέγας,stor
μέγεθος,storhed
μέθη,overdreven drikken
μέθυσος,beruset
μέλας,sort
μέλει,er vigtig
μέλι,honning
μέλλω,skal
μέλος,led
μέμφομαι,dadler
μέν,men
μέντοι,netop
μένω,bliver
μέριμνα,bekymring
μέρος,part
μέσος,midte
μέτοχος,delagtig
μέτρον,mål
μέτωπον,pande
μέχρι,indtil
μή,ikke
μήγε,hvis ikke
μήν (I),sandelig
μήν (II),mund
μήπω,endnu ikke
μήτε,og ikke
μήτηρ,mor
μήτι,hvis ikke
μήτιγε,for slet ikke at tale om
μήτρα,livmoder
μίασμα,besudling
μίγμα,blanding
μίγνυμι,træffer
μίλιον,den romerske mil
μίσθιος,lønnet
μίσθωμα,det lejede
μαίνομαι,raser
μαγεία,magi; trylleri
μαγεύω,fortryller
μαθήτρια,discipelinde
μαθητής,elev
μαθητεύω,er discipel; underviser
μακάριος,velsignet
μακαρίζω,priser lykkelig
μακαρισμός,det at prise lykkelig
μακράν,langt
μακροθυμέω,er standhaftig
μακροθυμία,langmodighed
μακροθύμως,tålmodig
μακροχρόνιος,længelevende
μακρόθεν,fra det fjerne
μακρός,lang
μαλακία,blødhed
μαλακός,blød
μαμωνᾶς,mammon
μανία,raseri
μανθάνω,lærer
μαντεύομαι,spår
μαράνα θᾶ,Marana ta
μαραίνω,udslukker
μαργαρίτης,perle
μαρτυρέω,vidner
μαρτυρία,vidnesbyrd
μαρτύριον,vidnesbyrd
μαρτύρομαι,påkalder som vidne
μασάομαι,spiser
μαστίζω,pisker
μαστιγόω,pisker
μαστός,bryst
ματαιολογία,dårlig
ματαιολόγος,forfængeligt
ματαιότης,letsindighed
ματαιόω,ender i tomhed
μεγάλως,stort
μεγαλειότης,storhed
μεγαλεῖος,stor
μεγαλοπρεπής,ædelmodig
μεγαλωσύνη,storhed
μεγαλύνω,forstørrer
μεγιστάν,stor
μεθίστημι,omstiller
μεθερμηνεύω,oversætter
μεθοδεία,list
μεθύσκω,beruser
μεθύω,er beruset
μελετάω,planlægger
μεμβράνα,pergament
μεμψίμοιρος,misfornøjet
μενοῦν,javist
μενοῦνγε,javist
μερίζω,deler
μερίς,portion; ret
μεριμνάω,sørger
μερισμός,deling
μεριστής,deler
μεσίτης,mægler
μεσημβρία,sydpå
μεσιτεύω,er i midten; mægler
μεσονύκτιον,midnatlig
μεσουράνημα,rummet mellem himmel og jord
μεστός,fuld
μεστόω,fylder
μεσότοιχον,mellemvæg
μεσόω,er i midten
μετά,efter; med
μετάγω,fører bort
μετάθεσις,overgang
μετάλημψις,deltagelse
μετάνοια,anger
μετέπειτα,derefter
μετέχω,deler
μεταίρω,μεταίρω
μεταβάλλω,kaster om
μεταβαίνω,går over
μεταδίδωμι,meddeler
μετακαλέω,kalder bort
μετακινέω,forandrer
μεταλαμβάνω,tager del i
μεταλλάσσω,omveksler
μεταμέλομαι,angrer
μεταμορφόω,omformer
μετανοέω,fortryder
μεταξύ,i midten
μεταπέμπω,sender bud efter
μεταστρέφω,vender bort
μετασχηματίζω,omformer
μετατίθημι,omstiller
μετατρέπω,vender bort
μετεωρίζομαι,er nervøs
μετοικίζω,bringer til en anden bolig
μετοικεσία,ophold som fremmed
μετοχή,deltagelse
μετρέω,måler
μετρίως,tilstrækkelig
μετρητής,den målende
μετριοπαθέω,holder måde i lidenskaber
μηδέ,heller ikke
μηδέποτε,ingensinde
μηδέπω,ikke endnu
μηδαμῶς,på ingen måde
μηδείς,ingen
μηκέτι,ikke længere
μηκύνω,gør lang
μηλωτή,fåreskind
μηνύω,angiver
μηρός,lår
μητρολῴας,modermorder
μιαίνω,besudler
μιασμός,besmittelse
μικρός,lille
μιμέομαι,efterligner
μιμητής,efterligner
μιμνῄσκω,erindrer
μισέω,hader
μισθαποδοσία,betaling af skyldig løn
μισθαποδότης,en der lønner
μισθωτός,lejet
μισθός,løn
μισθόω,udlejer
μνήμη,hukommelse
μνεία,erindring
μνημεῖον,grav
μνημονεύω,husker
μνημόσυνον,minde
μνηστεύω,frier
μνᾶ,mine
μνῆμα,minde
μογιλάλος,stum
μοιχάω,begår ægteskabsbrud
μοιχαλίς,ægteskabsbruder
μοιχεία,ægteskabsbrud
μοιχεύω,forfører
μοιχός,horkarl
μολυσμός,besudling
μολύνω,besmudser
μομφή,dadel; bebrejdelse
μονή,ophold
μονογενής,eneste søn
μονόφθαλμος,med ét øje
μονόω,gør alene
μορφή,form; skikkelse
μορφόω,danner; former
μοσχοποιέω,gør en kalv
μουσικός,musikalsk
μυέω,indvier i mysterierne
μυελός,marv
μυκάομαι,drøner; brager
μυκτηρίζω,rynker næse; spotter
μυλικός,hørende til møllen
μυρίζω,salver
μυριάς,utallig
μυστήριον,hemmelighed
μυωπάζω,er nærsynet
μωμάομαι,dadler; spotter
μωρία,dårskab
μωραίνω,er en tåbe
μωρολογία,tåbelig tale
μωρός,dum
μόδιος,kornmål
μόλις,næppe
μόνος,alene
μόρφωσις,form; skikkelse
μόσχος,kalv
μόχθος,anstrengelse; møje
μύλινος,mølle; møllesten
μύλος,mølle; møllesten
μύριοι,overmåde
μύρον,salve
μώλωψ,blodstribe
μᾶλλον,hellere; endnu
μῆκος,længde
μῦθος,fortælling
μῶμος,dadel
νάρδος,nardus
νέκρωσις,hendøden
νέος,ung
νέφος,sky; tåge
νή,sandelig
νήθω,spinder
νήπιος,umyndig
νήφω,faster
νίκη,sejr
νίπτω,vasker
ναί,ja
ναυαγέω,lider skibbrud
ναός,tempel
ναύκληρος,skibsejer
ναύτης,sømand
ναῦς,skib
νεανίας,yngling
νεανίσκος,yngling
νεκρός,død
νεκρόω,dræber
νεομηνία,nymåned
νεφέλη,sky
νεφρός,nyre
νεωκόρος,tempelværge
νεωτερικός,ungdommelig
νεότης,ungdom
νεόφυτος,nylig plantet
νεύω,nikker
νηπιάζω,er barn
νησίον,lille ø
νηστεία,fasten
νηστεύω,faster
νηφάλιος,fastende
νικάω,sejrer
νιπτήρ,vaskebækken
νοέω,forstår
νομή,græsgang
νομίζω,mener
νομίμως,overensstemmende med skik
νομικός,lovlig
νομοδιδάσκαλος,skriftklog
νομοθέτης,lovgiver
νομοθεσία,lovgivning
νομοθετέω,giver love
νοσέω,er syg
νοσσίον,fugleunge
νοσσιά,rede med unger
νοσσός,dueunge
νοσφίζω,stjæler
νουθεσία,formaning
νουθετέω,belærer
νουνεχῶς,klog
νοῦς,sind
νυμφίος,brudgom
νυμφών,brudekammer
νυνί,nu
νυστάζω,nikker i søvne; sover
νυχθήμερον,dag og nat; døgn
νωθρός,lad
νόημα,tanke
νόθος,uægte født
νόμισμα,penge
νόμος,lov
νόσημα,sygdom
νόσος,sygdom
νότος,Sydvind
νύμφη,brud
νύξ,nat
νύσσω,støder
νῆσος,ø
νῆστις,fastende
νῖκος,sejr
νῦν,nu
νῶτος,ryg
ξένος,fremmed
ξέστης,kande
ξενία,gæstevenskab
ξενίζω,beværter
ξενοδοχέω,er gæstgiver
ξηραίνω,tørrer; udtørrer; gør tør
ξηρός,tør
ξυράω,klipper
ξύλινος,af træ; træ-
ξύλον,kors
οἰκέτης,husslave
οἰκέω,bor
οἰκία,hus
οἰκετεία,husslave
οἰκεῖος,huslig
οἰκητήριον,bolig
οἰκιακός,huslig
οἰκοδεσποτέω,er husfader
οἰκοδεσπότης,husfader
οἰκοδομέω,bygger
οἰκοδομή,bygning;
οἰκοδόμος,bygger
οἰκονομέω,bestyrer huset
οἰκονομία,husbestyrelse
οἰκονόμος,husholder
οἰκουμένη,den beboede jord
οἰκτίρμων,medlidende
οἰκτίρω,er medlidende
οἰκτιρμός,medlidenhed
οἰνοπότης,vindrikker
οἰνοφλυγία,drukkenskab
οἴκημα,fængsel
οἴομαι,mener
οἶδα,kender; ved
οἶκος,hus
οἶνος,vin
οἷος,sådan som
οὐ,ikke
οὐά,nå
οὐαί,ve
οὐδέ,heller ikke; og ikke
οὐδέποτε,heller ikke
οὐδέπω,endnu ikke
οὐδαμῶς,på ingen måde
οὐδείς,ingen
οὐκέτι,ikke længere
οὐκοῦν,altså ikke
οὐρά,hale
οὐράνιος,himmelsk
οὐρανόθεν,fra himlen
οὐρανός,himmel
οὐσία,formue
οὐχί,slet ikke
οὔπω,ikke endu
οὔτε,heller ikke
οὕτω,således
οὖν,derfor
οὖς,øre
οὗ,hvor
οὗτος,denne
πάθημα,ulykke
πάθος,lidelse
πάλαι,for længe siden
πάλη,brydekamp
πάλιν,igen
πάντοθεν,allestedsfra
πάντοτε,altid
πάντως,ganske
πάντῃ,overalt
πάρδαλις,panter
πάρειμι,er tilstede
πάρεσις,tilgivelse
πάροδος,vej
πάροικος,nabo
πάροινος,fuld
πάσχα,påske; påskelammet
πάσχω,lider
πέδη,fodlænke
πέλαγος,sø; hav
πέμπτος,5.
πέμπω,sender
πένης,fattig; trængende
πένθος,sorg
πέντε,5
πέραν,hinsides
πέρας,ende
πέριξ,rundt om
πέρυσι,ifjor
πέτομαι,hveps
πέτρα,sten
πήγανον,rude
πήγνυμι,fæster
πήρα,rejsesæk
πίμπλημι,fylder
πίμπρημι,brænder
πίναξ,bræt
πίνω,drikker
πίπτω,falder
πίστις,tro
παίζω,leger
παίω,slår
παγίς,slynge
παγιδεύω,lokker i fælden
παθητός,lidenskabelig
παιδάριον,lille dreng
παιδίον,barn
παιδίσκη,ung slavinde
παιδαγωγός,opdrager
παιδεία,undervisning
παιδευτής,opdrager
παιδεύω,straffer
παιδιόθεν,fra barndommen
παλαιός,gammel
παλαιότης,ælde
παλαιόω,gør gammel
παλιγγενεσία,opstandelse
παμπληθεί,med hele mængden
πανήγυρις,forsamling
πανδοχεύς,gæstgiver
πανδοχεῖον,værtshus
πανοικεί,med hele huset
πανοπλία,fuldstændig rustning
πανουργία,list
πανοῦργος,listig
πανταχοῦ,overalt
πανταχῇ,overalt
παντελής,ganske fuldendt
παντοκράτωρ,Almægtig
παρά,"langs med, ved"
παράβασις,overtrædelse
παράγω,fører forbi
παράδεισος,paradis
παράδοξος,uformodet
παράδοσις,overgivelse
παράκειμαι,ligger
παράκλησις,opmuntring
παράκλητος,kaldt til hjælp
παράλιος,kystlandet
παράπτωμα,fejltagelse
παράσημος,stemplet
παρέρχομαι,kommer forbi
παρέχω,skænker
παρίημι,undlader
παρίστημι,opstiller
παραβάλλω,sammenligner
παραβάτης,forbryder
παραβαίνω,går frem
παραβιάζομαι,anvender vold på noget
παραβολή,lignelse
παραγίνομαι,er tilstede
παραγγέλλω,befaler
παραγγελία,befaling
παραδέχομαι,modtager
παραδίδωμι,overgiver
παραδειγματίζω,opstiller eksempel
παραζηλόω,gør misundelig
παραθήκη,det tillagte
παραθαλάσσιος,ved havet
παραθεωρέω,overser; foragter
παραινέω,opmuntrer
παραιτέομαι,beder
παρακαλέω,tilkalder
παρακαλύπτω,bedækker
παρακοή,ulydighed
παρακολουθέω,ledsager
παρακούω,hører
παρακύπτω,bukker mig
παραλέγομαι,kommer forbi
παραλαμβάνω,modtager
παραλλαγή,veksel
παραλογίζομαι,forregner mig
παραλυτικός,paralytisk
παραλύω,løser derved
παραμένω,bliver hos én
παραμυθέομαι,tiltaler
παραμυθία,tiltale
παραμύθιον,trøst
παρανομέω,handler lovstridigt
παρανομία,lovstridig handling
παραπίπτω,falder derved
παραπικραίνω,forbitrer
παραπικρασμός,forbitrelse
παραπλέω,sejler forbi
παραπλήσιος,næsten lig
παραπλησίως,lignende måde
παραπορεύομαι,går ved siden
παραρρέω,flyder
παρασκευάζω,gør i stand
παρασκευή,dagen før Sabbath
παρατήρησις,iagttagelse
παρατίθημι,fremsætter
παρατείνω,udbreder
παρατηρέω,vogter
παρατυγχάνω,indtraffer
παραυτίκα,straks; øjeblikkelig
παραφέρω,bringer hen til
παραφρονέω,er fra forstanden
παραφρονία,afsindighed
παραχειμάζω,overvintrer
παραχειμασία,overvintring
παραχρῆμα,straks
παρείσακτος,hemmelig indført
παρεισάγω,indfører hemmeligt
παρεισέρχομαι,kommer til
παρεισδύω,smiger sig
παρεισφέρω,føjer
παρεκτός,foruden
παρεμβάλλω,indsættelse
παρεμβολή,indsættelse
παρενοχλέω,hedning
παρεπίδημος,boende på et fremmed sted
παρηγορία,trøst
παρθένος,jomfru
παρθενία,jumfru
παροίχομαι,går forbi
παροικέω,bor ved siden af
παροικία,ophold
παροιμία,ordsprog
παρομοιάζω,ligner
παροξυσμός,tilskyndelse
παροξύνω,gør skarp
παροργίζω,gør vred
παροργισμός,fremkaldt
παροτρύνω,tilskynder
παρουσία,tilstedeværelse
παροψίς,fad
παρρησία,frihed
παρρησιάζομαι,taler frimodigt
παρόμοιος,næsten lig
πατάσσω,slår
πατέω,træder på
πατήρ,far
πατρίς,fædrelandsk
πατριά,slægt
πατριάρχης,stamfader
πατρικός,faderlig; fra faderen
πατρολῴας,fadermorder
πατροπαράδοτος,overleveret fra fædrene
πατρῷος,faderlig
παχύνω,gør tyk
παύω,stopper
παῖς,barn
πείθω,overtaler
πεδινός,flad
πεζεύω,går tilfods
πεζῇ,til fods
πειθαρχέω,adlyder
πειθός,overtalende
πεινάω,hungrer
πειράζω,frister
πειράομαι,forsøger
πειρασμός,forførelse
πεισμονή,overtalelse
πελεκίζω,halshugger
πενθέω,beklager
πενθερά,svigermoder
πενθερός,svigerfader
πενιχρός,fattig
πεντάκις,fem gange
πεντήκοντα,50
πεντακισχίλιοι,5000
πεντακόσιοι,500
πεντεκαιδέκατος,15
πεντηκοστή,pinsedagen
πεποίθησις,tillid
περί,vedrørende; om; omkring
περίεργος,med flid
περίθεσις,halskæde
περίκειμαι,ligger rundt om
περίλυπος,meget bedrøvet
περίοικος,nabo
περίσσευμα,overflødighed
περίχωρος,omegn
περίψημα,smuds
