lex,default
δωρεάν,"bebas, kebebasan, kemerdekaan"
δόγμα,peraturan
δόκιμος,teruji
δόλιος,penuh tipu
δόλος,"menipu, mendustakan, penipu, pendusta"
δόμα,pemberian
δόξα,"Mulia, Kemuliaan, Memuliakan"
δόσις,pemberian
δότης,pemberi
δύναμαι,dapat
δύναμις,"mujizat, keajaiban, tanda"
δύνω,terbenam
δύο,dua
δύσις,barat
δύσκολος,"keras, lebih sulit, paling sulit, mengeras"
δώδεκα,
δώρημα,pemberian
δῆλος,jelas
δῆμος,rakyat
δῶμα,atap
δῶρον,hadiah
εἰ,jika
εἰ δὲ μή,tetapi jika tidak
εἰδέα,penampilan
εἰδωλεῖον,bait suci
εἰδωλολάτρης,"illah, allah palsu, dewa, dewi"
εἰδωλολατρία,"illah, allah palsu, dewa, dewi"
εἰδωλόθυτος,persembahan berhala
εἰκοσιτρεῖς,dua puluh
εἰκών,"patung, patung pahatan, patung ukiran, patung logam tuangan"
εἰκῇ,
εἰλικρίνεια,kesungguhan
εἰλικρινής,"suci, menyucikan, penyucian"
εἰμί,"Anak Allah, sang Anak, Anak"
εἰρήνη,"damai, kedamaian, pembuat perdamaian"
εἰρηνεύω,"damai, kedamaian, pembuat perdamaian"
εἰρηνικός,"damai, kedamaian, pembuat perdamaian"
εἰρηνοποιέω,"damai, kedamaian, pembuat perdamaian"
εἰρηνοποιός,pembuat damai
εἰς,
εἰσάγω,membawa masuk
εἰσέρχομαι,masuk
εἰσακούω,mendengarkan
εἰσδέχομαι,"menerima, diterima, penerima"
εἰσκαλέομαι,mengundang
εἰσπηδάω,melompat masuk
εἰσπορεύομαι,masuk
εἰστρέχω,berlari masuk
εἰσφέρω,membawa
εἴδωλον,"illah, allah palsu, dewa, dewi"
εἴκοσι,dua puluh
εἴκω,menyerah
εἴπερ,jika demikian
εἴσειμι,masuk
εἴσοδος,kedatangan
εἴτε,baik
εἴωθα,biasa
εἶδος,rupa
εἶπον,berkata
εἶτα,kemudian
εἷς,satu
εὐάρεστος,berkenan
εὐαγγέλιον,"kabar baik, injil"
εὐαγγελίζω,"kabar baik, injil"
εὐαγγελιστής,"penginjil, para penginjil"
εὐαρέστως,dengan berkenan
εὐαρεστέω,berkenan
εὐγενής,"mulia, bangsawan"
εὐδία,cuaca cerah
εὐδοκέω,"kesenangan, kesukaan, gembira"
εὐδοκία,"baik, kebaikan"
εὐεργέτης,dermawan
εὐεργεσία,"baik, kebaikan"
εὐεργετέω,"baik, kebaikan"
εὐθέως,segera
εὐθυδρομέω,berlayar lurus
εὐθυμέω,"keberanian, berani, membuat berani, dorongan"
εὐθύμως,"keberanian, berani, membuat berani, dorongan"
εὐθύνω,meluruskan
εὐθύς,lurus
εὐθύτης,"benar, adil, tidak benar, tidak benar"
εὐκαίρως,pada waktu yang tepat
εὐκαιρέω,berkesempatan
εὐκαιρία,kesempatan
εὐλάβεια,"menghormati, dihormati, Yang Terhormat, orang-orang Yang Terhormat"
εὐλαβέομαι,"menghormati, dihormati, Yang Terhormat, orang-orang Yang Terhormat"
εὐλαβής,takwa
εὐλογέω,"memberkati, diberkati, berkat-berkat"
εὐλογία,"memberkati, diberkati, berkat-berkat"
εὐλογητός,"memberkati, diberkati, berkat-berkat"
εὐμετάδοτος,murah hati
εὐνοέω,berdamai
εὐνουχίζω,"orang kasim, orang-orang kasim"
εὐνοῦχος,"orang kasim, orang-orang kasim"
εὐοδόω,"sejahtera, makmur, menjadi makmur, kemakmuran"
εὐπάρεδρος,setia
εὐπειθής,patuh
εὐπερίστατος,mengganggu
εὐποιΐα,"baik, kebaikan"
εὐπορέω,berkecukupan
εὐπορία,kemakmuran
εὐπρέπεια,keindahan
εὐπροσωπέω,pamer
εὐπρόσδεκτος,"berkenan, perkenan, menyenangkan, pilih kasih"
εὐρακύλων,angin puting beliung
εὐρύχωρος,luas
εὐσέβεια,"saleh, kesalehan, fasik, murtad"
εὐσεβέω,menyembah
εὐσεβής,"saleh, kesalehan, fasik, murtad"
εὐσεβῶς,
εὐσχήμων,sopan
εὐσχημοσύνη,kesenonohan
εὐσχημόνως,tertib
εὐτραπελία,lelucon kotor
εὐτόνως,dengan sungguh-sungguh
εὐφημία,kebaikan nama
εὐφορέω,berbuah lebat
εὐφραίνω,bersukacita
εὐφροσύνη,"sukacita, bersukacita"
εὐχάριστος,bersyukur
εὐχή,"nazar, sumpah, bersumpah demi"
εὐχαριστέω,berterima kasih
εὐχαριστία,syukur
εὐψυχέω,"keberanian, berani, membuat berani, dorongan"
εὐωδία,aroma
εὐώνυμος,kiri
εὑρίσκω,menemukan
εὔθετος,layak
εὔθυμος,"keberanian, berani, membuat berani, dorongan"
εὔκαιρος,tepat waktu
εὔκοπος,lebih mudah
εὔνοια,kerelaan
εὔσημος,jelas
εὔσπλαγχνος,belas kasih
εὔφημος,terpuji
εὔχομαι,"berdoa, doa, pendoa, didoakan"
εὔχρηστος,berguna
εὖ,
εὖγε,
ζάω,putra-putra Allah
ζέω,bergairah
ζήτημα,pertanyaan
ζήτησις,perdebatan
ζεστός,panas
ζευκτηρία,tali kemudi
ζεῦγος,pasangan
ζηλεύω,
ζηλωτής,"semangat, bersemangat"
ζηλόω,
ζημία,rugi
ζημιόω,"menderita, diderita, penderitaan, kesengsaraan"
ζητέω,"mencari, dicari, pencarian"
ζιζάνιον,rumput liar
ζυγός,kuk
ζυμόω,"ragi, khamir, adonan asam, tak beragi"
ζωή,Kitab Kehidupan
ζωγρέω,menangkap hidup
ζωννύω,"melilitkan, diikat"
ζόφος,kegelapan
ζύμη,"ragi, khamir, adonan asam, tak beragi"
ζώνη,ikat pinggang
ζῆλος,"Cemburu, Kecemburuan"
ζῳογονέω,menghidupkan
ζῳοποιέω,menghidupkan
ζῷον,makhluk
θάλασσα,"Laut Galilea, Laut Kineret, Danau Genesaret, Laut Tiberias"
θάλπω,merawat
θάμβος,kegemparan
θάνατος,kematian
θάπτω,"Menguburkan, dikuburkan, pemakaman"
θάρσος,"keberanian, berani, membuat berani, dorongan"
θέατρον,panggung
θέλημα,kehendak Allah
θέλησις,kehendak Allah
θέλω,menginginkan
θέρμη,panas
θέρος,musim panas
θήκη,sarung
θήρα,"jerat, menjerat, menjebak, jebakan"
θαμβέω,terkejut
θανάσιμος,mematikan
θανατηφόρος,beracun
θανατόω,menyebabkan mati
θαρρέω,percaya diri
θαρσέω,"keberanian, berani, membuat berani, dorongan"
θαυμάζω,heran
θαυμάσιος,"mujizat, keajaiban, tanda"
θαυμαστός,ajaib
θαῦμα,keajaiban
θεά,"illah, allah palsu, dewa, dewi"
θεάομαι,melihat
θεατρίζω,"mengejek, diejek, ejekan, pengejek"
θειότης,ilahi
θειώδης,belerang
θεμέλιος,"mendirikan, didirikan, pendiri, dasar"
θεμελιόω,"mendirikan, didirikan, pendiri, dasar"
θεοδίδακτος,diajar Tuhan
θεομάχος,Allah
θεοσέβεια,"saleh, kesalehan, fasik, murtad"
θεοσεβής,takwa
θεοστυγής,membenci Tuhan
θεράπων,"memperbudak, diperbudak, hamba, budak"
θερίζω,"panen, dipanen, mesin penunai, pemanen"
θεραπεία,pengobatan
θεραπεύω,menyembuhkan
θερισμός,"panen, dipanen, mesin penunai, pemanen"
θεριστής,"panen, dipanen, mesin penunai, pemanen"
θερμαίνω,menghangatkan
θεωρέω,memandang
θεωρία,pemandangan
θεόπνευστος,Allah
θεός,Allah
θεότης,Allah
θεῖον,belerang
θεῖος,ilahi
θηλάζω,menyusui
θηρίον,"binatang, binatang buas"
θηρεύω,"jerat, menjerat, menjebak, jebakan"
θηριομαχέω,bertarung dengan binatang
θησαυρίζω,mengumpulkan
θησαυρός,harta
θιγγάνω,menyentuh
θλίβω,"yang menderita, menimpa, menderita, penderitaan"
θλῖψις,kesengsaraan
θνητός,"masalah, kesulitan, bermasalah, pembuat masalah"
θνῄσκω,meninggal
θορυβάζω,bising
θορυβέω,bising
θρέμμα,"sapi, lembu, banteng, anak lembu"
θρίξ,rambut
θραύω,menghancurkan
θρηνέω,"meratapi, ratapan"
θρησκεία,menyembah
θρησκός,saleh
θριαμβεύω,menang
θροέω,"masalah, kesulitan, bermasalah, pembuat masalah"
θρόμβος,tetes
θρόνος,"takhta, dinobatkan"
θυγάτηρ,putri
θυγάτριον,anak perempuan
θυμίαμα,"ukupan, dupa"
θυμιάω,"ukupan, dupa"
θυμιατήριον,"ukupan, dupa"
θυμομαχέω,bersengketa
θυμός,"murka, kemarahan"
θυμόω,marah
θυρίς,jendela
θυρεός,"perisai, berperisai"
θυρωρός,"gerbang, palang gerbang, penjaga gerbang, pintu gerbang"
θυσία,"korban, dikorbankan, mengorbankan, persembahan"
θυσιαστήριον,mezbah
θόρυβος,kebisingan
θύελλα,badai
θύρα,"gerbang, palang gerbang, penjaga gerbang, pintu gerbang"
θύω,"korban, dikorbankan, mengorbankan, persembahan"
θύϊνος,kayu thuia
θώραξ,"Penutup dada, Pelindung dada"
θῆλυς,perempuan
κάθημαι,duduk
κάκωσις,penindasan
κάλαμος,"gelagah, gelagah-gelagah, buluh, buluh-buluh"
κάλυμμα,"kerudung, kerudung, kerudung, terbuka"
κάμηλος,"Unta, Unta-unta"
κάμινος,tungku pembakaran
κάμνω,lelah
κάμπτω,"berlutut, membungkuk, bersujud"
κάρφος,kotoran
κάτω,bawah
κέλευσμα,perintah
κέντρον,sengat
κέραμος,genting
κέρας,"tanduk, tanduk-tanduk, bertanduk"
κέρδος,"keuntungan, keuntungan, menguntungkan, tidak menguntungkan"
κέρμα,uang logam
κήρυγμα,"berkhotbah, diberitakan, berkhotbah, pengkhotbah"
κίνδυνος,bahaya
κίνησις,gerakan
κίχρημι,meminjamkan
καί,
καίγε,bahkan
καίπερ,meskipun
καίτοι,padahal
καίτοιγε,padahal
καίω,terbakar
καθά,seperti
καθάπερ,sama seperti
καθάπτω,menggigit
καθέδρα,kursi
καθέζομαι,duduk
καθήκω,layak
καθίζω,mendudukkan
καθίημι,menurunkan
καθίστημι,"menunjuk, ditunjuk"
καθαίρεσις,penghancuran
καθαίρω,memangkas
καθαιρέω,"kubu, benteng, dibentengi, pertahanan"
καθαρίζω,"suci, menyucikan, penyucian"
καθαρισμός,"suci, menyucikan, penyucian"
καθαρός,"suci, menyucikan, penyucian"
καθαρότης,"suci, menyucikan, penyucian"
καθεξῆς,berturut-turut
καθεύδω,tidur
καθεῖς,menurut
καθηγητής,guru
καθημερινός,harian
καθοπλίζω,bersenjata lengkap
καθοράω,melihat
καθό,sejauh
καθόλου,sama sekali
καθότι,karena
καθώς,seperti
καινός,baru
καινότης,kebaruan
καιρός,waktu
κακία,"jahat, fasik, kefasikkan"
κακοήθεια,kejahatan
κακολογέω,"jahat, fasik, kefasikkan"
κακοπάθεια,penderitaan
κακοπαθέω,"menderita, diderita, penderitaan, kesengsaraan"
κακοποιέω,"jahat, fasik, kefasikkan"
κακοποιός,penjahat
κακουχέω,disiksa
κακοῦργος,penjahat
κακός,"jahat, fasik, kefasikkan"
κακόω,"salah, pelanggar, berbuat salah, menganiaya"
κακῶς,
καλάμη,jerami
καλέω,memanggil
καλλιέλαιος,zaitun
καλοδιδάσκαλος,pengajar kebaikan
καλοποιέω,berbuat baik
καλός,"baik, kebaikan"
καλύπτω,menutupi
καλῶς,
καμμύω,menutup
κανών,kaidah
καπηλεύω,memperdagangkan
καπνός,asap
καρδία,hati
καρδιογνώστης,pengetahui hati
καρποφορέω,"buah, buah-buahan, berbuah, tidak berbuah"
καρποφόρος,"buah, buah-buahan, berbuah, tidak berbuah"
καρπός,"buah, buah-buahan, berbuah, tidak berbuah"
καρτερέω,"mampu menanggung, teguh, ketahanan"
κατά,menurut
κατάβασις,turunan
κατάγνυμι,mematahkan
κατάγω,membawa
κατάδηλος,jelas
κατάθεμα,"kutukan, terkutuk"
κατάκειμαι,berbaring
κατάκριμα,"mendakwa, menghukum, mengutuk, penghukuman"
κατάκρισις,"mendakwa, menghukum, mengutuk, penghukuman"
κατάλαλος,"fitnah, difitnah, pemfitnah, memfitnah"
κατάλοιπος,sisa-sisa
κατάλυμα,ruangan
κατάνυξις,kebingungan
κατάπαυσις,perhentian
κατάρα,"kutukan, terkutuk"
κατάρτισις,kesempurnaan
κατάσκοπος,pengintai
κατάστημα,perilaku
κατάσχεσις,"dimiliki, dimiliki, dimiliki, dimiliki"
κατέναντι,di hadapan
κατέρχομαι,turun
κατέχω,"dimiliki, dimiliki, dimiliki, dimiliki"
κατήγορος,penuduh
κατήφεια,kesedihan
καταβάλλω,merobohkan
καταβαίνω,turun
καταβαρέω,memberatkan
καταβαρύνω,memberatkan
καταβολή,"mendirikan, didirikan, pendiri, dasar"
καταβραβεύω,mendiskualifikasi
καταγγέλλω,"berkhotbah, diberitakan, berkhotbah, pengkhotbah"
καταγγελεύς,pengabar
καταγελάω,mengejek
καταγινώσκω,"mendakwa, menghukum, mengutuk, penghukuman"
καταγωνίζομαι,menguasai
καταδέω,"mengikat, terikat, ikatan"
καταδίκη,"mendakwa, menghukum, mengutuk, penghukuman"
καταδικάζω,"mendakwa, menghukum, mengutuk, penghukuman"
καταδιώκω,mengejar
καταδουλόω,"memperbudak, dalam belenggu"
καταδυναστεύω,menindas
καταθεματίζω,"kutukan, terkutuk"
καταισχύνω,"malu, memalukan, merasa malu, dipermalukan"
κατακαίω,membakar
κατακαλύπτω,menutup
κατακαυχάομαι,membanggakan
κατακλάω,memecah
κατακλίνω,berbaring
κατακλείω,mengurung
κατακληρονομέω,"mewarisi, warisan, peninggalan, pewaris"
κατακλυσμός,air bah
κατακλύζω,air bah
κατακολουθέω,mengikuti
κατακρίνω,"mendakwa, menghukum, mengutuk, penghukuman"
κατακρημνίζω,menjatuhkan
κατακυριεύω,menguasai
κατακόπτω,melukai
καταλέγω,mendaftar
καταλαλέω,menggunjing
καταλαλιά,"gosip, gosip-gosip, pengecek, bicara omong kosong"
καταλαμβάνω,
καταλείπω,meninggalkan
καταλιθάζω,"batu, bebatuan, merajam"
καταλλάσσω,"mendamaikan, didamaikan, rekonsiliasi"
καταλλαγή,"mendamaikan, didamaikan, rekonsiliasi"
καταλύω,menghancurkan
καταμένω,tinggal
καταμανθάνω,memperhatikan
καταμαρτυρέω,"kesaksian, bersaksi, saksi, saksi-saksi"
καταναλίσκω,"mengonsumsi, memakan, melahap, memakan habis"
καταναρκάω,memberatkan
κατανεύω,mengangguk
κατανοέω,"memahami, mengerti, mengerti, pengertian"
καταντάω,tiba
κατανύσσομαι,menggaris
καταξιόω,layak
καταπέτασμα,tirai
καταπίνω,"melahap, menelan"
καταπίπτω,jatuh
καταπατέω,"menginjak-injak, terinjak"
καταπαύω,menghentikan
καταπλέω,berlayar
καταπονέω,menindas
καταποντίζω,tenggelam
καταράομαι,"kutukan, terkutuk"
καταργέω,"limbah, terbuang, menyia-nyiakan, tanah pembuangan"
καταριθμέω,masuk daftar
καταρτίζω,"menahbiskan, menetapkan, ditahbiskan, ketetapan"
καταρτισμός,perlengkapan
κατασείω,memberi isyarat
κατασκάπτω,meruntuhkan
κατασκήνωσις,tempat tinggal
κατασκευάζω,mempersiapkan
κατασκηνόω,bersarang
κατασκιάζω,menaungi
κατασκοπέω,mengintai
κατασοφίζομαι,memperdaya
καταστέλλω,menenangkan
καταστολή,pakaian
καταστρέφω,membalik
καταστρηνιάω,berahi
καταστροφή,"meruntuhkan, reruntuhan, runtuh"
καταστρώννυμι,terbaring
κατασφάζω,membunuh
κατασφραγίζω,disegel
κατασύρω,menyeret
κατατίθημι,menyerahkan
κατατομή,pemotongan
κατατρέχω,berlari turun
καταφέρω,memberikan suara
καταφεύγω,melarikan diri
καταφθείρω,"rusak, merusak, perusakan, kerusakan"
καταφιλέω,"mencium, ciuman, dicium, berciuman"
καταφρονέω,menghina
καταφρονητής,penghinaan
καταχέω,menuangkan
καταχθόνιος,"bumi, duniawi"
καταχράομαι,menyalahgunakan
καταψύχω,menyejukkan
κατείδωλος,penyembah berhala
κατενώπιον,di hadapan
κατεξουσιάζω,kekuasaan
κατεργάζομαι,"komit, berkomitmen, mengikatkan diri, komitmen"
κατεσθίω,"melahap, menelan"
κατευθύνω,"memberkati, diberkati, berkat-berkat"
κατευλογέω,"memberkati, diberkati, berkat-berkat"
κατεφίστημι,menyerang
κατηγορέω,menuduh
κατηγορία,tuduhan
κατηχέω,"memberi petunjuk, petunjuk, pemberi petunjuk"
κατισχύω,menguasai
κατιόω,berkarat
κατοίκησις,tempat tinggal
κατοικέω,tinggal
κατοικία,tempat tinggal
κατοικίζω,tinggal
κατοικητήριον,tempat tinggal
κατοπτρίζω,mencerminkan
κατώτερος,lebih rendah
καυματίζω,terbakar
καυστηριάζω,menandai
καυσόω,terbakar
καυχάομαι,"sukacita, bersukacita"
καύσων,terik
καύχημα,kebanggaan
καύχησις,kebanggaan
καῦμα,panas
καῦσις,pembakaran
κείρω,memotong
κειρία,kain kafan
κελεύω,memerintah
κενοδοξία,kesombongan
κενοφωνία,omong kosong
κεντυρίων,perwira
κενόδοξος,sombong
κενός,"sia-sia, kesombongan"
κενόω,mengosongkan
κενῶς,sia-sia
κεράμιον,kendi
κεράννυμι,mencampur
κεράτιον,buah serangga
κεραία,goresan
κεραμεύς,pembuat tembikar
κεραμικός,tembikar
κερδαίνω,"keuntungan, keuntungan, menguntungkan, tidak menguntungkan"
κερματιστής,penukar uang
κεφάλαιον,pokok
κεφαλή,batu penjuru
κεφαλίς,gulungan
κεφαλιόω,memukul kepala
κεῖμαι,"menunjuk, ditunjuk"
κημόω,membisukan
κηπουρός,tukang taman
κηρύσσω,"berkhotbah, diberitakan, berkhotbah, pengkhotbah"
κιβωτός,bahtera
κιθάρα,"harpa, kecapi, pemain harpa, para pemain harpa"
κιθαρίζω,bermain kecapi
κιθαρῳδός,"harpa, kecapi, pemain harpa, para pemain harpa"
κινέω,bergerak
κινδυνεύω,dalam bahaya
κιννάμωμον,kayu manis
κλάδος,dahan
κλάσις,pemecahan
κλάσμα,remahan
κλάω,memecah
κλέμμα,pencurian
κλέος,kehormatan
κλέπτης,"pencuri, para pencuri, perampok"
κλέπτω,mencuri
κλίβανος,oven
κλίμα,wilayah
κλίνη,tempat tidur
κλίνω,"berlutut, membungkuk, bersujud"
κλαίω,"menangis, berseru, seruan, menjerit"
κλαυθμός,tangisan
κλείς,kunci
κλείω,menutup
κληρονομέω,"mewarisi, warisan, peninggalan, pewaris"
κληρονομία,"mewarisi, warisan, peninggalan, pewaris"
κληρονόμος,"pewaris, ahli waris"
κληρόω,mendapat warisan
κλητός,terpanggil
κλινάριον,tempat tidur
κλινίδιον,tempat tidur
κλισία,kelompok
κλοπή,pencurian
κλυδωνίζομαι,diguncang
κλύδων,ombak
κλῆμα,ranting
κλῆρος,"undi, membuang undi"
κλῆσις,panggilan
κνήθω,gatal
κοίμησις,tidur
κοίτη,"hamil, kehamilan, mengandung, pembuahan"
κοδράντης,kuadran
κοιλία,"rahim, kandungan"
κοιμάομαι,tidur
κοινωνέω,berpartisipasi
κοινωνία,persekutuan
κοινωνικός,dermawan
κοινωνός,peserta
κοινός,"mencemarkan, menjadi cemar"
κοινόω,"mencemarkan, menjadi cemar"
κοιτών,kamar tidur
κολάζω,"menghukum, hukuman, dihukum, terhukum"
κολακεία,penyanjungan
κολαφίζω,"siksaan, disiksa, menyiksa, para penyiksa"
κολλάω,bersatu
κολλούριον,salep mata
κολλυβιστής,penukar uang
κολοβόω,memendekkan
κολυμβάω,berenang
κολυμβήθρα,kolam
κολωνία,koloni
κομάω,berambut panjang
κομίζω,"menerima, diterima, penerima"
κομψότερον,lebih baik
κονιάω,kapur putih
κονιορτός,debu
κοπάζω,reda
κοπή,"pembantaian, dibantai, membantai"
κοπετός,"meratapi, ratapan"
κοπιάω,"kerja, pekerjaan, pekerja"
κοπρία,pupuk
κοράσιον,gadis
κορέννυμι,puas
κορβᾶν,korban
κοσμέω,hiasi
κοσμικός,"dunia, duniawi"
κοσμοκράτωρ,penguasa dunia
κουστωδία,penjaga
κουφίζω,ringankan
κοῦμ,bangkit
κράβαττος,tempat tidur
κράζω,"menangis, berseru, seruan, menjerit"
κράσπεδον,pinggir
κράτιστος,mulia
κράτος,"besar, sangat berkuasa, lebih berkuasa, dengan kuasa"
κρέας,daging
κρίθινος,jelai
κρίμα,"Menghakimi, penghakiman"
κρίνον,bunga lili
κρίνω,"Menghakimi, penghakiman"
κρίσις,"Menghakimi, penghakiman"
κραιπάλη,kemabukan
κρανίον,tengkorak
κρατέω,"merebut, direbut, penyitaan"
κραταιός,"besar, sangat berkuasa, lebih berkuasa, dengan kuasa"
κραταιόω,kuat
κραυγάζω,"menangis, berseru, seruan, menjerit"
κραυγή,"menangis, berseru, seruan, menjerit"
κρείττων,lebih kuat
κρεμάννυμι,gantung
κρημνός,tebing
κριθή,jelai
κριτήριον,"Menghakimi, penghakiman"
κριτής,hakim
κριτικός,hakim
κρούω,ketuk
κρυπτός,tersembunyi
κρυσταλλίζω,berkilau
κρυφαῖος,tersembunyi
κρυφῇ,diam-diam
κρύπτη,ruang bawah tanah
κρύπτω,menyembunyikan
κρύσταλλος,kristal
κτάομαι,"dimiliki, dimiliki, dimiliki, dimiliki"
κτήτωρ,pemilik
κτίζω,"menciptakan, diciptakan, ciptaan, Pencipta"
κτίσις,"menciptakan, diciptakan, ciptaan, Pencipta"
κτίσμα,"menciptakan, diciptakan, ciptaan, Pencipta"
κτίστης,"menciptakan, diciptakan, ciptaan, Pencipta"
κτῆμα,"dimiliki, dimiliki, dimiliki, dimiliki"
κτῆνος,"binatang, binatang buas"
κυβέρνησις,pemerintahan
κυβεία,tipu muslihat
κυβερνήτης,nakhoda
κυκλεύω,mengepung
κυκλόθεν,sekeliling
κυκλόω,mengepung
κυλίω,berguling
κυλισμός,berguling-guling
κυλλός,pincang
κυνάριον,anjing kecil
κυρία,nyonya
κυριακός,Perjamuan Tuhan
κυριεύω,"aturan, peraturan-peraturan, menguasai, penguasa"
κυριότης,kekuasaan
κυρόω,"meneguhkan, peneguhan, diteguhkan, konfirmasi"
κωλύω,mencegah
κωμόπολις,kota kecil
κωφός,tuli
κόκκινος,merah terang
κόκκος,"biji-bijian, ladang gandum"
κόλασις,"menghukum, hukuman, dihukum, terhukum"
κόλπος,pangkuan
κόμη,rambut
κόπος,"kerja, pekerjaan, pekerja"
κόπριον,pupuk
κόπτω,"meratap, ratapan, meratapi, peratap"
κόραξ,gagak
κόρος,kor
κόσμιος,terhormat
κόσμος,"dunia, duniawi"
κόφινος,keranjang
κύκλῳ,sekelilingnya
κύμβαλον,simbal
κύμινον,jintan
κύπτω,membungkuk
κύριος,"Tuhan, majikkan, tuan, penguasa"
κύων,anjing
κώμη,desa
κώνωψ,nyamuk
κἀγώ,dan aku
κἀκεῖ,dan di sana
κἀκεῖθεν,dan dari sana
κἀκεῖνος,dan dia itu
κἄν,sekalipun
κῆνσος,upeti
κῆπος,taman
κῆρυξ,pemberita
κῆτος,ikan besar
κῦμα,gelombang
κῶλον,mayat
κῶμος,pesta
λάθρᾳ,sembunyi-sembunyi
λάμπω,bersinar
λάρυγξ,tenggorokan
λάχανον,sayur
λέγω,berkata
λέντιον,serbet
λέπρα,"kusta, orang kusta, berpenyakit kusta"
λέων,singa
λήθη,kelupaan
λίαν,sangat
λίβανος,kemenyan
λίθινος,batu
λίθος,"batu, bebatuan, merajam"
λίμνη,"Laut Galilea, Laut Kineret, Danau Genesaret, Laut Tiberias"
λίνον,lenan
λίτρα,pon
λίψ,barat daya
λαγχάνω,"undi, membuang undi"
λακτίζω,menendang
λαλέω,berbicara
λαλιά,perkataan
λαμβάνω,"menerima, diterima, penerima"
λαμπάς,"pelita, lampu"
λαμπρός,cemerlang
λαμπρότης,kecerahan
λαμπρῶς,megah
λανθάνω,tersembunyi
λαξευτός,dipahat
λατομέω,mengukir
λατρεία,"memperbudak, diperbudak, hamba, budak"
λατρεύω,"memperbudak, diperbudak, hamba, budak"
λαός,"umat Allah, umatKu"
λαῖλαψ,badai
λείπω,kurang
λεγιών,legiun
λειτουργέω,"melayani, pelayanan"
λειτουργία,"melayani, pelayanan"
λειτουργικός,"melayani, pelayanan"
λειτουργός,"melayani, pelayanan"
λεμά,mengapa
λεπίς,sisik
λεπρός,"kusta, orang kusta, berpenyakit kusta"
λεπτός,uang
λευκαίνω,memutihkan
λευκός,putih
λεῖμμα,sisa-sisa
λεῖος,mulus
ληνός,alat pemeras anggur
λιβανωτός,pemukar
λιθάζω,"batu, bebatuan, merajam"
λιθοβολέω,"batu, bebatuan, merajam"
λιθόστρωτος,batu lapis
λικμάω,menghancurkan
λιμήν,pelabuhan
λιμός,bencana kelaparan
λιπαρός,mewah
λοίδορος,penghinaan
λογίζομαι,menghitung
λογεία,pengumpulan
λογικός,rohani
λογισμός,pikiran
λογομαχέω,bertengkar
λογομαχία,pertengkaran
λοιδορέω,menghina
λοιδορία,penghinaan
λοιμός (II),wabah
λοιπός,sisa
λουτρόν,pembasuhan
λούω,membasuh
λυμαίνω,merusak
λυπέω,meratapi
λυσιτελέω,menguntungkan
λυτρωτής,"menebus, penebusan, penebus"
λυτρόω,"menebus, penebusan, penebus"
λυχνία,kaki dian
λόγιον,firman
λόγιος,terpelajar
λόγος,"firman Allah, firman-firman Tuhan, firman TUHAN, firman kebenaran"
λόγχη,tombak
λύκος,"serigala, kawanan serigala, anjing liar"
λύπη,dukacita
λύσις,perceraian
λύτρον,"tebusan, terteb"
λύτρωσις,"menebus, penebusan, penebus"
λύχνος,"pelita, lampu"
λύω,"bebas, kebebasan, kemerdekaan"
λῃστής,"pencuri, para pencuri, perampok"
λῆμψις,penerimaan
λῆρος,omong kosong
μάγος,orang bijak
μάκελλον,pasar daging
μάλιστα,terutama
μάμμη,nenek
μάννα,manna
μάρμαρος,marmer
μάρτυς,"kesaksian, bersaksi, saksi, saksi-saksi"
μάστιξ,"yang menderita, menimpa, menderita, penderitaan"
μάταιος,"sia-sia, kesombongan"
μάτην,
μάχαιρα,"pedang, pedang-pedang, ahli pedang"
μάχη,perselisihan
μάχομαι,bertengkar
μέγας,"besar, sangat berkuasa, lebih berkuasa, dengan kuasa"
μέγεθος,kebesaran
μέθη,"mabuk, pemabuk"
μέθυσος,"mabuk, pemabuk"
μέλας,hitam
μέλει,peduli
μέλι,"madu, sarang madu"
μέλλω,akan
μέλος,"anggota, anggota-anggota"
μέμφομαι,menyalahkan
μέν,
μέντοι,namun
μένω,tinggal
μέριμνα,kekhawatiran
μέρος,bagian
μέσος,tengah
μέτοχος,"pendamping, pendamping-pendamping"
μέτρον,ukuran
μέτωπον,dahi
μέχρι,sampai
μή,tidak
μήγε,tetapi jika tidak
μήν (I),sungguh
μήν (II),"bulan, bulan-bulan, bulanan"
μήπω,belum
μήτε,baik tidak
μήτηρ,ibu
μήτι,apakah
μήτιγε,apalagi
μήτρα,"rahim, kandungan"
μίασμα,kenajisan
μίγμα,campuran
μίγνυμι,mencampur
μίλιον,mil
μίσθιος,"memperbudak, diperbudak, hamba, budak"
μίσθωμα,rumah sewa
μαίνομαι,gila
μαγεία,"penyihir, ilmu sihir, ahli sihir"
μαγεύω,"penyihir, ilmu sihir, ahli sihir"
μαθήτρια,"murid, murid-murid"
μαθητής,"murid, murid-murid"
μαθητεύω,"murid, murid-murid"
μακάριος,"memberkati, diberkati, berkat-berkat"
μακαρίζω,"memberkati, diberkati, berkat-berkat"
μακαρισμός,"memberkati, diberkati, berkat-berkat"
μακράν,jauh
μακροθυμέω,"sabar, kesabaran, tidak sabar"
μακροθυμία,"sabar, kesabaran, tidak sabar"
μακροθύμως,dengan sabar
μακροχρόνιος,berumur panjang
μακρόθεν,dari jauh
μακρός,jauh
μαλακία,penyakit
μαλακός,lembut
μαμωνᾶς,harta
