lex,default
καταγγέλλω,"tangaza, wametangaza"
καταγγελεύς,ihubir
καταγελάω,"dhihak, dhara, chek, mzah, dhihaka"
καταγινώσκω,"hukum, adhabu, hukumi, hati, tuhukum"
καταγωνίζομαι,"shind, shinda, ukashinde, washindi, uushinde"
καταδέω,"tamba, sand, fung"
καταδίκη,"hukum, adhabu, hukumi, hati, tuhukum"
καταδικάζω,"hukum, adhabu, hukumi, hati, tuhukum"
καταδιώκω,"tafut, tak, tafuta, uliz, fute"
καταδουλόω,"mtumwa, watumwa, tumiki, watumishi, utumwa"
καταδυναστεύω,"onew, one, dhulum, waon, wone"
καταθεματίζω,"laan, laani, amtukanaye, apiz, zilaa"
καταισχύνω,aibika / wakaaibika
κατακαίω,teketeza / atayateketeza
κατακαλύπτω,"funik, sitir, funika, pazi, funiki"
κατακαυχάομαι,"sif, fun, haleluya, jisif, sifi"
κατακλάω,"vunj, vunjik, pasu, vunja, meg"
κατακλίνω,"ket, aketiye, pand, kuketi, oka"
κατακλείω,"fung, fungw, ufunguo, gerez, wahunzi"
κατακληρονομέω,"gawi, mgawi, muda"
κατακλυσμός,"gharika, gharikish, ifurikayo, yameayo, zikatoa"
κατακλύζω,"gharika, gharikish, ifurikayo, yameayo, zikatoa"
κατακολουθέω,"fuat, fuata, nifuate, unifuate, hali"
κατακρίνω,hukumu
κατακρημνίζω,"tup, tupw, angush, tupi, bomo"
κατακυριεύω,"shokoa, watu, mwenye, wakil, kubw"
κατακόπτω,"mbali, fany, kat, tili, teng"
καταλέγω,umri
καταλαλέω,"singizi, habari, masingizio, ngizia, udak"
καταλαλιά,"singizi, habari, masingizio, ngizia, udak"
καταλαμβάνω,kamata /inapomkamata
καταλείπω,acha
καταλιθάζω,"mawe, wafe, tufadhai, tupig"
καταλλάσσω,patanisha/tukipatanishwa
καταλλαγή,"pata, uwap"
καταλύω,"haribu, angamiza"
καταμένω,"kaen, akakaa, huka, akae, kuka"
καταμανθάνω,"stahil, fikirini, mwastahili, hapo, upinzani"
καταμαρτυρέω,"shuhudi, shahid, ushuhuda, shuhuda, ushahidi"
καταναλίσκω,"mwisho, timi, ulao, dahari, hawautumii"
καταναρκάω,"mzig, leme, mizigo, wapagazi, alikuwa"
κατανεύω,"pungi, nitakayembusu"
κατανοέω,tazama
καταντάω,"ingia,shuka  akashuka"
κατανύσσομαι,"chom, tajw, futa, tumbuli, tobo"
καταξιόω,"stahil, fikirini, mwastahili, hapo, upinzani"
καταπέτασμα,"pazia,mapazia"
καταπίνω,meza
καταπίπτω,"anguk, anguki, angush, pig, nao"
καταπατέω,"kanya, waka, amka, kwa, taka"
καταπαύω,"fungw, zuili, zui, zuiw, fung"
καταπλέω,"safir, abir, bahari, pwan, twek"
καταπονέω,"onew, one, dhulum, waon, wone"
καταποντίζω,"meza, kupw, kuzama, shush, lil"
καταράομαι,"laan, laani, amtukanaye, apiz, zilaa"
καταργέω,ondoa (remove)
καταριθμέω,"hesab, idad, hesabi, juml, acha"
καταρτίζω,tengeneza / wakitengeneza
καταρτισμός,"maandalio, tengenezw, atakayeitengeneza, ilikuwa, awal"
κατασείω,"pungi, nitakayembusu"
κατασκάπτω,"harib, anga, haribik, nyar, haribi"
κατασκήνωσις,"maka, viot, maskani, kika"
κατασκευάζω,andaa / atakuandalia
κατασκηνόω,"wenyeji, taka, ket, wakaao, kuka, oka, akakaa, mkaa"
κατασκιάζω,"vul, uvul, jeup"
κατασκοπέω,"pelele, wapelelezi, singizi, waipeleleze, ipelele"
κατασοφίζομαι,"hila, hian, anga, sali, enda"
καταστέλλω,"tuli, utulivu, stareh, amani, tuliz"
καταστολή,wajipambe
καταστρέφω,"geuz, geuk, pindu, ipindu, badili"
καταστρηνιάω,"tama, pendeza, pend, tamani, man"
καταστροφή,"harib, anga, haribik, nyar, haribi"
καταστρώννυμι,pendez
κατασφάζω,"chinj, chin, wau, chinji, chinja"
κατασφραγίζω,"mhur, tiw, churuzi, fung, hawaujui"
κατασύρω,"burur, kokot, burut, waondole, nias"
κατατίθημι,"kibali, neem, pend, fadhili, pako"
κατατομή,"kustaajabi, jihadharini"
κατατρέχω,ofis
καταφέρω,"zit, idhini"
καταφεύγω,"kimbi, kimbili, mbili, kimbiz, mbi"
καταφθείρω,"eoz, kosa, iwapasayo, ukaj, sembuse"
καταφιλέω,"busu,"
καταφρονέω,"dharau,"
καταφρονητής,"dhara, dhar, dharau, aliye, jeur"
καταχέω,"mwag, mwagi, mimi, umwa, wag"
καταχθόνιος,"pigw, mbinguni, nchi, ili, kwa"
καταχράομαι,"mwisho, timi, ulao, dahari, hawautumii"
καταψύχω,"baridi, pungu, utoavyo, toav"
κατείδωλος,vyoja
κατενώπιον,"mbele, kabl, eleke, kabil, machoni"
κατεξουσιάζω,"wakuu, kamand, mkuu, wal, tawal"
κατεργάζομαι,tenda /wakatenda
κατεσθίω,"kula , maliza / wamezila"
κατευθύνω,"ongoz, wati, unichunge, badilish, uong"
κατευλογέω,bariki /akabariki
κατεφίστημι,inuki
κατηγορέω,"shutumu, wakamshutumu"
κατηγορία,"shitak, shitaki"
κατηχέω,fundisha /  fundishwa
κατισχύω,"shind, ngeze, zaidi, vun, humshinda"
κατιόω,washuhudi
κατοίκησις,"maka, viot, maskani, kika"
κατοικέω,akakaa/akaishi
κατοικία,"maka, viot, maskani, kika"
κατοικίζω,akakaa/akaishi
κατοικητήριον,"maka, viot, maskani, kika"
κατοπτρίζω,"badilishw, tufanane"
κατώτερος,"chini, shush, ingi, mnyenyekevu, duni"
καυματίζω,"tekete, joto, kaush, pozu, ruhusiw"
καυστηριάζω,chom
καυσόω,"wak, tekete, chom, ondo, teketez"
καυχάομαι,jivunia
καύσων,"joto, jua, kali, siag, poondole"
καύχημα,jivunia
καύχησις,"kiburi,"
καῦμα,"joto, jua, kali, siag, poondole"
καῦσις,"tekete, ngu, king"
κείρω,"manyoya, nywele, nyo, kilianguka, akatwe"
κειρία,mwach
κελεύω,amuru
κενοδοξία,"vun, chokoza, jiepushe, mazungumzo, mung"
κενοφωνία,"vun, chokoza, jiepushe, mazungumzo, mung"
κεντυρίων,"ofis, afis, jemadar, kamand"
κενόδοξος,"vun, chokoza, jiepushe, mazungumzo, mung"
κενός,mikono mitupu
κενόω,"bure, mitupu, fut, adhabu, sina"
κενῶς,"bure, mitupu, fut, adhabu, sina"
κεράμιον,"udongo, tope, top, kifinyan, tofal"
κεράννυμι,"anga, changany, lain, nyik, mzit"
κεράτιον,yokul
κεραία,nukt
κεραμεύς,"mfinyanzi, vyozio"
κεραμικός,"udongo, tope, top, kifinyan, tofal"
κερδαίνω,pata
κερματιστής,"fedha, mfuk, wabadili, kotekote, liuz"
κεφάλαιον,mrumi
κεφαλή,"kichwa, vichwa,"
κεφαλίς,"tab, gomb, alitoa, uonacho"
κεφαλιόω,"pig, pigw, shindw, piga, jikwa"
κεῖμαι,wekwa
κημόω,duwaa
κηπουρός,mtunza
κηρύσσω,"hubiri,"
κιβωτός,"safina,"
κιθάρα,"nub, nand, ustadi, futie"
κιθαρίζω,"nub, nand, ustadi, futie"
κιθαρῳδός,"nub, nand, ustadi, futie"
κινέω,hamisha
κινδυνεύω,"hatari, rin"
κιννάμωμον,mdalasini
κλάδος,tawi matawi
κλάσις,"uharibifu, anga, jerah, vunjik, vunj"
κλάσμα,"vipande, mabaki"
κλάω,"mega, akaumega"
κλέμμα,"wizi, ibw"
κλέος,kof
κλέπτης,"mwizi, wezi"
κλέπτω,iba
κλίβανος,"tanuri, waokaji, tokos, mwokaji, kos"
κλίμα,"mipaka, eneo, pande, wasa"
κλίνη,"kitanda, vitanda kitandani"
κλίνω,laza
κλαίω,"lia,lilia/ akalia /akawalilia"
κλαυθμός,"kilio,, maombolezo"
κλείς,"ufunguo, funguo,"
κλείω,funga
κληρονομέω,rithi
κληρονομία,"urithi,"
κληρονόμος,"mrithi, warithi,"
κληρόω,"pat, chaguli, waid, waupate, safirish"
κλητός,itwa / waitwa
κλινάριον,"tand, tandan, godor, lal, malazi"
κλινίδιον,"tand, tandan, godor, lal, malazi"
κλισία,safu
κλοπή,"wizi, ibw"
κλυδωνίζομαι,"huku, tup, wimb, mbazu, peperush"
κλύδων,"wimb, msukosuko, yaumkayo, maporomoko, chapigia"
κλῆμα,"taw, mwanzi, tawi, chipukiz, mianzi"
κλῆρος,"kura,"
κλῆσις,wito wa
κνήθω,bawasiri
κοίμησις,"ngiz, lal, sinzi, ngizi, nzia"
κοίτη,"tand, tandan, godor, lal, malazi"
κοδράντης,"pesa, sent"
κοιλία,"tumboni tumbo, matumbo"
κοιμάομαι,fariki // lala
κοινωνέω,"shirikiana, wakishirikiana"
κοινωνία,walikuwa wakishiriki
κοινωνικός,waamuru
κοινωνός,shirikiana   /  tusingeshirikiana nao
κοινός,chafu
κοινόω,chafua
κοιτών,blasto
κολάζω,"liw, amiz, adhabu, umi, adhib"
κολακεία,"pendeke, niju"
κολαφίζω,"mara, pig, wakati, pigw, pond"
κολλάω,ungana na / ataungana na
κολλούριον,"macho, machoni, jich, mbele, kuwa"
κολλυβιστής,"fedha, mfuk, wabadili, kotekote, liuz"
κολοβόω,"punguz, fup, fupish, wakafa, hamaki"
κολυμβάω,"ogele, gele, aogelee, bubujiki, wajitupe"
κολυμβήθρα,"ziwa, birik, bwaw, maziwa, vya"
κολωνία,tukawa
κομάω,"ndef, hayawafundishi"
κομίζω,pokea / ningalipokea
κομψότερον,"nafu, amjalie"
κονιάω,"meup, nyeupe, mweupe, weup, cheupe"
κονιορτός,"vumb, mavumbini, udongo, nchi, anga"
κοπάζω,"kom, walimo, utulie"
κοπή,"chinj, chin, wau, chinji, chinja"
κοπετός,"ombole, yatalia, vifu, mtalia, wavuao"
κοπιάω,"taab, uchungu, kazi, jitaabi, jitahid"
κοπρία,haiifai
κοράσιον,"binti, mtoto wa kike"
κορέννυμι,"shib, shibi, ishi, shibish, jaz"
κορβᾶν,"taka, wakf, kabisa, teng, taji"
κοσμέω,pangwa
κοσμικός,"duniani, duni, sheta, yatufundisha, waniao"
κοσμοκράτωρ,wabaya
κουστωδία,"askari, walinzi, lind, mpishi, wahi"
κουφίζω,"laan, laani, jepesi, wepesi, pungu"
κοῦμ,"simam, wek, simami, amen, simama"
κράβαττος,"godoro , magodoro"
κράζω,"piga kelele,wakapiga kelele"
κράσπεδον,"waguse, upindo"
κράτιστος,tuku
κράτος,maajabu
κρέας,"mwili, nyam, miil, ili, karibu"
κρίθινος,shayiri
κρίμα,hukumu
κρίνον,"nyinyoro, yung, yungiyungi, maua"
κρίνω,"hukumu, amua"
κρίσις,"hukumu,"
κραιπάλη,savy
κρανίον,fuvu
κρατέω,"shika, akamshika"
κραταιός,"shuja, nguvu, hodari, uwez, wenye"
κραταιόω,"nguvu, jeshi, uwez, shik, hodari"
κραυγάζω,piga kelele
κραυγή,kelele
κρείττων,bora
κρεμάννυμι,tundika/atundikwe
κρημνός,gengeni
κριθή,shayiri
κριτήριον,"ua, nyua, behewa, ukumbi, nyuani"
κριτής,hakimu
κριτικός,lachoma
κρούω,bisha hodi
κρυπτός,"kwa  siri,"
κρυσταλλίζω,"dhahiri, usem, utoe, alivitiisha"
κρυφαῖος,"kwa  siri,"
κρυφῇ,siri
κρύπτη,shay
κρύπτω,fichwa
κρύσταλλος,fedhaluka
κτάομαι,tafuta/usitafute
κτήτωρ,viuz
κτίζω,umba
κτίσις,umba / aliwaumba
κτίσμα,"umb, vyom, tafun, kizuri"
κτίστης,"umb, umbw, muumba, mbw, huluk"
κτῆμα,"milik, milk, ana, mwenye, fukuz"
κτῆνος,"wanyama, mnyama, pomboo, mifugo, fugw"
κυβέρνησις,"maongozi, usaidizi"
κυβεία,niitieni
κυβερνήτης,"shokoa, watu, mwenye, wakil, kubw"
κυκλεύω,"zunguk, ndokand, pande, karibu, nison"
κυκλόθεν,"pande, zunguk, ndokand, kotekote, vya"
κυκλόω,"zunguk, ndokand, pande, karibu, nison"
κυλίω,"gaaga, gaa-ga, ujivike"
κυλισμός,"gaaga, gaa-ga, ujivike"
κυλλός,"lem, bub, ponde"
κυνάριον,mbwa
κυρία,"bibi, namkimbia, yanavyoutegemea, waijuayo, duni"
κυριακός,"bwana, wangu, wakuu, bwan, mwenye"
κυριεύω,"bwana, mkuu"
κυριότης,"bwana, wangu, wakuu, bwan, mwenye"
κυρόω,"binadam, wasih"
κωλύω,zuia /msiwazuie
κωμόπολις,"jij, jijin, wal, weny, visivyo"
κωφός,"kiziwi, bubu,"
κόκκινος,"-ekundu,, jekundu"
κόκκος,mbegu
κόλασις,"liw, amiz, adhabu, umi, adhib"
κόλπος,"kifua,vifua"
κόμη,"nywele, nywe, sing, malaika, manyoya"
κόπος,sumbua
κόπριον,haiifai
κόπτω,omboleza / hamkuomboleza
κόραξ,ngur
κόρος,daiw
κόσμιος,askof
κόσμος,"duniani, ulimwenguni"
κόφινος,"kapu,"
κύκλῳ,zunguka
κύμβαλον,"matoazi, wavipige"
κύμινον,bizari
κύπτω,"inam, chunguli, kuutua"
κύριος,Bwana
κύων,mbwa
κώμη,"kijiji,kijijini"
κώνωψ,"chaw, yapig"
κἀγώ,"mimi pia, nami,"
κἀκεῖ,pale
κἀκεῖθεν,na kutoka huku
κἀκεῖνος,vile (vitu)
κἄν,hata kama
κῆνσος,"hur, watoza, kodi, mtoz, forodhani"
κῆπος,"bustani, bustanini, matuta, shamb"
κῆρυξ,"hubir, hubiri, biri, ushujaa, ujasiri"
κῆτος,na
κῦμα,"wimb, msukosuko, yaumkayo, maporomoko, chapigia"
κῶλον,"mizoga, mait, mzog, uzik, jinyakuli"
κῶμος,"ulaf, ulev"
λάθρᾳ,"tuli, utulivu, stareh, amani, tuliz"
λάμπω,angaza
λάρυγξ,"koo, lao, mwao, uwahubirie"
λάχανον,"pand, zaal, tang, mich, mbog"
λέγω,sema ambia
λέντιον,tamba
λέπρα,ukom
λέων,simba
λήθη,"saha, sahau, lish, uwasahau, nikasahau"
λίαν,mno  / akakasirika mno
λίβανος,"uban, uvumba, tunu, asitie"
λίθινος,"mawe, jiwe, vito, kito, pim"
λίθος,"mawe,"
λίμνη,"ziwa, ziwani"
λίνον,"tan, nzur, baft, toka"
λίτρα,ratili
λίψ,haifai
λαγχάνω,"chagu, wateule, chaguli, mteule, acha"
λακάω,"tok, ulinisalimisha, uzae, lihami, ulifananishwa"
λακτίζω,"teke, mchokoo"
λαλέω,"ambia,alipowaambia"
λαλιά,"maneno, min, enzi, asinene, wasinene"
λαμβάνω,"chukua,twa"
λαμπάς,"kibatari, vibatari, taa,"
λαμπρός,"ng'a,"
λαμπρότης,"anga, pak, angaz, ving'aavyo, ung'aao"
λαμπρῶς,"tuku, mkuu, jituku, akakua, maku"
λανθάνω,sitiri
λαξευτός,"chor, nakshi, michoro, maandishi, aliona"
λατομέω,"chimb, chon, waashi, chong, wachonga"
λατρεία,"tumiki, kuhan, hudumi, hudum, ibad"
λατρεύω,"abudu, tumikia /umwabudu/umtumikie"
λαός,"watu, kabila, taifa"
λαῖλαψ,"tufani, dhoruba, atok, wakijilaza, ukanifariji"
λείπω,pungukiwa
λεγιών,"jeshi, legioni, wadhani"
λειτουργέω,"tumiki, kuhan, hudumi, hudum, ibad"
λειτουργία,huduma
λειτουργικός,"tumiki, kuhan, hudumi, hudum, ibad"
λειτουργός,"tumiki, kuhan, hudumi, hudum, ibad"
λεμά,"mbona, nini, gani, reje, unakaa"
λεπίς,"magamba, tekeli, dari"
λεπρός,"mkoma, wakoma"
λεπτός,"fung, mane, darkoni, fedha, mene"
λευκαίνω,"meup, efu"
λευκός,"-eupe, (unywele) mweupe,"
λεῖμμα,"mabaki, sali, wengine, bak, baki"
λεῖος,"pendeke, lain, suguli, pendez, nywele"
ληνός,"shinikiz, pipa"
λιβανωτός,"chetezo, vyetezo, vyake, meko, vilet"
λιθάζω,jiwe mawe
λιθοβολέω,piga mawe / wakampiga mawe
λιθόστρωτος,gabatha
λικμάω,"pond, vunj, vunjik, onew, mez"
λιμήν,foinike
λιμός,njaa
λιπαρός,"tajir, mali, jir, wing, unon"
λοίδορος,"keme, laum, tukan, shutum, laumi"
λογίζομαι,akahesabiwa na/ akahesabiwa kama/ dhaniwa.chukuliwa
λογεία,"kusanyik, kusany, nywa, sany, yakusan"
λογικός,"roho, upep, pepo, pumz, rohoni"
λογισμός,"waz, busara, fikira, mna, jivikeni"
λογομαχέω,"ugomvi, hayana, husuda, iote, haimpasi"
λογομαχία,"ugomvi, hayana, husuda, iote, haimpasi"
λοιδορέω,"keme, laum, tukan, shutum, laumi"
λοιδορία,"keme, laum, tukan, shutum, laumi"
λοιμός (II),"taun, yajayo, mabaya, zitamla, amua"
λοιπός,waliobaki/ wengine
λουτρόν,"osh, zifu, kuog, oshw, naw"
λούω,"osh, zifu, kuog, oshw, naw"
λυμαίνω,"udhalimu, jeur, nguvu, dhuluma, uharibifu"
λυπέω,huzunika
λυσιτελέω,ingemfaa
λυτρωτής,"kombo, kisasi, jamaa, kombole, bole"
λυτρόω,"kombo, fidi, wakombo, kombole, kukombo"
λυχνία,kibatari vibatari
λόγιον,"kabidhi, atup, iwapasapo"
λόγιος,"fundish, jifunz, unifundishe, funz, jifunzeni"
λόγος,"neno, tamko,mfano"
λόγχη,"mkuk, mikuki, fumo, vyus, inu"
λύκος,mbwamwitu
λύπη,"huzuni,"
λύσις,"talaka, kumtoa, funguliw"
λύτρον,"kombo, fidi, wakombo, kombole, kukombo"
λύτρωσις,"kombo, kisasi, jamaa, kombole, bole"
λύχνος,"kibatari, vibatari"
λύω,"acha, tupilia mbali/atakayetupilia mbali"
λῃστής,wezi
λῆμψις,wafilipi
λῆρος,"bure, mitupu, fut, adhabu, sina"
μάγος,"majusi,"
μάκελλον,"mwili, nyam, miil, ili, karibu"
μάλιστα,hasa hasa
μάμμη,nyanya
μάννα,"mana, lay, kunyenyeke"
μάρμαρος,marimari
μάρτυς,shahidi
μάστιξ,"tatizo,matatizo"
μάταιος,visivyo  na maana
μάτην,"bure, mitupu, fut, adhabu, sina"
μάχαιρα,"upanga, panga"
μάχη,"ugomvi, hayana, husuda, iote, haimpasi"
μάχομαι,"ugomvi, hayana, husuda, iote, haimpasi"
μέγας,"kubwa, kubwa mno"
μέγεθος,"kubw, kubwa, mkuu, kuu, maku"
μέθη,"lew, mlev, levy, ulev, walevi"
μέθυσος,"lew, mlev, levy, ulev, walevi"
μέλας,"nyeusi, mweusi, weus, jeus, latoka"
μέλει,hujali
μέλι,"asal, sega"
μέλλω,"ata-, amekaribia ku_____"
μέλος,kiungo
μέμφομαι,"laum, laumiw, powalaum"
μέν,"basi, kwa kweli"
μέντοι,hata hivyo
μένω,"kaa, baki,"
μέριμνα,"shughuli,"
μέρος,"sehemu,eneo"
μέσος,"katikati, miongoni"
μέτοχος,mshiriki washiriki
μέτρον,kipimo vipimo
μέτωπον,paji mapaji kwenye paji
μέχρι,hadi
μή,"si , hakutaka"
μήγε,licha ya hivyo
μήν (I),ongez
μήν (II),"mwezi, miezi"
μήπω,"bado, hajaja, hamjafahamu, lish, angalipo"
μήτε,"wala,"
μήτηρ,"mama, mamake,"
μήτι,siyo
μήτιγε,"zaidi, ngap, jinsi, mingapi, kuwapa"
μήτρα,"tumb, fungua, tumbon, imba, mimb"
μίασμα,"najisi, jis, jiti, najis, linajis"
μίγμα,"fumw, usivae, anga"
μίγνυμι,"anga, changany, lain, nyik, mzit"
μίλιον,kulazimi
μίσθιος,"ajiri, ajir, mshahara, mwajiriwa, mwajir"
μίσθωμα,kamil
μαίνομαι,wazimu
μαγεία,"agan, mganga, walifaa, mwingi"
μαγεύω,"agan, mganga, walifaa, mwingi"
μαθήτρια,"wanafunzi, funz"
μαθητής,"wanafunzi, wafuasi"
μαθητεύω,"wanafunzi, funz"
μακάριος,hubarikiwa
μακαρίζω,"barik, heri, bariki, baraka, ahimidiwe"
μακαρισμός,"barik, heri, bariki, baraka, ahimidiwe"
μακράν,umbali (noun)  mbali (adj)
μακροθυμέω,"vumilia, nivumilie /univumilie"
μακροθυμία,uvumilivu  subira
μακροθύμως,"huzuni, ili, chukulia, vumili, stahimil"
μακροχρόνιος,"kipana, jengeni"
μακρόθεν,"mbali, /akiwa mbali"
μακρός,"mbali, iliyo, yokuj, mlio, nafasi"
μαλακία,"ugonjwa, hai, magonjwa, yowati, amejitwika"
μαλακός,"mororo, walawiti, wavaao"
μαμωνᾶς,"mali, jir, tele, hutwaa, huwa"
μανία,"ekugeu, wazim"
μανθάνω,jifunza/ nendeni mjfunze
μαντεύομαι,"acha, buz, uganga, pepo, bashir"
μαράνα θᾶ,maranatha
μαραίνω,"ua, anguk, pote, kaush, nyau"
μαργαρίτης,lulu
μαρτυρέω,jishtaki wenyewe
μαρτυρία,ushahidi
μαρτύριον,ushuhuda
μαρτύρομαι,"shuhudi, shahid, ushuhuda, shuhuda, ushahidi"
μασάομαι,"tafun, hayapumziki, huguguna"
μαστίζω,"mijeledi, mjeledi, pig, msib, lenu"
μαστιγόω,chapa
μαστός,"matiti, dar, maziwa, matitini, fuan"
ματαιολογία,geuki
ματαιολόγος,geuki
ματαιότης,"ubatili, hayafai, mngalimo, atiyevitiisha, mgeuke"
ματαιόω,"ubatili, hayafai, mngalimo, atiyevitiisha, mgeuke"
μεγάλως,"kubw, kubwa, mkuu, kuu, maku"
μεγαλειότης,"ukuu, utukufu, kiburi, jigamb, yajulikane"
μεγαλεῖος,"kubw, kubwa, mkuu, kuu, maku"
μεγαλοπρεπής,"ukuu, utukufu, kiburi, jigamb, yajulikane"
μεγαλωσύνη,"ukuu, utukufu, kiburi, jigamb, yajulikane"
μεγαλύνω,kuza
μεγιστάν,"kubw, kubwa, mkuu, kuu, maku"
μεθίστημι,"yachemke, tuhami, ng'ole, hami, karib"
μεθερμηνεύω,tafsiri tafsiriwa
μεθοδεία,"ujanja, vaen"
μεθύσκω,"lew, mlev, levy, ulev, walevi"
μεθύω,mlevi walevi
μελετάω,"mjumbe, fakar, maazimio, fikira, tafakar"
μεμβράνα,"karpo, ngoz, ach, kwa, let"
μεμψίμοιρος,vyanena
μενοῦν,"usio, kote, sikia"
μενοῦνγε,"usio, kote, sikia"
μερίζω,gawanika / uliogawanika
μερίς,"sehemu, pande, fung, pand, viwili"
μεριμνάω,haraka
μερισμός,"kusud, mtasitasita, gawa, kasi"
μεριστής,gawa
μεσίτης,"mjumbe, wajumbe"
μεσημβρία,"nimuliki, gaza"
μεσιτεύω,arabuni
μεσονύκτιον,"manane, nikopeshe"
μεσουράνημα,nikaona
μεστός,jaa / mmejaa
μεστόω,"jaz, timi, taja, imejaa, jazw"
μεσότοιχον,"ukut, kuta, ziz, juu, boma"
μεσόω,"katikati, kati, katika, ndani, miongoni"
μετά,"na, baada ya,"
μετάγω,"geuk, zunguk, geuki, geuz, tazam"
μετάθεσις,"mbali, ondok, teng, ondo, alam"
μετάλημψις,"vipokewe, wasioe"
μετάνοια,"toba,"
μετέπειτα,"baada, fuat, nyuma, baadaye, kwa"
μετέχω,shiriki
μεταίρω,"ach, kan, achw, ondok, acha"
μεταβάλλω,"badili, badil, geuz, mbali, geuge"
μεταβαίνω,ondoka
μεταδίδωμι,"shirik, kuwapa, mshirika, ishi, sehemu"
μετακαλέω,"wit, tuma, atoe, kutuma, poko"
μετακινέω,pogeuz
μεταλαμβάνω,shiriki/wakashiriki
μεταλλάσσω,"badil, ujir, atoe, badilisha, atatoa"
μεταμέλομαι,"tubu, jirudi /akajirudi akaenda"
μεταμορφόω,"sura, geuz, jigeu, mfano"
μετανοέω,tubu /mtubu
μεταξύ,baadae / faraghani
μεταπέμπω,fuata / umfuate
μεταστρέφω,"badili, badil, geuz, mbali, geuge"
μετασχηματίζω,"sura, geuz, jigeu, mfano"
μετατίθημι,hamishwa
μετατρέπω,"badili, badil, geuz, mbali, geuge"
μετεωρίζομαι,"sumbuki, shughuli, sumbu, fadhai, wasiwasi"
μετοικίζω,yoka
μετοικεσία,uhamisho
μετοχή,"shiriki, ushirika, shirik, shirika, washirika"
μετρέω,"kiwango, viwango"
μετρίως,"akiw, kubwa, sana, mzim, jan"
μετρητής,"pim, pimi, nyingine, sawa, pima"
μετριοπαθέω,"upol, unyenyekevu, mpol, wema, mjifunze"
μηδέ,"wala,"
μηδέποτε,"tena, tangu, kamw, bado, zile"
μηδέπω,"bado, hajaja, hamjafahamu, lish, angalipo"
μηδαμῶς,"wala, lakini, si, kwa, je"
μηδείς,"si yeyote, usimwambie yeyote"
μηκέτι,tena
μηκύνω,"mafuta, nenep, non, kuku, zid"
μηλωτή,wakivaa
μηνύω,"alet, metolew, fufuli"
μηρός,"paja, pajan, upande, chake, paj"
μητρολῴας,haimhusu
μιαίνω,"uutiao, mawa, lisije, kuot, lich, kuil"
μιασμός,"najisi, jis, jiti, najis, linajis"
μικρός,wadogo hao
μιμέομαι,"mnifuate, wafuasi, mkaw, mwigeni, mniige"
μιμητής,"mnifuate, wafuasi, mkaw, mwigeni, mniige"
μιμνῄσκω,kumbuka
μισέω,chukia/umchukie
μισθαποδοσία,"malipo, kadiri, lip, matendo, vyostahil"
μισθαποδότης,"hawampatii, aamini, nion"
μισθωτός,"ajiri, ajir, mshahara, mwajiriwa, mwajir"
μισθός,malipo
μισθόω,"ajiri, ajir, mshahara, mwajiriwa, mwajir"
μνήμη,"kumbuk, mbuk, buke, taj, kumbush"
μνεία,kumbukumbu
μνημεῖον,makaburi. makaburini
μνημονεύω,kumbuka/ hamjakumbuka bado
μνημόσυνον,"bush, bukumb, kumbuk, mbuk, bukw"
μνηστεύω,"posw, pos, yempo, pose, nakukumbuka"
μνᾶ,mina
μνῆμα,"kaburi, makaburi"
μογιλάλος,"zungumz, onge, haraka, mje, umetaka"
μοιχάω,"wazinzi, usizini, azin, uzinzi, zin"
μοιχαλίς,"wazinzi,"
μοιχεία,"wazinzi, usizini, azin, uzinzi, zin"
μοιχεύω,"uzinzi,"
μοιχός,"wazinzi, usizini, azin, uzinzi, zin"
μολυσμός,"najisi, jis, jiti, najis, linajis"
μολύνω,"najisi, jis, jiti, najis, linajis"
μομφή,"lala, kuugua, kutamu, laum, yamhusu"
μονή,"maka, jumban"
μονογενής,pekee
μονόφθαλμος,"chongo, litup"
μονόω,"ach, kan, achw, ondok, acha"
μορφή,"mfinyanzi, umb, yeye, iwe, namn"
μορφόω,"mfinyanzi, umb, yeye, iwe, namn"
μοσχοποιέω,"ndam, -ng'omb, kuweko, wapandi"
μουσικός,"zaburi, zeze, muziki, ala, nand"
μυέω,dhili
μυελός,mafuta
μυκάομαι,"nguru, kama, kelel, wangu, mshindo"
μυκτηρίζω,"dhihak, dhara, chek, mzah, dhihaka"
μυλικός,"sagi, shav, wakampa, uimara, wali"
μυρίζω,"mafuta, masihi, tiw, pak, pakw"
μυριάς,maelfu
μυστήριον,"siri, siri za"
μυωπάζω,kule
μωμάομαι,"laum, laumiw, powalaum"
μωρία,"umba, wajinga, upuz, mjinga, wazimu"
μωραίνω,"umba, ladh, itiw, mabashiri"
μωρολογία,"umba, wajinga, upuz, mjinga, wazimu"
μωρός,mpumbavu
μόδιος,"kiango, ndoo, kirefu, tone, adhimish"
μόλις,kwa shida
μόνος,pekee
μόρφωσις,"mfinyanzi, umb, yeye, iwe, namn"
μόσχος,ndama
μόχθος,"kazi, taab, yojishughuli, masumbufu, miza"
μύλινος,"sagi, shav, wakampa, uimara, wali"
μύλος,"sagi, shav, wakampa, uimara, wali"
μύριοι,"elfu, makumi, maelfu, kimbiza, waalimu"
μύρον,manukato
μώλωψ,"jerah, pig, uuaj, pigo, yake"
μᾶλλον,zaidi
μῆκος,"uref, moja, mapana, kuongeze, ana"
μῦθος,hadithi
