lex,default
καταδυναστεύω,"Eu dominei, eu gostaria, trato duramente"
καταθεματίζω,"Eu maldito, dedico a destruição"
καταισχύνω,"eu envergonho, eu desrespeito, eu confundo"
κατακαίω,"eu queimo, eu consumo inteiramente"
κατακαλύπτω,"Eu véu, eu cubro a cabeça"
κατακαυχάομαι,"Eu véu, eu cubro a cabeça"
κατακλάω,"Eu recline, estou deitada doente"
κατακλίνω,"Eu recline, eu motivo para reclinar"
κατακλείω,"Eu calei a boca, confino"
κατακληρονομέω,"Eu calei a boca, confino"
κατακλυσμός,"dilúvio, inundação"
κατακλύζω,"Eu inunho, eu sobrecarrei"
κατακολουθέω,"Eu inunho, eu sobrecarrei"
κατακρίνω,"eu bato, eu firo"
κατακρημνίζω,"Eu bati, eu feri"
κατακυριεύω,"Eu exercito autoridade, eu dominei"
κατακόπτω,"Eu bati, eu feri"
καταλέγω,"Eu entro em uma lista, eu me registro"
καταλαλέω,"Eu exercito autoridade, eu dominei"
καταλαλιά,"mal-falado, backbiting, detração"
καταλαμβάνω,"eu venço, eu prendo, eu capturo"
καταλείπω,"eu abandono, eu deixo"
καταλιθάζω,"Eu pedra para baixo, eu pedra até a morte"
καταλλάσσω,"Eu pedra para baixo, eu pedra até a morte"
καταλλαγή,reconciliação
καταλύω,"eu destruo, eu derribo, eu desfaço, eu revogo, eu anulo, eu me hospedo"
καταμένω,"Eu espero, fico, eu permaneço, eu permaneço"
καταμανθάνω,"Eu entendo, considero cuidadosamente"
καταμαρτυρέω,"Eu entendo, considero cuidadosamente"
καταναλίσκω,"Eu espero, fico, eu permaneço, eu permaneço"
καταναρκάω,"Eu fardo, eu maisiro"
κατανεύω,"Eu aceno, eu faço um sinal"
κατανοέω,"eu entendo, eu percebo, eu considero"
καταντάω,"eu desço, eu chego, eu alcanço"
κατανύσσομαι,"Eu sou perfurado, eu pito"
καταξιόω,"Eu sou perfurado, eu pito"
καταπέτασμα,"véu, cortina"
καταπίνω,"Eu engulo, devoro, destruo"
καταπίπτω,"Eu engulo, devoro, destruo"
καταπατέω,"Eu sou perfurado, eu pito"
καταπαύω,"Eu descanso, eu falo para descansar"
καταπλέω,"Eu engulo, devoro, destruo"
καταπονέω,"Eu engulo, devoro, destruo"
καταποντίζω,"Eu afundo no mar, eu estou afogado"
καταράομαι,"Eu afundo no mar, eu estou afogado"
καταργέω,"abolir, eu torno em nada, eu corto"
καταριθμέω,"Eu trago para nada, eu sever, eu aboli"
καταρτίζω,"eu me encaixo, eu me preparo"
καταρτισμός,aperfeiçoamento
κατασείω,"Eu tremo, eu aceno, eu leco"
κατασκάπτω,"Eu cavei abaixo, eu demolir"
κατασκήνωσις,Morada
κατασκευάζω,"eu construo, eu me preparo, eu faço"
κατασκηνόω,"Eu encontro, eu tabernáculo, morar"
κατασκιάζω,"Eu encontro, eu tabernáculo, morar"
κατασκοπέω,"Eu espio, eu traço"
κατασοφίζομαι,"Eu espio, eu traço"
καταστέλλω,"Eu apazigi, eu restringo"
καταστολή,"vestido, vestido, traje"
καταστρέφω,"Eu derrube, derrubei"
καταστρηνιάω,"Eu derrube, derrubei"
καταστροφή,"derrubar, destruição"
καταστρώννυμι,"Eu derrube, derrubei"
κατασφάζω,"Eu derrube, derrubei"
κατασφραγίζω,"Eu derrube, derrubei"
κατασύρω,"Eu derrube, derrubei"
κατατίθημι,"Deitei, eu deposito"
κατατομή,"mutilação, estragar"
κατατρέχω,"Deitei, eu deposito"
καταφέρω,"Eu trago, eu opropiço"
καταφεύγω,"Eu trago, eu opropiço"
καταφθείρω,"Eu destruo, eu corrox"
καταφιλέω,"Eu destruo, eu corrox"
καταφρονέω,"Eu desprezo, desprezo"
καταφρονητής,despiñer
καταχέω,"Eu desprezo, desprezo"
καταχθόνιος,"Sob a terra, subterrânea"
καταχράομαι,"Eu desprezo, desprezo"
καταψύχω,"Eu esfrie, eu atualizo"
κατείδωλος,cheio de imagens de ídolos
κατενώπιον,antes do rosto de
κατεξουσιάζω,"Eu esfrie, eu atualizo"
κατεργάζομαι,"eu trabalho, eu produzo, eu realizo"
κατεσθίω,"eu trabalho, eu produzo, eu realizo"
κατευθύνω,"Eu faço direto, dirijo"
κατευλογέω,"eu temo, eu estou ansioso"
κατεφίστημι,"Eu corro, eu assalto"
κατηγορέω,"eu acuso, eu cobro, eu processo"
κατηγορία,"cobrar, acusação"
κατηχέω,"Eu acuso, eu cobro, eu processar"
κατισχύω,"Eu prevali contra, eu overpower, sou capaz"
κατιόω,"Eu acuso, eu cobro, eu processar"
κατοίκησις,"habitação, morada, habitação"
κατοικέω,"eu habito, eu me estabeleço"
κατοικία,"habitação, habitação"
κατοικίζω,"eu habito, eu me estabeleço"
κατοικητήριον,"Habitação, Habitação"
κατοπτρίζω,"Eu espelho, refletir"
κατώτερος,mais baixo
καυματίζω,"Eu queimo, eu queimadiço"
καυστηριάζω,"Eu cauterizo, eu mear"
καυσόω,"Eu queimo, eu queimadiço"
καυχάομαι,"eu me glorio, eu me gabo"
καύσων,"calor escaldante, vento quente"
καύχημα,"glória, jactância, orgulho"
καύχησις,"gloriar-se, jactar-se, orgulhar-se, glória, jactância"
καῦμα,"calor ardente, calor"
καῦσις,queimando
κείρω,"Eu cortei, cortei o cabelo de"
κειρία,"bandagem, roupas graves"
κελεύω,"eu comando, eu peço"
κενοδοξία,"Vainglory, orgulho vazio"
κενοφωνία,"disputação vazia, balbucia sem valor"
κεντυρίων,centurião
κενόδοξος,Vainglorious
κενός,"vazio, vão, oco"
κενόω,"Eu esvaziço, eu privo de conteúdo, eu faço irreal"
κενῶς,"falsamente, em vão"
κεράμιον,"Jarro, embarcação de terra"
κεράννυμι,"Eu me misturo, eu derramo para beber"
κεράτιον,Lembre-se dabob
κεραία,apóstrofo
κεραμεύς,oleiro
κεραμικός,"de argila, feita por um oleiro"
κερδαίνω,"eu ganho, eu evito perda"
κερματιστής,Money-Changer
κεφάλαιον,"assunto chefe, soma de dinheiro"
κεφαλή,cabeça
κεφαλίς,"rolo, volume"
κεφαλιόω,"Eu ganho, eu ganho, evito perda"
κεῖμαι,"eu estou colocado, eu estou deitado, eu estou aqui"
κημόω,"Eu focinho, eu silêncio"
κηπουρός,jardineiro
κηρύσσω,"eu proclamo, eu anuncio, eu prego"
κιβωτός,arca
κιθάρα,harpa
κιθαρίζω,"Eu proclamei, eu arauto, eu prego"
κιθαρῳδός,Harpist
κινέω,"Eu me movo, eu mexoco, eu exceto"
κινδυνεύω,"Eu proclamei, eu arauto, eu prego"
κιννάμωμον,canela
κλάδος,ramo
κλάσις,quebra
κλάσμα,fragmento
κλάω,eu choro
κλέμμα,roubo
κλέος,"glória, fama, louvor"
κλέπτης,ladrão
κλέπτω,eu fecho
κλίβανος,"forno, forno"
κλίμα,território
κλίνη,"sofá, cama, tapete, bier"
κλίνω,"Eu descanso, eu recline, eu faço para ceder"
κλαίω,eu choro
κλαυθμός,"chorando, lamentação"
κλείς,chave
κλείω,eu fecho
κληρονομέω,"eu herdo, eu obtenho"
κληρονομία,herança
κληρονόμος,herdeiro
κληρόω,"Eu herdar, obtenho"
κλητός,"chamado, convocado"
κλινάριον,sofá ou ninhada
κλινίδιον,sofá ou ninhada
κλισία,"sofá de jantar, grupo de diners"
κλοπή,"ladrão, roubo"
κλυδωνίζομαι,"Eu descanso, eu recline, eu faço para ceder"
κλύδων,água áspera
κλῆμα,"ramo, atirar"
κλῆρος,"lote, porção"
κλῆσις,"chamando, convocação"
κνήθω,"Eu esfrego, eu cócego"
κοίμησις,"repouso, descansando"
κοίτη,"cama, cama de casamento"
κοδράντης,Moeda de cobre romana menor
κοιλία,"barriga, útero, homem interior"
κοιμάομαι,"eu adormeço, eu estou dormindo"
κοινωνέω,"Eu compartilho, me comunico, tenho comunhão com"
κοινωνία,"comunhão, participação"
κοινωνικός,Disposto a compartilhar
κοινωνός,"participante, parceiro, sócio"
κοινός,"comum, compartilhado, impuro"
κοινόω,"eu torno impuro, eu considero impuro"
κοιτών,câmara de cama
κολάζω,"Eu castigo, punir"
κολακεία,lisonja
κολαφίζω,"Eu ganho com o punho, eu maltrat"
κολλάω,"eu colo, eu me apego, eu fico em companhia de"
κολλούριον,Eye-salve
κολλυβιστής,Money-Changer
κολοβόω,"Eu cortei curto, eu encurtar"
κολυμβάω,"Eu cortei curto, eu encurtar"
κολυμβήθρα,"Piscina, natação"
κολωνία,"Colônia, cidade de guarnição"
κομάω,"Eu cortei curto, eu encurtar"
κομίζω,"eu trago, eu recebo, eu me recupero"
κομψότερον,em melhor saúde
κονιάω,"Eu trago, recebo, eu me recupero"
κονιορτός,pó
κοπάζω,"Eu cessar, eu caio"
κοπή,abate
κοπετός,lamentação
κοπιάω,"eu canso, eu trabalho, eu labuto"
κοπρία,estrume
κοράσιον,"menina, menina"
κορέννυμι,"Eu preencho, eu alimento cheio"
κορβᾶν,"um presente, oferecendo"
κοσμέω,eu adorno
κοσμικός,"terreno, mundano"
κοσμοκράτωρ,governante deste mundo
κουστωδία,guarda
κουφίζω,"Eu coloquei em ordem, adorno"
κοῦμ,surgir
κράβαττος,"cama, colchão, tapete"
κράζω,eu grito
κράσπεδον,"franja, borda"
κράτιστος,mais excelente
κράτος,"domínio, força, poder"
κρέας,"carne, tipos de carne"
κρίθινος,feito de cevada
κρίμα,"juízo, julgamento, veredicto, processo"
κρίνον,lírio
κρίνω,eu julgo
κρίσις,"julgamento, juízo"
κραιπάλη,dissipação bêbada
κρανίον,crânio
κρατέω,"eu alcanço, eu seguro, eu obtenho"
κραταιός,"forte, poderoso"
κραταιόω,"Eu fortalecer, confirmo, eu fico forte"
κραυγάζω,"Eu choro em voz alta, eu grito"
κραυγή,"Shout, clamor, clamor"
κρείττων,"mais forte, mais excelente"
κρεμάννυμι,"Eu desligo, suspiro"
κρημνός,"penhasco, precipício"
κριθή,cevada
κριτήριον,"Critério, Direito Direito"
κριτής,juiz
κριτικός,capaz de julgar
κρούω,"Eu julgo, decido, acho que é bom"
κρυπτός,"escondido, escondida, secreto, secreta"
κρυσταλλίζω,"Eu me escondo, escondo, me deito"
κρυφαῖος,"escondido, escondida, secreto, secreta"
κρυφῇ,"Em segredo, secretamente"
κρύπτη,"adega, cofre"
κρύπτω,"eu escondo, eu me escondo"
κρύσταλλος,cristal
κτάομαι,"Eu ganho, eu recebo, eu compro, eu possuo"
κτήτωρ,"Possessor, dono"
κτίζω,"eu crio, eu formo, eu faço"
κτίσις,"criação, criatura"
κτίσμα,"coisa criada, criatura"
κτίστης,"Fundador, Criador, Deus"
κτῆμα,"campo, propriedade"
κτῆνος,Besta de carga
κυβέρνησις,"governamental, governo"
κυβεία,"truque, truque"
κυβερνήτης,"Steersman, piloto"
κυκλεύω,"Eu cerco, eu sitio, eu asco"
κυκλόθεν,Em uma rodada do círculo
κυκλόω,"Eu cerco, eu sitio, eu asco"
κυλίω,"Eu cerco, eu sitio, eu asco"
κυλισμός,"rolando, chafurdando"
κυλλός,"aleijado, manco"
κυνάριον,pequeno cachorro
κυρία,Senhora
κυριακός,do Senhor
κυριεύω,"Eu tenho autoridade, eu registo"
κυριότης,"senhoria, dominação, dignidade"
κυρόω,"Eu ratificar, confirmo"
κωλύω,"eu evito, eu impeço"
κωμόπολις,grande vila
κωφός,"mudo, surdo"
κόκκινος,carmesim
κόκκος,"kernel, grãos"
κόλασις,"castigo, punição"
κόλπος,"Bosoom, peito de vestuário, baía, golfo"
κόμη,"cabelo, cabelos longos"
κόπος,"problema, labuta, trabalho"
κόπριον,estrume
κόπτω,"Eu cortei, eu chorei"
κόραξ,Raven
κόρος,"medida seca, 120 galões"
κόσμιος,"ordenado, virtuoso"
κόσμος,"mundo, universo, adorno"
κόφινος,grande cesta
κύκλῳ,círculo
κύμβαλον,Címbil
κύμινον,cominho
κύπτω,"Eu me inclino, me inclino"
κύριος,"senhor, Senhor, mestre"
κύων,cão
κώμη,vila
κώνωψ,mosquiteiro
κἀγώ,"eu também, mas eu"
κἀκεῖ,"e lá, e lá"
κἀκεῖθεν,"e daí, e de lá"
κἀκεῖνος,"e ele, e ela, e isso"
κἄν,"e se, mesmo se"
κῆνσος,Imposto de pesquisa
κῆπος,Jardim
κῆρυξ,"Herald, pregador"
κῆτος,"Monstro do mar, peixe enorme"
κῦμα,aceno
κῶλον,"membro, corpos"
κῶμος,"festejando, deleitando"
λάθρᾳ,secretamente
λάμπω,"Eu recebo, eu tomo"
λάρυγξ,garganta
λάχανον,"Erva, jardim planta"
λέγω,"eu digo, eu falo"
λέντιον,"Toalha, avental"
λέπρα,lepra
λέων,leão
λήθη,esquecimento
λίαν,"muito, extremamente"
λίβανος,incenso
λίθινος,feito de pedra
λίθος,pedra
λίμνη,lago
λίνον,"linho, linho"
λίτρα,Libra romana
λίψ,vento sudoeste
λαγχάνω,"Eu obtenho por muito, eu lanço lotes"
λακάω,"Eu obtenho por muito, eu lanço lotes"
λακτίζω,"Eu obtenho por muito, eu lanço lotes"
λαλέω,"eu falo, eu digo"
λαλιά,"discurso, conversa, dialeto"
λαμβάνω,"eu recebo, eu tomo"
λαμπάς,"Tocha, lâmpada, lanterna"
λαμπρός,"brilhando, magnífico, brilhante"
λαμπρότης,"esplendor, brilho"
λαμπρῶς,"magnificamente, sumptuosamente"
λανθάνω,"Estou escondido, eu escape de aviso"
λαξευτός,Hewn fora da rocha
λατομέω,"Estou escondido, eu escape de aviso"
λατρεία,"serviço, adoração"
λατρεύω,"eu sirvo, eu adoro"
λαός,povo
λαῖλαψ,"Tempestade súbita, Squall"
λείπω,"Eu estou querendo, eu estou deixando para trás"
λεγιών,"Legião, número muito grande"
λειτουργέω,"Eu ministro, eu sirvo publicamente"
λειτουργία,"presente de caridade, serviço público"
λειτουργικός,Ministro
λειτουργός,"Ministro, Servo"
λεμά,Por quê
λεπίς,"escala, substância escamosa"
λεπρός,um leproso
λεπτός,Pequeno pedaço de dinheiro
λευκαίνω,"Eu ministro, eu sirvo publicamente"
λευκός,branco
λεῖμμα,"remanescente, restante"
λεῖος,"liso, nível"
ληνός,Winepress
λιβανωτός,censador
λιθάζω,"Eu ministro, eu sirvo publicamente"
λιθοβολέω,"Eu pedra, eu coloco pedras em"
λιθόστρωτος,um pavimento de mosaico
λικμάω,"Eu pedra, eu coloco pedras em"
λιμήν,"Porto, Porto"
λιμός,fome
λιπαρός,"rico, sumptuoso"
λοίδορος,"um railer, reviler, abusador"
λογίζομαι,"eu reconheço, eu conto, eu decido"
λογεία,"Coleção, coletando"
λογικός,"razoável, racional, metafórico"
λογισμός,"raciocínio, pensando"
λογομαχέω,"Eu acho, eu conto, eu decido"
λογομαχία,Contenção sobre palavras
λοιδορέω,"Eu reil, abuso"
λοιδορία,"Reviling, abuso"
λοιμός (II),peste
λοιπός,"restante, deixado, deixada, deixado para trás, deixada para trás"
λουτρόν,"banho, lavagem, batismo"
λούω,"Eu lavo, tomo banho"
λυμαίνω,"Eu devastei, eu Harry, eu devastate"
λυπέω,eu sofro
λυσιτελέω,"Eu dor, eu mudo, eu vou"
λυτρωτής,"Redentor, libertador"
λυτρόω,"Eu resgatei, eu liberto, entrego"
λυχνία,"candelabro, castiçal"
λόγιον,Comunicação Divina
λόγιος,eloquente
λόγος,"palavra, discurso, verbo"
λόγχη,"lance, lança"
λύκος,"lobo, jackal"
λύπη,dor
λύσις,"Dissolução, liberação"
λύτρον,"resgate, oferta de expiação"
λύτρωσις,"Libertação, libertação, liberação"
λύχνος,lâmpada
λύω,"eu solto, eu desenlaço, eu destruo"
λῃστής,"ladrão, bandido"
λῆμψις,recebendo
λῆρος,"loucura, absurdo, fala ociosa"
μάγος,"feiticeiro, mágico, mago"
μάκελλον,Açougue
μάλιστα,"acima de tudo, especialmente"
μάμμη,avó
μάννα,maná
μάρμαρος,mármore
μάρτυς,testemunha
μάστιξ,"flagelo, chicote, sofrimentos"
μάταιος,"vã, improdutivo, sem Deus"
μάτην,em vão
μάχαιρα,espada
μάχη,"contenda, disputa, briga"
μάχομαι,"Eu me engajo em batalha, eu luto, eu me esforço"
μέγας,grande
μέγεθος,"grandeza, vastidão"
μέθη,embriaguez
μέθυσος,bêbado
μέλας,Preto
μέλει,"eu me importo, eu tomo cuidado"
μέλι,mel
μέλλω,"eu vou, eu estou prestes a, eu devo"
μέλος,membro
μέμφομαι,"Eu culpo, eu censura"
μέν,"verdadeiramente, de fato"
μέντοι,"De fato, mas, no entanto,"
μένω,"eu permaneço, eu fico"
μέριμνα,"Cuidado, preocupação, ansiedade"
μέρος,"parte, porção"
μέσος,"do meio, no meio"
μέτοχος,"um compartilhador, parceiro"
μέτρον,medida
μέτωπον,testa
μέχρι,até que até
μή,"não, a menos que"
μήγε,"Mas se não, mais, caso contrário"
μήν (I),certamente
μήν (II),partícuo pospositiva
μήπω,ainda não
μήτε,"nem, nem mesmo"
μήτηρ,mãe
μήτι,"se não, a menos que"
μήτιγε,para não mencionar
μήτρα,útero
μίασμα,"poluição, depilação"
μίγμα,mistura
μίγνυμι,"Eu me misturo, me misturo"
μίλιον,Milha romana
μίσθιος,um trabalhador pago
μίσθωμα,casa alugada
μαίνομαι,"Eu faço discípulos, faço discípulos"
μαγεία,Magia
μαγεύω,"Eu solto, eu desse, eu libero, eu destruo"
μαθήτρια,discípulo feminino
μαθητής,"aprendiz, discípulo, aluno, pupilo"
μαθητεύω,"Eu faço discípulos, faço discípulos"
μακάριος,"bem-aventurado, feliz, abençoado,"
μακαρίζω,"Eu faço discípulos, faço discípulos"
μακαρισμός,"sobre como feliz, abençoado ou invejável"
μακράν,Longe
μακροθυμέω,"eu sofro, eu tenho paciência"
μακροθυμία,"paciência, tolerância"
μακροθύμως,pacientemente
μακροχρόνιος,LONGO VIVIDO
μακρόθεν,de longe
μακρός,"Long, distante"
μαλακία,"fraqueza, doença"
μαλακός,"macio, efeminado"
μαμωνᾶς,"riquezas, dinheiro, posses"
μανία,Loucura delirante
μανθάνω,eu aprendo
μαντεύομαι,"Eu aprendo, avertei"
μαράνα θᾶ,Nosso senhor vem
μαραίνω,"Eu morro, eu murcho"
μαργαρίτης,pérola
μαρτυρέω,"eu testemunho, eu testifico"
μαρτυρία,"testemunho, testemunha, evidência"
μαρτύριον,"testemunho, testemunha, evidência"
μαρτύρομαι,"Eu chamo a testemunha, eu testemunho, eu cobro solenemente"
μασάομαι,"Eu mordo, eu roo"
μαστίζω,"Eu flog, cuso"
μαστιγόω,"Eu flog, cuso"
μαστός,"mama, pap"
ματαιολογία,falando tolo
ματαιολόγος,um falador vazio
ματαιότης,"vaidade, falta de vontade"
ματαιόω,"Eu flog, cuso"
μεγάλως,muito
μεγαλειότης,majestade
μεγαλεῖος,"Grand, magnífico"
μεγαλοπρεπής,"magnífico, soberbo, transcendente"
μεγαλωσύνη,majestade
μεγαλύνω,"Eu ampliar, eu me magnify, eu exalto"
μεγιστάν,"grande, senhor"
μεθίστημι,"Eu saio do seu lugar, eu transferi"
μεθερμηνεύω,"Eu traduto, interpreto"
μεθοδεία,"Esquema, artesanato"
μεθύσκω,"Eu saio do seu lugar, eu transferi"
μεθύω,"Eu saio do seu lugar, eu transferi"
μελετάω,"Eu concebo, eu planejo"
μεμβράνα,folha de pergaminho
μεμψίμοιρος,"descontente, reclamando"
μενοῦν,nay em vez disso
μενοῦνγε,nay em vez disso
μερίζω,"eu divido, eu parto, eu compartilho"
μερίς,"parte, porção"
μεριμνάω,"eu estou ansioso, eu me distraio"
μερισμός,"Distribuição, separação"
μεριστής,"divisor, distribuidor"
μεσίτης,"mediador, entre"
μεσημβρία,Sul
μεσιτεύω,"Eu mediei, interpoio"
μεσονύκτιον,meia-noite
μεσουράνημα,meio do céu
μεστός,cheio
μεστόω,"Eu mediei, interpoio"
μεσότοιχον,"Muro médio, parede de partição"
μεσόω,"Eu mediei, interpoio"
μετά,"com, junto a, depois de, após"
μετάγω,"Eu mudo, mudo a posição de"
μετάθεσις,"mudança, transformação, remoção"
μετάλημψις,"participação, compartilhamento em"
μετάνοια,"arrependimento, mudança de mente"
μετέπειτα,mais tarde
μετέχω,"Eu participo, compartilho"
μεταίρω,"Eu mudo minha posição, eu mexo, removo"
μεταβάλλω,"Eu mudo, mudo de idéia"
μεταβαίνω,"eu saio, eu mexo, removo, passo"
μεταδίδωμι,"Eu compartilho, eu transmito"
μετακαλέω,"Eu mudo minha posição, eu mexo, removo"
μετακινέω,"Eu me afasto, eu desalojo"
μεταλαμβάνω,"Eu compartilho, participei de"
μεταλλάσσω,"Eu mudo, eu me transforto, eu altero"
μεταμέλομαι,"Eu mudo, eu me transforto, eu altero"
μεταμορφόω,"Eu mudo a forma, eu transforço"
μετανοέω,"eu me arrependo, eu mudo de idéia"
μεταξύ,"Enquanto isso, depois, entre"
μεταπέμπω,"Eu envio para, eu invoco"
μεταστρέφω,"Eu me viro, eu mudo, eu corrox, eu pervertimo"
μετασχηματίζω,"Eu mudo a aparência externa, eu transfigure, eu me adapto"
μετατίθημι,"Eu transferi, deserto, mudo"
μετατρέπω,"Eu me viro, eu mudo, eu corrox, eu pervertimo"
μετεωρίζομαι,"Eu participo, compartilho"
μετοικίζω,"Eu transporte, eu cause migrar"
μετοικεσία,"Mudança de morada, migração, deportação"
μετοχή,"Compartilhamento, Parceria, Fellowship"
μετρέω,"eu meço, eu estimo"
μετρίως,"moderadamente, muito"
μετρητής,"medida, ânfora"
μετριοπαθέω,"Eu suporto suavemente, eu tenho compaixão"
μηδέ,"nem, e não, nem se sequer"
μηδέποτε,"não a qualquer momento, nunca"
μηδέπω,ainda não
μηδαμῶς,"de modo algum, não"
μηδείς,"nenhum, nenhuma, ninguém, nada, de modo algum"
μηκέτι,não mais
μηκύνω,"Eu suporto suavemente, eu tenho compaixão"
μηλωτή,pele de carneiro
μηνύω,"Eu revelo, informo"
μηρός,coxa
μητρολῴας,matricídio
μιαίνω,"Eu mancha, eu polui, eu confio"
μιασμός,"ato de poluição, depilação"
μικρός,"pequeno, pouco"
μιμέομαι,"Eu me misturo, me misturo"
μιμητής,imitador
μιμνῄσκω,"eu lembro, eu me lembro"
μισέω,"eu odeio, eu detesto"
μισθαποδοσία,"Recompensa, Possigo devido"
μισθαποδότης,recompensador
μισθωτός,servo contratado
μισθός,"salário, recompensa"
μισθόω,"Eu contrato, eu contratei, eu me engajo"
μνήμη,"memória, lembrança, menção"
μνεία,"Remembrance, lembrança"
μνημεῖον,"túmulo, sepulcro"
μνημονεύω,"eu lembro, eu faço menção de"
μνημόσυνον,"Lembrete, Memorial, Suporte de Remembrance"
μνηστεύω,"Eu lembro, eu faço menção de"
μνᾶ,minha
μνῆμα,"túmulo, monumento"
μογιλάλος,"um falando com dificuldade, um stammerer"
μοιχάω,"Eu lembro, eu faço menção de"
μοιχαλίς,adúltera
μοιχεία,adultério
μοιχεύω,"eu lembro, eu faço menção de"
μοιχός,adúltero
μολυσμός,"coloração, contorsão, poluição"
μολύνω,"Eu solo, eu mancha, eu polui, eu defra"
μομφή,"Reclamação, falha"
μονή,"Hospedagem, Habitação, Quarto"
μονογενής,"somente, apenas gerenciado, único"
μονόφθαλμος,um dos olhos
μονόω,"Eu solo, eu mancha, eu polui, eu defra"
μορφή,"forma, forma, aparência externa"
μορφόω,"Eu formulário, eu forma, eu molho"
μοσχοποιέω,"Eu formulário, eu forma, eu molho"
μουσικός,"Especializado na música, um músico"
μυέω,"Eu inicio, eu instruo"
μυελός,medula
μυκάομαι,"Eu fole, eu rugem"
μυκτηρίζω,"Eu me tirei, eu desdém"
μυλικός,pertencente a um moinho
μυρίζω,"Eu me tirei, eu desdém"
μυριάς,"miríade, dez mil"
μυστήριον,"mistério, oculto"
μυωπάζω,"Eu pisquei, vejo vagamente"
μωμάομαι,"Eu culpo, calanço"
μωρία,"loucura, absurdo"
μωραίνω,"Eu faço tolo, eu sinto, eu tenho inútil"
μωρολογία,falando tolo
μωρός,"estúpido, tolo"
μόδιος,"medida seca, quase dois galões ingleses"
μόλις,"com dificuldade, dificilmente"
μόνος,"único, só, sozinho, somente"
μόρφωσις,"forma, contorno"
μόσχος,bezerro
μόχθος,"Trabalho desgaso, labuta, dificuldades"
μύλινος,mó
μύλος,mó
μύριοι,"dez mil, inumerável"
μύρον,"óleo, pomada"
μώλωψ,"Bruise, Listra"
μᾶλλον,"mais, muito mais"
μῆκος,comprimento
μῦθος,"conto ocioso, fábula"
μῶμος,"mancha, desgraça"
νάρδος,"Spikenard, perfume"
νέκρωσις,"colocando a morte, condição sem vida"
νέος,"novo, nova, fresco, fresca, jovem"
νέφος,"nuvem, multidão, ótima companhia"
νή,xingando por
νήθω,"Eu aceno, eu faço um sinal"
νήπιος,criança
νήφω,"Eu sou calmo, eu vigilante, só sóbrio"
νίκη,vitória
νίπτω,"eu venço, eu conquisto, eu supero"
ναί,"sim, certamente, mesmo assim"
ναυαγέω,"Eu sou naufragada, eu arruinei"
ναός,"templo, santuário"
ναύκληρος,Mestre do navio
ναύτης,marinheiro
ναῦς,"navio, embarcação"
νεανίας,"jovem, juventude"
νεανίσκος,jovem
νεκρός,"morto, cadáver"
νεκρόω,"Eu coloquei a morte, eu procuro fraco"
νεομηνία,Lua nova como festival
νεφέλη,nuvem
νεφρός,Rim como centro emocional geral
νεωκόρος,guardião do templo
νεωτερικός,"juvenil, juvenil"
νεότης,"juventude, juventude"
νεόφυτος,"Recém-plantado, convertido recente"
νεύω,"Eu aceno, eu faço um sinal"
νηπιάζω,"Eu sou infantil, eu infantil"
νησίον,Little Island
νηστεία,"jejum, dia da expiação"
νηστεύω,eu jejuo
νηφάλιος,"sóbrio, temperado"
νικάω,"eu venço, eu conquisto, eu supero"
νιπτήρ,bacia
νοέω,"eu entendo, e considero"
νομή,"pastagem, crescimento"
νομίζω,"eu penso, eu suponho"
νομίμως,legalmente
νομικός,"sobre a lei, aprendi na lei"
νομοδιδάσκαλος,Professor e intérprete da lei de mosaico
νομοθέτης,"Lei-fornece, legislador"
νομοθεσία,"legislação, legislação"
νομοθετέω,"Eu ordenei, eu promoo"
νοσέω,"Eu ordenei, eu promoo"
νοσσίον,"Aninheira, jovem de pássaros"
νοσσιά,ninhada de jovens pássaros
νοσσός,"Pássaro jovem, jovem"
νοσφίζω,"Eu roubo, eu provoo"
νουθεσία,"Aviso, advertência"
νουθετέω,"Eu admoono, eu aviso, conselho"
νουνεχῶς,"sabiamente, discretamente"
νοῦς,"mente, raciocínio"
νυμφίος,noivo
νυμφών,Câmara de Noiva
νυνί,"agora, já, atualmente"
νυστάζω,"Eu aceno com o sono, sou sonolento, eu sono"
νυχθήμερον,vinte e quatro horas
νωθρός,"maçante, lento"
νόημα,"pensamento, projeto, mente"
νόθος,"ilegítimo, bastardo"
νόμισμα,"dinheiro, moeda"
νόμος,lei
νόσημα,"problema, doença"
νόσος,doença
νότος,"vento sul, sul"
νύμφη,"Noiva, nora"
νύξ,noite
νύσσω,"Eu pico, eu furo, eu esfaqueio"
νῆσος,ilha
νῆστις,"jejum, sem comida"
νῖκος,vitória
νῦν,"agora, já, atualmente"
νῶτος,atrás de homens ou animais
ξένος,"novo, estrangeiro"
ξέστης,"Medida romana, jarro"
ξενία,"alojamento, hospitalidade"
ξενίζω,eu entretenho
ξενοδοχέω,"Eu entreter um estranho, eu assusto"
ξηραίνω,eu seco
ξηρός,"terra seca, seca"
ξυράω,"Eu seco, eu prech, eu amaduro"
ξύλινος,de madeira
ξύλον,"cruz, madeiro, tronco, árvore, lenho"
οἰκέτης,servente doméstico
οἰκέω,"Eu habito, morar"
οἰκία,"casa, família"
οἰκετεία,servente doméstico
οἰκεῖος,"da família, doméstica"
οἰκητήριον,"habitação, habitação"
οἰκιακός,um de uma família
οἰκοδεσποτέω,"Eu habito, morar"
οἰκοδεσπότης,chefe de família
