lex,default
θλίβω,presser contre
θλῖψις,difficulté et souffrance
θνητός,mortel
θνῄσκω,mourir
θορυβάζω,mobiliser contre
θορυβέω,mobiliser contre
θρέμμα,bétail
θρίξ,poil
θραύω,causer de graves difficultés
θρηνέω,gémir
θρησκεία,religion
θρησκός,pieux
θριαμβεύω,triompher de
θροέω,être effrayé
θρόμβος,caillot de sang
θρόνος,trône
θυγάτηρ,fille
θυγάτριον,petite fille
θυμίαμα,encens
θυμιάω,offrir de l'encens
θυμιατήριον,autel à encens
θυμομαχέω,être dans une violente colère
θυμός,colère
θυμόω,être dans une colère extrême
θυρίς,fenêtre
θυρεός,bouclier
θυρωρός,gardien
θυσία,sacrifice
θυσιαστήριον,autel
θόρυβος,clameur
θύελλα,tempête
θύρα,porte
θύω,sacrifier
θύϊνος,de bois de cédratier
θώραξ,cuirasse
θῆλυς,femelle
κάθημαι,s'asseoir
κάκωσις,faire du mal
κάλαμος,roseau
κάλυμμα,voile
κάμηλος,rchameau
κάμινος,four
κάμνω,être malade
κάμπτω,adorer
κάρφος,brin
κάτω,en bas
κέλευσμα,ordre
κέντρον,piqûre
κέραμος,tuile
κέρας,corne
κέρδος,"gagner, profit"
κέρμα,pièce
κήρυγμα,proclamation
κίνδυνος,"danger, péril, risque"
καί,et
καίπερ,bien que
καίτοι,et pourtant
καίτοιγε,et pourtant
καίω,brûler
καθά,tout comme
καθάπερ,tout comme
καθάπτω,saisir
καθέδρα,siège
καθέζομαι,s'asseoir
καθήκω,convenir
καθίζω,s'asseoir
καθίημι,descendre
καθίστημι,donner une charge
καθαίρεσις,destruction
καθαίρω,rendre propre
καθαιρέω,descendre
καθαρίζω,rendre propre
καθαρισμός,purifier
καθαρός,propre
καθαρότης,purifier
καθεξῆς,à la suite
καθεύδω,dormir
καθεῖς,du haut de
καθηγητής,enseignant
καθημερινός,quotidien
καθοπλίζω,bien armer
καθοράω,apercevoir
καθό,tout comme
καθόλου,complètement
καθότι,parce que
καθώς,comme
καινός,nouveau
καινότης,nouveauté
καιρός,temps
κακία,méchanceté
κακοήθεια,disposition malfaisante
κακολογέω,injurier
κακοπάθεια,éprouver de l'angoisse
κακοπαθέω,éprouver de l'angoisse
κακοποιέω,faire le mal
κακοποιός,malfaiteur
κακουχέω,maltraiter
κακοῦργος,malfaiteur
κακός,mauvais
κακόω,faire du mal
κακῶς,mauvais
καλάμη,paille
καλέω,appeler
καλλιέλαιος,olivier cultivé
καλοδιδάσκαλος,bel enseignant
καλοποιέω,faire de belles choses
καλός,bon
καλύπτω,recouvrir
καλῶς,bon
καμμύω,refuser de reconnaître
κανών,règle
καπηλεύω,trafiquer
καπνός,fumée
καρδία,cœur
καρδιογνώστης,qui connaît les cœurs de
καρποφορέω,porter du fruit
καρποφόρος,fructueux
καρπός,fruit
καρτερέω,persévérer
κατά,du haut de
κατάβασις,descente
κατάγνυμι,briser
κατάγω,faire descendre
κατάδηλος,facile à comprendre
κατάκειμαι,être couché
κατάκριμα,condamner
κατάκρισις,condamner
κατάλαλος,calomniateur
κατάλοιπος,reste
κατάλυμα,auberge
κατάνυξις,anesthésie
κατάπαυσις,repos
κατάρα,maudire
κατάρτισις,adéquation
κατάσκοπος,espion
κατάστημα,comportement
κατάσχεσις,possession
κατέναντι,à l'opposé
κατέρχομαι,descendre
κατέχω,retenir
κατήγορος,accusateur
κατήφεια,morosité
καταβάλλω,terrasser
καταβαίνω,descendre
καταβαρέω,peser sur
καταβαρύνω,peser sur
καταβολή,création
καταβραβεύω,disqualifier
καταγγέλλω,proclamer partout
καταγγελεύς,héraut
καταγελάω,ridiculiser
καταγινώσκω,condamner
καταγωνίζομαι,conquérir
καταδέω,envelopper
καταδίκη,condamner
καταδικάζω,condamner
καταδιώκω,poursuivre
καταδουλόω,se rendre maître de
καταδυναστεύω,asservir
καταισχύνω,humilier
κατακαίω,brûler
κατακαλύπτω,avoir la tête couverte
κατακαυχάομαι,se vanter aux dépens
κατακλάω,fractionner
κατακλίνω,faire allonger pour manger
κατακλείω,mettre sous clé
κατακληρονομέω,donner en héritage
κατακλυσμός,inondation
κατακλύζω,inondation
κατακολουθέω,suivre
κατακρίνω,condamner
κατακρημνίζω,précipiter en bas
κατακυριεύω,dominer
κατακόπτω,couper
καταλέγω,inscrire
καταλαλέω,dire du mal de
καταλαλιά,dire du mal de
καταλαμβάνω,acquérir
καταλείπω,quitter
καταλιθάζω,tuer à coup de pierre
καταλλάσσω,se réconcilier
καταλλαγή,se réconcilier
καταλύω,démolir
καταμένω,demeurer
καταμανθάνω,considérer
καταμαρτυρέω,témoigner contre
καταναλίσκω,détruire complètement
καταναρκάω,charger
κατανεύω,faire des gestes
κατανοέω,bien réfléchir à
καταντάω,venir à
κατανύσσομαι,être très troublé
καταξιόω,juger digne
καταπέτασμα,tenture
καταπίνω,engloutir
καταπίπτω,tomber
καταπατέω,piétiner
καταπαύω,se reposer
καταπλέω,voguer vers le rivage
καταπονέω,maltraiter
καταποντίζω,faire sombrer
καταράομαι,maudire
καταργέω,mettre fin à
καταριθμέω,être compté parmi
καταρτίζω,rendre adéquat
καταρτισμός,adéquation
κατασείω,faire signe
κατασκάπτω,démolir
κατασκήνωσις,nid
κατασκευάζω,préparer
κατασκηνόω,nicher
κατασκιάζω,ombrager
κατασκοπέω,observer secrètement
κατασοφίζομαι,exploiter par ruse
καταστέλλω,assujettir
καταστολή,manière de s'habiller
καταστρέφω,retourner
καταστρηνιάω,passion
καταστροφή,renversement
καταστρώννυμι,tuer
κατασφάζω,abattre
κατασφραγίζω,sceller
κατασύρω,traîner de force
κατατίθημι,gagner
κατατομή,mutilation
κατατρέχω,descendre en courant
καταφέρω,porter contre
καταφεύγω,fuir
καταφθείρω,corrompre
καταφιλέω,embrasser
καταφρονέω,mépriser
καταφρονητής,mépriseur
καταχέω,verser sur
καταχθόνιος,le monde souterrain
καταχράομαι,user
καταψύχω,rafraîchir
κατείδωλος,plein d'idoles
κατενώπιον,en face de
κατεξουσιάζω,diriger
κατεργάζομαι,réaliser
κατεσθίω,tout manger
κατευθύνω,guider
κατευλογέω,louer
κατεφίστημι,attaquer
κατηγορέω,accuser
κατηγορία,accusation
κατηχέω,instruire
κατισχύω,être pleinement capable
κατιόω,rouiller
κατοίκησις,habitat
κατοικέω,habiter
κατοικία,habitat
κατοικίζω,habiter
κατοικητήριον,habitation
κατοπτρίζω,voir comme dans un miroir
κατώτερος,bas
καυματίζω,brûler
καυσόω,brûler
καυχάομαι,se vanter
καύσων,chaleur brûlante
καύχημα,se vanter
καύχησις,se vanter
καῦμα,chaleur brûlante
καῦσις,brûlure
κείρω,couper les cheveux
κειρία,bande de tissu
κελεύω,ordonner
κενοδοξία,fierté creuse
κενοφωνία,bavardage
κεντυρίων,centurion
κενόδοξος,vantard
κενός,sans rien
κενόω,vider
κενῶς,en vain
κεράμιον,pot
κεράννυμι,mélanger
κεράτιον,gousse de caroubier
κεραία,"un trait, marque courte"
κεραμεύς,potier
κεραμικός,en terre
κερδαίνω,"obtenir, gagner, faire du profit"
κερματιστής,changeur d'argent
κεφάλαιον,point principal
κεφαλή,tête
κεφαλίς,section
κεφαλιόω,frapper à la tête
κεῖμαι,gésir
κημόω,museler
κηπουρός,jardinière
κηρύσσω,annoncer
κιβωτός,bateau
κιθάρα,lyre
κιθαρίζω,jouer de la lyre
κιθαρῳδός,harpiste
κινέω,se déplacer
κινδυνεύω,être en danger
κλάδος,branche (d'arbre ou d'arbuste)
κλάσις,"briser, briser le pain, rompre"
κλάσμα,"fragment, pièce"
κλάω,rompre
κλέμμα,voler
κλέος,honneur
κλέπτης,voleur
κλέπτω,voler
κλίβανος,four
κλίμα,région
κλίνη,lit
κλίνω,incliner (la tête)
κλαίω,pleurer
κλαυθμός,pleurer
κλείς,"clé, clef"
κλείω,fermer
κληρονομέω,"recevoir, être donné"
κληρονομία,propriété
κληρονόμος,celui qui reçoit
κληρόω,choisir en accord avec la volonté de Dieu
κλητός,appélé
κλινάριον,litière
κλινίδιον,litière
κλισία,un groupe mangeant ensemble
κλοπή,voler
κλυδωνίζομαι,être ballotté par les vagues
κλύδων,"vague, flot, afflux"
κλῆμα,branche (principallement de branches de vignes)
κλῆρος,sort
κλῆσις,appeler
κνήθω,"avoir les oreilles chatoillées, désirer d'entendre ce que se veut entendre, être désireux d'entendre"
κοίμησις,"dormir, s'endormir, sommeil"
κοίτη,lit
κοδράντης,quadrant
κοιλία,"ventre, les organes internes"
κοιμάομαι,"dormir, s'endormir, sommeil"
κοινωνέω,partager
κοινωνία,étroite collaboration
κοινωνικός,prêt à partager
κοινωνός,partenaire
κοινός,partagé
κοινόω,rendre impur
κοιτών,chambre
κολάζω,punir
κολακεία,"discours flateur, flatterie"
κολαφίζω,frapper avec le poing
κολλάω,"joindre, se joindre à, faire partie de"
κολλούριον,collyre
κολλυβιστής,changeur d'argent
κολοβόω,"accourcir, décroisser, réduire en nombre"
κολυμβάω,nager
κολυμβήθρα,piscine (servant principalement aux bains)
κολωνία,colonie
κομάω,"avoir des cheveux longs, se montrer avec des cheveux longs"
κομίζω,"porter à, amener à"
κομψότερον,"aller mieux, être en meilleure santé"
κονιάω,blanchir à la chaux
κονιορτός,"poussière, terre"
κοπάζω,"cesser, arrêter"
κοπή,"tuer, massacrer, battre"
κοπετός,deuil
κοπιάω,"un travail dur, labeur, travailler dur, peiner, laborer"
κοπρία,"fumier, excrément"
κοράσιον,fille
κορέννυμι,"être content, être satisfait"
κορβᾶν,don à Dieu
κοσμέω,"embellir, adorner, décorer, ornement, orner"
κοσμικός,terrestre
κοσμοκράτωρ,"celui qui gouverne le monde, souverain mondial"
κουστωδία,garde
κουφίζω,"alléger, faire en sorte que quelque chose soit moins lourd"
κοῦμ,"se lever, se tenir débout"
κράβαττος,litière
κράζω,crier
κράσπεδον,frange
κράτιστος,Excellence
κράτος,puissance
κρέας,viande
κρίθινος,d'orge
κρίμα,trancher une question de droit
κρίνον,fleur des champs
κρίνω,en conclure
κρίσις,trancher une question de droit
κραιπάλη,"dissipation ivre, ivresse"
κρανίον,"crâne, (dans le NT κρανίον est utilisé seulement comme un nom pour la colline de Golgotha)."
κρατέω,retenir
κραταιός,puissant
κραταιόω,devenir fort
κραυγάζω,crier
κραυγή,"crier, proclamer, lamenter"
κρείττων,"meilleur, supérieur"
κρεμάννυμι,suspendre
κρημνός,pente abrupte
κριθή,orge
κριτήριον,cour
κριτής,juge
κριτικός,"apte à juger, avoir la capacité d'emmettre un jugement"
κρούω,frapper
κρυπτός,secret
κρυσταλλίζω,briller comme un cristal
κρυφαῖος,secret
κρυφῇ,"en secret, en privé, secrètement, dans l'intimité"
κρύπτη,"lieu secret, lieu caché, cave"
κρύπτω,"garder sauve, faire protéger, proteger, cacher"
κρύσταλλος,cristal
κτάομαι,"obtenir, acquérir, gagner"
κτήτωρ,propriétaire
κτίζω,"créer, création ( dans le NT, utilisé exclusivement pour l'activité de Dieu dans la création)"
κτίσις,créer
κτίσμα,"création, créature, cce que a été créé"
κτίστης,créateur
κτῆμα,propriété
κτῆνος,bête de somme
κυβέρνησις,direction
κυβεία,"tromperie, ruse"
κυβερνήτης,capitaine du bateau
κυκλεύω,aller autour
κυκλόθεν,"autour, dans un circle"
κυκλόω,aller autour
κυλίω,"rouler, se vautrer"
κυλισμός,"rouler, se vautrer"
κυλλός,estropié
κυνάριον,chien domestique
κυρία,"dame, madame"
κυριακός,"appartenant à Dieu, de Dieu"
κυριεύω,diriger
κυριότης,pouvoir gouvernant
κυρόω,"donner force à, valider"
κωλύω,empêcher
κωμόπολις,ville
κωφός,muet
κόκκινος,écarlate
κόκκος,graine
κόλασις,punition
κόλπος,sein
κόμη,cheveux
κόπος,travail dur
κόπριον,"fumier, excrément"
κόπτω,couper
κόραξ,corbeau
κόρος,kor
κόσμιος,"modeste, bien ordoné, modéré, bienséant"
κόσμος,cosmos
κόφινος,grand panier
κύκλῳ,"autour, dans un cercle"
κύμβαλον,cymbale
κύμινον,cumin
κύπτω,se baisser
κύριος,Seigneur
κύων,chien
κώμη,village
κώνωψ,moustique
κἀγώ,moi aussi
κἀκεῖ,et là
κἀκεῖθεν,de là
κἀκεῖνος,cela
κἄν,si même
κῆνσος,impôt
κῆπος,jardin
κῆρυξ,héraut
κῆτος,"grand poisson, poisson énorme"
κῦμα,"vague, flot, afflux"
κῶλον,"corps mort, cadaver"
κῶμος,"orgie, faire la fête, ribote"
λάθρᾳ,"en secret, en privé, dans l'intimité"
λάμπω,"briller, apporter la lumière"
λάρυγξ,gorge
λάχανον,plante potagère
λέγω,dire
λέντιον,serviette
λέπρα,lèpre
λέων,léon
λήθη,oublier
λίαν,très
λίβανος,encens
λίθινος,de pierre
λίθος,pierre
λίμνη,lac
λίνον,lin
λίτρα,livre
λίψ,sud-ouest
λαγχάνω,recevoir
λακτίζω,se blesser par une réaction contre une personne ou un ordre.
λαλέω,"parler, dire, discuter, avoir une conversation"
λαλιά,ce qui est dit
λαμβάνω,prendre
λαμπάς,torche
λαμπρός,"brillant, radiant, lumineux"
λαμπρότης,éclat
λαμπρῶς,"de façon luxerieuse, avec ostentation, exhibant"
λανθάνω,pour échapper à l'avis
λαξευτός,creusé dans le roché ou taillé dans le roc
λατομέω,"couper un rocher, tailler un rocher"
λατρεία,accomplir des rituels religieux
λατρεύω,accomplir des rituels religieux
λαός,nation
λαῖλαψ,tempête
λείπω,"ne pas avoir, être en besoin de, manquer"
λεγιών,légion
λειτουργέω,"servir, service"
λειτουργία,servir
λειτουργικός,service
λειτουργός,serviteur
λεμά,Pourquoi
λεπίς,flocon
λεπρός,lépreux
λεπτός,lepte
λευκαίνω,"rendre blan, blanchir"
λευκός,blanc
λεῖμμα,"remanescent, petite partie"
λεῖος,"lisse, plat"
ληνός,pressoir à vin
λιβανωτός,encensoir
λιθάζω,tuer à coup de pierre
λιθοβολέω,tuer à coup de pierre
λιθόστρωτος,La Chaussée en pierre
λικμάω,écraser
λιμήν,port
λιμός,famine
λιπαρός,"esplendide, luxurieux, glamoureux"
λοίδορος,calomniateur
λογίζομαι,"penser sur, résonner sur, pondérer, raisonnement"
λογεία,collection
λογικός,"rationnel, authentique, vrai"
λογισμός,"penser sur, raisonner, pondérer, raisonnement"
λογομαχέω,"querrèlle des mots, argumentation sur les mots"
λογομαχία,"querrèlle des mots, argumenter sur les mots"
λοιδορέω,médire
λοιδορία,médire
λοιμός (II),fléau
λοιπός,du repos
λουτρόν,bain
λούω,se baigner
λυμαίνω,blesser gravement
λυπέω,"attrister, rendre triste"
λυσιτελέω,être avantageux
λυτρωτής,libérateur
λυτρόω,relâcher
λυχνία,porte-lampe
λόγιον,paroles
λόγιος,éloquent
λόγος,mot
λόγχη,lance
λύκος,loup
λύπη,mécontentement
λύσις,divorcer
λύτρον,moyens de libération
λύτρωσις,relâcher
λύχνος,lampe
λύω,délier
λῃστής,voleur
λῆρος,absurdité
μάγος,un sage et prêtre
μάκελλον,marché de viande
μάλιστα,"beaucoup, espécialement, particulièrement, exceptionnellement"
μάμμη,grand-mère
μάννα,manne
μάρμαρος,marbre
μάρτυς,témoin
μάστιξ,fouetter
μάταιος,inutile
μάτην,en vain
μάχαιρα,épée
μάχη,"affrontement grave, lutte, dispute"
μάχομαι,"affrontement grave, lutte, dispute"
μέγας,"beaucoup, grand, extensif"
μέγεθος,"grand, très, grandeur, dans une grande mesure, intense, terrible"
μέθη,"être ivre, ivresse"
μέθυσος,"ivrogne, gros buveur"
μέλας,noir
μέλι,miel
μέλλω,"être sur le point de, être prêt à"
μέλος,"une partie du corps, membre"
μέμφομαι,"accuser, blâmer"
μέν,"et, alors (souvent non traduit)"
μέντοι,"mais, néanmoins, exception"
μένω,"demeurer, rester"
μέριμνα,soucis
μέρος,partie
μέσος,parmi
μέτοχος,compagnon
μέτρον,mesure
μέτωπον,le front
μέχρι,jusqu'à
μή,"non, ne ... pas"
μήν (I),mois
μήπω,"pas encore, toujours pas"
μήτε,ni ... ni
μήτηρ,mère
μήτρα,"matrice, entrailles, utérus"
μίασμα,impureté
μίγμα,mélange
μίγνυμι,"mixer, mélanger"
μίλιον,"mile, kilomètre"
μίσθιος,"travailleur embauché, une personne embauchée"
μίσθωμα,"embauché, loué, signé"
μαίνομαι,perdre la raison
μαγεία,pratiquer la magie
μαγεύω,pratiquer la magie
μαθήτρια,"une femme disciple, une disciple"
μαθητής,disciple
μαθητεύω,suivre
μακάριος,heureux
μακαρίζω,"considérer comme heureux, considérer comme chanceaux"
μακαρισμός,bonheur
μακράν,"distant, à une distance, un peu plus loin, loin"
μακροθυμέω,"être patient, rester patient, attendre de façon patiente"
μακροθυμία,patience
μακροθύμως,patiemment
μακροχρόνιος,"long, durée longue de temps, pour quelque temps"
μακρόθεν,"distant, à une distance, un peu plus loin, loin"
μακρός,"long, temps long, pour un certain temps"
μαλακία,affection
μαλακός,"doux, délicat, luxurieux"
μαμωνᾶς,richesse du monde
μανία,perdre la raison
μανθάνω,"apprendre, être intruit, être ensigné"
μαντεύομαι,raconter des fortunes
μαράνα θᾶ,notre Seigneur
μαραίνω,disparaître
μαργαρίτης,perle
μαρτυρέω,rendre témoignage
μαρτυρία,rendre témoignage
μαρτύριον,rendre témoignage
μαρτύρομαι,déclarer
μασάομαι,"mordre, morsure"
μαστίζω,"fouetter, frapper avec un fouet, fouettant, flagellation"
μαστιγόω,fouetter
μαστός,sein
ματαιολογία,"discussions oisives, conversations sans sens"
ματαιολόγος,"conversation vide, babillard stupide"
ματαιότης,inutile
ματαιόω,devenir futile
μεγάλως,"grand, très, grandeur"
μεγαλειότης,"proéminence, grandeur, importance"
μεγαλεῖος,"acte de puissance, bonne action"
μεγαλοπρεπής,très extraordinaire
μεγαλωσύνη,célébrité
μεγαλύνω,rendre grand
μεγιστάν,"personne très importante, grande personne"
μεθίστημι,"faire bouger, enlever"
μεθερμηνεύω,traduire
μεθοδεία,tromperie
μεθύσκω,s'enivrer
μεθύω,"être ivre, ivresse"
μελετάω,"podérer, laisser l’esprit s’attarder"
μεμβράνα,parchemin
μεμψίμοιρος,blâmer constamment
μενοῦν,"mais, au contraire, d'une part"
μενοῦνγε,"mais, au contraire, d'une part"
μερίζω,diviser
μερίς,part
μεριμνάω,"être péoccupé par, être anxieux par"
μερισμός,"le point de division, le point de rencontre"
μεριστής,"diviseur, arbitre"
μεσίτης,intermédiaire
μεσημβρία,le midi
μεσιτεύω,parvenir à un accord
μεσονύκτιον,minuit
μεσουράνημα,"haut dans le ciel, milieu du ciel, directement au-dessus tout en haut dans le ciel"
μεστός,très plein
μεστόω,"remplir, faire gonfler"
μεσότοιχον,mur de séparation
μεσόω,"être au millieu de, avoir quelque chose à moitié"
μετά,"avec, dans l'entreprise de, ensemble avec"
μετάγω,"guider, conduire, ramener"
μετάθεσις,"bouger d'un lieu à l'autre, se changer de lieu, partir, départ"
μετάλημψις,"recevoir une partie de, avoir une part de"
μετάνοια,se repentir
μετέπειτα,puis
μετέχω,participer à
μεταίρω,"aller, aller loin de, partir, laisser"
μεταβάλλω,"changer la mentalité de quelqu'un, changer une opinion"
μεταβαίνω,"bouger d'un lieu à l'autre, se changer de lieu, partir, départ"
μεταδίδωμι,partager
μετακαλέω,"convoquer, dire de venir"
μετακινέω,"faire cesser, être secoué de"
μεταλαμβάνω,"recevoir une part dans, avoir une part de"
μεταλλάσσω,échanger
μεταμέλομαι,regretter
μεταμορφόω,"devenir, changer, être changé en, être transformé"
μετανοέω,se repentir
μεταξύ,entre
μεταπέμπω,"envoyer pour, convoquer"
μεταστρέφω,"changer en, se transformer en"
μετασχηματίζω,"changer, changer d'une forme à une autre"
μετατίθημι,se déplacer d'un endroit à un autre
μετατρέπω,"changer en, se transformer en"
μετεωρίζομαι,"être anxieux sur, être préocupé par"
μετοικίζω,"se retablir, demenager dans un autre endroit, déporter, déportation"
μετοικεσία,"déportation, exile, s'exiler"
μετοχή,partenariat
μετρέω,mesurer
μετρίως,"de façon modérée, à une ampleur modérée"
μετρητής,mesure
μετριοπαθέω,traiter avec douceur
μηδέ,et pas
μηδέποτε,"jamais, pas toujours, à aucun moment"
μηδέπω,"pas encore, toujours pas"
μηδαμῶς,non en effet
μηδείς,"personne, aucun(e), rien"
μηκέτι,plus maintenant
μηκύνω,"grandir, accroître"
μηλωτή,peau de mouton
μηνύω,"informer, réveler"
μηρός,cuisse
μητρολῴας,celui qui tue sa propre mère
μιαίνω,souiller
μιασμός,impureté
μικρός,peu
μιμέομαι,"imiter, faire comme les autres"
μιμητής,"imitateur, celui qui fait ce que font les autres"
μισέω,haïr
μισθαποδοσία,rétribution
μισθαποδότης,"rémunérateur, celui qui récompense"
μισθωτός,"travailleur embauché, une personne embauchée"
μισθός,paie
μισθόω,embaucher
μνήμη,"se rappeler, se souvenir, penser à nouveau, mémoire, souvenir"
μνεία,"se rappeler, se souvenir, penser à nouveau, mémoire, souvenir"
μνημεῖον,tombe
μνημονεύω,"se rappeler, se souvenir, penser à nouveau, mémoire, souvenir"
μνημόσυνον,mémorial
μνηστεύω,être fiancé
μνᾶ,somme d'argent
μνῆμα,tombe
μογιλάλος,"difficilement capable de parler, avoir des difficultés pour parler"
μοιχάω,commettre un adultère
μοιχαλίς,adultère
μοιχεία,commettre un adultère
μοιχεύω,commettre un adultère
μοιχός,adultère
μολυσμός,souillure
μολύνω,souiller
μομφή,plainte
μονή,"lieu, lieu d'habitation"
μονογενής,unique
μονόφθαλμος,borgne
μονόω,"être sans une famille, être sans parenté"
μορφή,"nature, charactère"
μορφόω,pour former la nature de
μοσχοποιέω,"faire un veau-idole, façonner un idole en forme de veau"
μουσικός,musicien
μυέω,apprendre un secret
μυελός,moelle
μυκάομαι,"beugler, rugir"
μυκτηρίζω,tourner en ridicule
μυλικός,d'un moulin
μυρίζω,mettre du parfum
μυριάς,dix mille
μυστήριον,secret
μυωπάζω,"ne pas parvenir à la compréhension, être limité dans la compréhension, être myope"
μωμάομαι,"critiquer, censurer, blâmer, trouver un défaut"
μωρία,"la bêtise, la folie, absurdité, ce qui est considéré comme stupide"
μωραίνω,faire prendre la raison
μωρολογία,"conversations vaines, conversations stupides"
μωρός,imprudent
μόδιος,panier
μόλις,à peine
μόρφωσις,mode de réalisation
μόσχος,veau
μόχθος,dur labeur
μύλινος,meule
μύλος,meule
μύριοι,dix mille
μύρον,parfum
μώλωψ,blessure
μᾶλλον,"plus, plus que, un plus grand degré, encore plus"
μῆκος,longueur
μῦθος,légende
μῶμος,défaut
νάρδος,huile de nard
νέκρωσις,mourir
νέος,nouveau
νέφος,grande foule
νή,sur la base de
νήθω,tourner
νήπιος,petit enfant
νήφω,être sobre
νίκη,être victorieux de
νίπτω,laver
ναί,"si, si c'est vrai, si cela est tellement vrai, en effet"
ναυαγέω,être naufragé
ναός,temple
ναύκληρος,le propriétaire du bateu
ναύτης,marin
ναῦς,navire
νεανίας,jeune homme
νεανίσκος,jeune homme
νεκρός,mort
νεκρόω,arrêter complètement
νεφέλη,nuage
νεφρός,cœur
νεωκόρος,gardien du temple
νεωτερικός,appartenance à la jeunesse
νεότης,"jeunesse, être jeune"
νεόφυτος,nouveau converti
νεύω,faire des gestes
νηπιάζω,"être comme un enfant, être enfantin"
νησίον,une petite île
νηστεία,jeûner
νηστεύω,jeûner
νηφάλιος,"sobre, restreint, modéré"
νικάω,être victorieux de
νιπτήρ,cuvette
νοέω,percevoir
νομή,pâturage
νομίζω,supposer
νομίμως,correctement
νομικός,relatif à la loi
νομοδιδάσκαλος,maître de la Loi
νομοθέτης,législateur
νομοθεσία,"promulguer une loi, établir une loi"
νομοθετέω,"promulguer une loi, établir une loi"
νοσέω,désirer de manière malsaine
νοσσίον,poussin
νοσσιά,couvée
νοσφίζω,détourner des fonds pour soi-même
νουθεσία,"instruire, enseigner, instruction, enseignement"
νουθετέω,"instruire, enseigner, instruction, enseignement"
νουνεχῶς,de façon intelligente
νοῦς,intelligence
νυμφίος,marié
νυμφών,salle des noces
νυνί,maintenant
νυστάζω,Somnoler
νυχθήμερον,une nuit et un jour
νωθρός,paresseux
νόημα,intelligence
νόθος,"illégitime, batârd"
νόμισμα,argent
νόμος,loi
νόσος,malade
νότος,sud
νύμφη,mariée
νύξ,nuit
νύσσω,piquer
νῆσος,île
νῆστις,mourir de faim
νῖκος,être victorieux de
νῦν,maintenant
νῶτος,dos
ξένος,inconnu
ξέστης,pichet ou bocal
ξενία,"chambre d'invité, hébérgement pour invité, endroit où loger"
ξενίζω,"manifester l'hospitalité, recevoir un étranger comme un invité, hospitalité"
ξενοδοχέω,faire preuve d'hospitalité
ξηραίνω,dessécher
ξηρός,sec
ξυράω,raser
ξύλινος,"de bois, en bois"
ξύλον,bois
οἰκέτης,serviteur de la maison
οἰκέω,"vivre, habiter"
οἰκία,maison
οἰκετεία,serviteur de la maison
οἰκεῖος,"membre d'une famille, parenté"
οἰκητήριον,"lieu de démeure, maison"
οἰκιακός,"membre d'une famille, parenté"
οἰκοδεσποτέω,"conduire un foyer, administrer une maison"
οἰκοδεσπότης,chef de famille
οἰκοδομέω,bâtir
οἰκοδομή,construction
οἰκοδόμος,bâtir
οἰκονομέω,"administrer un foyer, gérer un foyer, être en charge d'un foyer"
οἰκονομία,"tâche, responsabilité"
οἰκονόμος,"le manager d'une maison, intendant"
οἰκουμένη,terre
οἰκουργός,"celui qui prend soin de la maison, ménagère"
οἰκτίρμων,"miséricordieux, compatissant"
οἰκτίρω,avoir pitié
οἰκτιρμός,avoir pitié
οἰνοπότης,"ivrogne, buveur"
οἰνοφλυγία,ivresse
οἴκημα,"salle, logement"
οἴομαι,supposer
οἶδα,connaître
οἶκος,maison
οἶνος,vin
οἷος,"comme, tel comme, également, similaire"
οὐ,"non, pas"
οὐά,"pff, ah (onomatopée reproduisant le bruit d’un souffle)"
οὐαί,désastre
οὐδέ,et non
οὐδέποτε,"jamais, pas toujours, à aucun moment"
οὐδέπω,"pas encore, toujours pas"
οὐδαμῶς,"non en effet, en aucun cas, très certainement pas"
οὐδείς,"personne, aucun, rien"
οὐκέτι,plus maintenant
οὐκοῦν,"certainement ne ... pas, certes ne ... pas, pourtant ne ... pas, donc ne ... pas"
οὐρά,queue
οὐράνιος,céleste
οὐρανόθεν,"dès le ciel, depuis le ciel"
οὐρανός,ciel
οὐσία,propriété
οὐχί,"non, pas vraiment"
οὔπω,"pas encore, toujours pas"
οὔτε,ni ... ni ...
οὕτω,"alors, ainsi, de cette façon"
οὖν,"alors, donc, par conséquent, en conséquence, puis, donc alors"
οὖς,oreille{N:001}
οὗ,"où, partout"
πάθημα,douleur
πάθος,"la passion, luxure, désir lubrique, avoir la convoitise"
πάλαι,il y a longtemps
πάλη,lutter
πάλιν,de nouveau
πάντοθεν,de partout
πάντοτε,toujours
πάντως,"certainement, réellement, sans aucun doute, sans doute"
πάντῃ,"partout, n'importe où, en tous lieux"
πάρδαλις,léopard
πάρειμι,"éviter, négliger"
πάρεσις,"ignorer, négliger, mépriser"
πάροδος,passer par
πάροικος,étranger
πάροινος,"ivre, buveur"
πάσχα,fête de Pâque
πάσχω,douleur
πέδη,fers
πέλαγος,haute mer
πέμπτος,cinquième
πέμπω,envoyer
πένης,pauvre
πένθος,être triste
πέντε,cinq
πέραν,à l'opposé
πέρας,"fin, limite"
πέριξ,autour
πέρυσι,l'année dernière
πέτομαι,voler
πέτρα,roc
πήγανον,rue
πήγνυμι,"installer, érigir, à mettre en place"
πήρα,sac de voyage
πίμπρημι,avoir de la fièvre
πίναξ,plat
πίνω,boire
πίπτω,tomber
πίστις,ce qui est pleinement crédible
παίζω,s'amuser
παίω,"frapper, heurter, battre"
παγίς,piège
παγιδεύω,piéger
παθητός,sujet à la souffrance
παιδάριον,enfant
παιδίον,enfant
παιδίσκη,fille esclave
