# LXX-only Greek lexemes (no Strong's number) grouped by wordid (validated per-lemma
# key, see lxx/parse.py) into a citation form + all attested inflected variants, with
# per-variant occurrence count + a sample verse ref. citation_confidence=standard means
# the chosen form is on a fixed priority list of lexicon-headword-shaped forms (nom.
# singular for nouns/adjectives; for verbs, present/aorist indicative or infinitive,
# preferring active + 1st singular, even if not literally the ideal PAI1S); fallback
# means nothing on that list was attested and the most frequent form was used regardless
# of shape — worth a lexicographer's eye before treating as a final headword.
# CATSS-derived (non-commercial) — see shoresh/legal/CATSS-user-declaration.md.
# See shoresh/lxx/build_orphan_lexemes.py.
wordid	citation_form	citation_morph	pos	citation_confidence	variant_surface	variant_plain	variant_morph	count	sample_ref
700003	Ααλαφ	N.AS	N	fallback	Ααλαφ	Ααλαφ	N.AS	1	JDG 1:31
700004	Ααρα	N.ASM	N	fallback	Ααρα	Ααρα	N.ASM	1	1CH 8:1
700006	Ααρωνίδης	N.NSM	N	standard	Ααρωνίδης	Ααρωνιδης	N.NSM	1	4MA 7:12
700007	Αβαδια	N.NSM	N	standard	Αβαδια	Αβαδια	N.NSM	1	EZR 8:9
700008	Αβαδιας	N.NSM	N	standard	Αβαδιας	Αβαδιας	N.NSM	1	1ES 8:35
700009	Αβαδων	N.NSM	N	standard	Αβαδων	Αβαδων	N.GSM	2	1CH 8:30
700009	Αβαδων	N.NSM	N	standard	Αβαδων	Αβαδων	N.NSM	1	1CH 8:23
700010	Αβαιαν	N.GSF	N	fallback	Αβαιαν	Αβαιαν	N.GSF	1	2CH 11:18
700011	Αβαισαν	N.NSM	N	standard	Αβαισαν	Αβαισαν	N.NSM	2	JDG 12:8
700012	αβακ	N.GSM	N	fallback	αβακ	αβακ	N.GSM	1	1CH 4:21
700013	Αβαλ	N.GSM	N	fallback	Αβαλ	Αβαλ	N.GSM	1	BEL 1:2
700014	Αβαμα	N.NS	N	standard	Αβαμα	Αβαμα	N.NS	1	EZK 20:29
700014	Αβαμα	N.NS	N	standard	Αβαμα	Αβαμα	N.AS	1	EZK 20:29
700015	Αβανα	N.NSF	N	standard	Αβανα	Αβανα	N.NSF	1	2KI 5:12
700016	Αβαρ	N.NSM	N	standard	Αβαρ	Αβαρ	N.NSM	1	1CH 8:17
700017	Αβαραν	N.ASF	N	fallback	Αβαραν	Αβαραν	N.ASF	1	1CH 6:59
700018	Αβαριμ	N.GSM	N	fallback	Αβαριμ	Αβαριμ	N.GSM	2	NUM 33:47
700019	Αβαριν	N.GSM	N	fallback	Αβαριν	Αβαριν	N.GSM	1	DEU 32:49
700020	αβαρκηνιν	N.DPF	N	fallback	αβαρκηνιν	αβαρκηνιν	N.DPF	1	JDG 8:7
700021	ἀβασίλευτόν	A.NSN	A	standard	ἀβασίλευτόν	αβασιλευτον	A.NSN	1	PRO 30:27
700022	Αβαταζα	N.DSM	N	fallback	Αβαταζα	Αβαταζα	N.DSM	1	EST 1:10
700023	ἄβατος	A.NSM	A	standard	ἄβατον	αβατον	A.ASM	14	3MA 5:43
700023	ἄβατος	A.NSM	A	standard	ἄβατος	αβατος	A.NSM	4	EST 8:12
700023	ἄβατος	A.NSM	A	standard	ἄβατον	αβατον	A.ASF	3	LEV 16:22
700023	ἄβατος	A.NSM	A	standard	ἀβάτῳ	αβατω	A.DSF	2	PSA 62:2
700023	ἄβατος	A.NSM	A	standard	ἀβάτῳ	αβατω	A.DSM	1	PSA 106:40
700023	ἄβατος	A.NSM	A	standard	ἀβάτους	αβατους	A.APF	1	WIS 5:7
700023	ἄβατος	A.NSM	A	standard	ἀβάτοις	αβατοις	A.DPN	1	WIS 11:2
700023	ἄβατος	A.NSM	A	standard	ἄβατος	αβατος	A.NSF	1	JER 28:43
700023	ἄβατος	A.NSM	A	standard	ἄβατός	αβατος	A.NSM	1	JER 39:43
700024	ἀβατωθῇ	V.APS3S	V	fallback	ἀβατωθῇ	αβατωθη	V.APS3S	1	JER 30:14
700026	Αβδεδομ	N.NSM	N	standard	Αβδεδομ	Αβδεδομ	N.NSM	6	1CH 15:18
700026	Αβδεδομ	N.NSM	N	standard	Αβδεδομ	Αβδεδομ	N.DSM	4	1CH 26:4
700026	Αβδεδομ	N.NSM	N	standard	Αβδεδομ	Αβδεδομ	N.GSM	2	1CH 15:25
700027	Αβδεμελεχ	N.NSM	N	standard	Αβδεμελεχ	Αβδεμελεχ	N.NSM	2	JER 45:7
700027	Αβδεμελεχ	N.NSM	N	standard	Αβδεμελεχ	Αβδεμελεχ	N.DSM	1	JER 45:10
700027	Αβδεμελεχ	N.NSM	N	standard	Αβδεμελεχ	Αβδεμελεχ	N.ASM	1	JER 46:16
700028	Αβδεναγω	N.NSM	N	standard	Αβδεναγω	Αβδεναγω	N.ASM	4	DAN 1:7
700028	Αβδεναγω	N.NSM	N	standard	Αβδεναγω	Αβδεναγω	N.NSM	3	DAN 3:12
700028	Αβδεναγω	N.NSM	N	standard	Αβδεναγω	Αβδεναγω	N.GSM	2	DAN 3:95
700028	Αβδεναγω	N.NSM	N	standard	Αβδεναγω	Αβδεναγω	N.VSM	1	DAN 3:14
700028	Αβδεναγω	N.NSM	N	standard	Αβδεναγω	Αβδεναγω	N.DSM	1	DAN 3:97
700029	Αβδησελμα	N.GSM	N	fallback	Αβδησελμα	Αβδησελμα	N.GSM	2	EZR 2:55
700030	Αβδι	N.NSM	N	standard	Αβδι	Αβδι	N.GSM	2	1CH 6:29
700030	Αβδι	N.NSM	N	standard	Αβδι	Αβδι	N.NSM	1	1CH 24:27
700031	Αβδια	N.NSM	N	standard	Αβδια	Αβδια	N.NSM	7	1CH 3:21
700031	Αβδια	N.NSM	N	standard	Αβδιαν	Αβδιαν	N.ASM	1	2CH 17:7
700032	Αβδιας	N.NSM	N	standard	Αβδιας	Αβδιας	N.NSM	1	2CH 34:12
700032	Αβδιας	N.NSM	N	standard	Αβδιου	Αβδιου	N.GSM	1	OBA 1:1
700033	Αβδιηλ	N.GSM	N	fallback	Αβδιηλ	Αβδιηλ	N.GSM	1	1CH 5:15
700034	Αβδιου	N.NSM	N	standard	Αβδιου	Αβδιου	N.NSM	7	1KI 18:3
700034	Αβδιου	N.NSM	N	standard	Αβδιου	Αβδιου	N.GSM	2	1KI 18:3
700034	Αβδιου	N.NSM	N	standard	Αβδιου	Αβδιου	N.ASM	1	1KI 18:5
700035	Αβδων	N.NSM	N	standard	Αβδων	Αβδων	N.NSM	2	JDG 12:13
700035	Αβδων	N.NSM	N	standard	Αβδων	Αβδων	N.DSM	1	2CH 34:20
700036	Αβεδ	N.NSM	N	standard	Αβεδ	Αβεδ	N.NSM	1	NEH 12:20
700037	Αβεδδαρα	N.GS	N	fallback	Αβεδδαρα	Αβεδδαρα	N.GS	5	2SA 6:10
700037	Αβεδδαρα	N.GS	N	fallback	Αβεδδαρα	Αβεδδαρα	N.GSM	2	1CH 13:13
700038	Αβεδδαραμ	N.ASM	N	fallback	Αβεδδαραμ	Αβεδδαραμ	N.ASM	1	1CH 13:14
700039	αβεδηριν	N.ASM	N	fallback	αβεδηριν	αβεδηριν	N.ASM	1	1CH 4:22
700041	Αβελβαιθαμααχα	N.ASF	N	fallback	Αβελβαιθαμααχα	Αβελβαιθαμααχα	N.ASF	1	2KI 15:29
700042	Αβελμαα	N.ASF	N	fallback	Αβελμαα	Αβελμαα	N.ASF	1	1KI 15:20
700043	Αβελμαιν	N.ASF	N	fallback	Αβελμαιν	Αβελμαιν	N.ASF	1	2CH 16:4
700044	Αβελμαουλα	N.GS	N	fallback	Αβελμαουλα	Αβελμαουλα	N.GS	1	1KI 19:16
700046	Αβενεζερ	N.ASM	N	fallback	Αβενεζερ	Αβενεζερ	N.ASM	1	1SA 4:1
700046	Αβενεζερ	N.ASM	N	fallback	Αβενεζερ	Αβενεζερ	N.GSM	1	1SA 7:12
700047	Αβεννεζερ	N.GSM	N	fallback	Αβεννεζερ	Αβεννεζερ	N.GSM	1	1SA 5:1
700048	Αβεννερ	N.NSM	N	standard	Αβεννερ	Αβεννερ	N.NSM	1	2SA 2:14
700049	Αβεννηρ	N.NSM	N	standard	Αβεννηρ	Αβεννηρ	N.NSM	31	1SA 14:50
700049	Αβεννηρ	N.NSM	N	standard	Αβεννηρ	Αβεννηρ	N.ASM	11	1SA 26:15
700049	Αβεννηρ	N.NSM	N	standard	Αβεννηρ	Αβεννηρ	N.GSM	10	1SA 14:51
700049	Αβεννηρ	N.NSM	N	standard	Αβεννηρ	Αβεννηρ	N.DSM	7	1SA 26:14
700050	Αβερ	N.ASM	N	fallback	Αβερ	Αβερ	N.ASM	1	1CH 4:18
700051	Αβεσσα	N.NSM	N	standard	Αβεσσα	Αβεσσα	N.NSM	14	1SA 26:6
700051	Αβεσσα	N.NSM	N	standard	Αβεσσα	Αβεσσα	N.ASM	4	1SA 26:6
700051	Αβεσσα	N.NSM	N	standard	Αβεσσα	Αβεσσα	N.GSM	4	2SA 10:10
700051	Αβεσσα	N.NSM	N	standard	Αβεσσα	Αβεσσα	N.DSM	2	2SA 18:5
700051	Αβεσσα	N.NSM	N	standard	Αβεσσα	Αβεσσα	N.GS	1	2SA 10:14
700052	Αβεσσαλωμ	N.NSM	N	standard	Αβεσσαλωμ	Αβεσσαλωμ	N.NSM	49	2SA 3:3
700052	Αβεσσαλωμ	N.NSM	N	standard	Αβεσσαλωμ	Αβεσσαλωμ	N.GSM	28	2SA 13:4
700052	Αβεσσαλωμ	N.NSM	N	standard	Αβεσσαλωμ	Αβεσσαλωμ	N.ASM	20	2SA 13:25
700052	Αβεσσαλωμ	N.NSM	N	standard	Αβεσσαλωμ	Αβεσσαλωμ	N.DSM	12	2SA 13:1
700052	Αβεσσαλωμ	N.NSM	N	standard	Αβεσσαλωμ	Αβεσσαλωμ	N.VSM	5	2SA 19:1
700053	Αβι	N.NSM	N	standard	Αβι	Αβι	N.NSM	1	1KI 2:46
700056	Αβιασαφ	N.NSM	N	standard	Αβιασαφ	Αβιασαφ	N.GSM	3	1CH 6:22
700056	Αβιασαφ	N.NSM	N	standard	Αβιασαφ	Αβιασαφ	N.NSM	2	EXO 6:24
700057	Αβιγαια	N.NSF	N	standard	Αβιγαια	Αβιγαια	N.NSF	9	1SA 25:3
700057	Αβιγαια	N.NSF	N	standard	Αβιγαια	Αβιγαια	N.DSF	3	1SA 25:14
700057	Αβιγαια	N.NSF	N	standard	Αβιγαια	Αβιγαια	N.NSM	1	1SA 25:36
700058	Αβιγαιαν	N.ASF	N	fallback	Αβιγαιαν	Αβιγαιαν	N.ASF	2	1SA 25:40
700059	Αβιγαιας	N.GSF	N	fallback	Αβιγαιας	Αβιγαιας	N.GSF	2	1SA 25:39
700060	Αβιδα	N.NSM	N	standard	Αβιδα	Αβιδα	N.NSM	1	1CH 1:33
700061	Αβιδαν	N.NSM	N	standard	Αβιδαν	Αβιδαν	N.NSM	4	NUM 1:11
700061	Αβιδαν	N.NSM	N	standard	Αβιδαν	Αβιδαν	N.GSM	1	NUM 7:65
700062	Αβιεζεκ	N.NSM	N	standard	Αβιεζεκ	Αβιεζεκ	N.NSM	1	1SA 11:8
700063	Αβιεζερ	N.NSM	N	standard	Αβιεζερ	Αβιεζερ	N.NSM	3	2SA 23:27
700063	Αβιεζερ	N.NSM	N	standard	Αβιεζερ	Αβιεζερ	N.ASM	2	JDG 6:34
700063	Αβιεζερ	N.NSM	N	standard	Αβιεζερ	Αβιεζερ	N.GSM	1	JDG 8:2
700065	Αβιεσδρι	N.NSM	N	standard	Αβιεσδρι	Αβιεσδρι	N.DSM	2	DAN 1:3
700065	Αβιεσδρι	N.NSM	N	standard	Αβιεσδρι	Αβιεσδρι	N.GSM	1	JDG 8:32
700065	Αβιεσδρι	N.NSM	N	standard	Αβιεσδρι	Αβιεσδρι	N.NSM	1	DAN 1:16
700066	Αβιηλ	N.NSM	N	standard	Αβιηλ	Αβιηλ	N.NSM	2	2SA 23:31
700066	Αβιηλ	N.NSM	N	standard	Αβιηλ	Αβιηλ	N.GSM	1	1SA 9:1
700066	Αβιηλ	N.NSM	N	standard	Αβιηλ	Αβιηλ	N.GSF	1	1SA 14:51
700067	Αβιμεηλ	N.ASM	N	fallback	Αβιμεηλ	Αβιμεηλ	N.ASM	1	GEN 10:28
700068	Αβιμελεχ	N.NSM	N	standard	Αβιμελεχ	Αβιμελεχ	N.NSM	40	GEN 20:2
700068	Αβιμελεχ	N.NSM	N	standard	Αβιμελεχ	Αβιμελεχ	N.ASM	20	GEN 20:3
700068	Αβιμελεχ	N.NSM	N	standard	Αβιμελεχ	Αβιμελεχ	N.GSM	16	GEN 20:18
700068	Αβιμελεχ	N.NSM	N	standard	Αβιμελεχ	Αβιμελεχ	N.DSM	6	GEN 21:27
700068	Αβιμελεχ	N.NSM	N	standard	Αβιμελεχ	Αβιμελεχ	N.VSM	1	1SA 22:16
700069	Αβινεεμ	N.GSM	N	fallback	Αβινεεμ	Αβινεεμ	N.GSM	4	JDG 4:6
700070	Αβιου	N.NSM	N	standard	Αβιου	Αβιου	N.NSM	4	1KI 14:31
700070	Αβιου	N.NSM	N	standard	Αβιου	Αβιου	N.GSM	3	1KI 15:7
700072	Αβιρα	N.NSM	N	standard	Αβιρα	Αβιρα	N.NSM	1	GEN 25:4
700073	αβιρα	N.DS	N	fallback	αβιρα	αβιρα	N.DS	1	NEH 1:1
700074	Αβιρων	N.NSM	N	standard	Αβιρων	Αβιρων	N.NSM	3	NUM 16:1
700074	Αβιρων	N.NSM	N	standard	Αβιρων	Αβιρων	N.GSM	3	4MA 2:17
700074	Αβιρων	N.NSM	N	standard	Αβιρων	Αβιρων	N.ASM	2	NUM 16:12
700074	Αβιρων	N.NSM	N	standard	Αβιρων	Αβιρων	N.DSM	2	DEU 11:6
700074	Αβιρων	N.NSM	N	standard	Αβιρων	Αβιρων	N.DS	1	JOS 6:26
700075	Αβισακ	N.NSF	N	standard	Αβισακ	Αβισακ	N.ASF	3	1KI 1:3
700075	Αβισακ	N.NSF	N	standard	Αβισακ	Αβισακ	N.NSF	2	1KI 1:15
700076	Αβισου	N.NSM	N	standard	Αβισου	Αβισου	N.NSM	2	1CH 5:31
700076	Αβισου	N.NSM	N	standard	Αβισου	Αβισου	N.ASM	1	1CH 5:30
700077	Αβισουε	N.NSM	N	standard	Αβισουε	Αβισουε	N.GSM	2	1ES 8:2
700077	Αβισουε	N.NSM	N	standard	Αβισουε	Αβισουε	N.NSM	1	1CH 8:4
700078	Αβισουρ	N.NSM	N	standard	Αβισουρ	Αβισουρ	N.NSM	1	1CH 2:28
700078	Αβισουρ	N.NSM	N	standard	Αβισουρ	Αβισουρ	N.GSM	1	1CH 2:29
700079	Αβιταλ	N.GSF	N	fallback	Αβιταλ	Αβιταλ	N.GSF	2	2SA 3:4
700080	Αβιτωβ	N.ASM	N	fallback	Αβιτωβ	Αβιτωβ	N.ASM	1	1CH 8:11
700081	Αβιχαιλ	N.NSF	N	standard	Αβιχαιλ	Αβιχαιλ	N.GSM	2	NUM 3:35
700081	Αβιχαιλ	N.NSF	N	standard	Αβιχαιλ	Αβιχαιλ	N.NSF	1	1CH 2:29
700082	ἀβλαβῆ	A.ASM	A	fallback	ἀβλαβῆ	αβλαβη	A.ASM	1	WIS 18:3
700082	ἀβλαβῆ	A.ASM	A	fallback	ἀβλαβεῖς	αβλαβεις	A.NPM	1	WIS 19:6
700083	ἀβοηθησίας	N.GSF	N	fallback	ἀβοηθησίας	αβοηθησιας	N.GSF	1	SIR 51:10
700084	ἀβοήθητος	A.NSM	A	standard	ἀβοήθητον	αβοηθητον	A.ASN	1	2MA 3:28
700084	ἀβοήθητος	A.NSM	A	standard	ἀβοήθητος	αβοηθητος	A.NSM	1	PSA 87:5
700084	ἀβοήθητος	A.NSM	A	standard	ἀβοηθήτων	αβοηθητων	A.GPF	1	WIS 12:6
700085	Αβου	N.NSF	N	standard	Αβου	Αβου	N.NSF	1	2KI 18:2
700086	Ἀβούβου	N.GSM	N	fallback	Ἀβούβου	Αβουβου	N.GSM	2	1MA 16:11
700088	ἠβουλήθην	V.API1S	V	standard	ἠβούλετο	ηβουλετο	V.IAI3S	1	1SA 8:19
700088	ἠβουλήθην	V.API1S	V	standard	ἠβουλήθην	ηβουληθην	V.API1S	1	1SA 24:11
700089	ἀβουλίας	N.GSF	N	fallback	ἀβουλίας	αβουλιας	N.GSF	1	PRO 14:17
700089	ἀβουλίας	N.GSF	N	fallback	ἀβουλίαν	αβουλιαν	N.ASF	1	BAR 3:28
700090	ἅβραν	N.ASF	A	fallback	ἅβραν	αβραν	N.ASF	3	JDT 8:10
700090	ἅβραν	N.ASF	A	fallback	ἅβρᾳ	αβρα	N.DSF	3	JDT 10:5
700090	ἅβραν	N.ASF	A	fallback	ἅβραι	αβραι	A.NPF	2	GEN 24:61
700090	ἅβραν	N.ASF	A	fallback	ἅβραι	αβραι	N.NPF	2	EST 4:4
700090	ἅβραν	N.ASF	A	fallback	ἅβρας	αβρας	N.GSF	2	EST 5:1
700090	ἅβραν	N.ASF	A	fallback	ἅβραν	αβραν	A.ASF	1	EXO 2:5
700090	ἅβραν	N.ASF	A	fallback	ἅβραις	αβραις	N.DPF	1	EST 2:9
700090	ἅβραν	N.ASF	A	fallback	ἅβρας	αβρας	N.APF	1	EST 5:1
700092	Αβρααμίτιδος	N.GSF	N	fallback	Αβρααμίτιδος	Αβρααμιτιδος	N.GSF	1	4MA 18:20
700093	Αβραμ	N.NSM	N	standard	Αβραμ	Αβραμ	N.NSM	31	GEN 11:29
700093	Αβραμ	N.NSM	N	standard	Αβραμ	Αβραμ	N.ASM	12	GEN 11:26
700093	Αβραμ	N.NSM	N	standard	Αβραμ	Αβραμ	N.DSM	12	GEN 12:1
700093	Αβραμ	N.NSM	N	standard	Αβραμ	Αβραμ	N.GSM	10	GEN 11:29
700093	Αβραμ	N.NSM	N	standard	Αβραμ	Αβραμ	N.VSM	1	GEN 15:1
700094	Αβραμιαῖος	A.NSM	A	standard	Αβραμιαῖος	Αβραμιαιος	A.NSM	1	4MA 9:21
700094	Αβραμιαῖος	A.NSM	A	standard	Αβραμιαίων	Αβραμιαιων	A.GPN	1	4MA 18:1
700094	Αβραμιαῖος	A.NSM	A	standard	Αβραμιαῖοι	Αβραμιαιοι	A.NPM	1	4MA 18:23
700095	ἀβροχίας	N.GSF	N	fallback	ἀβροχίας	αβροχιας	N.GSF	3	SIR 35:24
700096	Αβρωνα	N.GS	N	fallback	Αβρωνα	Αβρωνα	N.GS	1	JDT 2:24
700097	ἄβρωτα	A.NPN	A	fallback	ἄβρωτα	αβρωτα	A.NPN	1	PRO 24:22
700099	Αβωμεουλα	N.GS	N	fallback	Αβωμεουλα	Αβωμεουλα	N.GS	1	JDG 7:22
700100	Αβωρ	N.DSF	N	fallback	Αβωρ	Αβωρ	N.DSF	2	2KI 17:6
700101	Αγαβ	N.GSM	N	fallback	Αγαβ	Αγαβ	N.GSM	1	EZR 2:46
700102	Αγαβα	N.GSM	N	fallback	Αγαβα	Αγαβα	N.GSM	3	1ES 5:30
700103	Αγαγ	N.NSM	N	standard	Αγαγ	Αγαγ	N.ASM	6	1SA 15:8
700103	Αγαγ	N.NSM	N	standard	Αγαγ	Αγαγ	N.NSM	2	1SA 15:32
700107	ἀγαθότητι	N.DSF	N	fallback	ἀγαθότητι	αγαθοτητι	N.DSF	2	WIS 1:1
700107	ἀγαθότητι	N.DSF	N	fallback	ἀγαθότητος	αγαθοτητος	N.GSF	1	WIS 7:26
700107	ἀγαθότητι	N.DSF	N	fallback	ἀγαθότητα	αγαθοτητα	N.ASF	1	WIS 12:22
700108	ἀγαθῶσαι	V.AAN	V	standard	ἀγαθῶσαι	αγαθωσαι	V.AAN	4	1SA 25:31
700108	ἀγαθῶσαι	V.AAN	V	standard	ἀγαθώσει	αγαθωσει	V.FAI3S	1	1SA 25:31
700109	ἠγάθυνεν	V.AAI3S	V	standard	ἠγαθύνθη	ηγαθυνθη	V.API3S	5	JDG 16:25
700109	ἠγάθυνεν	V.AAI3S	V	standard	ἀγαθυνθήσεται	αγαθυνθησεται	V.FPI3S	4	JDG 19:6
700109	ἠγάθυνεν	V.AAI3S	V	standard	ἠγάθυνας	ηγαθυνας	V.AAI2S	2	RUT 3:10
700109	ἠγάθυνεν	V.AAI3S	V	standard	ἀγαθυνθῇ	αγαθυνθη	V.APS3S	2	2SA 13:28
700109	ἠγάθυνεν	V.AAI3S	V	standard	ἀγάθυνον	αγαθυνον	V.AAD2S	2	PSA 50:20
700109	ἠγάθυνεν	V.AAI3S	V	standard	ἀγαθυνεῖ	αγαθυνει	V.FAI3S	1	JDG 17:13
700109	ἠγάθυνεν	V.AAI3S	V	standard	ἀγαθύνοντες	αγαθυνοντες	V.PAPNPM	1	JDG 19:22
700109	ἠγάθυνεν	V.AAI3S	V	standard	ἀγαθύναι	αγαθυναι	V.AAN	1	1KI 1:47
700109	ἠγάθυνεν	V.AAI3S	V	standard	ἠγάθυνεν	ηγαθυνεν	V.AAI3S	1	2KI 9:30
700109	ἠγάθυνεν	V.AAI3S	V	standard	ἀγαθῦναι	αγαθυναι	V.AAN	1	PSA 35:4
700109	ἠγάθυνεν	V.AAI3S	V	standard	ἀγαθύνῃς	αγαθυνης	V.AAS2S	1	PSA 48:19
700109	ἠγάθυνεν	V.AAI3S	V	standard	ἀγαθυνάτω	αγαθυνατω	V.AAD3S	1	ECC 11:9
700112	ἀγαλλίαμα	N.NSN	N	standard	ἀγαλλίαμα	αγαλλιαμα	N.NSN	7	JDT 12:14
700112	ἀγαλλίαμα	N.NSN	N	standard	ἀγαλλίαμα	αγαλλιαμα	N.ASN	7	TOB 13:13
700112	ἀγαλλίαμα	N.NSN	N	standard	ἀγαλλιάματος	αγαλλιαματος	N.GSN	5	EST 4:17
700112	ἀγαλλίαμα	N.NSN	N	standard	ἀγαλλίαμά	αγαλλιαμα	N.ASN	1	PSA 31:7
700112	ἀγαλλίαμα	N.NSN	N	standard	ἀγαλλιάματι	αγαλλιαματι	N.DSN	1	PSA 47:3
700115	Αγαλλιμ	N.GSF	N	fallback	Αγαλλιμ	Αγαλλιμ	N.GSF	1	ISA 15:8
700116	ἀγάλματα	N.APN	N	fallback	ἀγάλματα	αγαλματα	N.APN	3	2MA 2:2
700121	ἠγάπηκα	V.XAI1S	V	fallback	ἠγάπηκα	ηγαπηκα	V.XAI1S	1	EXO 21:5
700123	ἀγάπησίς	N.NSF	N	standard	ἀγάπησιν	αγαπησιν	N.ASF	5	2SA 1:26
700123	ἀγάπησίς	N.NSF	N	standard	ἀγαπήσεώς	αγαπησεως	N.GSF	2	PSA 108:5
700123	ἀγάπησίς	N.NSF	N	standard	ἀγαπήσει	αγαπησει	N.DSF	2	SIR 48:11
700123	ἀγάπησίς	N.NSF	N	standard	ἀγάπησίς	αγαπησις	N.NSF	1	2SA 1:26
700123	ἀγάπησίς	N.NSF	N	standard	ἀγάπησις	αγαπησις	N.NSF	1	SIR 40:20
700123	ἀγάπησίς	N.NSF	N	standard	ἀγαπήσεως	αγαπησεως	N.GSF	1	PSS 13:9
700126	Αγαραῖοι	N.NPM	N	fallback	Αγαραῖοι	Αγαραιοι	N.NPM	1	1CH 5:20
700127	Αγαρηνῶν	N.GPM	N	fallback	Αγαρηνῶν	Αγαρηνων	N.GPM	1	1CH 5:19
700127	Αγαρηνῶν	N.GPM	N	fallback	Αγαρηνοί	Αγαρηνοι	N.NPM	1	PSA 82:7
700128	Αγαρι	N.GSM	N	fallback	Αγαρι	Αγαρι	N.GSM	1	1CH 11:38
700129	Αγαρίτης	N.NSM	N	standard	Αγαρίτης	Αγαριτης	N.NSM	1	1CH 27:31
700130	Αγαρμι	N.NSM	N	standard	Αγαρμι	Αγαρμι	N.NSM	1	1CH 4:19
700131	ἀγαυρίαμα	N.NSN	N	standard	ἀγαυρίαμα	αγαυριαμα	N.NSN	3	JOB 13:12
700131	ἀγαυρίαμα	N.NSN	N	standard	ἀγαυρίαμα	αγαυριαμα	N.ASN	1	ISA 62:7
700132	ἠγαυριῶντο	V.IMI3P	V	fallback	ἠγαυριῶντο	ηγαυριωντο	V.IMI3P	1	JOB 3:14
700133	Αγγαβα	N.GSM	N	fallback	Αγγαβα	Αγγαβα	N.GSM	1	1ES 5:29
700134	Αγγαι	N.NS	N	standard	Αγγαι	Αγγαι	N.DS	2	ISA 10:28
700134	Αγγαι	N.NS	N	standard	Αγγαι	Αγγαι	N.NS	1	GEN 12:8
700134	Αγγαι	N.NS	N	standard	Αγγαι	Αγγαι	N.GS	1	GEN 13:3
700135	Αγγαιου	N.GSM	N	fallback	Αγγαιου	Αγγαιου	N.GSM	4	PSA 145:1
700136	Αγγαιος	N.NSM	N	standard	Αγγαιος	Αγγαιος	N.NSM	5	1ES 6:1
700136	Αγγαιος	N.NSM	N	standard	Αγγαιου	Αγγαιου	N.GSM	5	1ES 7:3
700136	Αγγαιος	N.NSM	N	standard	Αγγαιον	Αγγαιον	N.ASN	1	HAG 2:10
700136	Αγγαιος	N.NSM	N	standard	Αγγαιον	Αγγαιον	N.ASM	1	HAG 2:20
700137	Αγγαιου	N.GSM	N	fallback	Αγγαιου	Αγγαιου	N.GSM	1	EZR 6:14
700141	Αγγι	N.NSM	N	standard	Αγγι	Αγγι	N.DSM	1	NUM 26:24
700141	Αγγι	N.NSM	N	standard	Αγγι	Αγγι	N.NSM	1	NUM 26:24
700142	Αγγια	N.NSM	N	standard	Αγγια	Αγγια	N.NSM	1	1CH 6:15
700143	Αγγιθ	N.GSM	N	fallback	Αγγιθ	Αγγιθ	N.GSM	3	1KI 1:5
700143	Αγγιθ	N.GSM	N	fallback	Αγγιθ	Αγγιθ	N.GSF	1	1CH 3:2
700144	Αγγις	N.NSM	N	standard	Αγγις	Αγγις	N.NSM	1	GEN 46:16
700146	Αγεαδδαϊρ	N.GSM	N	fallback	Αγεαδδαϊρ	Αγεαδδαιρ	N.GSM	1	1CH 4:14
700147	ἀγελαίους	A.APM	A	fallback	ἀγελαίους	αγελαιους	A.APM	1	2MA 14:23
700150	ἀγερωχίας	N.GSF	N	fallback	ἀγερωχίας	αγερωχιας	N.GSF	2	2MA 9:7
700150	ἀγερωχίας	N.GSF	N	fallback	ἀγερωχίᾳ	αγερωχια	N.DSF	1	3MA 2:3
700151	ἀγέρωχον	A.ASM	A	fallback	ἀγέρωχον	αγερωχον	A.ASM	1	3MA 1:25
700152	Αγια	N.GSM	N	fallback	Αγια	Αγια	N.GSM	1	1ES 5:34
700154	ἁγίασμα	N.NSN	N	standard	ἁγίασμα	αγιασμα	N.ASN	28	EXO 15:17
700154	ἁγίασμα	N.NSN	N	standard	ἁγίασμα	αγιασμα	N.NSN	14	EXO 28:36
700154	ἁγίασμα	N.NSN	N	standard	ἁγιάσματος	αγιασματος	N.GSN	11	2CH 26:18
700154	ἁγίασμα	N.NSN	N	standard	ἁγιάσματός	αγιασματος	N.GSN	6	LEV 25:5
700154	ἁγίασμα	N.NSN	N	standard	ἁγιάσματι	αγιασματι	N.DSN	3	1MA 1:36
700154	ἁγίασμα	N.NSN	N	standard	ἁγίασμά	αγιασμα	N.ASN	2	PSA 131:18
700154	ἁγίασμα	N.NSN	N	standard	ἁγιάσμασιν	αγιασμασιν	N.DPN	1	EZK 20:40
700156	ἁγιαστήριον	N.ASN	N	fallback	ἁγιαστήριον	αγιαστηριον	N.ASN	3	LEV 12:4
700156	ἁγιαστήριον	N.ASN	N	fallback	ἁγιαστήριόν	αγιαστηριον	N.ASN	1	PSA 73:7
700157	ἁγιαστίαν	N.ASF	N	fallback	ἁγιαστίαν	αγιαστιαν	N.ASF	1	4MA 7:9
700158	Αγιν	N.NS	N	standard	Αγιν	Αγιν	N.NS	1	JOS 19:19
