# source=llm; anchored on the original lemma (Hebrew/Greek), English gloss used only as a hint
strong	lemma_ref	en_ref	gloss
G3851	παραβολεύομαι	risk	خاطر
G3852	παραγγελία	order	أمر
G3853	παραγγέλλω	order	أمر
G3854	παραγίνομαι	come	جاء
G3855	παράγω	pass	مضى
G3856	παραδειγματίζω	disgrace	أهان
G3857	παράδεισος	paradise	جنة
G3858	παραδέχομαι	welcome	استقبل
G3859		contention	خصومة
G0386	ἀνάστασις	resurrection	قيامة
G3860	παραδίδωμι	deliver	سلّم
G3861	παράδοξος	remarkable	عجيب
G3862	παράδοσις	tradition	تقليد
G3863	παραζηλόω	make envious	غيّر
G3864	παραθαλάσσιος	seaside	ساحلي
G3865	παραθεωρέω	neglect	أهمل
G3866	παραθήκη	deposit	وديعة
G3867	παραινέω	urge	نصح
G3868	παραιτέομαι	refuse	رفض
G3869	παρακαθέζομαι	sit by	جلس بجانب
G0387	ἀναστατόω	cause trouble	أزعج
G3870	παρακαλέω	plead	طلب
G3871	παρακαλύπτω	hide	ستر
G3872		deposit	وديعة
G3873	παράκειμαι	be present	حضر
G3874	παράκλησις	encouragement	تشجيع
G3875	παράκλητος	counsellor	شفيع
G3876	παρακοή	disobedience	عصيان
G3877	παρακολουθέω	follow	تابع
G3878	παρακούω	ignore	تجاهل
G3879	παρακύπτω	stoop	انحنى
G0388	ἀνασταυρόω	recrucify	صلب ثانية
G3880	παραλαμβάνω	take	أخذ
G3881	παραλέγομαι	sail past	أبحر بجانب
G3882	παράλιος	seaside	ساحلي
G3883	παραλλαγή	variation	تغير
G3884	παραλογίζομαι	deceive	خدع
G3885	παραλυτικός	paralytic	مشلول
G3886	παραλύω	paralyze	شلّ
G3887	παραμένω	continue	استمرّ
G3888	παραμυθέομαι	encourage	شجّع
G3889	παραμυθία	comfort	عزاء
G0389	ἀναστενάζω	sigh deeply	تنهد
G3890	παραμύθιον	comfort	عزاء
G3891	παρανομέω	break the law	تعدى على القانون
G3892	παρανομία	lawlessness	تعدٍ
G3893	παραπικραίνω	rebel	تمرد
G3894	παραπικρασμός	rebellion	تمرد
G3895	παραπίπτω	defect	سقط
G3896	παραπλέω	sail past	أبحر
G3897	παραπλήσιον	almost	قريب
G3898	παραπλησίως	similarly	بالمثل
G3899	παραπορεύομαι	pass by	مرّ
G0039		Holy Place	قدس
G0390	ἀναστρέφω	live	سار
G3900	παράπτωμα	trespass	معصية
G3901	παραρυέω	drift away	انجرف
G3902	παράσημος	figurehead	شعار
G3903	παρασκευάζω	prepare	أعدّ
G3904	παρασκευή	Preparation	تحضير
G3905	παρατείνω	prolong	أطال
G3906	παρατηρέω	observe	لاحظ
G3907	παρατήρησις	observation	مراقبة
G3908	παρατίθημι	set before	قدّم
G3909	παρατυγχάνω	be there	حضر
G0391	ἀναστροφή	behaviour	سيرة
G3910	παραυτίκα	momentary	وقتي
G3911	παραφέρω	take away	أزال
G3912	παραφρονέω	be insane	جنّ
G3913	παραφρονία	insanity	جنون
G3914	παραχειμάζω	winter	شتّى
G3915	παραχειμασία	wintering	تشتية
G3916	παραχρῆμα	instantly	حالاً
G3917	πάρδαλις	leopard	فهد
G3918	πάρειμι	be present	حضر
G3919	παρεισάγω	introduce	أدخل
G0392	ἀνατάσσομαι	compile	دوّن
G3920	παρείσακτος	infiltrated	متسلل
G3921	παρεισδύω	infiltrate	تسلل
G3922	παρεισέρχομαι	come in	دخل
G3923	παρεισφέρω	supply	زوّد
G3924	παρεκτός	except	ما عدا
G3925	παρεμβολή	barracks	ثكنة
G3926	παρενοχλέω	trouble	أزعج
G3927	παρεπίδημος	stranger	غريب
G3928	παρέρχομαι	pass by	مضى
G3929	πάρεσις	passing over	تجاوز
G0393	ἀνατέλλω	rise	طلع
G3930	παρέχω	furnish occasion	قدّم
G3931	παρηγορία	comfort	تسلية
G3932	παρθενία	virginity	عذرية
G3933	παρθένος	virgin	عذراء
G3934	Πάρθος	Parthian	فارسي
G3935	παρίημι	neglect	أهمل
G3936	παρίστημι	stand by	وقف
G3937	Παρμενᾶς	Parmenas	برمينا
G3938	πάροδος	passing by	مرور
G3939	παροικέω	be a stranger	نزل غريبا
G0394	ἀνατίθημι	set before	عرض
G3940	παροικία	sojourning	غربة
G3941	πάροικος	foreigner	غريب
G3942	παροιμία	proverb	مثل
G3943	πάροινος	drunken	سكران
G3944	παροίχομαι	pass by	مضى
G3945	παρομοιάζω	resemble	شابه
G3946	παρόμοιος	like	شبيه
G3947	παροξύνω	provoke	أغضب
G3948	παροξυσμός	stirring up	استفزاز
G3949	παροργίζω	anger	أسخط
G0395	ἀνατολή	east	مشرق
G3950	παροργισμός	anger	سخط
G3951	παροτρύνω	incite	حرض
G3952	παρουσία	coming	مجيء
G3953	παροψίς	dish	طبق
G3954	παρρησία	boldness	جرأة
G3955	παρρησιάζομαι	preach boldly	تكلم بجرأة
G3956	πᾶς	all	كل
G3957	Πάσχα	Passover lamb	فصح
G3958	πάσχω	suffer	تألم
G3959	Πάταρα	Patara	باتارا
G0396	ἀνατρέπω	overturn	قلب
G3960	πατάσσω	strike	ضرب
G3961	πατέω	trample	دوس
G3962	πατήρ	father	أب
G3963	Πάτμος	Patmos	بتموس
G3964	πατρολῴας	patricide	قاتل الأب
G3965	πατριά	family line	عشيرة
G3966	πατριάρχης	patriarch	بطريرك
G3967	πατρικός	paternal	أبوي
G3968	πατρίς	fatherland	وطن
G3969	Πατροβᾶς	Patrobas	باتروباس
G0397	ἀνατρέφω	bring up	رَبّى
G3970	πατροπαράδοτος	from forefathers	موروث
G3971	πατρῷος	ancestral	آبائي
G3972	Παῦλος	Paul	بولس
G3973	παύω	cease	توقف
G3974	Πάφος	Paphos	بافوس
G3975	παχύνω	thicken	غلظ
G3976	πέδη	fetter	قيد
G3977	πεδινός	level	سهل
G3978	πεζεύω	walk	مشى
G3979	πεζῇ	on foot	مشياً
G0398	ἀναφαίνω	appear	ظهر
G3980	πειθαρχέω	obey	أطاع
G3981	πειθός	persuasive	مقنع
G3982	πείθω	persuade	أقنع
G3983	πεινάω	hunger	جاع
G3984	πεῖρα	test	اختبار
G3985	πειράζω	test	اختبر
G3986	πειρασμός	temptation	تجربة
G3987	πειράω	try	حاول
G3988	πεισμονή	persuasion	إقناع
G3989	πέλαγος	sea	بحر
G0399	ἀναφέρω	carry up	رفع
G3990	πελεκίζω	behead	قطع الرأس
G3991	πέμπτος	fifth	خامس
G3992	πέμπω	send	أرسل
G3993	πένης	poor	فقير
G3994	πενθερά	mother-in-law	حماة
G3995	πενθερός	father-in-law	صهر
G3996	πενθέω	mourn	ندب
G3997	πένθος	grief	حزن
G3998	πενιχρός	poor	فقير
G3999	πεντάκις	five times	خمس مرات
G0004	ἀβαρής	not burdensome	غير ثقيل
G0040	ἅγιος	holy	قدّوس
G0400	ἀναφωνέω	exclaim	صرخ
G4000	πεντακισχίλιοι	five thousand	خمسة آلاف
G4001	πεντακόσιοι	five hundred	خمسمائة
G4002	πέντε	five	خمسة
G4003	πεντεκαιδέκατος	fifteenth	خامس عشر
G4004	πεντήκοντα	fifty	خمسون
G4005	πεντηκοστή	Pentecost	العنصرة
G4006	πεποίθησις	confidence	ثقة
G4008	πέραν	other side	عبر
G4009	πέρας	end	نهاية
G0401	ἀνάχυσις	outpouring	انسكاب
G4010	Πέργαμος	Pergamum	برغامس
G4011	Πέργη	Perga	برجة
G4012	περί	about	عن
G4013	περιάγω	take	طاف
G4014	περιαιρέω	take away	أزال
G4015	περιαστράπτω	shine	أضاء
G4016	περιβάλλω	clothe	ألبس
G4017	περιβλέπω	look around	نظر حوله
G4018	περιβόλαιον	covering	ملبس
G4019	περιδέω	wrap around	لف
G0402	ἀναχωρέω	leave	انسحب
G4020	περιεργάζομαι	be a busybody	تفقد
G4021	περίεργος	meddlesome	فضولي
G4022	περιέρχομαι	go around	طاف
G4023	περιέχω	contain	احتوى
G4024	περιζωννύω	gird	تمنطق
G4025	περίθεσις	wearing	لبس
G4026	περιΐστημι	stand around	وقف حوله
G4027	περικάθαρμα	garbage	قمامة
G4028	περικαλύπτω	cover	غطى
G4029	περίκειμαι	surround	محاط
G0403	ἀνάψυξις	refreshment	انتعاش
G4030	περικεφαλαία	helmet	خوذة
G4031	περικρατής	in control of	متمكن
G4032	περικρύβω	hide	اختبأ
G4033	περικυκλόω	surround	طوق
G4034	περιλάμπω	shine around	أضاء
G4035	περιλείπω	remain	بقي
G4036	περίλυπος	sorrowful	حزين
G4037	περιμένω	await	انتظر
G4038	πέριξ	around	حول
G4039	περιοικέω	dwell around	جاور
G0404	ἀναψύχω	refresh	أنعش
G4040	περίοικος	neighboring	جار
G4041	περιούσιος	special	خاص
G4042	περιοχή	passage	فقرة
G4043	περιπατέω	walk	سار
G4044	περιπείρω	pierce	خرق
G4045	περιπίπτω	fall upon	وقع
G4046	περιποιέω	gain	اقتنى
G4047	περιποίησις	acquiring	اقتناء
G4048	περιρήγνυμι	strip off	مزّق
G4049	περισπάω	distract	شتّت
G0405	ἀνδραποδιστής	slave-trader	تاجر عبيد
G4050	περισσεία	excess	فضل
G4051	περίσσευμα	overflow	فيض
G4052	περισσεύω	exceed	زاد
G4053	περισσός	excessive	زائد
G4055	περισσότερος	more excessive	أكثر
G4056	περισσοτέρως	more excessively	بشدة أكثر
G4057	περισσῶς	excessively	بشدة
G4058	περιστερά	dove	حمامة
G4059	περιτέμνω	circumcise	ختن
G0406	Ἀνδρέας	Andrew	أندراوس
G4060	περιτίθημι	put on	وضع
G4061	περιτομή	circumcision	ختان
G4062	περιτρέπω	drive insane	أجنّ
G4063	περιτρέχω	run around	جرى
G4064	περιφέρω	carry (around)	حمل
G4065	περιφρονέω	despise	احتقر
G4066	περίχωρος	region	جوار
G4067	περίψημα	scum	وسخ
G4068	περπερεύομαι	boast	تفاخر
G4069	Περσίς	Persis	برسيس
G0407	ἀνδρίζομαι	act like a man	تشجع
G4070	πέρυσι	last year	الماضي
G4071	πετεινόν	bird	طير
G4072	πέτομαι	fly	طار
G4073	πέτρα	rock	صخرة
G4074	πέτρος	Peter	بطرس
G4075	πετρώδης	rocky	صخري
G4076	πήγανον	rue	سذاب
G4077	πηγή	flow	ينبوع
G4078	πήγνυμι	set up	نصب
G4079	πηδάλιον	rudder	دفة
G0408	Ἀνδρόνικος	Andronicus	أندرونيكس
G4080	πηλίκος	how great	كم
G4081	πηλός	clay	طين
G4082	πήρα	bag	كيس
G4083	πῆχυς	cubit	ذراع
G4084	πιάζω	arrest	قبض
G4085	πιέζω	press down	ضغط
G4086	πιθανολογία	persuasive speech	كلام مقنع
G4087	πικραίνω	embitter	أمرّ
G4088	πικρία	bitterness	مرارة
G4089	πικρός	bitter	مرّ
G0409	ἀνδροφόνος	murderer	قاتل
G4090	πικρῶς	bitterly	بمرارة
G4091	Πειλᾶτος	Pilate	بيلاطس
G4092	πίμπρημι	swell up	انتفخ
G4093	πινακίδιον	little tablet	لوحة
G4094	πίναξ	platter	طبق
G4095	πίνω	drink	شرب
G4096	πιότης	richness	غنى
G4097	πιπράσκω	sell	باع
G4098	πίπτω	collapse	وقع
G4099	Πισιδία	Pisidia	بيسيديا
G0041	ἁγιότης	holiness	قداسة
G0410	ἀνέγκλητος	irreproachable	بلا لوم
G4100	πιστεύω	trust (in)	آمن
G4101	πιστικός	pure	خالص
G4102	πίστις	faith	إيمان
G4103	πιστός	faithful	أمين
G4104	πιστόω	be convinced	تأكد
G4105	πλανάω	lead astray	أضلّ
G4106	πλάνη	error	ضلال
G4107	πλανήτης	wandering	تائه
G4108	πλάνος	deceiving	مضلّ
G4109	πλάξ	tablet	لوح
G0411	ἀνεκδιήγητος	indescribable	لا يوصف
G4110	πλάσμα	formed thing	مخلوق
G4111	πλάσσω	mold	جبل
G4112	πλαστός	made-up	مختلق
G4113	πλατεῖα	wide street	ساحة
G4114	πλάτος	width	عرض
G4115	πλατύνω	widen	وسع
G4116	πλατύς	street	واسع
G4117	πλεῖον	braided	ضفيرة
G4118	πλειστός	most	أكثر
G4119	πλείων	greater	أكثر
G0412	ἀνεκλάλητος	inexpressible	لا يُعبَّر عنه
G4120	πλέκω	weave	نسج
G4121	πλεονάζω	increase	زاد
G4122	πλεονεκτέω	exploit	طمع
G4123	πλεονέκτης	greedy	طماع
G4124	πλεονεξία	greediness	طمع
G4125	πλευρά	side	جنب
G4126	πλέω	sail	أبحر
G4127	πληγή	plague	ضربة
G4128	πλῆθος	multitude	جمهور
G4129	πληθύνω	multiply	كثّر
G0413	ἀνέκλειπτος	inexhaustible	لا ينفد
G4130	πλήθω	fill	ملأ
G4131	πλήκτης	bully	مشاج
G4132	πλήμμυρα	flood	فيضان
G4133	πλήν	but	لكن
G4134	πλήρης	full	ملآن
G4135	πληροφορέω	fulfill	أيقن
G4136	πληροφορία	assurance	يقين
G4137	πληρόω	fulfill	أتمّ
G4138	πλήρωμα	fulfillment	ملء
G4139	πλησίον	near	قريب
G0414	ἀνεκτότερος	bearable	محتمل
G4140	πλησμονή	gratification	إشباع
G4141	πλήσσω	strike	ضرب
G4142	πλοιάριον	small boat	زورق
G4143	πλοῖον	boat	سفينة
G4144	πλοῦς	voyage	إبحار
G4145	πλούσιος	rich	غني
G4146	πλουσίως	richly	بسخاء
G4147	πλουτέω	be rich	استغنى
G4148	πλουτίζω	enrich	أغنى
G4149	πλοῦτος	riches	غنى
G0415	ἀνελεήμων	merciless	بلا رحمة
G4150	πλύνω	wash	غسل
G4151	πνεῦμα	spirit	روح
G4152	πνευματικός	spiritual	روحاني
G4153	πνευματικῶς	spiritually	روحياً
G4154	πνέω	blow	هبّ
G4155	πνίγω	choke	خنق
G4156	πνικτός	strangled	مخنوق
G4157	πνοή	wind	نسمة
G4158	ποδήρης	floorlength	طويل الأكمام
G4159	πόθεν	whence	من أين
G0416	ἀνεμίζω	be wind-blown	تذروه الريح
G4160	ποιέω	do	فعل
G4161	ποίημα	workmanship	صنعة
G4162	ποίησις	he did	عمل
G4163	ποιητής	doer	فاعل
G4164	ποικίλος	various	متنوع
G4165	ποιμαίνω	shepherd	رعى
G4166	ποιμήν	shepherd	راعٍ
G4167	ποίμνη	flock	قطيع
G4168	ποίμνιον	flock	قطيع
G4169	ποῖος	what?	أي
G0417	ἄνεμος	wind	ريح
G4170	πολεμέω	fight	حارب
G4171	πόλεμος	war	حرب
G4172	πόλις	city	مدينة
G4173	πολιτάρχης	city authority	حاكم المدينة
G4174	πολιτεία	citizenship	مواطنة
G4175	πολίτευμα	citizenship	مواطنة
G4176	πολιτεύω	be a citizen	تصرف كمواطن
G4177	πολλά	citizen	مواطن
G4178	πολλάκις	often	كثيراً
G4179	πολλαπλασίονα	many times more	أضعاف مضاعفة
G0418	ἀνένδεκτος	impossible	محال
G4180	πολυλογία	wordiness	إطالة القول
G4181	πολυμερῶς	little by little	على أجزاء
G4182	πολυποίκιλος	manifold	متعدد الأنواع
G4183	πολλός	much	كثير
G4184	πολύσπλαγχνος	very compassionate	رحيم
G4185	πολυτελής	valuable	غالي
G4186	πολύτιμος	valuable	ثمين
G4187	πολυτρόπως	in many ways	بطرق متعددة
G4188	πόμα	drink	شراب
G4189	πονηρία	evil	شر
G0419	ἀνεξεραύνητος	unsearchable	لا يستقصى
G4190	πονηρός	evil	شرير
G4191	πονηρότερος	more evil	أشر
G4192	πόνος	travail	تعب
G4193	Ποντικός	of Pontus	بنطي
G4194	Πόντιος	Pontius	بيلاطس
G4195	Πόντος	Pontus	بنطس
G4196	Πόπλιος	Publius	بوبليوس
G4197	πορεία	journey	سفر
G4198	πορεύω	travel	سار
G4199	πορθέω	lay waste	خرّب
G0042	ἁγιωσύνη	holiness	قداسة
G0420	ἀνεξίκακος	not resentful	صبور
G4200	πορισμός	gain	كسب
G4201	Πόρκιος	Porcius	بوركيوس
G4202	πορνεία	sexual sin	زنا
G4203	πορνεύω	sin sexually	يزني
G4204	πόρνη	prostitute	غانية
G4205	πόρνος	sexual sinner	زاني
G4206	πόρρω	far (away)	بعيد
G4207	πόρρωθεν	afar off	من بعيد
G4208	πορρώτερον	farther	أبعد
G4209	πορφύρα	purple cloth	أرجوان
G0421	ἀνεξιχνίαστος	unsearchable	غير معروج
G4210	πορφυροῦς	purple	أرجواني
G4211	πορφυρόπωλις	dealer in purple	بائعة أرجوان
G4212	ποσάκις	how often!	كم مرة
G4213	πόσις	drink	شراب
G4214	πόσος	how much	كم
G4215	ποταμός	river	نهر
G4216	ποταμοφόρητος	flooded	جرفه النهر
G4217	ποταπός	of what kind?	أي نوع
G4218	ποτέ	once	قديماً
G4219	πότε	when?	متى
G0422	ἀνεπαίσχυντος	unashamed	بلا خجل
G4220	πότερον	whether	هل
G4221	ποτήριον	cup	كأس
G4222	ποτίζω	water	سقى
G4223	Ποτίολοι	Puteoli	بويولي
G4224	πότος	carousing	شرب
G4225	πού	somewhere	في موضع ما
G4226	ποῦ	where?	أين
G4227	Πούδης	Pudens	بودس
G4228	πούς	foot	قدم
G4229	πρᾶγμα	thing	أمر
G0423	ἀνεπίλημπτος	irreproachable	بلا لوم
G4230	πραγματία	affairs	عمل
G4231	πραγματεύομαι	trade	اتجر
G4232	πραιτώριον	praetorium	دار الولاية
G4233	πράκτωρ	bailiff	محصل
G4234	πρᾶξις	action	فعل
G4235		gentle	وديع
G4236		gentleness	وداعة
G4237	πρασιά	group	حلقة
G4238	πράσσω	do	فعل
G4239	πραΰς	gentle	وديع
G0424	ἀνέρχομαι	go up	صعد
G4240	πραΰτης	gentleness	وداعة
G4241	πρέπω	be proper	يليق
G4242	πρεσβεία	delegation	وفد
G4243	πρεσβεύω	be ambassador	سفر
G4244	πρεσβυτέριον	council of elders	مجلس الشيوخ
G4245	πρεσβύτερος	elder	شيخ
G4246	πρεσβύτης	old man	شيخ
G4247	πρεσβῦτις	old woman	عجوز
G4248	πρηνής	headlong	منكب
G4249	πρίζω	saw (in two)	نشر
G0425	ἄνεσις	rest	راحة
G4250	πρίν	before	قبل
G4251	Πρίσκα	Prisca	بريسكا
G4252	Πρίσκιλλα	Priscilla	بريسيلا
G4253	πρό	before	قبل
G4254	προάγω	go	تقدم
G4255	προαιρέω	predetermine	عزم
G4256	προαιτιάομαι	accuse	اتهم
G4257	προακούω	hear beforehand	سمع
G4258	προαμαρτάνω	sin beforehand	أخطأ
G4259	προαύλιον	entryway	دهليز
G0426	ἀνετάζω	question	استجوب
G4260	προβαίνω	advance	تقدم
G4261	προβάλλω	put forth	أظهر
G4262	προβάτιον	Sheep Gate	الغنم
G4263	πρόβατον	sheep	نعجة
G4264	προβιβάζω	prompt	حرض
G4265	προβλέπω	foresee	رأى
G4266	προγίνομαι	do beforehand	سبق
G4267	προγινώσκω	know	علم
G4268	πρόγνωσις	foreknowledge	علم
G4269	πρόγονος	parent	أب
G0427	ἄνευ	without	بدون
G4270	προγράφω	write	كتب
G4271	πρόδηλος	obvious	واضح
G4272	προδίδωμι	give in advance	أعطى
G4273	προδότης	traitor	خائن
G4274	πρόδρομος	forerunner	سابق
G4275		foresee	رأى
G4276	προελπίζω	hope beforehand	رجا
G4277		predict	قال
G4278	προενάρχομαι	begin beforehand	بدأ
G4279	προεπαγγέλλω	promise	وعد
G0428	ἀνεύθετος	unsuitable	غير ملائم
G4280		predict	قال
G4281	προέρχομαι	go before	تقدم
G4282	προετοιμάζω	prepare	أعد
G4283	προευαγγελίζομαι	speak good news	بشر
G4284	προέχω	excel	تفوق
G4285	προηγέομαι	prefer	فضل
G4286	πρόθεσις	purpose	نية
G4287	προθεσμία	set time	موعد
G4288	προθυμία	eagerness	رغبة
G4289	πρόθυμος	eager	راغب
G0429	ἀνευρίσκω	find	وجد
G4290	προθύμως	eagerly	برغبة
G4291	προΐστημι	set before	يرأس
G4292	προκαλέω	provoke	يستفز
G4293	προκαταγγέλλω	foretell	ينادي مسبقا
G4294	προκαταρτίζω	arrange	يُعِد
G4295	πρόκειμαι	set before	يَقِف أمام
G4296	προκηρύσσω	announce	ينادي
G4297	προκοπή	progress	تقدم
G4298	προκόπτω	advance	يتقدم
G4299	πρόκριμα	prejudice	محاباة
G0043	ἀγκάλη	arm	حضن
G0430	ἀνέχω	endure	يحتمل
G4300	προκυρόω	establish	يُصادق على
G4301	προλαμβάνω	take beforehand	يسبق
G4302	προλέγω	foretell	يخبر مسبقا
G4303	προμαρτύρομαι	predict	يشهد مسبقا
G4304	προμελετάω	premeditate	يفكر مسبقا
G4305	προμεριμνάω	worry beforehand	يقلق مسبقا
G4306	προνοέω	care for	يعتني
G4307	πρόνοια	foresight	عناية
G4308	προοράω	foresee	يرى مسبقا
G4309	προορίζω	predestine	يقدّر مسبقا
G0431	ἀνεψιός	cousin	ابن عم
G4310	προπάσχω	suffer before	يتألم مسبقا
G4311	προπέμπω	help on the way	يُشيّع
G4312	προπετής	reckless	متسرع
G4313	προπορεύομαι	go before	يتقدم
G4314	πρός	to	إلى
G4315	προσάββατον	Friday	الجمعة
G4316	προσαγορεύω	designate	يدعو
G4317	προσάγω	bring near	يقترب
G4318	προσαγωγή	access	ولوج
G4319	προσαίτης	beg	متسول
G0432	ἄνηθον	dill	شبت
G4320	προσαναβαίνω	go up	يصعد
G4321	προσαναλόω	expend	ينفق
G4322	προσαναπληρόω	supply	يسد
G4323	προσανατίθημι	confer	يتشاور
G4324	προσαπειλέω	threaten further	يتوعد إضافة
G4325	προσδαπανάω	spend extra	ينفق زيادة
G4326	προσδέομαι	need	يحتاج
G4327	προσδέχομαι	wait for	انتظر
G4328	προσδοκάω	look for	توقع
G4329	προσδοκία	expectation	توقع
G0433	ἀνήκω	be fitting	يليق
G4330	προσεάω	permit	سمح
G4331		approach	اقترب
G4332		sit near	جلس بجانب
G4333	προσεργάζομαι	earn more	كسب
G4334	προσέρχομαι	come near	اقترب
G4335	προσευχή	prayer	دعاء
G4336	προσεύχομαι	pray	دعا
G4337	προσέχω	watch out	انتبه
G4338	προσηλόω	nail	سمّر
G4339	προσήλυτος	proselyte	دخيل
G0434	ἀνήμερος	brutal	وحشي
G4340	πρόσκαιρος	temporary	مؤقت
G4341	προσκαλέω	call to	دعا
G4342	προσκαρτερέω	continue in	واظب
G4343	προσκαρτέρησις	perseverance	مواظبة
G4344	προσκεφάλαιον	cushion	وسادة
G4345	προσκλίνω	join	الْتَحَقَ
G4346	πρόσκλισις	partiality	محاباة
G4347	προσκολλάω	join	التصق
G4348	πρόσκομμα	stumbling block	عثرة
G4349	προσκοπή	stumbling	تعثر
G0435	ἀνήρ	man	رجل
G4350	προσκόπτω	strike	تعثر
G4351	προσκυλίω	roll before	دحرج
G4352	προσκυνέω	worship	سجد
G4353	προσκυνητής	worshiper	ساجد
G4354	προσλαλέω	talk to	حدّث
G4355	προσλαμβάνω	take	أخذ
G4356	πρόσλημψις	acceptance	قبول
G4357	προσμένω	remain	أقام
G4358	προσορμίζω	moor	رسا
G4359	προσοφείλω	owe besides	كان مديناً
G0436	ἀνθίστημι	oppose	قاوم
G4360	προσοχθίζω	be angry	غضب
G4361	πρόσπεινος	very hungry	جائع جداً
G4362	προσπήγνυμι	nail to	سمّر
G4363	προσπίπτω	fall	خرّ
G4364	προσποιέω	pretend	تظاهر
G4365	προσπορεύομαι	approach	اقترب
G4366	προσρήσσω	strike	اندفع
G4367	προστάσσω	order	أمر
G4368	προστάτις	patroness	حامية
G4369	προστίθημι	add (to)	أضاف
G0437	ἀνθομολογέομαι	praise	شكر
G4370	προστρέχω	hasten	أسرع
G4371	προσφάγιον	fish	سمك
G4372	πρόσφατος	new	حديث
G4373	προσφάτως	recently	حديثاً
G4374	προσφέρω	bring to	قدّم
G4375	προσφιλής	lovely	محبوب
G4376	προσφορά	offering	قربان
G4377	προσφωνέω	call to	ناداه
G4378	πρόσχυσις	sprinkling	رش
G4379	προσψαύω	touch	لمس
G0438	ἄνθος	flower	زهرة
G4380	προσωπολημπτέω	favor	حابى
G4381	προσωπολήμπτης	prejudiced person	محاب
G4382	προσωπολημψία	favoritism	محاباة
G4383	πρόσωπον	face	وجه
G4384		predetermine	حتّم
G4385	προτείνω	stretch out	مدّ
G4386	πρότερον	previously	قبلاً
G4387	πρότερος	before	سابق
G4388	προτίθημι	plan	نوى
G4389	προτρέπω	encourage	شجّع
G0439	ἀνθρακιά	charcoal fire	جمرة
G4390	προτρέχω	outrun	سبق
G4391	προϋπάρχω	be formerly	وجد سابقاً
G4392	πρόφασις	pretense	ذريعة
G4393	προφέρω	bring out	أخرج
G4394	προφητεία	prophecy	نبوّة
G4395	προφητεύω	prophesy	تنبّأ
G4396	προφήτης	prophet	نبيّ
G4397	προφητικός	prophetic	نبويّ
G4398	προφῆτις	prophetess	نبيّة
G4399	προφθάνω	come before	سبق
G0044	ἄγκιστρον	fishhook	شص
G0440	ἄνθραξ	charcoal	فحم
G4400	προχειρίζω	appoint	عين
G4401	προχειροτονέω	choose	اختار
G4402	Πρόχορος	Prochorus	بروخوروس
G4403	πρύμνα	stern	مؤخرة
G4404	πρωΐ	early	فجر
G4405	πρωΐα	early morning	الفجر
G4406	πρόϊμος	early rain	مبكر
G4407	πρωϊνός	morning	صباحي
G4408	πρῷρα	bow	مقدمة
G4409	πρωτεύω	be first	تصدر
G0441	ἀνθρωπάρεσκος	people-pleaser	مرائي
G4410	πρωτοκαθεδρία	seat of honor	مقعد الشرف
G4411	πρωτοκλισία	place of honor	مكان الشرف
G4412	πρῶτον	first	أولاً
G4413	πρῶτος	first	أول
G4414	πρωτοστάτης	ringleader	زعيم
G4415	πρωτοτόκια	birthright	البكورة
G4416	πρωτότοκος	firstborn	البكر
G4417	πταίω	stumble	عثر
G4418	πτέρνα	heel	عقب
G4419	πτερύγιον	pinnacle	شرفة
G4420	πτέρυξ	wing	جناح
G4421	πτηνός	bird	طائر
G4422	πτοέω	frighten	أرعب
G4423	πτόησις	fear	الخوف
G4424	Πτολεμαΐς	Ptolemais	بطليموس
G4425	πτύον	winnowing fork	منخل
G4426	πτύρω	frighten	ارتعد
G4427	πτύσμα	saliva	ريق
G4428	πτύσσω	roll up	طوى
G4429	πτύω	spit	بصق
G0443	ἀνθρωποκτόνος	murderer	قاتل
G4430	πτῶμα	corpse	جثة
G4431	πτῶσις	fall	سقوط
G4432	πτωχεία	poverty	فقر
G4433	πτωχεύω	be poor	افتقر
G4434	πτωχός	poor	فقير
G4435	πυγμή	fist	قبضة
G4436	Πύθων	divining spirit	روح العرافة
G4437	πυκνός	often	متكرر
G4438	πυκτεύω	box	ملاكمة
G4439	πύλη	gate	باب
G0444	ἄνθρωπος	human	إنسان
G4440	πυλών	gate	بوابة
G4441	πυνθάνομαι	inquire	استفسر
G4442	πῦρ	fire	نار
G4443	πυρά	fire	موقد
G4444	πύργος	tower	برج
G4445	πυρέσσω	be feverish	احترق
G4446	πυρετός	fever	حمى
G4447	πύρινος	fiery	ناري
G4448	πυρόω	burn	احترق
G4449	πυρόω	be (fiery) red	احمرّ
G4450	πυρρός	fiery red	أحمر
G4451	πύρωσις	burning	احتراق
G4452		somehow	بطريقة ما
G4453	πωλέω	sell	باع
G4454	πῶλος	colt	مهر
G4455	πώποτε	ever	أبدا
G4456	πωρόω	harden	أقسى
G4457	πώρωσις	hardening	قسوة
G4458	πώς	how	كيف
G4459	πῶς	how?!	كيف
G0446	ἀνθύπατος	proconsul	والي
G4460	Ῥαάβ	Rahab	راحاب
G4461	ῥαββεί	Rabbi	معلم
G4462	ραββουνεί	Rabboni	معلم
G4463	ῥαβδίζω	beat with a rod	ضرب بالعصا
G4464	ῥάβδος	rod	عصا
G4465	ῥαβδοῦχος	police	شرطي
G4466	Ῥαγαύ	Reu	رعو
G4467	ῥᾳδιούργημα	crime	جريمة
G4468	ῥᾳδιουργία	trickery	خداع
G4469	ῥακά	fool	أحمق
G0447	ἀνίημι	loosen	أطلق
