# source=llm; anchored on the original lemma (Hebrew/Greek), English gloss used only as a hint
strong	lemma_ref	en_ref	gloss
G21373		kid	козленок
G21374		infertility	бесплодие
G21375		expose	обнажать
G21376		spring up	произрастать
G21377		inconsiderate	легкомысленный
G21378		prefer	предпочитать
G21379		unhesitating	решительный
G2138	εὐπειθής	compliant	послушный
G21380		desert	пустыня
G21381		relent	раскаиваться
G21382		offering	приношение
G21383		leap off	прыгать вниз
G21384		wear out	изнашиваться
G21385		please	угождать
G21386		dipped	обмакнутый
G21387		bully	хулить
G21388		ladder	лестница
G21389		setup loom	ткацкий станок
G2139	εὐπερίστατος	thwarting	затрудняющий
G21390		stuff with	набивать
G0214	ἀλαλάζω	wail	вопить
G2140	εὐποιΐα	doing good	благотворительность
G2141	εὐπορέω	be prosperous	преуспевать
G2142	εὐπορία	prosperity	достаток
G2143	εὐπρέπεια	beauty	красота
G2144	εὐπρόσδεκτος	acceptable	приемлемый
G2145		devoted	усердный
G2146	εὐπροσωπέω	impress	произвести впечатление
G2147	εὑρίσκω	find	находить
G2148		north wind	евроклидон
G2149	εὐρύχωρος	broad	просторный
G0215	ἀλάλητος	inexpressible	невыразимый
G2150	εὐσέβεια	piety	благочестие
G2151	εὐσεβέω	show piety	благочествовать
G2152	εὐσεβής	pious	благочестивый
G2153	εὐσεβῶς	piously	благочестиво
G2154	εὔσημος	intelligible	вразумительный
G2155	εὔσπλαγχνος	compassionate	сострадательный
G2156	εὐσχημόνως	properly	благоприлично
G2157	εὐσχημοσύνη	propriety	благопристойность
G2158	εὐσχήμων	proper	благопристойный
G2159	εὐτόνως	vehemently	усиленно
G2160	εὐτραπελία	vulgar jesting	острословие
G2161	Εὔτυχος	Eutychus	Евтих
G2162	εὐφημία	good report	добрая слава
G2163	εὔφημος	commendable	похвальный
G2164	εὐφορέω	be fruitful	приносить плод
G2165	εὐφραίνω	celebrate	радоваться
G2166	Εὐφράτης	Euphrates	Евфрат
G2167	εὐφροσύνη	joy	радость
G2168	εὐχαριστέω	thank	благодарить
G2169	εὐχαριστία	thankfulness	благодарение
G0217	ἅλας	salt	соль
G2170	εὐχάριστος	thankful	благодарный
G2171	εὐχή	vow	обет
G2172	εὔχομαι	pray	молиться
G2173	εὔχρηστος	helpful	полезный
G2174	εὐψυχέω	be glad	радоваться
G2175	εὐωδία	aroma	благоухание
G2176	εὐώνυμος	left	левый
G2177	ἐφάλλομαι	jump on	бросаться
G2178	ἐφάπαξ	once	единожды
G0218	ἀλείφω	anoint	мазать
G2180	Ἐφέσιος	Ephesian	эфесянин
G2181	Ἔφεσος	Ephesus	Эфес
G2182	ἐφευρετής	inventor	изобретатель
G2183	ἐφημερία	division	чередование
G2184	ἐφήμερος	daily	ежедневный
G2185	ἐφικνέομαι	reach	доходить
G2186	ἐφίστημι	approach	предстать
G2187	Ἐφραίμ	Ephraim	Ефраим
G2188	εφφαθα	open!	отворись
G2189	ἔχθρα	hostility	вражда
G0219	ἀλεκτοροφωνία	crowing	пение петуха
G2190	ἐχθρός	enemy	враг
G2191	ἔχιδνα	snake	гадюка
G2192	ἔχω	have	иметь
G2193	ἕως	until	до
G2194	Ζαβουλών	Zebulun	Завулон
G2195	Ζακχαῖος	Zacchaeus	Закхей
G2196	Ζάρα	Zerah	Зара
G2197	Ζαχαρίας	Zechariah	Захария
G2198	ζάω	live	жить
G2199	Ζεβεδαῖος	Zebedee	Зебедей
G0022	ἄγαμος	unmarried	безбрачный
G0220	ἀλέκτωρ	rooster	петух
G2200	ζεστός	hot	горячий
G2201	ζεῦγος	yoke	пара
G2202	ζευκτηρία	rope	трос
G2203	Δίς	Zeus	Зевс
G2204	ζέω	be fervent	пылать
G2205	ζῆλος	zeal	ревность
G2206	ζηλόω	be eager	ревновать
G2207	ζηλωτής	zealot	ревнитель
G2208		Zealot	зилот
G2209	ζημία	damage	убыток
G0221	Ἀλεξανδρεύς	Alexandrian	александриец
G2210	ζημιόω	lose	терпеть убыток
G2211	Ζηνᾶς	Zenas	Зина
G2212	ζητέω	seek	искать
G2213	ζήτημα	question	вопрос
G2214	ζήτησις	controversy	спор
G2215	ζιζάνιον	weed	плевел
G2216	Ζοροβαβέλ	Zerubbabel	Зоровавель
G2217	ζόφος	darkness	тьма
G2218	ζυγός	yoke	ярмо
G2219	ζύμη	leaven	закваска
G0222	Ἀλεξανδρῖνος	Alexandria	александрийский
G2220	ζυμόω	leaven	закваливать
G2221	ζωγρέω	capture alive	пленять
G2222	ζωή	life	жизнь
G2223	ζώνη	belt	пояс
G2224	ζώννυμι	dress	препоясывать
G2225	ζῳογονέω	give life	оживлять
G2226	ζῷον	living thing	животное
G2227	ζῳοποιέω	make alive	оживлять
G2228	ἤ	or	или
G2229		surely	или
G0223	Ἀλέξανδρος	Alexander	Александр
G2230	ἡγεμονεύω	govern	управлять
G2231	ἡγεμονία	reign	правление
G2232	ἡγεμών	ruler	правитель
G2233	ἡγέομαι	govern	считать
G2234	ἡδέως	gladly	охотно
G2235	ἤδη	already	уже
G2236	ἥδιστα	most gladly	охотнейше
G2237	ἡδονή	pleasure	удовольствие
G2238	ἡδύοσμον	mint	мята
G2239	ἦθος	moral	нрав
G0224	ἄλευρον	flour	мука
G2240	ἥκω	come	приходить
G2241		Eli	Илий
G2242	Ἠλεί	Heli	Илий
G2243	Ἠλείας	Elijah	Илия
G2244	ἡλικία	age	возраст
G2245	ἡλίκος	how great?	какой
G2246	ἥλιος	sun	солнце
G2247	ἧλος	nail	гвоздь
G2248		us	нас
G2249		we	мы
G0225	ἀλήθεια	truth	истина
G2250	ἡμέρα	day	день
G2251	ἡμέτερος	our	наш
G2252		I was	был
G2253	ἡμιθανής	half-dead	полумёртвый
G2254		us	нам
G2255	ἥμισυς	half	половина
G2256	ἡμιώριον	half an hour	полчаса
G2257		of us	наш
G2258		was	быть
G2259	ἡνίκα	when	когда
G0226	ἀληθεύω	be truthful	говорить истину
G2260	ἤπερ	than	чем
G2261	ἤπιος	gentle	кроткий
G2262	Ἤρ	Er	Ир
G2263	ἤρεμος	quiet	спокойный
G2264	Ἡρῴδης	Herod	Ирод
G2265	Ἡρῳδιανοί	Herodian	иродиане
G2266	Ἡρῳδιάς	Herodias	Иродиада
G2267	Ἡρῳδίων	Herodion	Иродион
G2268	Ἠσαΐας	Isaiah	Исаия
G2269	Ἠσαῦ	Esau	Исав
G0227	ἀληθής	true	истинный
G2270	ἡσυχάζω	be quiet	молчать
G2271	ἡσυχία	quietness	тишина
G2272	ἡσύχιος	quiet	тихий
G2273	ἤτοι	whether	или
G2274	ἡττάω	be lesser	быть побеждённым
G2275	ἥττημα	loss	поражение
G2276	ἥσσων	less	меньший
G2277		let him	пусть
G2278	ἠχέω	resound	гудеть
G2279	ἦχος	sound	звук
G0228	ἀληθινός	true	истинный
G2280	Θαδδαῖος	Thaddaeus	Фаддей
G2281	θάλασσα	sea	море
G2282	θάλπω	care for	согревать
G2283	Θαμάρ	Tamar	Фамарь
G2284	θαμβέω	astonish	поражать
G2285	θάμβος	amazement	изумление
G2286	θάμβος	deadly	смертельный
G2287	θανατηφόρος	deadly	смертоносный
G2288	θάνατος	death	смерть
G2289	θανατόω	kill	умерщвлять
G0229	ἀλήθω	grind	молоть
G2290	θάπτω	bury	погребать
G2291	Θάρα	Terah	Фара
G2292	θαρρέω	be confident	смелость
G2293	θαρσέω	take heart	мужество
G2294	θάρσος	courage	мужество
G2295	θαῦμα	marvel	чудо
G2296	θαυμάζω	marvel	удивляться
G2297	θαυμάσιος	marvelous	чудесный
G2298	θαυμαστός	marvellous	чудесный
G2299	θεά	goddess	богиня
G0023	ἀγανακτέω	be indignant	негодовать
G0230	ἀληθῶς	truly	истинно
G2300	θεάομαι	look at	смотреть
G2301	θεατρίζω	expose	выставлять
G2302	θέατρον	theatre	театр
G2303	θεῖον	sulfur	сера
G2304	θεῖος	divine	божественный
G2305	θειότης	divinity	божество
G2306	θειώδης	sulphurous	серный
G2307	θέλημα	will	воля
G2308	θέλησις	will	воля
G2309	θέλω	will	хотеть
G0231	ἁλιεύς	fisherman	рыбак
G2310	θεμέλιος	foundation	основание
G2311	θεμελιόω	found	основывать
G2312	θεοδίδακτος	divinely instructed	научаемый от Бога
G2313		fight God	противостоять Богу
G2314	θεομάχος	opposing God	противобожный
G2315	θεόπνευστος	God-breathed	богодухновенный
G2316	θεός	God	Бог
G2317	θεοσέβεια	reverence for God	богобоязненность
G2318	θεοσεβής	godly	богобоязненный
G2319	θεοστυγής	God-hating	богомерзкий
G0232	ἁλιεύω	fish	ловить рыбу
G2320	θεότης	deity	божество
G2321	Θεόφιλος	Theophilus	Феофил
G2322	θεραπεία	service	исцеление
G2323	θεραπεύω	serve	исцелять
G2324	θεράπων	servant	слуга
G2325	θερίζω	reap	жать
G2326	θερισμός	harvest	жатва
G2327	θεριστής	reaper	жнец
G2328	θερμαίνω	warm	согревать
G2329	θέρμη	heat	жар
G0233	ἁλίζω	salt	засаливать
G2330	θέρος	summer	лето
G2331	Θεσσαλονικεύς	Thessalonian	фессалоникиец
G2332	Θεσσαλονίκη	Thessalonica	Фессалоника
G2333	Θευδᾶς	Theudas	Февда
G2334	θεωρέω	see	смотреть
G2335	θεωρία	sight	зрелище
G2336	θήκη	sheath	ножны
G2337	θηλάζω	suckle	кормить грудью
G2338	θῆλυς	female	женский
G2339	θήρα	trap	ловушка
G0234	ἀλίσγημα	defilement	идоложертвенное
G2340	θηρεύω	hunt	охотиться
G2341	θηριομαχέω	fight beasts	сражаться со зверями
G2342	θηρίον	wild animal	зверь
G2343	θησαυρίζω	store up	собирать
G2344	θησαυρός	treasure	сокровище
G2345	θιγγάνω	touch	трогать
G2346	θλίβω	press on	теснить
G2347	θλῖψις	pressure	скорбь
G2348	θνῄσκω	die	умирать
G2349	θνητός	mortal	смертный
G0235	ἀλλά	but	но
G2350	θορυβέω	make commotion	волноваться
G2351	θόρυβος	commotion	волнение
G2352	θραύω	crush	ломать
G2353	θρέμμα	livestock	скот
G2354	θρηνέω	lament	рыдать
G2355		lamentation	плач
G2356	θρησκεία	religion	религия
G2357	θρησκός	religious	благочестивый
G2358	θριαμβεύω	triumph	торжествовать
G2359	θρίξ	hair	волос
G0236	ἀλλάσσω	change	изменяться
G2360	θροέω	alarm	пугаться
G2361	θροέω	drop	капля
G2362	θρόνος	throne	престол
G2363	Θυάτειρα	Thyatira	Фиатира
G2364	θυγάτηρ	daughter	дочь
G2365	θυγάτριον	little daughter	дочка
G2366	θύελλα	storm	буря
G2367	θύϊνος	citron	фимиамовый
G2368	θυμίαμα	incense	фимиам
G2369	θυμιατήριον	incense altar	кадильница
G0237	ἀλλαχοῦ	from elsewhere	в другом месте
G2370	θυμιάω	burn incense	курить фимиам
G2371	θυμομαχέω	quarrel	гневаться
G2372	θυμός	wrath	гнев
G2373	θυμόω	anger	гневаться
G2374	θύρα	door	дверь
G2375	θυρεός	long shield	щит
G2376	θυρίς	window	окно
G2377	θυρωρός	gatekeeper	привратник
G2378	θυσία	sacrifice	жертва
G2379	θυσιαστήριον	altar	жертвенник
G0238	ἀλληγορέω	use an analogy	иносказательно толковать
G2380	θύω	sacrifice	приносить жертву
G2381	Θωμᾶς	Thomas	Фома
G2382	θώραξ	breastplate	панцирь
G2383	Ἰάειρος	Jairus	Иаир
G2384	Ἰακώβ	Jacob	Иаков
G2385	Ἰάκωβος	James	Иаков
G2386	ἴαμα	healing	исцеление
G2387	Ἰαμβρῆς	Jambres	Ямврий
G2388	Ἰανναί	Jannai	Ианнай
G2389	Ἰάννης	Jannes	Яннес
G0239	ἁλληλουϊά	hallelujah	аллилуия
G2390	ἰάομαι	heal	исцелять
G2391	Ἰάρετ	Jared	Иаред
G2392	ἴασις	healing	исцеление
G2393	ἴασπις	jasper	яспис
G2394	Ἰάσων	Jason	Иасон
G2395	ἰατρός	physician	врач
G2396		look!	вот
G2397	εἰδέα	appearance	вид
G2398	ἴδιος	one's own	собственный
G2399	ἰδιώτης	unlearned	невежда
G0024	ἀγανάκτησις	indignation	возмущение
G0240	ἀλλήλων	one another	друг друга
G2400		look!	вот
G2401	Ἰδουμαία	Idumea	Идумея
G2402	Ἰδουμαία	sweat	пот
G2403	Ἰεζάβελ	Jezebel	Иезавель
G2404	Ἱεράπολις	Hierapolis	Иераполь
G2405	ἱερατεία	priesthood	священство
G2406	ἱεράτευμα	priesthood	священство
G2407	ἱερατεύω	serve as priest	служить священником
G2408	Ἰερεμίας	Jeremiah	Иеремия
G2409	ἱερεύς	priest	священник
G0241	ἀλλογενής	foreign	иноплеменник
G2410	Ἰερειχώ	Jericho	Иерихон
G2411	ἱερόν	temple	храм
G2412	ἱεροπρεπής	reverent	благочестивый
G2413	ἱερός	sacred	святой
G2414	Ἰερουσαλήμ	Jerusalem	Иерусалим
G2415	Ἱεροσολυμείτης	Jerusalem	иерусалимлянин
G2416	ἱεροσυλέω	despoil a temple	грабить храм
G2417	ἱερόσυλος	temple robber	храмограбитель
G2418	ἱερουργέω	minister	служить священным образом
G2419		Jerusalem	Иерусалим
G0242	ἅλλομαι	spring	прыгать
G2420	ἱερωσύνη	priesthood	священство
G2421	Ἰεσσαί	Jesse	Иессей
G2422	Ἰεφθάε	Jephthah	Иефай
G2423	Ἰεχονίας	Jechoniah	Иехония
G2424	Ἰησοῦς	Jesus	Иисус
G2425	ἱκανός	sufficient	достаточный
G2426	ἱκανότης	sufficiency	достаточность
G2427	ἱκανόω	qualify	достаточно подготавливать
G2428	ἱκετηρία	supplication	мольба
G2429	ἰκμάς	moisture	влага
G0243	ἄλλος	another	другой
G2430	Ἰκόνιον	Iconium	Иконий
G2431	ἱλαρός	cheerful	веселый
G2432	ἱλαρότης	cheerfulness	веселость
G2433	ἱλάσκομαι	propitiate	умилостивлять
G2434	ἱλασμός	propitiation	умилостивление
G2435	ἱλαστήριον	propitiation	умилостивление
G2436	ἵλεως	propitious	милостивый
G2437	Ἰλλυρικόν	Illyricum	Иллирик
G2438	ἱμάς	leather strap	ремень
G2439	ἱματίζω	dress	одевать
G0244	ἀλλοτριεπίσκοπος	meddler	вмешивающийся
G2440	ἱμάτιον	clothing	одежда
G2441	ἱματισμός	clothing	одеяние
G2442	ὁμείρομαι	desire	желать
G2443	ἵνα	in order that	чтобы
G2444		why?	почему
G2445	Ἰόππη	Joppa	Иоппа
G2446	Ἰορδάνης	Jordan	Иордан
G2447	ἰός	poison	яд
G2448		Judah	Иуда
G2449	Ἰουδαία	Judea	Иудея
G0245	ἀλλότριος	another’s	чужой
G2450	Ἰουδαΐζω	Jew	жить по-иудейски
G2451	Ἰουδαϊκός	Jewish	иудейский
G2452	Ἰουδαϊκῶς	Jew	по-иудейски
G2453	Ἰουδαῖος	Jew	иудей
G2454	Ἰουδαϊσμός	Judaism	иудаизм
G2455	Ἰούδας	Judas	Иуда
G2456	Ἰουλία	Julia	Юлия
G2457	Ἰούλιος	Julius	Юлий
G2458	Ἰουνιᾶς	Junia	Юния
G2459	Ἰοῦστος	Justus	Иуст
G0246	ἀλλόφυλος	foreign	иноплеменник
G2460	ἱππεύς	horseman	всадник
G2461	ἱππικός	horseman	конный
G2462	ἵππος	horse	конь
G2463	ἶρις	rainbow	радуга
G2464	Ἰσαάκ	Isaac	Исаак
G2465	ἰσάγγελος	like an angel	равноангельный
G2466	Ἰσσαχάρ	Issachar	Иссахар
G2467		know	знать
G2468		you should be	будь
G2469	Ἰσκαριώτης	Iscariot	Искариот
G0247	ἄλλως	otherwise	иначе
G2470	ἴσος	equal	равный
G2471	ἰσότης	equality	равенство
G2472	ἰσότιμος	equally valuable	равноценный
G2473	ἰσόψυχος	like-minded	единомышленный
G2474	Ἰσραήλ	Israel	Израиль
G2475	Ἰσραηλείτης	Israelite	израильтянин
G2476	ἵστημι	stand	стоять
G2477	ἱστορέω	get acquainted	познакомиться
G2478	ἰσχυρός	strong	сильный
G2479	ἰσχύς	strength	сила
G0248	ἀλοάω	thresh	молотить
G2480	ἰσχύω	be strong	иметь силу
G2481	ἴσως	perhaps	может быть
G2482	Ἰταλία	Italy	Италия
G2483	Ἰταλικός	Italian	италийский
G2484	Ἰτουραῖος	Ituraea	Итурея
G2485	ἰχθύδιον	little fish	рыбка
G2486	ἰχθύς	fish	рыба
G2487	ἴχνος	track	след
G2488	Ἰωαθάμ	Jotham	Иоафам
G2489	Ἰωάννα	Joanna	Иоанна
G0249	ἄλογος	unreasonable	неразумный
G2490	Ἰωανάν	Joanan	Иоанан
G2491	Ἰωάννης	John	Иоанн
G2492	Ἰώβ	Job	Иов
G2493	Ἰωήλ	Joel	Иоиль
G2494	Ἰωνάμ	Jonam	Ионам
G2495	Ἰωνᾶς	John	Иона
G2496	Ἰωράμ	Joram	Иорам
G2497	Ἰωρείμ	Jorim	Иорим
G2498	Ἰωσαφάτ	Jehoshaphat	Иосафат
G2499		Jose	Иосе
G0025	ἀγαπάω	love	любить
G0250	ἀλόη	aloes	алоэ
G2500	Ἰωσῆς	Joseph	Иосий
G2501	Ἰωσήφ	Joseph	Иосиф
G2502	Ἰωσίας	Josiah	Иосия
G2503	ἰῶτα	iota	йота
G2504	κἀγώ	and I	и я
G2505	καθά	as	как
G2506	καθαίρεσις	destruction	разрушение
G2507	καθαιρέω	take down	разрушать
G2508	καθαίρω	prune	обрезать
G2509	καθάπερ	just as	подобно
G2510	καθάπτω	attach	прилипать
G2511	καθαρίζω	clean	очищать
G2512	καθαρισμός	cleansing	очищение
G2513	καθαρός	clean	чистый
G2514	καθαρότης	cleanness	чистота
G2515	καθέδρα	seat	седалище
G2516	καθέζομαι	sit down	сидеть
G2517	καθεξῆς	in order	по порядку
G2518	καθεύδω	sleep	спать
G2519	καθηγητής	teacher	учитель
G0252	ἁλυκός	salty	соленый
G2520	καθήκω	be fit	надлежать
G2521	κάθημαι	sit	сидеть
G2522	καθημερινός	daily	ежедневный
G2523	καθίζω	seat	сажать
G2524	καθίημι	lower	спускать
G2525	καθίστημι	appoint	поставлять
G2526	καθό	insofar as	постольку
G2527	καθόλου	at all	вообще
G2528	καθωπλίζω	arm fully	вооружать
G2529	καθοράω	perceive	усматривать
G0253	ἀλυπότερος	without anxiety	безопасный
G2530	καθότι	as	так как
G2531	καθώς	as	как
G2532	καί	and	и
G2533	Καϊάφας	Caiaphas	Каифа
G2534		even	даже
G2535	Κάϊν	Cain	Каин
G2536	Καϊνάμ	Cainan	Каинан
G2537	καινός	new	новый
G2538	καινότης	newness	новизна
G2539	καίπερ	although	хотя
G0254	ἅλυσις	chain	цепь
G2540	καιρός	time	время
G2541	Καῖσαρ	Caesar	Кесарь
G2542	Καισάρεια	Caesarea	Кесария
G2543	καίτοι	and yet	между тем
G2544	καίτοιγε	and yet	и
G2545	καίω	kindle	гореть
G2546	κἀκεῖ	and there	там
G2547	κἀκεῖθεν	and from there	оттуда
G2548	κἀκεῖνος	and that one	и тот
G2549	κακία	evil	злоба
G0255	ἀλυσιτελής	unprofitable	бесполезный
G2550	κακοήθεια	malice	коварство
G2551	κακολογέω	curse	проклинать
G2552	κακοπαθία	suffering	страдание
G2553	κακοπαθέω	endure	страдать
G2554	κακοποιέω	do evil	делать зло
G2555	κακοποιός	wrongdoing	злодей
G2556	κακός	evil	зло
G2557	κακοῦργος	criminal	разбойник
G2558	κακουχέω	torment	мучить
G2559	κακόω	harm	вредить
G0256	Ἁλφαῖος	Alphaeus	Алфей
G2560	κακῶς	badly	плохо
G2561	κάκωσις	oppression	мучение
G2562	καλάμη	straw	солома
G2563	κάλαμος	reed	тростник
G2564	καλέω	call	звать
G2565	καλλιέλαιος	olive tree	маслина
G2566	καλλίον	good	лучше
G2567	καλοδιδάσκαλος	teaching good	добрая учительница
G2568		Fair Havens	Добрые гавани
G2569	καλοποιέω	do good	делать добро
G0257	ἅλων	threshing-floor	гумно
G2570	καλός	good	добрый
G2571	κάλυμμα	veil	завеса
G2572	καλύπτω	cover	закрывать
G2573	καλῶς	well	хорошо
G2574	κάμηλος	camel	верблюд
G2575	κάμινος	furnace	печь
G2576	καμμύω	close	закрывать
G2577	κάμνω	be weary	утомляться
G2578	κάμπτω	bend	сгибать
G2579	κἄν	and	и если
G0258	ἀλώπηξ	fox	лиса
G2580	Κανά	Cana	Кана
G2581		Zealot	зилот
G2582	Κανδάκη	Candace	Кандака
G2583	κανών	rule	правило
G2584	Καφαρναούμ	Capernaum	Капернаум
G2585	καπηλεύω	peddle	торговать
G2586	καπνός	smoke	дым
G2587	Καππαδοκία	Cappadocia	Каппадокия
G2588	καρδία	heart	сердце
G2589	καρδιογνώστης	heart-knower	ведающий сердцами
G0259	ἅλωσις	capture	пленение
G2590	καρπός	fruit	плод
G2591	Κάρπος	Carpus	Карп
G2592	καρποφορέω	bear fruit	плодоносить
G2593	καρποφόρος	fruitbearing	плодоносный
G2594	καρτερέω	endure	стойко переносить
G2595	κάρφος	speck	соринка
G2596	κατά	according to	по
G2597	καταβαίνω	come	сходить
G2598	καταβάλλω	lay	сбивать
G2599	καταβαρέω	burden	отягощать
G0026	ἀγάπη	love	любовь
G0260	ἅμα	together	вместе
G2600	κατάβασις	descent	спуск
G2601		bring down	спускать
G2602	καταβολή	beginning	основание
G2603	καταβραβεύω	disqualify	лишать первенства
G2604	καταγγελεύς	proclaimer	провозвестник
G2605	καταγγέλλω	proclaim	возвещать
G2606	καταγελάω	mock	насмехаться
G2607	καταγινώσκω	condemn	осуждать
G2608	κατάγνυμι	break	переломить
G2609	κατάγω	bring down	приводить
G0261	ἀμαθής	ignorant	невежественный
G2610	καταγωνίζομαι	conquer	побеждать
G2611	καταδέω	bandage	перевязывать
G2612	κατάδηλος	evident	явный
G2613	καταδικάζω	condemn	осуждать
G2614	καταδιώκω	seek	преследовать
G2615	καταδουλόω	enslave	порабощать
G2616	καταδυναστεύω	oppress	угнетать
G2617	καταισχύνω	dishonor	позорить
G2618	κατακαίω	burn	сжигать
G2619	κατακαλύπτω	cover	покрывать
G0262	ἀμαράντινος	unfading	неувядаемый
G2620	κατακαυχάομαι	boast	хвалиться
G2621	κατάκειμαι	recline	возлежать
G2622	κατακλάω	break	ломать
G2623	κατακλείω	lock up	запирать
G2624	κατακληρονομέω	distribute	разделять
G2625	κατακλίνω	sit	возлежать
G2626	κατακλύζω	flood	затапливать
G2627	κατακλυσμός	flood	потоп
G2628	κατακολουθέω	follow	следовать
G2629	κατακόπτω	cut	ранить
G0263	ἀμάραντος	unfading	неувядаемый
G2630	κατακρημνίζω	cast down	низвергать
G2631	κατάκριμα	condemnation	осуждение
G2632	κατακρίνω	condemn	осуждать
G2633	κατάκρισις	condemnation	осуждение
G2634	κατακυριεύω	master	властвовать
G2635	καταλαλέω	slander	клеветать
G2636	καταλαλιά	slander	клевета
G2637	κατάλαλος	slanderous	клеветник
G2638	καταλαμβάνω	grasp	схватывать
G2639	καταλέγω	enrol	записывать
G0264	ἁμαρτάνω	sin	грешить
G2640		remnant	остаток
G2641	καταλίπω	leave behind	оставлять
G2642	καταλιθάζω	stone	побивать камнями
G2643	καταλλαγή	reconciliation	примирение
G2644	καταλλάσσω	reconcile	примирять
G2645	κατάλοιπος	remaining	оставшийся
G2646	κατάλυμα	guest room	гостница
G2647	καταλύω	destroy	разрушать
G2648	καταμανθάνω	consider	рассматривать
G2649	καταμαρτυρέω	testify against	свидетельствовать против
G0265	ἁμάρτημα	sin	грех
G2650	καταμένω	stay	оставаться
G2651		alone	наедине
G2652	κατάθεμα	curse	проклятие
G2653	καταθεματίζω	curse	проклинать
G2654	καταναλίσκω	consume	поглощать
G2655	καταναρκάω	burden	отягощать
G2656	κατανεύω	signal	кивать
G2657	κατανοέω	observe	внимательно рассматривать
G2658	καταντάω	come to	прибывать
G2659	κατάνυξις	stupor	оцепенение
G0266	ἁμαρτία	sin	грех
G2660	κατανύσσω	pierce	пронзать
G2661	καταξιόω	consider worthy	считать достойным
G2662	καταπατέω	trample	попирать
G2663	κατάπαυσις	rest	покой
G2664	καταπαύω	keep from	давать отдых
G2665	καταπέτασμα	curtain	завеса
G2666	καταπίνω	swallow	поглощать
G2667	καταπίπτω	fall down	падать
G2668	καταπλέω	sail	плыть
G2669	καταπονέω	oppress	угнетать
G0267	ἀμάρτυρος	without witness	без свидетелей
G2670	καταποντίζω	sink	утопать
G2671	κατάρα	curse	проклятие
G2672	καταράομαι	curse	проклинать
G2673	καταργέω	abate	упразднять
G2674	καταριθμέω	number	включать в число
G2675	καταρτίζω	complete	совершенствовать
G2676	κατάρτισις	perfection	совершенство
G2677	καταρτισμός	preparation	подготовка
G2678	κατασείω	signal	махать
G2679	κατασκάπτω	ruin	разрушать
G0268	ἁμαρτωλός	sinful	грешник
G2680	κατασκευάζω	prepare	подготавливать
G2681	κατασκηνόω	dwell	поселяться
G2682	κατασκήνωσις	dwelling place	жилище
G2683	κατασκιάζω	overshadow	осенять
G2684	κατασκοπέω	spy	высматривать
G2685	κατάσκοπος	spy	соглядатай
G2686	κατασοφίζομαι	be cunning	хитро поступать
G2687	καταστέλλω	quiet	успокаивать
G2688	κατάστημα	behavior	поведение
G2689	καταστολή	attire	одежда
G0269	ἄμαχος	peacable	миролюбивый
G2690	καταστρέφω	overturn	опрокидывать
G2691	καταστρηνιάω	desire	возжелать
G2692	καταστροφή	ruin	разрушение
G2693	καταστρώννυμι	be thrown down	повергать
G2694	κατασύρω	drag away	волочить
G2695	κατασφάζω	slaughter	заколоть
G2696	κατασφραγίζω	seal	запечатывать
G2697	κατάσχεσις	possession	владение
G2698	κατατίθημι	attain	благодарить
G2699	κατατομή	mutilation	искалечение
G0027	ἀγαπητός	beloved	любимый
G0270	ἀμάω	mow	жать
G2700		shoot down	расстреливать
G2701	κατατρέχω	rush down	сбегать
G2702	καταφέρω	vote against	обвинять
G2703	καταφεύγω	flee	прибегать
G2704	καταφθείρω	deprave	развращать
G2705	καταφιλέω	kiss	целовать
G2706	καταφρονέω	despise	презирать
G2707	καταφρονητής	despiser	презиратель
G2708	καταχέω	pour	выливать
G2709	καταχθόνιος	subterranean	подземный
G0271	ἀμέθυστος	amethyst	аметист
G2710	καταχράομαι	use up	злоупотреблять
G2711	καταψύχω	cool	охлаждать
G2712	κατείδωλος	idolatrous	языческий
G2713	κατέναντι	before	перед
G2714	κατενώπιον	before	перед
G2715	κατεξουσιάζω	rule	властвовать
G2716	κατεργάζομαι	workout	совершать
G2718	κατέρχομαι	descend	сходить
G2719	κατεσθίω	devour	пожирать
G0272	ἀμελέω	neglect	пренебрегать
G2720	κατευθύνω	guide	направлять
G2721	κατεφίστημι	attack	восставать
G2722	κατέχω	hold back	держать
G2723	κατηγορέω	accuse	обвинять
G2724	κατηγορία	accusation	обвинение
G2725	κατήγορος	accuser	обвинитель
G2726	κατήφεια	gloominess	уныние
G2727	κατηχέω	instruct	наставлять
G2728	κατιόω	corrode	ржаветь
G2729	κατισχύω	prevail	одолевать
G0273	ἄμεμπτος	blameless	безупречный
G2730	κατοικέω	dwell	жить
G2731	κατοίκησις	dwelling	жилище
G2732	κατοικητήριον	dwelling place	жилище
G2733	κατοικία	dwelling	жилище
G2734	κατοπτρίζω	reflect	отражать
G2735		accomplishments	исправление
G2736	κάτω	under	внизу
G2737	κατωτέρω	lower	нижний
G2738	καῦμα	heat	зной
G2739	καυματίζω	scorch	палить
G0274	ἀμέμπτως	blamelessly	безупречно
G2740	καῦσις	burning	сожжение
G2741	καυσόω	burn	сжигать
G2742	καύσων	heat	зной
G2743	καυστηριάζω	brand	клеймить
G2744	καυχάομαι	boast	хвалиться
G2745	καύχημα	pride	похвала
G2746	καύχησις	pride	похвала
G2747	Κενχρεαί	Cenchreae	Кенхреи
G2748	Κεδρών	Kidron	Кедрон
G2749	κεῖμαι	lay	лежать
G0275	ἀμέριμνος	untroubled	беззаботный
