# source=llm; anchored on the original lemma (Hebrew/Greek), English gloss used only as a hint
strong	lemma_ref	en_ref	gloss
G2059	ἑρμηνεύω	interpret	fassara
G20590		feel compassion	tausaya
G20591		hidden	boye
G20592		overtake	kama
G20593		lowest	mafi ƙasa
G20594		inflammatory humours	mai zafi
G20595		kiln	tanur
G20596		shorn	wanda aka yanke gashi
G20597		by way of command	ta hanyar umarni
G20598		vacant space	sarari
G20599		be vain-glorious	yin girman kansa
G0206	ἄκρον	end	gida
G2060	Ἑρμῆς	Hermes	Hermes
G20600		combs	kekiya
G20601		moving things	motsi
G20602		part of a torsion-engine shaped like an ivy-leaf	sifa
G20603		furtim	sirri
G20604		name, appellation	suna
G20605		inheritance	gida
G20606		one must call	wanda za a kira
G20607		scratch	keta
G20608		interior	ciki
G20609		shortage of cash	bakin jiya
G2061	Ἑρμογένης	Hermogenes	Hermogenes
G20610		derided	bugi
G20611		bake	dafa
G20612		salve	magungunan jiki
G20613		slit-nosed	bugi
G20615		filling the world	cike da jiya
G20616		holding firm, steadying	riƙe
G20617		lurking-place	wurin zuwa
G20618		sphere, globe	saba
G20619		of Cycnus	na cigarin
G2062	ἑρπετόν	reptile	dabbar
G20620		small cup	kura
G20621		shameless fly	cuci
G20622		prey	ganima
G20623		pregnancy	samaniya
G20624		measure of corn	ma'auni
G20625		possession, control	mallaka
G20626		membrum virile	bugi
G20627		cōnōpēum	damfu
G20628		female garment	taguwa
G20629		shining	hasken
G2063	ἐρυθρός	Red (Sea)	ja
G2064	ἔρχομαι	come	zo
G2065	ἐρωτάω	ask	tambaya
G2066	ἐσθής	clothing	tufafi
G20666		policeman	mai-jiya
G20667		demanding vengeance	mai-bukatar-gajiya
G20668		scourger	mai-bugi
G20669		dicta est	banza
G2067		clothing	tufafi
G20670		weak-minded	mai-raunin-hankali
G20671		talking idly	mai-magana-banza
G20672		one must fight	yaida-kakaki
G20673		large loaf	babbar-gida
G20674		exultation	girma
G20675		very glorious	mai-babbar-izzar
G20676		long-lived	mai-dogon-rai
G20677		long-ruling	mai-dogon-mulki
G20678		magnificent, sumptuous	mai-kunya-babbar
G20679		magnify	girma
G2068	ἐσθίω	eat	ci
G20680		one who does great things	mai-babbar-aiki
G20681		great	babbar
G20682		of great strength	mai-karfin-babbar
G20683		be arrogant	siri-kai
G20684		romantic, Quixotic	mai-muhimmanci-banza
G20685		having a higher denominator	mai-babbar-suna
G20686		far and wide, over a vast space	fad-fili
G20687		envious	mai-kishin
G20688		passing lovely	mai-daɗin-babbar
G20689		re-order	sake-tsara
G2069	Ἑσλεί	Esli	Esli
G20690		fit for interpreting	mai-kaifi-fassara
G20691		remiss, careless	mai-sakaci
G20692		regular	tsari-tsari
G20693		stratagem	dabara
G20694		determine	gida
G20695		drunkenness	shanyaye
G20696		drunk with cottabus-playing	shanyaye-babbar
G20697		beam	gida
G20698		of meditations	tunanin-mai
G20699		be gained by practice	mai-kasua
G0207	Ἀκύλας	Aquila	Akila
G2070		we are	muke
G20700		balm	maganin-cuta
G20701		tuneful	mai-waƙa
G20702		province	jakada
G20703		his office	mulki
G20704		suffering	wahala
G20705		portioned	rabù
G20706		division	rarrabù
G20707		begetting men	mai-haife
G20708		occupy a central position	tsakiya
G20709		noon	tsada
G2071		will be	zai
G20710		in the midst	tsakiya
G20711		be half-way	tsakiya
G20712		mid	tsakiya
G20713		rent in twain	yage
G20714		be transferred, carried away	canja
G20715		change one's way of life	canja
G20716		intermix	haɗe
G20717		be got by mining	cirewa
G20718		having departed	tafiya
G20719		acquire a fresh tendency	canja
G2072	ἔσοπτρον	mirror	madubi
G20720		refashion	sabuwa
G20721		certain amount of	bangare
G20722		travelling through air	jirgin sama
G20723		have one's course changed	canja
G20724		transmigration	hijira
G20725		divert	canja
G20726		one must measure	auna
G20727		isn't it?	ba
G20728		use of the probe	bincike
G20729		wrath	fushi
G2073	ἑσπέρα	evening	jiya
G20730		be wrathful	fusanta
G20731		wrathful man	mai-fushi
G20732		lest perchance	watau
G20733		thigh-burnt	gida
G20734		chew the cud	minci
G20735		engineer	masana'anci
G20736		eat abominable food	ci haram
G20737		gymnasium named after Mimnermus	makarantar motsa jiki
G20738		hating virtue	kiyaye
G20739		half	rabin
G2074	Ἑσρώμ	Hezron	Hezron
G20740		mercenary	mai-kudin-aiki
G20741		guests	jiya
G20742		hate wickedness	ƙi mugun-aiki
G20743		hatred because of wickedness	ƙin mugun-aiki
G20744		with hostile sentiments	mai-ƙin-mugun-aiki
G20745		hating insolence	kiyaye
G20746		Mitra	Mitra
G20747		objects of memory	abin tunawa
G20748		remembering God	mai-tunawa-Allah
G20749		remembrance of wrongs	tunawa-da-zaniya
G2075		you are	kuna
G20750		commit adultery	zina
G20751		adulteress	karuwa
G20752		lead	risashi
G20753		get into dirty quarrels	yi gardama
G20754		apt to make dirty	mai-kiwo
G20755		spot, taint	kiyaye
G20756		lasting one day	jiya-gida
G20757		uniquely	keɓi-keɓi
G20758		constancy, steadfastness	tsanani
G20759		single, solitary	bakwai
G2076		he is	ne
G20760		man with ox's head	abin abin
G20761		digging with one point	mai-bugi-daya
G20762		eating alone	ci-keɓi-keɓi
G20763		eating alone	mai-cin-keɓi
G20764		well-formed, shapely	kyau
G20765		PLond.ined.	jiya
G20766		suffer	tabarbareyi
G20767		strengthening	mai-karfi
G20768		prating	mai-magana-banza
G20769		dry nose	dariya
G2077		be	a
G20770		bruised in a mill	a-bugi-jiya
G20771		be hardened, cicatrized	gogowa
G20772		preparation of unguents	saiti
G20773		prepared unguent	saiti
G20774		of myrrh	mai aji
G20775		time out of mind	koli
G20776		myriad	lissafi
G20777		anointing	shafu
G20778		irritation of the skin	ciwon jiki
G20779		like an ant	kamar ƙura
G2078	ἔσχατος	last	ƙarshe
G20780		wet with unguent	da mai
G20781		loathsomeness	ƙazantaka
G20782		originator of a foul deed	mai laifi
G20783		defiled	masofo
G20784		teacher	malami
G20785		for mysteries	asiri
G20786		scribere	rubutu
G20787		initiator	bauci
G20788		jar	kwano
G20789		mockery	dariya
G2079	ἔσχατον	extremely	sosai
G20790		mocker	mai dariya
G20791		suitable for weals	bubuge
G20792		blame	laifi
G20793		are you?	kai ne
G20794		be foolish	wauta
G20795		stupidly wicked	wauni
G20796		rent	kudin haya
G20797		naft	mai
G20798		quarrell	ta
G20799		carcas	gauni
G0208	ἀκυρόω	nullify	soke
G2080	ἔσω	in	ciki
G20800		newly created	sabon
G20801		beehive	gida
G20802		build a nest	gida
G20803		slaying children	mai kishe
G20804		wash hands	wanke
G20805		world	duniya
G20806		consider spurious	yi
G20807		govenor	galadima
G20808		one must account, deem	aro
G20809		observer of the law	mai bin doka
G2081	ἔσωθεν	inwardly	jiki
G2082	ἐσώτερος	inner	ciki
G2083	ἑταῖρος	friend	aboki
G2084	ἑτερόγλωσσος	in another language	wata harshe
G20847		dealer in birds	mai sayar da tsuntsaye
G20848		frequent mountains	yi shuni a tsaunuka
G20849		be roofed	sami ruffi
G2085	ἑτεροδιδασκαλέω	teach heresy	koya karya
G20850		full of potsherds	cike da potoshe
G20851		nosegay	turaren kamshi
G20852		surely not	baaba
G20853		none	babu
G20854		lag behind	yi jiya
G20855		bitten by a serpent	cike da maciya
G20856		penalty	azaba
G20857		attract a crowd	jawo jama'a
G20858		small fort	karamin kasuwa
G20859		fortification	karfi
G2086	ἑτεροζυγέω	yoke a mismatch	haɗa sabon nau'i
G20860		food	abinci
G20861		fish	kifi
G20862		master-gardener	masanin lambun gida
G20863		victorious	nasara
G20864		manger	wuka
G20865		government of the passions, self-restraint	hakana jiki
G20866		chanting of the paean	waiwaye
G20867		*Geom.	geom
G20868		absolute monarch	sarki mai iko
G20869		with all the limbs, entire	duka jiki
G2087	ἕτερος	other	wani
G20870		all-abominable	abin bugi duka
G20871		mixed of all sorts, all-blended	tanadi
G20872		all-holy	maaje duka
G20873		with the whole nation	da kolin al'umma
G20874		all-observing	mai kalli duka
G20875		shell	bakin kwana
G20876		display, ostentation	mai ban sha'awa
G20877		most lamentable	bakin ciki sosai
G20878		wonderful feats	abubuwa masu ban mamaki
G20879		sophistry	wayo
G2088	ἑτέρως	differently	in wata hanya
G20880		all-surveying	mai kalli duka
G20881		in full armour	cike da makamai
G20882		all-powerful	mai iko duka
G20883		be almighty	iko
G20884		all-nurturing	mai-ciki
G20885		indiscriminate eating	cin-duka
G20886		impostor	mai-ruwa
G20887		commit treason	kin-mulki
G20888		adjacent to an angle	gefen
G20889		military reprimand	azaba
G2089	ἔτι	still	har
G20890		cause to dine	kawo-cin-abinci
G20891		appendage	likita
G20892		keep watch by	tsira
G20893		excuse, pretext	bahaushe
G20894		shut up	kulle
G20895		avoid	kauce
G20896		read publicly	karanta
G20897		lay beside	shimfidar
G20898		present oneself obliquely	jefiya
G20899		cheat	damje
G0209	ἀκωλύτως	freely	ba-takura
G2090	ἑτοιμάζω	make ready	shirya
G20900		near	kusa
G20901		preside	tunka
G20902		fallacious	karya
G20903		fortify next in order	dangara
G20904		flow	rigowa
G20905		like a pard	kamar-damisa
G20906		incline	juyawa
G20907		enter	shiga
G20908		fail	kasa
G20909		rebuke	gida
G2091	ἑτοιμασία	readiness	shirye-shirye
G20910		be derived	fada
G20911		be included in one form	shiga
G20912		outside	waje
G20913		exhibit out of season, make a display	nunawa
G20914		maiden song	wakar-budurwa
G20915		make a side-road	titin-gida
G20916		passing by	wucewa
G20917		make proverbial	karin-magana
G20918		overlooking	maidewa
G20919		beguile	bugi
G2092	ἕτοιμος	ready	shirye
G20920		outspoken	jajiya
G20921		deny	ki'aya
G20922		one fettered, prisoner	mahaibi
G20923		stalk	kafa
G20924		become worn in the sole	lalace
G20925		be poor	talaka
G20926		wild rose	fura
G20927		five times twisted	damje
G20928		league of five cities	gida
G2093	ἑτοίμως	readily	cikin-gaida
G20930		fifty-four	hamsin-sha-hudu
G20931		from the far side	jiya
G20932		tie the hands behind the back	daure
G20933		be completely drowned	nutse
G20934		set in silver	azurfa
G20935		keep alive	raye
G20936		utter frantic cries	kuka
G20937		space round a	gona
G20938		carved figure	sifa
G20939		wrap round	lilke
G2094	ἔτος	year	shekara
G20940		inflame	jikita
G20941		detected	gano
G20942		break	karye
G20943		declare loudly	furta
G20944		be mastered, cured	shakawa
G20945		rend all round	tsage
G20946		embrace	rungumi
G20947		scrape round	gona
G20948		pathetic, heartrending	tausashe
G20949		cover thick all round	mara
G2095	εὖ	well	kyau
G20950		much-beloved	bukatar
G20951		sprinkle	yayyafa
G20952		surround	kewaye
G20953		exceeding strong	karfi
G20954		drawers	sutura
G20955		scalp in Scythian fashion	fila
G20956		small pidgeon	kasuwa
G20957		enwreathe	kulle
G20958		whorls	jujjuyawa
G20959		cover with a coat	lullube
G2096	Εὕα	Eve	Hauwa
G20960		despising	rena
G20961		plant round about	shuka
G20962		relax all round	sauƙi
G20963		refresh	jiya
G20964		renaid	wuce
G20965		plates	faɗi
G20966		baldacchino	gida
G20967		govern	jagorar
G20968		working in clay	ɗaba
G20969		pitch (a tent)	sa
G2097	εὐαγγελίζω	speak good news	gabatar da jiya
G20970		multitude	taron
G20971		confirm	tabbatar
G20972		one must use in abundance	sosai
G20973		lungs	huhu
G20974		plebs	taron
G20975		multiply	parashe
G20976		casing	gida
G20977		maintain war	yi yaki
G20978		be made an enemy of	yi gida
G20979		statesman	mai mallakar gari
G2098	εὐαγγέλιον	gospel	jiya
G20980		keeping for many years	tsofaffiya
G20981		attain length of days	tsayi
G20982		hissing of the serpents round the Gorgon's head	manya
G20983		swearing much	rantsuwa
G20984		with many children	mai jiya
G20985		great experience	sani
G20986		much-experienced	mai sani
G20987		many times	ningi
G20988		number	taron
G20989		full of thought	tunani
G2099	εὐαγγελιστής	evangelist	mai jiya
G20990		condition	mugunyar
G20991		drowned in the sea	nutse
G20992		going, travelling	tafiya
G20993		hair-clasp	agogon
G20994		troublesome, formidable	mai tsanani
G20995		rather rashly	da sauri
G20996		sing before	waiwaye
G20997		fulfil before	cika
G20998		torture before	azaba
G20999		muttonium	alade
G0021	ἀγαλλιάω	rejoice	murna
G0210	ἄκων	unwilling	ba da son
G2100	εὐαρεστέω	please	sha'awa
G21000		forelands, headlands	bade
G21001		spread, beaten out	faɗewa
G21002		ancestral	kabiyar jiya
G21003		be involved in before	shiga
G21004		send out before	aika
G21005		defender, advocate	mai magana
G21006		extend	tsawo
G21007		reap first	gathoji
G21008		prematurely	karfe
G21009		be afflicted before	wahala
G2101	εὐάρεστος	well-pleasing	da kyau
G21010		prepare before	shirya
G21011		inveterate	tsufa
G21012		set down first	ajiye
G21013		overhanging, beetling	jijiya
G21014		cake	burodi
G21015		predict	sanarwa
G21016		day before a new moon	sabon wata
G21017		one who goes before to show the way	magaba
G21018		vanguard	riga
G21019		preempt	ninka
G2102	εὐαρέστως	acceptably	da yardi
G21020		spit out	tuka
G21021		degeneration	rushewar
G21022		recount	kwatanta
G21023		find rest in	hutu
G21024		overturn besides	rushe
G21025		be added for edification	kara
G21026		demand	buƙata
G21027		dispatch besides	aika
G21028		reject	ƙi
G21029		lately	jiya
G2103	Εὔβουλος	Eubulus	Eubolus
G21030		smile upon	murmushi
G21031		write	rubuta
G21033		threaten besides	gargadi
G21034		burn through	konaje
G21035		be holden by, in the grip of	rike
G21036		relate besides	fadi
G21037		strain	datsa
G21038		reproach	zargi
G21039		be noted before	sanyi
G2104	εὐγενής	of noble birth	masu-daraja
G21040		go down to meet	sauka
G21041		extend	mika
G21042		painted scenery at the back of the stage	fage
G21043		invocation	kira
G21044		lament beside	nishi
G21045		be surnamed	kiranta
G21046		putting to land	dakali
G21047		strengthen	karfafa
G21048		sprinkle upon	falaske
G21049		kindle incense	koneje
G2105	εὐδία	fair weather	sanyi
G21050		order	umurni
G21051		trouble further	daɗa
G21052		licence-fee	haraji
G21053		celebrate in song as well	yaba
G21054		be drawn up beforehand	tara
G21055		raise still higher	ɗaga
G21056		cling fast	manne
G21057		obtutus)	lura
G21058		abuse	zalumi
G21059		push	tsiM
G2106	εὐδοκέω	delight	sha'awa
G21060		person	mutum
G21061		place before	gabatar
G21062		antecedents	gaba
G21063		conspicuous, extraordinary	bakinai
G21064		be loosed beforehand	tuɓe
G21065		dam	gida
G21066		president	sarki
G21067		yesterday	jiya
G21068		coronation festival	bikin
G21069		first shearing	nishi
G2107	εὐδοκία	goodwill	buconin
G21070		first-formed	na farko
G21071		lippus	baƙi
G21072		excitement	firgita
G21073		arrows tipped with fire	kibiya
G21074		red-winged	jajere
G21075		redder	jaje
G21076		pointer	sata
G21077		drop, spot	zufa
G21078		roving	zagaya
G21079		bearing roses	fura
G2108	εὐεργεσία	good deed	alheri
G21080		deliverance	ceto
G21081		entrance	buɗe
G21082		vendor	dilali
G21084		padding	cushiya
G21085		table	teburi
G21086		medlar	gaude
G21087		quenching	kashe
G21088		act of worship	sujada
G21089		bewitching	sihiri
G2109	εὐεργετέω	do good	yi alheri
G21090		extortions	zagi
G21091		weight	nauyi
G21092		decay	lalata
G21093		be able	iya
G21094		silence	shiru
G21095		with bonds of iron	sarƙarƙa
G21096		provision	abinci
G21097		protection	gida
G21098		food preparation	shirye
G21099		furniture	kaya
G0211	ἀλάβαστρος	jar	jagi
G2110	εὐεργέτης	benefactor	mai alheri
G21100		preparer	mai shirya
G21101		dwelling in one	zama
G21102		perspective-painter, scene-painter	mai zane
G21103		hard-footed	mai kauri
G21104		watch out	lura
G21105		contumely	watsi
G21106		small scorpion	kanqua
G21107		darkness	duhu
G21108		reject contemptuously	watsi
G21109		despoiling, plundering	nyata
G2111	εὔθετος	suitable	dace
G21110		expenditure of effort, trouble	aiki
G21111		evil, ruin	mugunta
G21112		meadow-saffron, Colchicum parnassicum	ciwon bellaki
G21113		craving	sha'awa
G21114		drawing	jujjuya
G21115		bracelet	marmari
G21116		in maniples, manipulatim	kuɗi-kuɗi
G21117		feeding on the inwards of a sacrifice	damje
G21118		eating the	mai cin ciki
G21119		with ashes	tufa
G2112	εὐθύς	immediately	nan take
G21120		by weight	da nauyi
G21121		sebaceous formation in the scrotum	yashi
G21122		brothel	gida
G21123		make barren	hana
G21124		desire	so
G21125		of solid nature	mahimmaci
G21126		obstinacy	taurin kai
G21127		be a	saka taj
G21128		poitrel	sulke
G21129		recording on a tablet	rubuta
G2113	εὐθυδρομέω	sail straight	tafi jiya
G21130		apply any eye-salve	goga ihu
G21131		made of tow	na igiya
G21132		hemp	igiya
G21133		arrange	shirya
G21134		course	jeri
G21135		bit (of a horse)	maɗauki
G21136		scale which flies from hammered iron	kaɗe
G21137		strew.	wajen
G21138		strangle	murkushe
G21139		induration	sanye
G2114	εὐθυμέω	be cheerful	murna
G21140		agino	daɗe
G21141		be general	jagoranci
G21142		province governed by a	gida
G21143		torture	azaba
G21144		rack	gida
G21145		cheese	cuku
G21146		winter cherry	dankali
G21147		laugh with	dariya
G21148		relatives	dangi
G21149		experience, training	karantawa
G2115	εὐθύμως	encouraging	murna
G21150		age together	tsufa
G21151		enclose together	kulle
G21152		pierce	bugi
G21153		mixed drink, aqua calda	ruwa
G21154		thunder-strike	sanyi
G21155		be joint-heir	gado
G21156		collision	rikewa
G21157		be created along with	aiki
G21158		be contemporaneous	lokaci
G21159		conjugate	haɗa
G2116	εὐθύνω	straighten	daidaita
G21160		girdle	bele
G21161		useless	gajiya
G21162		fig-yard	fiɗa
G21163		ambush	yada
G21164		musterroll, census	lissafi
G21165		rest under the same roof.	zama
G21166		club, society	tari
G21167		confidants	abokin gida
G21168		keeper of receipts	mai gida
G21169		senator	gida
G2117	εὐθύς	Straight	daidai
G21170		be assessor with	shawo
G21171		be mad together, join in madness	wauta
G21172		hold together	riko
G21173		defile together with	ɓata
G21174		feel common hatred of what is bad	ƙiyaye
G21175		disgrace together	sani
G21176		accompanying	aboki
G21177		drinking together	sha
G21178		travel forward with	tafiya
G21179		burn together	konni
G2118	εὐθύτης	righteousness	adalci
G21180		bring together in thought	tunani
G21181		gravel in the kidneys	ciwo
G21182		wrestle with	fada
G21183		living with, intercourse	zama
G21184		shut up altogether	kulle
G21185		conceal together	boye
G21186		bite together	kamshi
G21187		members of a dining-club	abokan cin abinci
G21188		arranged	yarjejeniya
G21189		stab at once	jiba
G2119	εὐκαιρέω	have opportunity	samu
G21190		destroy utterly together	lalata
G21191		stronghold	gida
G21192		contend together	jira
G21193		counsel well with	shareyi
G21194		recommendation	shaidewa
G21195		suffer pain with	wahalar
G21196		decide	yanke shawara
G21197		licentiousness	ashekaici
G21198		pipe	buga
G21199		roam together	yawo
G0212	ἀλαζονία	boasting	girka
G2120	εὐκαιρία	opportunity	dami
G21200		tent-mate	aboki
G21201		sweep along with one	ja
G21202		machine, apparatus	kayan aiki
G21203		familiarity	dangantaka
G21204		beam	katako
G21205		instrument of torture	kayan azaba
G21206		greed	ƙincinki
G21207		leather thong, shoe-latchet	igiya
G21208		act with insufficient care	sassauka
G21209		mastich, Pistacia Lentiscus	gara
G2121	εὔκαιρος	opportune	daceyi
G21210		protecting the body	jiya
G21211		in arithmetical progression	jeri
G21212		safe, sure, certain	aminci
G21213		chamber, closet	aiki
G21214		meanness	rashin girma
G21215		child of Tartarus	iyali
G21216		Tarshish	gida
G21217		sagacity	hikima
G21218		swift-rushing, swift-flying	sauri
G21219		tukkîyîm	tsuntsu
G2122	εὐκαίρως	well timed	daceyi
G21220		child-murdering	kasua
G21221		carpenter	magari
G21222		sorceress	sihiri
G21223		dedicate	miqa
G21224		collect taxes	karatu
G21225		wonders	ajaiba
G21226		quadripartite	hudu
G21227		in a fourfold manner, fourfold	hudu
G21228		masonry, fabric	gida
G21229		courtesan	maciya
G2123	εὐκοπώτερος	easy	sauƙi
G21230		fry	soya
G21231		splendour	haske
G21232		nursing	shayarwa
G21233		nursing	shayarwa
G21234		avenger	mai al'ada
G21235		quake	girgiza
G21236		one who exacts interest	mai karatu
G21237		endure	jure
G21238		sharpest, hottest	da kaifi
G21239		venenum	guba
G2124	εὐλάβεια	reverence	tsoron Allah
G21240		famed for archery	sanƙar baka
G21241		district governed by a	gida
G21242		manoeuvre	yaduwa
G21243		now and then	kadan-kadan
G21245		swell	raɗaɗi
G21246		'trivium'	hanyar
G21247		thrice as much as	sau uku
G21248		thrice-sinful	maidodo
G21249		in three places	wurin uku
G2125	εὐλαβέομαι	revere	ji tsoro
G21250		three-headed	kai uku
G21251		trihorium	gida mai wurare uku
G21252		stand in awe of	ji tsoro
G21253		rearing, bringing up	jimlantarwa
G21254		processes	siga
G21255		worked by a wheel	waye
G21256		wheel	waye
G21257		fastidious	daji
G21258		texture	daji
G21259		fruit eating	cin buwa
G2126	εὐλαβής	devout	mai tsoron Allah
G21260		Trogodutai	mutanen hamada
G21261		drum-like	kamar ganga
G21262		lines	layi
G21263		be beaten	bugi
G21264		with cheese on it	mai ciki
G21265		crazy vanity	hauhawar kai
G21266		insolent	rashin mutunci
G21267		mud	laka
G21268		worm	tsutsa
G21269		sung of, praised, lauded	yabune
G2127	εὐλογέω	praise	yaba
G21270		composer of hymns	mawakin waƙa
G21271		self-exalt	shiga riko
G21272		exceedingly	sosai
G21273		exalt	ɗaga
G21274		be praised exceedingly	yabe sosai
G21275		leap to a high place	yi tsalle
G21276		exceedingly glorious	mai girma sosai
G21277		behave arrogantly	yi kiɗi
G21278		champion, defender	difende
G21279		melt exceedingly	narke sosai
G2128	εὐλογητός	praiseworthy	mai gida
G21280		honour too much	ɗaga girma
G21281		highly extolled	yabune sosai
G21282		very terrible	bantsira
G21283		sing loudly	karɓa waje
G21284		upper	sama
G21285		be somewhat afraid	tsoro
G21286		thing placed under, base	tushe
G21287		break	karya
G21288		payment in advance	bayani
G21289		be grieved at heart	bakin ciki
G2129	εὐλογία	praise	yabo
G21290		below-breast	ƙasa
G21291		explain, interpret	bayani
G21292		supposition	tunanin
G21293		procure by corruption	harbi
G21294		intrigue	damje
G21295		trip up	tuƙi
G21296		cutting instrument	abin yanke
G21297		shuddering a little	tsoro
G21298		gleaning	tumbuta
G21299		show off	girman kai
G0213	ἀλαζών	braggart	mai magudi
G2130	εὐμετάδοτος	generous	mai taba
G21300		become bald	tulle
G21301		bald place	tulle
G21302		indulge vain fancies	zumudi
G21303		witchcraft	sihiri
G21304		ceiling in coffers	sofo
G21305		thrift, sparing	mata
G21306		have corrupt stock	lalata
G21307		obtain redress	gwiwa
G21308		love money	son kuɗi
G21309		efforts to gain power	neman iko
G2131	Εὐνίκη	Eunice	Eunice
G21310		compassionate	mai jinye
G21311		loving one's children	mai son yara
G21312		womaniser	mai son mace
G21313		loving one's fellow-citizens	mai son jama'a
G21314		love of one's children	son yara
G21315		souls	rai
G21316		heat, passion, excess	jita
G21317		terrible to behold	bantsira
G21318		cleanse	tsabta
G21319		deadly, malignant	makarantacewa
G2132	εὐνοέω	reconcile	yi jiya
G21320		carry-chair	kujera
G21321		tribute	haraji
G21322		be high-minded, elated	girman kai
G21323		shuddering, shivering	firgita
G21324		watching	tsare
G21325		arrogant	mai girman kai
G21326		dragging along fugitives	jajere
G21327		chief	sarki
G21328		fruitful	ciyawa
G21329		draw down supernatural illumination	soka haske
G2133	εὔνοια	enthusiasm	jiya
G21330		salute	gaisua
G21331		bronze-worker	mai yin tagulla
G21332		joy caused to any one	murna
G21333		grey	launin toka
G21334		papyrus	takarda
G21335		plug in a ship's bottom	toshe
G21336		pantomimic movement, gesticulation	motsi
G21337		cranium	bai
G21338		made of tortoise-shell	na kura
G21339		threshold	baba
G2134	εὐνουχίζω	become a eunuch	yin kura
G21340		with empty hands	mai bakin hannu
G21341		knock	buga
G21342		green fodder	ciyar haki
G21343		bring together	tara
G21344		dancing-place	wurin rawa
G21345		of grass, like grass	kamar ciyar
G21346		dust	baba
G21347		oracle, sanctuary	masallaci
G21348		be useful	yi amfani
G21349		goodness of heart	kirki na zuciya
G2135	εὐνοῦχος	eunuch	kura
G21350		short time	gajeren lokaci
G21351		goldsmith	mai yin zinariya
G21352		flavour	ɗami
G21353		psalmist	mai waitar mawaƙi
G21354		harper	mawakin
G21355		sabulum.	yashi
G21356		stucco	gida
G21357		rub	goge
G21358		secret door	ɓangare
G21359		tickling	shafa
G2136	Εὐοδία	Euodia	Euodia
G21360		make mosaic	gida
G21361		twittering	murya
G21362		blame	sota
G21363		animi oblectamenta procurentur	nishaɗi
G21364		be at the last gasp	mutu
G21365		pain	zafi
G21366		small shoulder	kafada
G21367		savagery, fierceness, cruelty	gajiya
G21368		savage-minded	gajiya
G21369		make display	bayyana
G2137	εὐοδόω	get along well	kasua
G21371		inedible	rashin
G21372		grow stout	jiya
G21373		kid	buji
G21374		infertility	karayi
G21375		expose	fallasa
G21376		spring up	tsufa
G21377		inconsiderate	wauta
G21378		prefer	gida
G21379		unhesitating	nisi
G2138	εὐπειθής	compliant	jingina
G21380		desert	hamada
G21381		relent	maimaita
G21382		offering	sadaka
G21383		leap off	tsalle
G21384		wear out	lalata
G21385		please	dadi
G21386		dipped	tsotsa
G21387		bully	damje
G21388		ladder	mataki
G21389		setup loom	shimfida
G2139	εὐπερίστατος	thwarting	cikin
G21390		stuff with	cika
G0214	ἀλαλάζω	wail	itsewa
G2140	εὐποιΐα	doing good	yin jiya
G2141	εὐπορέω	be prosperous	kasua
G2142	εὐπορία	prosperity	kasua
G2143	εὐπρέπεια	beauty	kyau
G2144	εὐπρόσδεκτος	acceptable	karɓa
G2145		devoted	lissafi
G2146	εὐπροσωπέω	impress	nuni
G2147	εὑρίσκω	find	sami
G2148		north wind	iska
G2149	εὐρύχωρος	broad	fadi
G0215	ἀλάλητος	inexpressible	baƙi
G2150	εὐσέβεια	piety	tsari
G2151	εὐσεβέω	show piety	tsara
G2152	εὐσεβής	pious	malalaci
G2153	εὐσεβῶς	piously	tsari
G2154	εὔσημος	intelligible	fahimmi
G2155	εὔσπλαγχνος	compassionate	jin-ji
G2156	εὐσχημόνως	properly	kyau
G2157	εὐσχημοσύνη	propriety	kyau
G2158	εὐσχήμων	proper	kyau
G2159	εὐτόνως	vehemently	karfi
G0216	ἄλαλος	mute	mutum-ba-magana
G2160	εὐτραπελία	vulgar jesting	dariya-ba-hankali
G2161	Εὔτυχος	Eutychus	Eutukus
G2162	εὐφημία	good report	kyau
G2163	εὔφημος	commendable	kyau
G2164	εὐφορέω	be fruitful	ba-bugi
G2165	εὐφραίνω	celebrate	murna
G2166	Εὐφράτης	Euphrates	Yufratis
G2167	εὐφροσύνη	joy	murna
G2168	εὐχαριστέω	thank	godiya
G2169	εὐχαριστία	thankfulness	godiya
G0217	ἅλας	salt	gishiri
G2170	εὐχάριστος	thankful	godiyatacciya
G2171	εὐχή	vow	alqada
G2172	εὔχομαι	pray	addu'a
G2173	εὔχρηστος	helpful	aiki
G2174	εὐψυχέω	be glad	murna
G2175	εὐωδία	aroma	kamshi
G2176	εὐώνυμος	left	hagu
G2177	ἐφάλλομαι	jump on	tsalle
G2178	ἐφάπαξ	once	kafi
G2179		Ephesus	Efesu
G0218	ἀλείφω	anoint	aniki
G2180	Ἐφέσιος	Ephesian	Efesiya
G2181	Ἔφεσος	Ephesus	Efesu
G2182	ἐφευρετής	inventor	mai-ƙira
G2183	ἐφημερία	division	sashi
G2184	ἐφήμερος	daily	jiya
G2185	ἐφικνέομαι	reach	isa
G2186	ἐφίστημι	approach	tsaye
G2187	Ἐφραίμ	Ephraim	Efrayim
G2188	εφφαθα	open!	buɗe
G2189	ἔχθρα	hostility	gaba
G0219	ἀλεκτοροφωνία	crowing	kariya
G2190	ἐχθρός	enemy	abokin gida
G2191	ἔχιδνα	snake	maciji
G2192	ἔχω	have	sani
G2193	ἕως	until	har
G2194	Ζαβουλών	Zebulun	Zebulun
G2195	Ζακχαῖος	Zacchaeus	Zakayo
G2196	Ζάρα	Zerah	Zara
