# source=llm; anchored on the original lemma (Hebrew/Greek), English gloss used only as a hint
strong	lemma_ref	en_ref	gloss
G3928	παρέρχομαι	pass by	অতিক্রম করা
G3929	πάρεσις	passing over	উপেক্ষা
G0393	ἀνατέλλω	rise	উদিত হওয়া
G3930	παρέχω	furnish occasion	প্রদান করা
G3931	παρηγορία	comfort	সান্ত্বনা
G3932	παρθενία	virginity	কৌমার্য
G3933	παρθένος	virgin	কুমারী
G3934	Πάρθος	Parthian	পার্থিয়
G3935	παρίημι	neglect	উপেক্ষা
G3936	παρίστημι	stand by	দাঁড়ানো
G3937	Παρμενᾶς	Parmenas	পারমেনাস
G3938	πάροδος	passing by	যাত্রা
G3939	παροικέω	be a stranger	প্রবাসী হওয়া
G3940	παροικία	sojourning	প্রবাসকাল
G3941	πάροικος	foreigner	প্রবাসী
G3942	παροιμία	proverb	প্রবাদ
G3943	πάροινος	drunken	মাতাল
G3944	παροίχομαι	pass by	অতিক্রম
G3945	παρομοιάζω	resemble	সাদৃশ্য
G3946	παρόμοιος	like	সমজাতীয়
G3947	παροξύνω	provoke	উত্তেজিত করা
G3948	παροξυσμός	stirring up	উত্তেজনা
G3949	παροργίζω	anger	ক্রুদ্ধ করা
G0395	ἀνατολή	east	পূর্ব
G3950	παροργισμός	anger	ক্রোধ
G3951	παροτρύνω	incite	উদ্বুদ্ধ করা
G3952	παρουσία	coming	আগমন
G3953	παροψίς	dish	পাত্র
G3954	παρρησία	boldness	সাহস
G3955	παρρησιάζομαι	preach boldly	সাহসের সাথে কথা বলা
G3956	πᾶς	all	সব
G3957	Πάσχα	Passover lamb	পাস্কা
G3958	πάσχω	suffer	ভোগ করা
G3959	Πάταρα	Patara	পাতারা
G0396	ἀνατρέπω	overturn	উল্টে দেওয়া
G3960	πατάσσω	strike	আঘাত করা
G3961	πατέω	trample	পদদলিত করা
G3962	πατήρ	father	পিতা
G3963	Πάτμος	Patmos	পাতমোস
G3964	πατρολῴας	patricide	পিতৃহন্তা
G3965	πατριά	family line	বংশধারা
G3966	πατριάρχης	patriarch	族长
G3967	πατρικός	paternal	পিতৃপ্রদত্ত
G3968	πατρίς	fatherland	দেশ
G3969	Πατροβᾶς	Patrobas	পাত্রোবাস
G0397	ἀνατρέφω	bring up	লালনপালন
G3970	πατροπαράδοτος	from forefathers	পূর্বপুরুষপরম্পরাগত
G3971	πατρῷος	ancestral	পূর্বপুরুষীয়
G3972	Παῦλος	Paul	পৌল
G3973	παύω	cease	থামা
G3974	Πάφος	Paphos	পাফস
G3975	παχύνω	thicken	মোটা
G3976	πέδη	fetter	শিকল
G3977	πεδινός	level	সমতল
G3978	πεζεύω	walk	পায়ে হেঁটে যাওয়া
G3979	πεζῇ	on foot	পায়ে
G0398	ἀναφαίνω	appear	প্রকাশ
G3980	πειθαρχέω	obey	আনুগত্যশীল
G3981	πειθός	persuasive	বাক্পটু
G3982	πείθω	persuade	বিশ্বাস
G3983	πεινάω	hunger	ক্ষুধার্ত
G3984	πεῖρα	test	পরীক্ষা
G3985	πειράζω	test	পরীক্ষা
G3986	πειρασμός	temptation	পরীক্ষা
G3987	πειράω	try	প্রচেষ্টা
G3988	πεισμονή	persuasion	প্রবোধন
G3989	πέλαγος	sea	সমুদ্র
G0399	ἀναφέρω	carry up	উপস্থাপন
G3990	πελεκίζω	behead	মাথা কেটে দেওয়া
G3991	πέμπτος	fifth	পঞ্চম
G3992	πέμπω	send	পাঠানো
G3993	πένης	poor	দরিদ্র
G3994	πενθερά	mother-in-law	শাশুড়ি
G3995	πενθερός	father-in-law	শ্বশুর
G3996	πενθέω	mourn	শোক
G3997	πένθος	grief	দুঃখ
G3998	πενιχρός	poor	নিঃস্ব
G3999	πεντάκις	five times	পাঁচবার
G0004	ἀβαρής	not burdensome	অনুপ্রসারিত
G0040	ἅγιος	holy	পবিত্র
G0400	ἀναφωνέω	exclaim	উচ্চৈঃস্বরে কথা
G4000	πεντακισχίλιοι	five thousand	পাঁচ হাজার
G4001	πεντακόσιοι	five hundred	পাঁচশত
G4002	πέντε	five	পাঁচ
G4003	πεντεκαιδέκατος	fifteenth	পনেরো
G4004	πεντήκοντα	fifty	পঞ্চাশ
G4005	πεντηκοστή	Pentecost	পেন্তেকোস্ত
G4006	πεποίθησις	confidence	আস্থা
G4008	πέραν	other side	ওপার
G4009	πέρας	end	প্রান্ত
G0401	ἀνάχυσις	outpouring	উৎসার
G4010	Πέργαμος	Pergamum	পার্গামন
G4011	Πέργη	Perga	পার্গা
G4012	περί	about	সম্বন্ধে
G4013	περιάγω	take	ঘোরাফেরা
G4014	περιαιρέω	take away	দূর করা
G4015	περιαστράπτω	shine	জ্বলজ্বল করা
G4016	περιβάλλω	clothe	পরিধান করা
G4017	περιβλέπω	look around	চারপাশে দেখা
G4018	περιβόλαιον	covering	আবরণ
G4019	περιδέω	wrap around	বাঁধা
G0402	ἀναχωρέω	leave	প্রস্থান করা
G4020	περιεργάζομαι	be a busybody	ব্যস্ত থাকা
G4021	περίεργος	meddlesome	অনুসন্ধিৎসু
G4022	περιέρχομαι	go around	ঘুরে বেড়ানো
G4023	περιέχω	contain	ধারণ করা
G4024	περιζωννύω	gird	বেঁধে ফেলা
G4025	περίθεσις	wearing	পরিধান
G4026	περιΐστημι	stand around	চারপাশে দাঁড়ানো
G4027	περικάθαρμα	garbage	আবর্জনা
G4028	περικαλύπτω	cover	ঢেকে ফেলা
G4029	περίκειμαι	surround	ঘেরা
G0403	ἀνάψυξις	refreshment	সতেজতা
G4030	περικεφαλαία	helmet	শিরস্ত্রাণ
G4031	περικρατής	in control of	নিয়ন্ত্রণে
G4032	περικρύβω	hide	লুকানো
G4033	περικυκλόω	surround	বেষ্টন করা
G4034	περιλάμπω	shine around	আলোকিত করা
G4035	περιλείπω	remain	অবশিষ্ট থাকা
G4036	περίλυπος	sorrowful	অত্যন্ত দুঃখিত
G4037	περιμένω	await	অপেক্ষা করা
G4038	πέριξ	around	চারপাশে
G4039	περιοικέω	dwell around	প্রতিবেশী
G0404	ἀναψύχω	refresh	সতেজ করা
G4040	περίοικος	neighboring	প্রতিবেশী
G4041	περιούσιος	special	বিশেষ
G4042	περιοχή	passage	অংশ
G4043	περιπατέω	walk	চলা
G4044	περιπείρω	pierce	ভেদ করা
G4045	περιπίπτω	fall upon	পড়া
G4046	περιποιέω	gain	অর্জন করা
G4047	περιποίησις	acquiring	অধিকার
G4048	περιρήγνυμι	strip off	ছিঁড়া
G4049	περισπάω	distract	বিভ্রান্ত করা
G0405	ἀνδραποδιστής	slave-trader	দাস-ব্যবসায়ী
G4050	περισσεία	excess	অতিরিক্ত
G4051	περίσσευμα	overflow	প্রাচুর্য
G4052	περισσεύω	exceed	প্রচুর হওয়া
G4053	περισσός	excessive	অতিরিক্ত
G4054		more excessive	আরও অতিরিক্ত
G4055	περισσότερος	more excessive	বেশি
G4056	περισσοτέρως	more excessively	অত্যধিক
G4057	περισσῶς	excessively	অত্যন্ত
G4058	περιστερά	dove	ঘুঘু
G4059	περιτέμνω	circumcise	খৎনা করা
G0406	Ἀνδρέας	Andrew	অ্যান্ড্রু
G4060	περιτίθημι	put on	পরিধান করা
G4061	περιτομή	circumcision	খৎনা
G4062	περιτρέπω	drive insane	পাগল করা
G4063	περιτρέχω	run around	দৌড়ানো
G4064	περιφέρω	carry (around)	বহন করা
G4065	περιφρονέω	despise	তুচ্ছ করা
G4066	περίχωρος	region	অঞ্চল
G4067	περίψημα	scum	আবর্জনা
G4068	περπερεύομαι	boast	গর্ব করা
G4069	Περσίς	Persis	পার্সিস
G0407	ἀνδρίζομαι	act like a man	শক্তিশালী হওয়া
G4070	πέρυσι	last year	গত বছর
G4071	πετεινόν	bird	পাখি
G4072	πέτομαι	fly	উড়া
G4073	πέτρα	rock	পাথর
G4074	πέτρος	Peter	পিতর
G4075	πετρώδης	rocky	পাথুরে
G4076	πήγανον	rue	সুগন্ধি
G4077	πηγή	flow	ঝর্ণা
G4078	πήγνυμι	set up	স্থাপন করা
G4079	πηδάλιον	rudder	পাল
G0408	Ἀνδρόνικος	Andronicus	অ্যান্ড্রোনিকাস
G4080	πηλίκος	how great	কত বড়
G4081	πηλός	clay	মাটি
G4082	πήρα	bag	থলে
G4083	πῆχυς	cubit	হাত
G4084	πιάζω	arrest	ধরা
G4085	πιέζω	press down	চেপে ধরা
G4086	πιθανολογία	persuasive speech	প্ররোচনামূলক বাক
G4087	πικραίνω	embitter	তিক্ত করা
G4088	πικρία	bitterness	তিক্ততা
G4089	πικρός	bitter	তিক্ত
G0409	ἀνδροφόνος	murderer	খুনি
G4090	πικρῶς	bitterly	তিক্তভাবে
G4091	Πειλᾶτος	Pilate	পীলাত
G4092	πίμπρημι	swell up	ফোলা
G4093	πινακίδιον	little tablet	ফলক
G4094	πίναξ	platter	পাত্র
G4095	πίνω	drink	পান করা
G4096	πιότης	richness	সমৃদ্ধি
G4097	πιπράσκω	sell	বিক্রয় করা
G4098	πίπτω	collapse	পড়া
G4099	Πισιδία	Pisidia	পিসিডিয়া
G0041	ἁγιότης	holiness	পবিত্রতা
G0410	ἀνέγκλητος	irreproachable	নিন্দনীয়
G4100	πιστεύω	trust (in)	বিশ্বাস করা
G4101	πιστικός	pure	খাঁটি
G4102	πίστις	faith	বিশ্বাস
G4103	πιστός	faithful	বিশ্বস্ত
G4104	πιστόω	be convinced	নিশ্চিত করা
G4105	πλανάω	lead astray	গোমরাহ করা
G4106	πλάνη	error	ভ্রান্তি
G4107	πλανήτης	wandering	ভ্রমণশীল
G4108	πλάνος	deceiving	প্রতারক
G4109	πλάξ	tablet	শিলাফলক
G0411	ἀνεκδιήγητος	indescribable	অব্যক্তব্য
G4110	πλάσμα	formed thing	সৃষ্টি
G4111	πλάσσω	mold	গঠন করা
G4112	πλαστός	made-up	কল্পিত
G4113	πλατεῖα	wide street	প্রশস্ত রাস্তা
G4114	πλάτος	width	প্রস্থ
G4115	πλατύνω	widen	প্রসারিত করা
G4116	πλατύς	street	প্রশস্ত
G4117	πλεῖον	braided	বুনন
G4118	πλειστός	most	সর্বাধিক
G4119	πλείων	greater	বেশি
G0412	ἀνεκλάλητος	inexpressible	অব্যক্ত
G4120	πλέκω	weave	বোনা
G4121	πλεονάζω	increase	বৃদ্ধি পাওয়া
G4122	πλεονεκτέω	exploit	শোষণ করা
G4123	πλεονέκτης	greedy	লোভী
G4124	πλεονεξία	greediness	লালসা
G4125	πλευρά	side	পাশ
G4126	πλέω	sail	পালতোলা
G4127	πληγή	plague	আঘাত
G4128	πλῆθος	multitude	জনতা
G4129	πληθύνω	multiply	বৃদ্ধি করা
G0413	ἀνέκλειπτος	inexhaustible	অক্ষয়
G4130	πλήθω	fill	পূর্ণ করা
G4131	πλήκτης	bully	মারপীট কারী
G4132	πλήμμυρα	flood	বন্যা
G4133	πλήν	but	তবে
G4134	πλήρης	full	পূর্ণ
G4135	πληροφορέω	fulfill	নিশ্চিত করা
G4136	πληροφορία	assurance	নিশ্চয়তা
G4137	πληρόω	fulfill	পূর্ণ করা
G4138	πλήρωμα	fulfillment	পূর্ণতা
G4139	πλησίον	near	নিকটবর্তী
G0414	ἀνεκτότερος	bearable	সহনীয়
G4140	πλησμονή	gratification	তৃপ্তি
G4141	πλήσσω	strike	আঘাত করা
G4142	πλοιάριον	small boat	ছোট নৌকা
G4143	πλοῖον	boat	নৌকা
G4144	πλοῦς	voyage	যাত্রা
G4145	πλούσιος	rich	ধনী
G4146	πλουσίως	richly	সমৃদ্ধভাবে
G4147	πλουτέω	be rich	ধনবান হওয়া
G4148	πλουτίζω	enrich	সমৃদ্ধ করা
G4149	πλοῦτος	riches	সম্পদ
G0415	ἀνελεήμων	merciless	নিরদয়
G4150	πλύνω	wash	ধোয়া
G4151	πνεῦμα	spirit	আত্মা
G4152	πνευματικός	spiritual	আধ্যাত্মিক
G4153	πνευματικῶς	spiritually	আধ্যাত্মিকভাবে
G4154	πνέω	blow	বাতাস দেওয়া
G4155	πνίγω	choke	দম বন্ধ করা
G4156	πνικτός	strangled	শ্বাসরুদ্ধ
G4157	πνοή	wind	শ্বাস
G4158	ποδήρης	floorlength	পায়ের দৈর্ঘ্যের
G4159	πόθεν	whence	কোথা থেকে
G0416	ἀνεμίζω	be wind-blown	বাতাস দ্বারা আন্দোলিত হওয়া
G4160	ποιέω	do	করা
G4161	ποίημα	workmanship	কর্ম
G4162	ποίησις	he did	কর্ম
G4163	ποιητής	doer	কর্মী
G4164	ποικίλος	various	বিভিন্ন
G4165	ποιμαίνω	shepherd	পালক করা
G4166	ποιμήν	shepherd	পালক
G4167	ποίμνη	flock	পাল
G4168	ποίμνιον	flock	পাল
G4169	ποῖος	what?	কী ধরনের
G0417	ἄνεμος	wind	বাতাস
G4170	πολεμέω	fight	যুদ্ধ করা
G4171	πόλεμος	war	যুদ্ধ
G4172	πόλις	city	শহর
G4173	πολιτάρχης	city authority	নগর পরিচালক
G4174	πολιτεία	citizenship	নাগরিকত্ব
G4175	πολίτευμα	citizenship	নাগরিকত্ব
G4176	πολιτεύω	be a citizen	নাগরিক হওয়া
G4177	πολλά	citizen	নাগরিক
G4178	πολλάκις	often	বারবার
G4179	πολλαπλασίονα	many times more	অনেক গুণ বেশি
G0418	ἀνένδεκτος	impossible	অসম্ভব
G4180	πολυλογία	wordiness	অনেক কথা
G4181	πολυμερῶς	little by little	ধাপে ধাপে
G4182	πολυποίκιλος	manifold	বহুবিধ
G4183	πολλός	much	অনেক
G4184	πολύσπλαγχνος	very compassionate	অত্যন্ত করুণাময়
G4185	πολυτελής	valuable	মূল্যবান
G4186	πολύτιμος	valuable	মূল্যবান
G4187	πολυτρόπως	in many ways	বিভিন্ন উপায়ে
G4188	πόμα	drink	পানীয়
G4189	πονηρία	evil	দুষ্টতা
G0419	ἀνεξεραύνητος	unsearchable	অনুসন্ধানযোগ্য নয়
G4190	πονηρός	evil	দুষ্ট
G4191	πονηρότερος	more evil	আরও দুষ্ট
G4192	πόνος	travail	কষ্ট
G4193	Ποντικός	of Pontus	পন্তীয়
G4194	Πόντιος	Pontius	পন্তীয়
G4195	Πόντος	Pontus	পন্তুস
G4196	Πόπλιος	Publius	পপ্লিয়
G4197	πορεία	journey	যাত্রা
G4198	πορεύω	travel	যাওয়া
G4199	πορθέω	lay waste	ধ্বংস করা
G0042	ἁγιωσύνη	holiness	পবিত্রতা
G0420	ἀνεξίκακος	not resentful	সহনশীল
G4200	πορισμός	gain	লাভ
G4201	Πόρκιος	Porcius	পোর্সিয়
G4202	πορνεία	sexual sin	ব্যভিচার
G4203	πορνεύω	sin sexually	ব্যভিচার করা
G4204	πόρνη	prostitute	বেশ্যা
G4205	πόρνος	sexual sinner	পাপী
G4206	πόρρω	far (away)	দূরে
G4207	πόρρωθεν	afar off	দূর থেকে
G4208	πορρώτερον	farther	আরও দূরে
G4209	πορφύρα	purple cloth	বেগুনি কাপড়
G0421	ἀνεξιχνίαστος	unsearchable	অনুসন্ধানযোগ্য নয়
G4210	πορφυροῦς	purple	বেগুনি
G4211	πορφυρόπωλις	dealer in purple	বেগুনি বস্ত্র বিক্রেতা
G4212	ποσάκις	how often!	কত বার
G4213	πόσις	drink	পানীয়
G4214	πόσος	how much	কত
G4215	ποταμός	river	নদী
G4216	ποταμοφόρητος	flooded	বন্যায় ভাসমান
G4217	ποταπός	of what kind?	কী ধরনের
G4218	ποτέ	once	একবার
G4219	πότε	when?	কখন
G0422	ἀνεπαίσχυντος	unashamed	নিরলজ্জ
G4220	πότερον	whether	কিনা
G4221	ποτήριον	cup	পেয়ালা
G4222	ποτίζω	water	পান করান
G4223	Ποτίολοι	Puteoli	পুতিওলি
G4224	πότος	carousing	মদ্যপান
G4225	πού	somewhere	কোথাও
G4226	ποῦ	where?	কোথায়
G4227	Πούδης	Pudens	পুডেস
G4228	πούς	foot	পা
G4229	πρᾶγμα	thing	বিষয়
G0423	ἀνεπίλημπτος	irreproachable	নিন্দনীয়
G4230	πραγματία	affairs	ব্যবসা
G4231	πραγματεύομαι	trade	ব্যবসা করা
G4232	πραιτώριον	praetorium	প্রেটোরিয়াম
G4233	πράκτωρ	bailiff	প্রহরী
G4234	πρᾶξις	action	কাজ
G4235		gentle	নম্র
G4236		gentleness	নম্রতা
G4237	πρασιά	group	দল
G4238	πράσσω	do	করা
G4239	πραΰς	gentle	মৃদু
G0424	ἀνέρχομαι	go up	উপরে যাওয়া
G4240	πραΰτης	gentleness	মৃদুতা
G4241	πρέπω	be proper	উপযুক্ত হওয়া
G4242	πρεσβεία	delegation	দূতমণ্ডলী
G4243	πρεσβεύω	be ambassador	রাষ্ট্রদূত হওয়া
G4244	πρεσβυτέριον	council of elders	প্রবীণ সভা
G4245	πρεσβύτερος	elder	প্রবীণ
G4246	πρεσβύτης	old man	বৃদ্ধ
G4247	πρεσβῦτις	old woman	বৃদ্ধা
G4248	πρηνής	headlong	মুখ থুবড়ে
G4249	πρίζω	saw (in two)	করাত দিয়ে কাটা
G0425	ἄνεσις	rest	বিশ্রাম
G4250	πρίν	before	আগে
G4251	Πρίσκα	Prisca	প্রিস্কা
G4252	Πρίσκιλλα	Priscilla	প্রিস্কিল্লা
G4253	πρό	before	আগে
G4254	προάγω	go	এগিয়ে যাওয়া
G4255	προαιρέω	predetermine	নির্ধারণ করা
G4256	προαιτιάομαι	accuse	অভিযুক্ত করা
G4257	προακούω	hear beforehand	আগে থেকে শোনা
G4258	προαμαρτάνω	sin beforehand	আগে থেকে পাপ করা
G4259	προαύλιον	entryway	প্রবেশদ্বার
G0426	ἀνετάζω	question	জিজ্ঞাসা করা
G4260	προβαίνω	advance	এগিয়ে যাওয়া
G4261	προβάλλω	put forth	বের করা
G4262	προβάτιον	Sheep Gate	মেষশালা
G4263	πρόβατον	sheep	ভেড়া
G4264	προβιβάζω	prompt	প্রস্তাব করা
G4265	προβλέπω	foresee	পূর্বদর্শন করা
G4266	προγίνομαι	do beforehand	আগে করা
G4267	προγινώσκω	know	পূর্বজানা
G4268	πρόγνωσις	foreknowledge	পূর্বজ্ঞান
G4269	πρόγονος	parent	পূর্বপুরুষ
G0427	ἄνευ	without	ছাড়া
G4270	προγράφω	write	লেখা
G4271	πρόδηλος	obvious	স্পষ্ট
G4272	προδίδωμι	give in advance	আগে দেওয়া
G4273	προδότης	traitor	বিশ্বাসঘাতক
G4274	πρόδρομος	forerunner	অগ্রদূত
G4275		foresee	পূর্বদর্শন করা
G4276	προελπίζω	hope beforehand	আগে থেকে আশা করা
G4277		predict	পূর্বাভাস দেওয়া
G4278	προενάρχομαι	begin beforehand	আগে শুরু করা
G4279	προεπαγγέλλω	promise	আগে প্রতিশ্রুতি দেওয়া
G0428	ἀνεύθετος	unsuitable	অনুপযুক্ত
G4280		predict	পূর্বাভাস দেওয়া
G4281	προέρχομαι	go before	আগে যাওয়া
G4282	προετοιμάζω	prepare	আগে প্রস্তুত করা
G4283	προευαγγελίζομαι	speak good news	আগে সুসংবাদ দেওয়া
G4284	προέχω	excel	শ্রেষ্ঠত্ব রাখা
G4285	προηγέομαι	prefer	অগ্রাধিকার দেওয়া
G4286	πρόθεσις	purpose	উদ্দেশ্য
G4287	προθεσμία	set time	নির্ধারিত সময়
G4288	προθυμία	eagerness	আগ্রহ
G4289	πρόθυμος	eager	আগ্রহী
G0429	ἀνευρίσκω	find	খুঁজে পাওয়া
G4290	προθύμως	eagerly	আগ্রহের সাথে
G4291	προΐστημι	set before	নেতৃত্ব দেওয়া
G4292	προκαλέω	provoke	উদ্দীপিত করা
G4293	προκαταγγέλλω	foretell	পূর্বে ঘোষণা করা
G4294	προκαταρτίζω	arrange	প্রস্তুত করা
G4295	πρόκειμαι	set before	সামনে রাখা
G4296	προκηρύσσω	announce	পূর্বে প্রচার করা
G4297	προκοπή	progress	অগ্রগতি
G4298	προκόπτω	advance	এগিয়ে যাওয়া
G4299	πρόκριμα	prejudice	পূর্বধারণা
G0043	ἀγκάλη	arm	আলিঙ্গন
G0430	ἀνέχω	endure	সহ্য করা
G4300	προκυρόω	establish	প্রতিষ্ঠিত করা
G4301	προλαμβάνω	take beforehand	আগেভাগে নেওয়া
G4302	προλέγω	foretell	পূর্বে বলা
G4303	προμαρτύρομαι	predict	পূর্বে সাক্ষ্য দেওয়া
G4304	προμελετάω	premeditate	আগে থেকে চিন্তা করা
G4305	προμεριμνάω	worry beforehand	আগেভাগে চিন্তা করা
G4306	προνοέω	care for	যত্ন নেওয়া
G4307	πρόνοια	foresight	দূরদর্শিতা
G4308	προοράω	foresee	আগেভাগে দেখা
G4309	προορίζω	predestine	পূর্বনির্দিষ্ট করা
G0431	ἀνεψιός	cousin	চাচাত ভাই
G4310	προπάσχω	suffer before	আগে থেকে ভোগ করা
G4311	προπέμπω	help on the way	বিদায় জানানো
G4312	προπετής	reckless	তাড়াহুড়োকারী
G4313	προπορεύομαι	go before	আগে চলা
G4314	πρός	to	দিকে
G4315	προσάββατον	Friday	শুক্রবার
G4316	προσαγορεύω	designate	নাম দেওয়া
G4317	προσάγω	bring near	কাছে নিয়ে আসা
G4318	προσαγωγή	access	প্রবেশাধিকার
G4319	προσαίτης	beg	ভিক্ষুক
G0432	ἄνηθον	dill	সোঁফ
G4320	προσαναβαίνω	go up	উপরে উঠা
G4321	προσαναλόω	expend	ব্যয় করা
G4322	προσαναπληρόω	supply	পূরণ করা
G4323	προσανατίθημι	confer	পরামর্শ করা
G4324	προσαπειλέω	threaten further	আরও হুমকি দেওয়া
G4325	προσδαπανάω	spend extra	অতিরিক্ত খরচ করা
G4326	προσδέομαι	need	প্রয়োজন করা
G4327	προσδέχομαι	wait for	অপেক্ষা করা
G4328	προσδοκάω	look for	প্রত্যাশা করা
G4329	προσδοκία	expectation	প্রত্যাশা
G0433	ἀνήκω	be fitting	উপযুক্ত হওয়া
G4330	προσεάω	permit	অনুমতি দেওয়া
G4331		approach	কাছাকাছি আসা
G4332		sit near	পাশে বসা
G4333	προσεργάζομαι	earn more	আরও উপার্জন করা
G4334	προσέρχομαι	come near	কাছে আসা
G4335	προσευχή	prayer	প্রার্থনা
G4336	προσεύχομαι	pray	প্রার্থনা করা
G4337	προσέχω	watch out	সাবধান থাকা
G4338	προσηλόω	nail	পেরেক মারা
G4339	προσήλυτος	proselyte	প্রোসিলাইট
G0434	ἀνήμερος	brutal	অমানুষিক
G4340	πρόσκαιρος	temporary	অস্থায়ী
G4341	προσκαλέω	call to	ডাকা
G4342	προσκαρτερέω	continue in	অব্যাহত থাকা
G4343	προσκαρτέρησις	perseverance	অধ্যবসায়
G4344	προσκεφάλαιον	cushion	বালিশ
G4345	προσκλίνω	join	যোগদান করা
G4346	πρόσκλισις	partiality	পক্ষপাত
G4347	προσκολλάω	join	যুক্ত হওয়া
G4348	πρόσκομμα	stumbling block	বাধা
G4349	προσκοπή	stumbling	ঠোকর
G0435	ἀνήρ	man	মানুষ
G4350	προσκόπτω	strike	আঘাত করা
G4351	προσκυλίω	roll before	গড়িয়ে দেওয়া
G4352	προσκυνέω	worship	উপাসনা করা
G4353	προσκυνητής	worshiper	উপাসক
G4354	προσλαλέω	talk to	কথা বলা
G4355	προσλαμβάνω	take	গ্রহণ করা
G4356	πρόσλημψις	acceptance	গ্রহণ
G4357	προσμένω	remain	থাকা
G4358	προσορμίζω	moor	নোঙর করা
G4359	προσοφείλω	owe besides	অতিরিক্ত ঋণী হওয়া
G0436	ἀνθίστημι	oppose	বিরোধিতা করা
G4360	προσοχθίζω	be angry	ক্রুদ্ধ হওয়া
G4361	πρόσπεινος	very hungry	অত্যন্ত ক্ষুধার্ত
G4362	προσπήγνυμι	nail to	পেরেক লাগানো
G4363	προσπίπτω	fall	পড়া
G4364	προσποιέω	pretend	ভান করা
G4365	προσπορεύομαι	approach	কাছে যাওয়া
G4366	προσρήσσω	strike	আঘাত করা
G4367	προστάσσω	order	আদেশ করা
G4368	προστάτις	patroness	পৃষ্ঠপোষক
G4369	προστίθημι	add (to)	যোগ করা
G0437	ἀνθομολογέομαι	praise	স্বীকার করা
G4370	προστρέχω	hasten	দৌড়ানো
G4371	προσφάγιον	fish	মাছ
G4372	πρόσφατος	new	নতুন
G4373	προσφάτως	recently	সম্প্রতি
G4374	προσφέρω	bring to	উপস্থাপন করা
G4375	προσφιλής	lovely	প্রিয়
G4376	προσφορά	offering	নিবেদন
G4377	προσφωνέω	call to	ডাকা
G4378	πρόσχυσις	sprinkling	ছিটানো
G4379	προσψαύω	touch	স্পর্শ করা
G0438	ἄνθος	flower	ফুল
G4380	προσωπολημπτέω	favor	পক্ষপাত করা
G4381	προσωπολήμπτης	prejudiced person	পক্ষপাতী
G4382	προσωπολημψία	favoritism	পক্ষপাত
G4383	πρόσωπον	face	মুখ
G4384		predetermine	পূর্বনির্ধারণ করা
G4385	προτείνω	stretch out	প্রসারিত করা
G4386	πρότερον	previously	আগে
G4387	πρότερος	before	পূর্ববর্তী
G4388	προτίθημι	plan	পরিকল্পনা করা
G4389	προτρέπω	encourage	উৎসাহিত করা
G0439	ἀνθρακιά	charcoal fire	কয়লার আগুন
G4390	προτρέχω	outrun	এগিয়ে যাওয়া
G4391	προϋπάρχω	be formerly	আগে থাকা
G4392	πρόφασις	pretense	বাহানা
G4393	προφέρω	bring out	বের করা
G4394	προφητεία	prophecy	ভাববাণী
G4395	προφητεύω	prophesy	ভাববাণী বলা
G4396	προφήτης	prophet	নবী
G4397	προφητικός	prophetic	ভাববাণীময়
G4398	προφῆτις	prophetess	নবী (স্ত্রী)
G4399	προφθάνω	come before	আগে আসা
G0044	ἄγκιστρον	fishhook	মাছধরার আঁকড়া
G0440	ἄνθραξ	charcoal	কয়লা
G4400	προχειρίζω	appoint	নিয়োগ করা
G4401	προχειροτονέω	choose	নির্বাচন করা
G4402	Πρόχορος	Prochorus	প্রোখোরস
G4403	πρύμνα	stern	জাহাজের পিছনের অংশ
G4404	πρωΐ	early	প্রত্যুষকালে
G4405	πρωΐα	early morning	ভোর
G4406	πρόϊμος	early rain	অগ্রিম বৃষ্টি
G4407	πρωϊνός	morning	ভোরের
G4408	πρῷρα	bow	জাহাজের অগ্রভাগ
G4409	πρωτεύω	be first	প্রথম হওয়া
G4410	πρωτοκαθεδρία	seat of honor	সম্মানীয় আসন
G4411	πρωτοκλισία	place of honor	মর্যাদাপূর্ণ স্থান
G4412	πρῶτον	first	প্রথমত
G4413	πρῶτος	first	প্রথম
G4414	πρωτοστάτης	ringleader	নেতৃত্বদানকারী
G4415	πρωτοτόκια	birthright	প্রথমজাতের অধিকার
G4416	πρωτότοκος	firstborn	প্রথমজাত
G4417	πταίω	stumble	হোঁচট খাওয়া
G4418	πτέρνα	heel	পায়ের গোড়ালি
G4419	πτερύγιον	pinnacle	মন্দিরের শিখর
G0442	ἀνθρώπινος	human	মানবিক
G4420	πτέρυξ	wing	ডানা
G4421	πτηνός	bird	পাখি
G4422	πτοέω	frighten	ভয় দেখানো
G4423	πτόησις	fear	ভয়
G4424	Πτολεμαΐς	Ptolemais	টলেমাইস
G4425	πτύον	winnowing fork	চাই
G4426	πτύρω	frighten	ভীত হওয়া
G4427	πτύσμα	saliva	থুতু
G4428	πτύσσω	roll up	গুটিয়ে ফেলা
G4429	πτύω	spit	থুতু ফেলা
G0443	ἀνθρωποκτόνος	murderer	নরহন্তা
G4430	πτῶμα	corpse	লাশ
G4431	πτῶσις	fall	পতন
G4432	πτωχεία	poverty	দারিদ্র্য
G4433	πτωχεύω	be poor	দরিদ্র হওয়া
G4434	πτωχός	poor	দরিদ্র
G4435	πυγμή	fist	মুঠো
G4436	Πύθων	divining spirit	ভবিষ্যদ্বাণীর আত্মা
G4437	πυκνός	often	ঘন
G4438	πυκτεύω	box	মুষ্টিযুদ্ধ করা
G4439	πύλη	gate	দরজা
