lex,default,qal,nif,piel,pual,hit,hif,hof,hsht,pasq,etpa,nit,hotp,tif,htpa,poal,poel,peal,peil,pael,haf,afel,shaf,htpe,etpe
CLC=/,Schelesch,,,,,,,,,,,,,,,,,,,,,,,,
CLCH/,Schilscha,,,,,,,,,,,,,,,,,,,,,,,,
CLCH=/,Schalischa,,,,,,,,,,,,,,,,,,,,,,,,
CLCJM/,Enkel; Urenkel,,,,,,,,,,,,,,,,,,,,,,,,
CLCWM/,vorgestern,,,,,,,,,,,,,,,,,,,,,,,,
CLC[,,,,in drei Teile teilen; am dritten Tag tun; zum dritten Mal tun,drei Jahre alt; dreifach,,,,,,,,,,,,,,,,,,,,
CLG/,Schnee,,,,,,,,,,,,,,,,,,,,,,,,
CLG=/,"Seife, Seifenkraut",,,,,,,,,,,,,,,,,,,,,,,,
CLG[,,,,,,,schneien,,,,,,,,,,,,,,,,,,
CLH/,Schilo,,,,,,,,,,,,,,,,,,,,,,,,
CLH=/,Schela,,,,,,,,,,,,,,,,,,,,,,,,
CLHBT/,Flamme,,,,,,,,,,,,,,,,,,,,,,,,
CLHBTJH/,große Flamme,,,,,,,,,,,,,,,,,,,,,,,,
CLH[,,Ruhe haben,nachlässig sein,,,,falsche Hoffnung machen,,,,,,,,,,,,,,,,,,
CLJ/,Ruhe,,,,,,,,,,,,,,,,,,,,,,,,
CLJC/,Drittel <Maß>,,,,,,,,,,,,,,,,,,,,,,,,
CLJC=/,Adjutant,,,,,,,,,,,,,,,,,,,,,,,,
CLJC==/,<Musikinstrument>,,,,,,,,,,,,,,,,,,,,,,,,
CLJCJ/,dritter,,,,,,,,,,,,,,,,,,,,,,,,
CLJCJT/,Drittel,,,,,,,,,,,,,,,,,,,,,,,,
CLJH/,Nachgeburt,,,,,,,,,,,,,,,,,,,,,,,,
CLJV/,Machthaber,,,,,,,,,,,,,,,,,,,,,,,,
CLJW/,sorglos,,,,,,,,,,,,,,,,,,,,,,,,
CLK/,"<unreiner Vogel>, Kormoran?",,,,,,,,,,,,,,,,,,,,,,,,
CLKT/,Fällen,,,,,,,,,,,,,,,,,,,,,,,,
CLKT=/,Schallechet,,,,,,,,,,,,,,,,,,,,,,,,
CLK[,,,,,,,werfen,geworfen werden,,,,,,,,,,,,,,,,,
CLL/,Beute,,,,,,,,,,,,,,,,,,,,,,,,
CLL=[,,ausziehen,,,,,,,,,,,,,,,,,,,,,,,
CLL[,,plündern,,,,plündern,,,,,geplündert werden,,,,,,,,,,,,,,
CLM/,Abschlussopfer,,,,,,,,,,,,,,,,,,,,,,,,
CLM=/,unversehrt; vollständig; friedlich,,,,,,,,,,,,,,,,,,,,,,,,
CLM==/,Vergeltung?,,,,,,,,,,,,,,,,,,,,,,,,
CLM===/,Salem,,,,,,,,,,,,,,,,,,,,,,,,
CLM====/,Schillem,,,,,,,,,,,,,,,,,,,,,,,,
CLMH/,Vergeltung,,,,,,,,,,,,,,,,,,,,,,,,
CLMH=/,Salomo,,,,,,,,,,,,,,,,,,,,,,,,
CLMJ/,Schillemiter,,,,,,,,,,,,,,,,,,,,,,,,
CLMJ=/,Schelomi,,,,,,,,,,,,,,,,,,,,,,,,
CLMJ==/,Salmai,,,,,,,,,,,,,,,,,,,,,,,,
CLMJ>L/,Schelumiël,,,,,,,,,,,,,,,,,,,,,,,,
CLMJH/,Schelemja,,,,,,,,,,,,,,,,,,,,,,,,
CLMJHW/,Schelemja,,,,,,,,,,,,,,,,,,,,,,,,
CLMJT/,Schelomit,,,,,,,,,,,,,,,,,,,,,,,,
CLMN/,Schalman,,,,,,,,,,,,,,,,,,,,,,,,
CLMN>SR/,Salmanassar,,,,,,,,,,,,,,,,,,,,,,,,
CLMNJM/,Bestechungsgeschenke,,,,,,,,,,,,,,,,,,,,,,,,
CLMWT/,Schelomit,,,,,,,,,,,,,,,,,,,,,,,,
CLM[,,unversehrt bleiben; vollendet werden; Frieden halten,,vergelten; erfüllen; wiederherstellen; vollenden,vergolten werden,,vollenden; preisgeben; im Frieden sein mit,im Frieden sein mit,,,,,,,,,,fertig sein,,,vollständig machen; abliefern,,,,
CLNJ/,Schelaniter,,,,,,,,,,,,,,,,,,,,,,,,
CLP/,Schelef,,,,,,,,,,,,,,,,,,,,,,,,
CLP[,,herausziehen; ausziehen,,,,,,,,,,,,,,,,,,,,,,,
CLV/,Schild,,,,,,,,,,,,,,,,,,,,,,,,
CLVN/,Herrschaft,,,,,,,,,,,,,,,,,,,,,,,,
CLVN=/,hoher Beamter,,,,,,,,,,,,,,,,,,,,,,,,
CLVT/,mächtig,,,,,,,,,,,,,,,,,,,,,,,,
CLVWN/,"einer, der Macht hat",,,,,,,,,,,,,,,,,,,,,,,,
CLV[,,Macht haben über,,,,,Macht geben über; gestatten,,,,,,,,,,,herrschen,,,zum Herrn machen,,,,
CLW/,Sorglosigkeit,,,,,,,,,,,,,,,,,,,,,,,,
CLW=/,Schilo,,,,,,,,,,,,,,,,,,,,,,,,
CLWH/,Sorglosigkeit,,,,,,,,,,,,,,,,,,,,,,,,
CLWM/,"Wohlergehen, Frieden",,,,,,,,,,,,,,,,,,,,,,,,
CLWM=/,Vergeltung,,,,,,,,,,,,,,,,,,,,,,,,
CLWM==/,Schallum,,,,,,,,,,,,,,,,,,,,,,,,
CLWN/,Schallun,,,,,,,,,,,,,,,,,,,,,,,,
CLWXJM/,Entlassung; Mitgift,,,,,,,,,,,,,,,,,,,,,,,,
CLX/,Wurfspieß,,,,,,,,,,,,,,,,,,,,,,,,
CLX=/,Wasserleitung,,,,,,,,,,,,,,,,,,,,,,,,
CLX==/,Schelach,,,,,,,,,,,,,,,,,,,,,,,,
CLX===/,Schiloach,,,,,,,,,,,,,,,,,,,,,,,,
CLXJ/,Schilhi,,,,,,,,,,,,,,,,,,,,,,,,
CLXJM/,Schösslinge,,,,,,,,,,,,,,,,,,,,,,,,
CLXJM=/,Schilhim,,,,,,,,,,,,,,,,,,,,,,,,
CLXN/,Tisch; Opfertisch,,,,,,,,,,,,,,,,,,,,,,,,
CLXWT/,Ranken,,,,,,,,,,,,,,,,,,,,,,,,
CLX[,,gehen lassen; ausstrecken; schicken,geschickt werden,gehen lassen; ausstrecken; schicken,"losgelassen, geschickt, verlassen werden",,loslassen auf,,,,,,,,,,,schicken,geschickt werden,,,,,,
CM,"dort, da",,,,,,,,,,,,,,,,,,,,,,,,
CM/,Name,,,,,,,,,,,,,,,,,,,,,,,,
CM</,Nachricht,,,,,,,,,,,,,,,,,,,,,,,,
CM<=/,Klang,,,,,,,,,,,,,,,,,,,,,,,,
CM<==/,Gerücht,,,,,,,,,,,,,,,,,,,,,,,,
CM<===/,Schema,,,,,,,,,,,,,,,,,,,,,,,,
CM<====/,Schama,,,,,,,,,,,,,,,,,,,,,,,,
CM<=====/,Schema,,,,,,,,,,,,,,,,,,,,,,,,
CM<>/,Schima,,,,,,,,,,,,,,,,,,,,,,,,
CM<H/,Schemaa,,,,,,,,,,,,,,,,,,,,,,,,
CM<H=/,Schima,,,,,,,,,,,,,,,,,,,,,,,,
CM<J/,Schimiter,,,,,,,,,,,,,,,,,,,,,,,,
CM<J=/,Schimi,,,,,,,,,,,,,,,,,,,,,,,,
CM<JH/,Schemaja,,,,,,,,,,,,,,,,,,,,,,,,
CM<JHW/,Schemaja,,,,,,,,,,,,,,,,,,,,,,,,
CM<NJ/,Simeoniter,,,,,,,,,,,,,,,,,,,,,,,,
CM<T/,Schimat,,,,,,,,,,,,,,,,,,,,,,,,
CM<TJ/,Schimatiter,,,,,,,,,,,,,,,,,,,,,,,,
CM<WN/,Simeon,,,,,,,,,,,,,,,,,,,,,,,,
CM<[,,"hören, erhören",gehört werden,aufbieten,,,hören lassen; aufbieten,,,,,,,,gehorchen,,,hören,,,,,,,
CM=/,Sem,,,,,,,,,,,,,,,,,,,,,,,,
CM>/,Schamma,,,,,,,,,,,,,,,,,,,,,,,,
CM>BR/,Schemeber,,,,,,,,,,,,,,,,,,,,,,,,
CM>H/,Schima,,,,,,,,,,,,,,,,,,,,,,,,
CM>M/,Schima,,,,,,,,,,,,,,,,,,,,,,,,
CMC/,Sonne,,,,,,,,,,,,,,,,,,,,,,,,
CMCJ/,Bet-Schemeschiter,,,,,,,,,,,,,,,,,,,,,,,,
CMCRJ/,Schamscherai,,,,,,,,,,,,,,,,,,,,,,,,
CMCWN/,Simson,,,,,,,,,,,,,,,,,,,,,,,,
CMC[,,,,,,,,,,,,,,,,,,,,dienen,,,,,
CMD/,Schemed,,,,,,,,,,,,,,,,,,,,,,,,
CMD[,,,ausgerottet werden,,,,ausrotten,,,,,,,,,,,,,,vertilgen,,,,
CMGR/,Schamgar,,,,,,,,,,,,,,,,,,,,,,,,
CMH/,Entsetzliches; Entsetzen,,,,,,,,,,,,,,,,,,,,,,,,
CMH=/,Schamma,,,,,,,,,,,,,,,,,,,,,,,,
CMHWT/,Schamhut,,,,,,,,,,,,,,,,,,,,,,,,
CMJ/,Schammai,,,,,,,,,,,,,,,,,,,,,,,,
CMJD</,Schemida,,,,,,,,,,,,,,,,,,,,,,,,
CMJD<J/,Schemidaiter,,,,,,,,,,,,,,,,,,,,,,,,
CMJM/,Himmel,,,,,,,,,,,,,,,,,,,,,,,,
CMJN/,Himmel,,,,,,,,,,,,,,,,,,,,,,,,
CMJNJ/,der achte,,,,,,,,,,,,,,,,,,,,,,,,
CMJR/,Dorngestrüpp,,,,,,,,,,,,,,,,,,,,,,,,
CMJR=/,Diamant?,,,,,,,,,,,,,,,,,,,,,,,,
CMJR==/,Schamir,,,,,,,,,,,,,,,,,,,,,,,,
CMJR===/,Schamir,,,,,,,,,,,,,,,,,,,,,,,,
CMJRMWT/,Schemiramot,,,,,,,,,,,,,,,,,,,,,,,,
CMM/,verödet,,,,,,,,,,,,,,,,,,,,,,,,
CMMH/,Öde,,,,,,,,,,,,,,,,,,,,,,,,
CMMH=/,Öde?,,,,,,,,,,,,,,,,,,,,,,,,
CMMWN/,Schauder,,,,,,,,,,,,,,,,,,,,,,,,
CMM[,,verödet sein; schaudern,veröden; entsetzt werden,verödet sein; schaudern,,verödet sein; schaudern,verödet machen,Verödung,,,vor Schreck erstarren,,,,,,,,,,,,,,
CMN/,Öl,,,,,,,,,,,,,,,,,,,,,,,,
CMN=/,fett,,,,,,,,,,,,,,,,,,,,,,,,
CMN==/,fett,,,,,,,,,,,,,,,,,,,,,,,,
CMNH/,acht,,,,,,,,,,,,,,,,,,,,,,,,
CMN[,,fett sein,,,,,fett machen; fett werden,,,,,,,,,,,,,,,,,,
CMR/,Bodensatz,,,,,,,,,,,,,,,,,,,,,,,,
CMR=/,Schemer,,,,,,,,,,,,,,,,,,,,,,,,
CMR==/,Schomer,,,,,,,,,,,,,,,,,,,,,,,,
CMRH/,Augenlid,,,,,,,,,,,,,,,,,,,,,,,,
CMRH=/,Wache,,,,,,,,,,,,,,,,,,,,,,,,
CMRJ/,Schimri,,,,,,,,,,,,,,,,,,,,,,,,
CMRJH/,Schemarja,,,,,,,,,,,,,,,,,,,,,,,,
CMRJHW/,Schemarja,,,,,,,,,,,,,,,,,,,,,,,,
CMRJM/,Nachtwache,,,,,,,,,,,,,,,,,,,,,,,,
CMRJN/,Samaria,,,,,,,,,,,,,,,,,,,,,,,,
CMRJT/,Schomer,,,,,,,,,,,,,,,,,,,,,,,,
CMRNJ/,Schimroniter,,,,,,,,,,,,,,,,,,,,,,,,
CMRT/,Schimrat,,,,,,,,,,,,,,,,,,,,,,,,
CMRWN/,Samaria,,,,,,,,,,,,,,,,,,,,,,,,
CMRWN=/,Schimron,,,,,,,,,,,,,,,,,,,,,,,,
CMRWN==/,Schimron,,,,,,,,,,,,,,,,,,,,,,,,
CMRWNJ/,Samariter,,,,,,,,,,,,,,,,,,,,,,,,
CMRWN_MR>WN/,Schimron-Meron,,,,,,,,,,,,,,,,,,,,,,,,
CMR[,,"hüten, bewachen, bewahren",behütet werden; sich hüten,verehren,,sich hüten,,,,,,,,,,,,,,,,,,,
CMTJ/,Schumatiter,,,,,,,,,,,,,,,,,,,,,,,,
CMVH/,Schulderlass,,,,,,,,,,,,,,,,,,,,,,,,
CMV[,,freigeben; sich selbst überlassen,herabgestürtzt werden?,,,,freigeben lassen,,,,,,,,,,,,,,,,,,
CMW</,Schammua,,,,,,,,,,,,,,,,,,,,,,,,
CMW<H/,Nachricht,,,,,,,,,,,,,,,,,,,,,,,,
CMW>L/,Samuel,,,,,,,,,,,,,,,,,,,,,,,,
CMWT/,Schammot,,,,,,,,,,,,,,,,,,,,,,,,
CMY/,Flüstern?,,,,,,,,,,,,,,,,,,,,,,,,
CMYH/,Schadenfreude?,,,,,,,,,,,,,,,,,,,,,,,,
CN/,Zahn,,,,,,,,,,,,,,,,,,,,,,,,
CN<R/,Schinar,,,,,,,,,,,,,,,,,,,,,,,,
CN=/,Schen,,,,,,,,,,,,,,,,,,,,,,,,
CN>/,Schlaf,,,,,,,,,,,,,,,,,,,,,,,,
CN>B/,Schinab,,,,,,,,,,,,,,,,,,,,,,,,
CN>N/,Wiederholung?; Erhabenheit?,,,,,,,,,,,,,,,,,,,,,,,,
CN>YR/,Schenazzar,,,,,,,,,,,,,,,,,,,,,,,,
CN>[,,leuchten,,,,,,,,,,,,,,,,,,,,,,,
CNH/,Jahr,,,,,,,,,,,,,,,,,,,,,,,,
CNH=/,Schlaf,,,,,,,,,,,,,,,,,,,,,,,,
CNHBJM/,Elfenbein,,,,,,,,,,,,,,,,,,,,,,,,
CNH[,,sich ändern; wiederholen; verschieden sein,wiederholt werden,ändern,sich ändern,sich verkleiden,,,,,sich ändern,,,,,,,verändert werden; verschieden sein,,verwandeln,abändern; übertreten,,,,
CNJ/,zweiter,,,,,,,,,,,,,,,,,,,,,,,,
CNJ=/,etwas Karmesinrotes,,,,,,,,,,,,,,,,,,,,,,,,
CNJM/,zwei,,,,,,,,,,,,,,,,,,,,,,,,
CNJNH/,scharfer Spott,,,,,,,,,,,,,,,,,,,,,,,,
CNN=[,,,,wiederholen,,,,,,,,,,,,,,,,,,,,,
CNN[,,schärfen,,,,schärfen,,,,,,,,,,,,,,,,,,,
CNS[,,,,schürzen,,,,,,,,,,,,,,,,,,,,,
CP</,Überfluss,,,,,,,,,,,,,,,,,,,,,,,,
CP<H/,Menge,,,,,,,,,,,,,,,,,,,,,,,,
CP<J/,Schifi,,,,,,,,,,,,,,,,,,,,,,,,
CPH[,,,kahl gefegt sein,,kahl werden,,,,,,,,,,,,,,,,,,,,
CPJ/,kahle Höhe,,,,,,,,,,,,,,,,,,,,,,,,
CPJ=/,Schefi,,,,,,,,,,,,,,,,,,,,,,,,
CPJM/,Schuppim,,,,,,,,,,,,,,,,,,,,,,,,
CPJPN/,Hornviper?,,,,,,,,,,,,,,,,,,,,,,,,
CPJR/,Schafir,,,,,,,,,,,,,,,,,,,,,,,,
CPK/,Ort wohin man Asche schüttet,,,,,,,,,,,,,,,,,,,,,,,,
CPKH/,Harnröhre,,,,,,,,,,,,,,,,,,,,,,,,
CPK[,,gießen,ausgegossen werden,,ausgegossen werden; ausgleiten,ausgegossen sein,,,,,,,,,,,,,,,,,,,
CPL/,"niedrig, demütig",,,,,,,,,,,,,,,,,,,,,,,,
CPL=/,Niedrigkeit,,,,,,,,,,,,,,,,,,,,,,,,
CPL==/,niedrig,,,,,,,,,,,,,,,,,,,,,,,,
CPLH/,Niedrigkeit,,,,,,,,,,,,,,,,,,,,,,,,
CPLH=/,Niederland,,,,,,,,,,,,,,,,,,,,,,,,
CPLWT/,Hängenlassen der Hände,,,,,,,,,,,,,,,,,,,,,,,,
CPL[,,"niedrig, demütig sein; niedersinken",,,,,"herunterbringen, erniedrigen",,,,,,,,,,,,,,erniedrigen,,,,
CPM/,Schefam,,,,,,,,,,,,,,,,,,,,,,,,
CPM=/,Schafam,,,,,,,,,,,,,,,,,,,,,,,,
CPMJ/,Schifmiter,,,,,,,,,,,,,,,,,,,,,,,,
CPN/,Klippdachs,,,,,,,,,,,,,,,,,,,,,,,,
CPN=/,Schafan,,,,,,,,,,,,,,,,,,,,,,,,
CPR/,Geweih?; Schönheit?,,,,,,,,,,,,,,,,,,,,,,,,
CPR=/,Schefer,,,,,,,,,,,,,,,,,,,,,,,,
CPRH/,Schönheit,,,,,,,,,,,,,,,,,,,,,,,,
CPRH=/,Schifra,,,,,,,,,,,,,,,,,,,,,,,,
CPRJR/,Prachtzelt,,,,,,,,,,,,,,,,,,,,,,,,
CPRPR/,Morgendämmerung,,,,,,,,,,,,,,,,,,,,,,,,
CPR[,,gefallen,,,,,,,,,,,,,,,,gefallen,,,,,,,
CPTJM/,Haken?,,,,,,,,,,,,,,,,,,,,,,,,
CPT[,,setzen,,,,,,,,,,,,,,,,,,,,,,,
CPV/,Strafgericht,,,,,,,,,,,,,,,,,,,,,,,,
CPV=/,Schafat,,,,,,,,,,,,,,,,,,,,,,,,
CPVJH/,Schefatja,,,,,,,,,,,,,,,,,,,,,,,,
CPVJHW/,Schefatja,,,,,,,,,,,,,,,,,,,,,,,,
CPVN/,Schiftan,,,,,,,,,,,,,,,,,,,,,,,,
CPV[,,entscheiden; Recht sprechen,ins Gericht gehen,,,,,,,,,,,,,,Gegner?,richten,,,,,,,
CPW/,Schefi,,,,,,,,,,,,,,,,,,,,,,,,
CPWPM/,Schufam,,,,,,,,,,,,,,,,,,,,,,,,
CPWPN/,Schefufan,,,,,,,,,,,,,,,,,,,,,,,,
CPWT/,"Käse, Quark?",,,,,,,,,,,,,,,,,,,,,,,,
CPWV/,Strafgericht,,,,,,,,,,,,,,,,,,,,,,,,
CPXH/,Sklavin,,,,,,,,,,,,,,,,,,,,,,,,
CQ/,Unterschenkel,,,,,,,,,,,,,,,,,,,,,,,,
CQ<RWRH/,Vertiefung,,,,,,,,,,,,,,,,,,,,,,,,
CQ<[,,zurücksinken,sinken,,,,niederhalten; sich senken lassen,,,,,,,,,,,,,,,,,,
CQD/,Mandel; Mandelbaum,,,,,,,,,,,,,,,,,,,,,,,,
CQD=[,,abgezehrt sein?; schlaflos sein?,,,,,,,,,,,,,,,,,,,,,,,
CQD[,,wachen; wachen über,,,,,,,,,,,,,,,,,,,,,,,
CQH[,,,,,getränkt werden,,trinken lassen,,,,,,,,,,,,,,,,,,
CQL/,Schekel <Gewichtseinheit>,,,,,,,,,,,,,,,,,,,,,,,,
CQL[,,wiegen; abwägen,gewogen werden; abgewogen werden,,,,,,,,,,,,,,,,,,,,,,
CQMH/,Maulbeerfeigenbaum,,,,,,,,,,,,,,,,,,,,,,,,
CQP/,Rahmen?,,,,,,,,,,,,,,,,,,,,,,,,
CQPJM/,Fenster?,,,,,,,,,,,,,,,,,,,,,,,,
CQP[,,,hinunterblicken,,,,herunterblicken,,,,,,,,,,,,,,,,,,
CQQ[,,anstürmen,,,,anstürmen,,,,,,,,,,,,,,,,,,,
CQR/,Lüge,,,,,,,,,,,,,,,,,,,,,,,,
CQR[,,täuschen,,täuschen,,,,,,,,,,,,,,,,,,,,,
CQT/,Tränkrinne,,,,,,,,,,,,,,,,,,,,,,,,
CQV/,Ruhe,,,,,,,,,,,,,,,,,,,,,,,,
CQV[,,Ruhe haben,,,,,ruhig sein; Ruhe schaffen,,,,,,,,,,,,,,,,,,
CQWJ/,Getränk,,,,,,,,,,,,,,,,,,,,,,,,
CQWY/,Abscheuliches; abscheuliches Kultbild,,,,,,,,,,,,,,,,,,,,,,,,
CQY/,Abscheuliches,,,,,,,,,,,,,,,,,,,,,,,,
CQY[,,,,verabscheuen; unrein machen,,,,,,,,,,,,,,,,,,,,,
CR/,Nabel; Nabelschnur,,,,,,,,,,,,,,,,,,,,,,,,
CR==/,Armspange,,,,,,,,,,,,,,,,,,,,,,,,
CRB/,Sonnenhitze,,,,,,,,,,,,,,,,,,,,,,,,
CRBJH/,Scherebja,,,,,,,,,,,,,,,,,,,,,,,,
CRBJV/,Zepter,,,,,,,,,,,,,,,,,,,,,,,,
CRC/,Wurzel,,,,,,,,,,,,,,,,,,,,,,,,
CRC=/,Scheresch,,,,,,,,,,,,,,,,,,,,,,,,
CRCJ/,Verbannung,,,,,,,,,,,,,,,,,,,,,,,,
CRCRH/,Kette,,,,,,,,,,,,,,,,,,,,,,,,
CRC[,,,,entwurzeln,,,Wurzel schlagen,,,,,,,,,fest verwurzelt sein,Wurzel schlagen,,,,,,,,
CRH/,<unklar>,,,,,,,,,,,,,,,,,,,,,,,,
CRH[,,loslassen,,lösen?,,,,,,,,,,,sich lösen,,,lösen; wohnen,,beginnen,,,,,
CRJ/,Scharai,,,,,,,,,,,,,,,,,,,,,,,,
CRJH/,Pfeilspitze,,,,,,,,,,,,,,,,,,,,,,,,
CRJR/,Sehne; Muskel,,,,,,,,,,,,,,,,,,,,,,,,
CRJWN/,Schuppenpanzer,,,,,,,,,,,,,,,,,,,,,,,,
CRQH/,Pfeifen,,,,,,,,,,,,,,,,,,,,,,,,
CRQH=/,Flöten,,,,,,,,,,,,,,,,,,,,,,,,
CRQ[,,pfeifen,,,,,,,,,,,,,,,,,,,,,,,
CRR/,Scharar,,,,,,,,,,,,,,,,,,,,,,,,
CRRWT/,Verstocktheit,,,,,,,,,,,,,,,,,,,,,,,,
CRT/,Kultdienst,,,,,,,,,,,,,,,,,,,,,,,,
CRT[,,,,dienen,,,,,,,,,,,,,,,,,,,,,
CRVJ/,Schitrai,,,,,,,,,,,,,,,,,,,,,,,,
CRWN/,Scharon,,,,,,,,,,,,,,,,,,,,,,,,
CRWNJ/,Scharoniter,,,,,,,,,,,,,,,,,,,,,,,,
CRWXN/,Scharuhen,,,,,,,,,,,,,,,,,,,,,,,,
CRY/,Gewimmel,,,,,,,,,,,,,,,,,,,,,,,,
CRY[,,wimmeln,,,,,,,,,,,,,,,,,,,,,,,
CS</,Spalt,,,,,,,,,,,,,,,,,,,,,,,,
CS<[,,spalten,,"zerreißen, einreißen",,,,,,,,,,,,,,,,,,,,,
CSH[,,plündern,,,,,,,,,,,,,,,,,,,,,,,
CSP[,,,,in Stücke hauen?,,,,,,,,,,,,,,,,,,,,,
CSS[,,plündern,geplündert werden,,,,,,,,,,,,,,,,,,,,,,
CT/,Gesäß,,,,,,,,,,,,,,,,,,,,,,,,
CT=/,Trotz?,,,,,,,,,,,,,,,,,,,,,,,,
CT==/,Set,,,,,,,,,,,,,,,,,,,,,,,,
CTH[,,trinken,getrunken werden,,,,,,,,,,,,,,,trinken,,,,,,,
CTJ/,Gewebe,,,,,,,,,,,,,,,,,,,,,,,,
CTJ=/,Trinken,,,,,,,,,,,,,,,,,,,,,,,,
CTJH/,Trinken,,,,,,,,,,,,,,,,,,,,,,,,
CTJL/,Pflanzreis,,,,,,,,,,,,,,,,,,,,,,,,
CTJN/,sechzig,,,,,,,,,,,,,,,,,,,,,,,,
CTLXJ/,Schutelachiter,,,,,,,,,,,,,,,,,,,,,,,,
CTL[,,einpflanzen,,,,,,,,,,,,,,,,,,,,,,,
CTM/,Öffnung?,,,,,,,,,,,,,,,,,,,,,,,,
CTN[,,,,,,,urinieren,,,,,,,,,,,,,,,,,,
CTQ[,,zur Ruhe kommen,,,,,,,,,,,,,,,,,,,,,,,
CTR/,Schetar,,,,,,,,,,,,,,,,,,,,,,,,
CTR_BWZNJ/,Schetar-Bosnai,,,,,,,,,,,,,,,,,,,,,,,,
CTT/,Weber?,,,,,,,,,,,,,,,,,,,,,,,,
CVH/,Akazie,,,,,,,,,,,,,,,,,,,,,,,,
CVJM/,Schittim,,,,,,,,,,,,,,,,,,,,,,,,
CVP/,Flut,,,,,,,,,,,,,,,,,,,,,,,,
CVP[,,strömen; wegspülen,weggespült werden,,abgespült werden,,,,,,,,,,,,,,,,,,,,
CVR[,,schreiben; Beamter,,,,,,,,,,,,,,,,,,,,,,,
CVV/,Geißel,,,,,,,,,,,,,,,,,,,,,,,,
CVX[,,ausbreiten,,ausstrecken,,,,,,,,,,,,,,,,,,,,,
CW</,edel,,,,,,,,,,,,,,,,,,,,,,,,
CW<=/,<unklar>,,,,,,,,,,,,,,,,,,,,,,,,
CW<==/,Hilferuf,,,,,,,,,,,,,,,,,,,,,,,,
CW<===/,Schua,,,,,,,,,,,,,,,,,,,,,,,,
CW<====/,Schoa,,,,,,,,,,,,,,,,,,,,,,,,
CW<>/,Schua,,,,,,,,,,,,,,,,,,,,,,,,
CW<H/,Hilferuf,,,,,,,,,,,,,,,,,,,,,,,,
CW<L/,"Fuchs, Schakal",,,,,,,,,,,,,,,,,,,,,,,,
CW<L=/,Schual,,,,,,,,,,,,,,,,,,,,,,,,
CW<L==/,Schual,,,,,,,,,,,,,,,,,,,,,,,,
CW<R/,Torhüter,,,,,,,,,,,,,,,,,,,,,,,,
CW<[,,,,um Hilfe rufen,,,,,,,,,,,,,,,,,,,,,
CW>/,Nichtigkeit,,,,,,,,,,,,,,,,,,,,,,,,
CW>=/,<unklar>,,,,,,,,,,,,,,,,,,,,,,,,
CW>==/,Schewa,,,,,,,,,,,,,,,,,,,,,,,,
CW>H/,Unheil; Unwetter,,,,,,,,,,,,,,,,,,,,,,,,
CWB=[,,sammeln,,,,,,,,,,,,,,,,,,,,,,,
CWB>L/,Schubaël,,,,,,,,,,,,,,,,,,,,,,,,
CWBB/,abtrünnig,,,,,,,,,,,,,,,,,,,,,,,,
CWBB=/,abtrünnig,,,,,,,,,,,,,,,,,,,,,,,,
CWBB==/,Schobab,,,,,,,,,,,,,,,,,,,,,,,,
CWBH/,Zurückkehr?,,,,,,,,,,,,,,,,,,,,,,,,
CWBK/,Schobach,,,,,,,,,,,,,,,,,,,,,,,,
CWBL/,Schobal,,,,,,,,,,,,,,,,,,,,,,,,
CWBQ/,Schobek,,,,,,,,,,,,,,,,,,,,,,,,
CWB[,,zurückkehren; wieder tun,,zurückbringen; verführen; wiederherstellen,,,zurückbringen,zurückgebracht werden,,,,,,,,,,,,,,,,,
CWC>/,Schawscha,,,,,,,,,,,,,,,,,,,,,,,,
CWCN/,Lilie <Blume>,,,,,,,,,,,,,,,,,,,,,,,,
CWCN=/,Susa,,,,,,,,,,,,,,,,,,,,,,,,
CWCNKJ/,von Susa,,,,,,,,,,,,,,,,,,,,,,,,
CWH/,Ebene,,,,,,,,,,,,,,,,,,,,,,,,
CWH=/,Schawe,,,,,,,,,,,,,,,,,,,,,,,,
CWH=[,,,,hinstellen,,,,,,,,,,,,,,,,,,,,,
CWH[,,gleich sein; genügen,,eben machen; beschwichtigen,,,gleichstellen; vergleichen,,,,,gleich sein; genügen,,,gemacht werden zu,,,,,gleich machen,,,,,
CWL/,"Rand, Saum",,,,,,,,,,,,,,,,,,,,,,,,
CWLL/,barfuß,,,,,,,,,,,,,,,,,,,,,,,,
CWLMJ/,Schulammiter,,,,,,,,,,,,,,,,,,,,,,,,
CWMJM/,Knoblauch,,,,,,,,,,,,,,,,,,,,,,,,
CWMR/,Schemer,,,,,,,,,,,,,,,,,,,,,,,,
CWNJ/,Schuniter,,,,,,,,,,,,,,,,,,,,,,,,
CWNJ=/,Schuni,,,,,,,,,,,,,,,,,,,,,,,,
CWNM/,Schunem,,,,,,,,,,,,,,,,,,,,,,,,
CWNMJ/,Schunemiter,,,,,,,,,,,,,,,,,,,,,,,,
CWP=[,,schnappen,,,,,,,,,,,,,,,,,,,,,,,
CWPK/,Schobach,,,,,,,,,,,,,,,,,,,,,,,,
CWPMJ/,Schufamiter,,,,,,,,,,,,,,,,,,,,,,,,
CWPR/,Horn <zum Blasen>,,,,,,,,,,,,,,,,,,,,,,,,
CWP[,,zermalmen,,,,,,,,,,,,,,,,,,,,,,,
CWQ/,Wadenbein; Keule,,,,,,,,,,,,,,,,,,,,,,,,
CWQ=/,Straße,,,,,,,,,,,,,,,,,,,,,,,,
