lex,default,qal,nif,piel,pual,hit,hif,hof,hsht,pasq,etpa,nit,hotp,tif,htpa,poal,poel,peal,peil,pael,haf,afel,shaf,htpe,etpe
>YL==/,Asel,,,,,,,,,,,,,,,,,,,,,,,,
>YLJHW/,Asaljahu,,,,,,,,,,,,,,,,,,,,,,,,
>YL[,,wegnemen,"verkort zijn, gekrompen zijn",,,,,,,,,,,,,,,,,,,,,,
>YM/,Osem,,,,,,,,,,,,,,,,,,,,,,,,
>YR/,Eser,,,,,,,,,,,,,,,,,,,,,,,,
>YR[,,opslaan,opgeslagen  worden,,,,[dub],,,,,,,,,,,,,,,,,,
>Z,"toen, eerder, sinds",,,,,,,,,,,,,,,,,,,,,,,,
>ZBJ/,Ezbai,,,,,,,,,,,,,,,,,,,,,,,,
>ZD>,vast(staand),,,,,,,,,,,,,,,,,,,,,,,,
>ZH[,,,,,,,,,,,,,,,,,,opstoken,,,,,,,
>ZJ,dan,,,,,,,,,,,,,,,,,,,,,,,,
>ZKRH/,"?, askara",,,,,,,,,,,,,,,,,,,,,,,,
>ZL/,?,,,,,,,,,,,,,,,,,,,,,,,,
>ZL[,,weggaan,,,,,,,,,,,,,,,,gaan,,,,,,,
>ZN/,oor,,,,,,,,,,,,,,,,,,,,,,,,
>ZN=/,uitrusting,,,,,,,,,,,,,,,,,,,,,,,,
>ZN=[,,,,wegen,,,,,,,,,,,,,,,,,,,,,
>ZNJ/,Ozniet,,,,,,,,,,,,,,,,,,,,,,,,
>ZNJ=/,Ozni,,,,,,,,,,,,,,,,,,,,,,,,
>ZNJH/,Azanja,,,,,,,,,,,,,,,,,,,,,,,,
>ZNWT_TBWR/,Aznot-Tabor,,,,,,,,,,,,,,,,,,,,,,,,
>ZN[,,,,,,,"luisteren, naar iemand luisteren",,,,,,,,,,,,,,,,,,
>ZN_C>RH/,Uzzen-Seëra,,,,,,,,,,,,,,,,,,,,,,,,
>ZQJM/,handboeien,,,,,,,,,,,,,,,,,,,,,,,,
>ZR</,arm,,,,,,,,,,,,,,,,,,,,,,,,
>ZRX/,"inheems, burger",,,,,,,,,,,,,,,,,,,,,,,,
>ZRXJ/,Ezrachiet,,,,,,,,,,,,,,,,,,,,,,,,
>ZR[,,omgorden,omgord zijn,(iets/iemand) nauw omsluiten,,zich omgorden,,,,,,,,,,,,,,,,,,,
>ZWB/,marjolein,,,,,,,,,,,,,,,,,,,,,,,,
>ZWR/,lendendoek,,,,,,,,,,,,,,,,,,,,,,,,
B,"in, op, tegen, met, bij",,,,,,,,,,,,,,,,,,,,,,,,
B<C>/,Basa,,,,,,,,,,,,,,,,,,,,,,,,
B<CTRH/,Beëstera,,,,,,,,,,,,,,,,,,,,,,,,
B<D/,"achter, door, uit",,,,,,,,,,,,,,,,,,,,,,,,
B<FJH/,Baäseja,,,,,,,,,,,,,,,,,,,,,,,,
B<H[,,vragen,uitsteken,,,,,,,,,,,,,,,(ver)zoeken,,"?, (op)zoeken",,,,,
B<JM/,[dub],,,,,,,,,,,,,,,,,,,,,,,,
B<JR/,"vee, levende have",,,,,,,,,,,,,,,,,,,,,,,,
B<L/,"eigenaar, heer, Baäl",,,,,,,,,,,,,,,,,,,,,,,,
B<L=/,Baälat,,,,,,,,,,,,,,,,,,,,,,,,
B<L==/,Baäl,,,,,,,,,,,,,,,,,,,,,,,,
B<LH/,"eigenares, meesteres",,,,,,,,,,,,,,,,,,,,,,,,
B<LH=/,Baäla,,,,,,,,,,,,,,,,,,,,,,,,
B<LJD</,Beëljada,,,,,,,,,,,,,,,,,,,,,,,,
B<LJH/,Bealja,,,,,,,,,,,,,,,,,,,,,,,,
B<LJS/,Baälis,,,,,,,,,,,,,,,,,,,,,,,,
B<LJ_JHWDH/,Baäle-Jehuda,,,,,,,,,,,,,,,,,,,,,,,,
B<LT/,Baälat,,,,,,,,,,,,,,,,,,,,,,,,
B<LT_B>R/,Baälat-Beër,,,,,,,,,,,,,,,,,,,,,,,,
B<LWT/,Bealot,,,,,,,,,,,,,,,,,,,,,,,,
B<L[,,"bezitten, beheersen, trouwen",trouwen,,,,,,,,,,,,,,,,,,,,,,
B<L_BRJT/,Baäl-Berit,,,,,,,,,,,,,,,,,,,,,,,,
B<L_CLCH/,Baäl-Salisa,,,,,,,,,,,,,,,,,,,,,,,,
B<L_GD/,Baäl-Gad,,,,,,,,,,,,,,,,,,,,,,,,
B<L_HMWN/,Baäl-Hamon,,,,,,,,,,,,,,,,,,,,,,,,
B<L_M<WN/,Baäl-Meon,,,,,,,,,,,,,,,,,,,,,,,,
B<L_P<WR/,Baäl-Peor,,,,,,,,,,,,,,,,,,,,,,,,
B<L_PRYJM/,Baäl-Perasim,,,,,,,,,,,,,,,,,,,,,,,,
B<L_TMR/,Baäl-Tamar,,,,,,,,,,,,,,,,,,,,,,,,
B<L_XNN/,Baäl-Chanan,,,,,,,,,,,,,,,,,,,,,,,,
B<L_XRMWN/,Baäl-Hermon,,,,,,,,,,,,,,,,,,,,,,,,
B<L_XYWR/,Baäl-Chazor,,,,,,,,,,,,,,,,,,,,,,,,
B<L_YPN/,Baäl-Sefon,,,,,,,,,,,,,,,,,,,,,,,,
B<N/,Beon,,,,,,,,,,,,,,,,,,,,,,,,
B<N>/,Baäna,,,,,,,,,,,,,,,,,,,,,,,,
B<NH/,Baäna,,,,,,,,,,,,,,,,,,,,,,,,
B<R/,dom,,,,,,,,,,,,,,,,,,,,,,,,
B<R=[,,dom zijn,je van je domme kant laten zien,,,,,,,,,,,,,,,,,,,,,,
B<R>/,Baära,,,,,,,,,,,,,,,,,,,,,,,,
B<RH/,brand,,,,,,,,,,,,,,,,,,,,,,,,
B<R[,,branden,,aansteken,in brand staan,,aansteken,,,,,,,,,,,,,,,,,,
B<TH/,verschrikking,,,,,,,,,,,,,,,,,,,,,,,,
B<T[,,,door een plotselinge angst bevangen worden,"iemand angst aanjagen, iemand bang maken",,,,,,,,,,,,,,,,,,,,,
B<V[,,schoppen,,,,,,,,,,,,,,,,,,,,,,,
B<W/,"verzoek, smeekbede",,,,,,,,,,,,,,,,,,,,,,,,
B<WR/,Beor,,,,,,,,,,,,,,,,,,,,,,,,
B<WT/,verschrikkingen,,,,,,,,,,,,,,,,,,,,,,,,
B<Z/,Boaz,,,,,,,,,,,,,,,,,,,,,,,,
B<Z=/,Boaz (pilaar),,,,,,,,,,,,,,,,,,,,,,,,
B>C/,stank,,,,,,,,,,,,,,,,,,,,,,,,
B>C=/,"zure bessen, onrijpe bessen",,,,,,,,,,,,,,,,,,,,,,,,
B>CH/,dolik,,,,,,,,,,,,,,,,,,,,,,,,
B>C[,,stinken,gehaat worden,,,zichzelf gehaat maken,"ranzig worden, beginnen te stinken, in een kwade reuk staan",,,,,,,,,,,slecht zijn,,,,,,,
B>H/,ingang,,,,,,,,,,,,,,,,,,,,,,,,
B>JC/,slecht,,,,,,,,,,,,,,,,,,,,,,,,
B>R/,"bron, put",,,,,,,,,,,,,,,,,,,,,,,,
B>R=/,Beër,,,,,,,,,,,,,,,,,,,,,,,,
B>R>/,Beëra,,,,,,,,,,,,,,,,,,,,,,,,
B>RH/,Beëra,,,,,,,,,,,,,,,,,,,,,,,,
B>RJ/,Beëri,,,,,,,,,,,,,,,,,,,,,,,,
B>RTJ/,Beërotiet,,,,,,,,,,,,,,,,,,,,,,,,
B>RT_BNJ_J<QN/,de bronnen van Bene-Jaäkan,,,,,,,,,,,,,,,,,,,,,,,,
B>RWT/,Beërot,,,,,,,,,,,,,,,,,,,,,,,,
B>R[,,,,duidelijk maken,,,,,,,,,,,,,,,,,,,,,
B>R_>JLJM/,Beër-Elim,,,,,,,,,,,,,,,,,,,,,,,,
B>TR/,na,,,,,,,,,,,,,,,,,,,,,,,,
BBH/,oogbol,,,,,,,,,,,,,,,,,,,,,,,,
BBJ/,Bebai,,,,,,,,,,,,,,,,,,,,,,,,
BBL/,Babylon,,,,,,,,,,,,,,,,,,,,,,,,
BBLJ/,Babyloniër,,,,,,,,,,,,,,,,,,,,,,,,
BCL/,gekookt,,,,,,,,,,,,,,,,,,,,,,,,
BCLM/,Bislam,,,,,,,,,,,,,,,,,,,,,,,,
BCL[,,"rijpen, koken",,"koken, bakken",gekookt worden,,rijpen,,,,,,,,,,,,,,,,,,
BCN/,Basan,,,,,,,,,,,,,,,,,,,,,,,,
BCNH/,schaamte,,,,,,,,,,,,,,,,,,,,,,,,
BCS[,,accijns op tarwe opleggen,,,,,,,,,,,,,,,,,,,,,,,
BCT/,schaamte,,,,,,,,,,,,,,,,,,,,,,,,
BD/,"dragende palen, scheuten",,,,,,,,,,,,,,,,,,,,,,,,
BD=/,"[*] opschepperij, leeg gepraat",,,,,,,,,,,,,,,,,,,,,,,,
BD>[,,bedenken,,,,,,,,,,,,,,,,,,,,,,,
BDD/,"eenzaamheid, alleen",,,,,,,,,,,,,,,,,,,,,,,,
BDD=/,Bedad,,,,,,,,,,,,,,,,,,,,,,,,
BDD[,,eenzaam zijn,,,,,,,,,,,,,,,,,,,,,,,
BDJH/,Bedeja,,,,,,,,,,,,,,,,,,,,,,,,
BDJL/,slakken (smeltresten),,,,,,,,,,,,,,,,,,,,,,,,
BDJL=/,tin,,,,,,,,,,,,,,,,,,,,,,,,
BDL/,oorlel,,,,,,,,,,,,,,,,,,,,,,,,
BDLX/,Afrikaanse mirre,,,,,,,,,,,,,,,,,,,,,,,,
BDL[,,,terugtrekken,,,,"scheiden, afscheiden, onderscheid maken",,,,,,,,,,,,,,,,,,
BDN/,Bedan,,,,,,,,,,,,,,,,,,,,,,,,
BDQ/,breuk,,,,,,,,,,,,,,,,,,,,,,,,
BDQR/,Bidkar,,,,,,,,,,,,,,,,,,,,,,,,
BDQ[,,opvijzelen,,,,,,,,,,,,,,,,,,,,,,,
BDR[,,,,,,,,,,,,,,,,,,,,verstrooien,,,,,
BFM/,"balsem boom, balsem olie, parfum",,,,,,,,,,,,,,,,,,,,,,,,
BFMT/,Basemat,,,,,,,,,,,,,,,,,,,,,,,,
BFR/,vlees,,,,,,,,,,,,,,,,,,,,,,,,
BFRH/,"boodschap, bericht",,,,,,,,,,,,,,,,,,,,,,,,
BFR[,,,,"nieuws brengen (goed of slecht), vertellen, aankondigen",,goed nieuws ontvangen,,,,,,,,,,,,,,,,,,,
BFWR/,Besor,,,,,,,,,,,,,,,,,,,,,,,,
BGD/,kledingstuk,,,,,,,,,,,,,,,,,,,,,,,,
BGD=/,"trouweloosheid, bedrog",,,,,,,,,,,,,,,,,,,,,,,,
BGDWT/,trouweloosheid,,,,,,,,,,,,,,,,,,,,,,,,
BGD[,,"verraderlijk handelen, verraderlijk behandelen",,,,,,,,,,,,,,,,,,,,,,,
BGT>/,Bigta,,,,,,,,,,,,,,,,,,,,,,,,
BGTN/,Bigtan,,,,,,,,,,,,,,,,,,,,,,,,
BGWD/,[*] trouweloos,,,,,,,,,,,,,,,,,,,,,,,,
BGWJ/,Bigwai,,,,,,,,,,,,,,,,,,,,,,,,
BHJLW/,haast,,,,,,,,,,,,,,,,,,,,,,,,
BHJR/,schemerig,,,,,,,,,,,,,,,,,,,,,,,,
BHLH/,verschrikking,,,,,,,,,,,,,,,,,,,,,,,,
BHL[,,,"geschokt zijn, niet goed wijs zijn","bang maken, haast maken",gehaast zijn,,"bang maken, [+ ל + inf] haasten naar",,,,,,,,bang zijn,,,,,bang maken,,,,haast,
BHMH/,"dieren, vee",,,,,,,,,,,,,,,,,,,,,,,,
BHMWT/,nijlpaard,,,,,,,,,,,,,,,,,,,,,,,,
BHN/,"duim, grote teen",,,,,,,,,,,,,,,,,,,,,,,,
BHN=/,Bohan,,,,,,,,,,,,,,,,,,,,,,,,
BHQ/,witte vlek op de huid,,,,,,,,,,,,,,,,,,,,,,,,
BHRT/,witte vlek op de huid,,,,,,,,,,,,,,,,,,,,,,,,
BHV/,[dub] edelsteen,,,,,,,,,,,,,,,,,,,,,,,,
BHW/,"leegheid, woestheid",,,,,,,,,,,,,,,,,,,,,,,,
BHWN/,"duim, grote teen",,,,,,,,,,,,,,,,,,,,,,,,
BJ,"[+ אדני, openingsformule] 'neem ons niet kwalijk'",,,,,,,,,,,,,,,,,,,,,,,,
BJN/,tussen,,,,,,,,,,,,,,,,,,,,,,,,
BJNH/,begrip,,,,,,,,,,,,,,,,,,,,,,,,
BJN[,,"begrijpen, inzien, aandacht schenken aan",inzicht hebben,acht slaan op,,zich intelligent gedragen,"inzicht hebben, inzicht verwerven, onderwijzen",,,,,,,,,,,,,,,,,,
BJR/,[dub] grondwaterbron,,,,,,,,,,,,,,,,,,,,,,,,
BJRH/,"citadel, akropolis, tempel",,,,,,,,,,,,,,,,,,,,,,,,
BJRNJH/,citadel,,,,,,,,,,,,,,,,,,,,,,,,
BJT/,"huis, tempel, gezin, familie",,,,,,,,,,,,,,,,,,,,,,,,
BJTN/,paleis,,,,,,,,,,,,,,,,,,,,,,,,
BJT[,,,,,,,,,,,,,,,,,,"huis, paleis, tempel",,,,,,,
BJT_<DN/,Bet-Eden,,,,,,,,,,,,,,,,,,,,,,,,
BJT_<NT/,Bet-Anat,,,,,,,,,,,,,,,,,,,,,,,,
BJT_<NWT/,Bet-Anot,,,,,,,,,,,,,,,,,,,,,,,,
BJT_<QD/,Bet-Eked,,,,,,,,,,,,,,,,,,,,,,,,
BJT_<QD_HR<JM/,Bet-Eked (trefpunt) van herders,,,,,,,,,,,,,,,,,,,,,,,,
BJT_<ZMWT/,Bet-Azmawet,,,,,,,,,,,,,,,,,,,,,,,,
BJT_>L/,Betel,,,,,,,,,,,,,,,,,,,,,,,,
BJT_>RB>L/,Bet-Arbel,,,,,,,,,,,,,,,,,,,,,,,,
BJT_>WN/,Bet-Awsen,,,,,,,,,,,,,,,,,,,,,,,,
BJT_B<L_M<WN/,Bet Meon,,,,,,,,,,,,,,,,,,,,,,,,
BJT_BR>J/,Bet-Biri,,,,,,,,,,,,,,,,,,,,,,,,
BJT_BRH/,Bet-Bara,,,,,,,,,,,,,,,,,,,,,,,,
BJT_C>N/,Bet-San,,,,,,,,,,,,,,,,,,,,,,,,
BJT_CMC/,Bet-Semes,,,,,,,,,,,,,,,,,,,,,,,,
BJT_DBLTJM/,Bet-Diblataïm,,,,,,,,,,,,,,,,,,,,,,,,
BJT_DGWN/,Bet-Dagon,,,,,,,,,,,,,,,,,,,,,,,,
BJT_GDR/,Bet-Gader,,,,,,,,,,,,,,,,,,,,,,,,
BJT_GMWL/,Bet-Gamul,,,,,,,,,,,,,,,,,,,,,,,,
BJT_H<MQ/,Bet-Haëmek,,,,,,,,,,,,,,,,,,,,,,,,
BJT_H<RBH/,Bet-Araba,,,,,,,,,,,,,,,,,,,,,,,,
BJT_H>YL/,Bet-Haësel,,,,,,,,,,,,,,,,,,,,,,,,
BJT_HCVH/,Bet-Hassitta,,,,,,,,,,,,,,,,,,,,,,,,
BJT_HGLGL/,Bet-Haggilgal,,,,,,,,,,,,,,,,,,,,,,,,
BJT_HGN/,Bet-Haggan,,,,,,,,,,,,,,,,,,,,,,,,
BJT_HJCMWT/,Bet-Hajjesimot,,,,,,,,,,,,,,,,,,,,,,,,
BJT_HKRM/,Bet-Hakkerem,,,,,,,,,,,,,,,,,,,,,,,,
BJT_HMRKBWT/,Bet-Hammarkabot,,,,,,,,,,,,,,,,,,,,,,,,
BJT_HRM/,Bet-Haram,,,,,,,,,,,,,,,,,,,,,,,,
BJT_HRN/,Bet-Haran,,,,,,,,,,,,,,,,,,,,,,,,
BJT_KR/,Bet-Kar,,,,,,,,,,,,,,,,,,,,,,,,
BJT_LB>WT/,Bet-Lebaot,,,,,,,,,,,,,,,,,,,,,,,,
BJT_LXM/,Betlehem,,,,,,,,,,,,,,,,,,,,,,,,
BJT_M<WN/,Bet-Meon,,,,,,,,,,,,,,,,,,,,,,,,
BJT_MRKBWT/,Bet-Hammarkabot,,,,,,,,,,,,,,,,,,,,,,,,
BJT_NMRH/,Bet-Nimra,,,,,,,,,,,,,,,,,,,,,,,,
BJT_P<WR/,Bet-Peor,,,,,,,,,,,,,,,,,,,,,,,,
BJT_PLV/,Bet-Pelet,,,,,,,,,,,,,,,,,,,,,,,,
BJT_PYY/,Bet-Passes,,,,,,,,,,,,,,,,,,,,,,,,
BJT_RXWB/,Bet-Rechob,,,,,,,,,,,,,,,,,,,,,,,,
BJT_TPWX/,Bet-Tappuach,,,,,,,,,,,,,,,,,,,,,,,,
BJT_XGLH/,Bet-Chogla,,,,,,,,,,,,,,,,,,,,,,,,
BJT_XNN/,Bet-Chanan,,,,,,,,,,,,,,,,,,,,,,,,
BJT_XWRWN/,Bet-Choron,,,,,,,,,,,,,,,,,,,,,,,,
BJT_YWR/,Bet-Sur,,,,,,,,,,,,,,,,,,,,,,,,
BJYH/,ei,,,,,,,,,,,,,,,,,,,,,,,,
BK>/,Baka-struik [lit wenende struik],,,,,,,,,,,,,,,,,,,,,,,,
BKH/,huilen,,,,,,,,,,,,,,,,,,,,,,,,
BKH[,,"(be)wenen, jammeren",,huilen om/over,,,,,,,,,,,,,,,,,,,,,
BKJ/,huilen,,,,,,,,,,,,,,,,,,,,,,,,
BKJM/,Bochim,,,,,,,,,,,,,,,,,,,,,,,,
BKJRH/,eerstgeboren dochter,,,,,,,,,,,,,,,,,,,,,,,,
BKJT/,rouw,,,,,,,,,,,,,,,,,,,,,,,,
BKR/,eerstgeboren,,,,,,,,,,,,,,,,,,,,,,,,
BKR=/,jonge kamelenhengst,,,,,,,,,,,,,,,,,,,,,,,,
BKR==/,Beker,,,,,,,,,,,,,,,,,,,,,,,,
BKRH/,eerstgeboorterecht,,,,,,,,,,,,,,,,,,,,,,,,
BKRH=/,kamelenmerrie,,,,,,,,,,,,,,,,,,,,,,,,
BKRJ/,Bachrieten,,,,,,,,,,,,,,,,,,,,,,,,
BKRJ=/,Bichri,,,,,,,,,,,,,,,,,,,,,,,,
BKRW/,Bocheru,,,,,,,,,,,,,,,,,,,,,,,,
BKR[,,,,"eerste vrucht dragen, als eerstgeborene behandelen",als eerstgeborene toebehoren (aan),,voor de eerste keer baren,,,,,,,,,,,,,,,,,,
BKWRH/,vroege vijg,,,,,,,,,,,,,,,,,,,,,,,,
BKWRJM/,eerstelingen,,,,,,,,,,,,,,,,,,,,,,,,
BKWRT/,Bechorat,,,,,,,,,,,,,,,,,,,,,,,,
BKWT/,huilen,,,,,,,,,,,,,,,,,,,,,,,,
BL,"niet, amper",,,,,,,,,,,,,,,,,,,,,,,,
BL/,Bel,,,,,,,,,,,,,,,,,,,,,,,,
BL</,verwarring,,,,,,,,,,,,,,,,,,,,,,,,
BL<=/,dat wat doorgeslikt is,,,,,,,,,,,,,,,,,,,,,,,,
BL<==/,Bela,,,,,,,,,,,,,,,,,,,,,,,,
BL<===/,Bela,,,,,,,,,,,,,,,,,,,,,,,,
BL<==[,,,,,meegedeeld worden,,,,,,,,,,,,,,,,,,,,
BL<=[,,,verward zijn,verwarren,verward,zich verward tonen,,,,,,,,,,,,,,,,,,,
BL<DJ,behalve,,,,,,,,,,,,,,,,,,,,,,,,
BL<J/,Baliet,,,,,,,,,,,,,,,,,,,,,,,,
BL<M/,Bileam,,,,,,,,,,,,,,,,,,,,,,,,
BL<M=/,Bileam,,,,,,,,,,,,,,,,,,,,,,,,
BL<[,,verslinden,opgeslokt worden,verslinden,,,,,,,,,,,,,,,,,,,,,
BL>CYR/,Belsassar,,,,,,,,,,,,,,,,,,,,,,,,
BL>DN/,Baladan,,,,,,,,,,,,,,,,,,,,,,,,
BLC>YR/,Belsassar,,,,,,,,,,,,,,,,,,,,,,,,
BLCN/,Bilsan,,,,,,,,,,,,,,,,,,,,,,,,
BLDD/,Bildad,,,,,,,,,,,,,,,,,,,,,,,,
BLGH/,Bilga,,,,,,,,,,,,,,,,,,,,,,,,
BLGJ/,Bilgai,,,,,,,,,,,,,,,,,,,,,,,,
BLG[,,,,,,,,,,,,,,,,,,,,,,,,,
BLH/,"gebruikt, oud",,,,,,,,,,,,,,,,,,,,,,,,
BLH=/,Bala,,,,,,,,,,,,,,,,,,,,,,,,
BLHH/,verschrikking,,,,,,,,,,,,,,,,,,,,,,,,
BLHH=/,Bilha,,,,,,,,,,,,,,,,,,,,,,,,
BLHH==/,Bilha,,,,,,,,,,,,,,,,,,,,,,,,
BLHN/,Bilhan,,,,,,,,,,,,,,,,,,,,,,,,
BLH[,,"gebruikt zijn, versleten zijn",,"verteren, voluit genieten",,,,,,,,,,,,,,,,uitputten,,,,,
BLJ/,"bederve, ophouden, [neg] zonder, on-, -loos",,,,,,,,,,,,,,,,,,,,,,,,
BLJ<L/,"boosheid, booswicht",,,,,,,,,,,,,,,,,,,,,,,,
BLJL/,voer,,,,,,,,,,,,,,,,,,,,,,,,
BLL[,,"aanmaken (met olie), verwarren",,,,heen en weer geschud worden,"verdorren, vergaan",,,,,,,,,,,,,,,,,,
BLM[,,inhouden (van een paard),,,,,,,,,,,,,,,,,,,,,,,
BLQ/,Balak,,,,,,,,,,,,,,,,,,,,,,,,
BLQ[,,vernietigen,,,verwoest zijn,,,,,,,,,,,,,,,,,,,,
BLS[,,vijgenplukker,,,,,,,,,,,,,,,,,,,,,,,
BLT/,"(er) niet zijn, niet, zonder",,,,,,,,,,,,,,,,,,,,,,,,
BLVC>YR/,Beltesassar,,,,,,,,,,,,,,,,,,,,,,,,
BLW/,belasting,,,,,,,,,,,,,,,,,,,,,,,,
BLWJ/,"lompen, vodden",,,,,,,,,,,,,,,,,,,,,,,,
BMH/,"cultushoogte, cultusplaats",,,,,,,,,,,,,,,,,,,,,,,,
BMHL/,Bimhal,,,,,,,,,,,,,,,,,,,,,,,,
BMW,"door, in",,,,,,,,,,,,,,,,,,,,,,,,
BMWT/,Bamot,,,,,,,,,,,,,,,,,,,,,,,,
BMWT_B<L/,Bamot-Baäl,,,,,,,,,,,,,,,,,,,,,,,,
BN/,zoon,,,,,,,,,,,,,,,,,,,,,,,,
BN<>/,Bina,,,,,,,,,,,,,,,,,,,,,,,,
BN=/,Ben,,,,,,,,,,,,,,,,,,,,,,,,
BNH[,,bouwen,gebouwd worden,,,,,,,,,,,,,,,bouwen,,,,,,gebouwd worden,
BNJ/,Bani,,,,,,,,,,,,,,,,,,,,,,,,
BNJ=/,Bunni,,,,,,,,,,,,,,,,,,,,,,,,
BNJH/,gebouw,,,,,,,,,,,,,,,,,,,,,,,,
BNJH=/,Benaja,,,,,,,,,,,,,,,,,,,,,,,,
BNJHW/,Benaja,,,,,,,,,,,,,,,,,,,,,,,,
BNJM/,kampvechter,,,,,,,,,,,,,,,,,,,,,,,,
BNJMN/,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,
BNJN/,gebouw,,,,,,,,,,,,,,,,,,,,,,,,
BNJNW/,Beninu,,,,,,,,,,,,,,,,,,,,,,,,
BNJ_BRQ/,Bene-Berak,,,,,,,,,,,,,,,,,,,,,,,,
BNJ_J<QN/,Bene-Jaäkan,,,,,,,,,,,,,,,,,,,,,,,,
BNS[,,,,,,,,,,,,,,,,,,boos worden,,,,,,,
BNWJ/,Binnuï,,,,,,,,,,,,,,,,,,,,,,,,
BN_<MJ/,Ben-Ammi,,,,,,,,,,,,,,,,,,,,,,,,
BN_>WNJ/,Ben-Oni,,,,,,,,,,,,,,,,,,,,,,,,
BN_HDD/,Benhadad,,,,,,,,,,,,,,,,,,,,,,,,
BN_HNM/,Ben-Hinnomdal,,,,,,,,,,,,,,,,,,,,,,,,
BN_XJL/,Ben-Chaïl,,,,,,,,,,,,,,,,,,,,,,,,
BN_XNN/,Ben-Chanan,,,,,,,,,,,,,,,,,,,,,,,,
BN_ZWXT/,Ben-Zochet,,,,,,,,,,,,,,,,,,,,,,,,
BQ</,halve sjekel,,,,,,,,,,,,,,,,,,,,,,,,
BQ<H/,vallei,,,,,,,,,,,,,,,,,,,,,,,,
BQ<T_>WN/,Bikat-Aven,,,,,,,,,,,,,,,,,,,,,,,,
BQ<[,,"splijten, kloven","splijten, doorbreken","splijten, kloven","barsten, verscheuren",gebarsten zijn,innemen,ingenomen zijn,,,,,,,,,,,,,,,,,
BQBQ/,fles,,,,,,,,,,,,,,,,,,,,,,,,
BQBQJH/,Bakbukja,,,,,,,,,,,,,,,,,,,,,,,,
BQBQR/,Bakbakkar,,,,,,,,,,,,,,,,,,,,,,,,
BQBWQ/,Bakbuk,,,,,,,,,,,,,,,,,,,,,,,,
BQCH/,"wens, verzoek",,,,,,,,,,,,,,,,,,,,,,,,
BQC[,,,,zoeken,gezocht worden,,,,,,,,,,,,,,,,,,,,
BQJ/,Bukki,,,,,,,,,,,,,,,,,,,,,,,,
BQJ</,"[*]breuk in een muur, puin",,,,,,,,,,,,,,,,,,,,,,,,
BQJHW/,Bukkiahu,,,,,,,,,,,,,,,,,,,,,,,,
BQQ[,,verwoesten,verwoest zijn,verwoesten,,,,,,,,,,,,,,,,,,,,,
BQR/,rundvee,,,,,,,,,,,,,,,,,,,,,,,,
BQR=/,"morgen, ochtend",,,,,,,,,,,,,,,,,,,,,,,,
BQRH/,zorg,,,,,,,,,,,,,,,,,,,,,,,,
BQRT/,verplichting tot compensatie,,,,,,,,,,,,,,,,,,,,,,,,
BQR[,,,,"het offer onderzoeken, aandacht schenken aan",,,,,,,,,,,gezocht worden,,,,,(onder)zoeken,,,,,
BR/,graan,,,,,,,,,,,,,,,,,,,,,,,,
BR</,Bera,,,,,,,,,,,,,,,,,,,,,,,,
BR=/,reinheid,,,,,,,,,,,,,,,,,,,,,,,,
BR==/,"puur, leeg",,,,,,,,,,,,,,,,,,,,,,,,
BR===/,zoon,,,,,,,,,,,,,,,,,,,,,,,,
BR====/,open veld,,,,,,,,,,,,,,,,,,,,,,,,
BR=====/,"kalium, loog",,,,,,,,,,,,,,,,,,,,,,,,
BR>==[,,,,vrijmaken,,,,,,,,,,,,,,,,,,,,,
BR>=[,,,,,,,zichzelf dikmaken,,,,,,,,,,,,,,,,,,
BR>DK_BL>DN/,Berodach-Baladan,,,,,,,,,,,,,,,,,,,,,,,,
BR>JH/,Beraja,,,,,,,,,,,,,,,,,,,,,,,,
BR>[,,scheppen,geschapen zijn/worden,,,,,,,,,,,,,,,,,,,,,,
BRBR/,[dub] vogel,,,,,,,,,,,,,,,,,,,,,,,,
BRC</,Birsa,,,,,,,,,,,,,,,,,,,,,,,,
BRD/,hagel,,,,,,,,,,,,,,,,,,,,,,,,
BRD=/,gevlekt,,,,,,,,,,,,,,,,,,,,,,,,
BRD==/,Bered,,,,,,,,,,,,,,,,,,,,,,,,
BRD===/,Bered,,,,,,,,,,,,,,,,,,,,,,,,
BRD[,,hagelen,,,,,,,,,,,,,,,,,,,,,,,
BRH=[,,kiezen,,,,,,,,,,,,,,,,,,,,,,,
BRH[,,"met iemand samen eten, een dieet tot zich nemen (bij ziekte)",,,,,"van voedsel voorzien, een dieet toedienen",,,,,,,,,,,,,,,,,,
BRJ/,Beri,,,,,,,,,,,,,,,,,,,,,,,,
BRJ<H/,Beriaa,,,,,,,,,,,,,,,,,,,,,,,,
BRJ<J/,Beriet,,,,,,,,,,,,,,,,,,,,,,,,
BRJ>/,vet,,,,,,,,,,,,,,,,,,,,,,,,
BRJ>H/,iets nieuws/ongehoords,,,,,,,,,,,,,,,,,,,,,,,,
BRJH/,dieet van een patiënt,,,,,,,,,,,,,,,,,,,,,,,,
BRJM/,[inexpl],,,,,,,,,,,,,,,,,,,,,,,,
BRJT/,verbond,,,,,,,,,,,,,,,,,,,,,,,,
BRJT=/,alkaline zout,,,,,,,,,,,,,,,,,,,,,,,,
BRJX/,grendel,,,,,,,,,,,,,,,,,,,,,,,,
BRJX=/,Bariach,,,,,,,,,,,,,,,,,,,,,,,,
BRK/,knie,,,,,,,,,,,,,,,,,,,,,,,,
