lex,default,qal,nif,piel,pual,hit,hif,hof,hsht,pasq,etpa,nit,hotp,tif,htpa,poal,poel,peal,peil,pael,haf,afel,shaf,htpe,etpe
CTJH/,"nywaj, nyw, ili, vinywe, dumi",,,,,,,,,,,,,,,,,,,,,,,,
CTJL/,"taw, mwanzi, tawi, chipukiz, mianzi",,,,,,,,,,,,,,,,,,,,,,,,
CTJN/,"sitini, ofa",,,,,,,,,,,,,,,,,,,,,,,,
CTLXJ/,washuthela,,,,,,,,,,,,,,,,,,,,,,,,
CTL[,,"pand, pazuri, tato, uenezao, watastawi",,,,,,,,,,,,,,,,,,,,,,,
CTM/,"fumbu, funu, fung, fungu, funguliw",,,,,,,,,,,,,,,,,,,,,,,,
CTN[,,,,,,,"amka, pambazuk, umwa, mwachi",,,,,,,,,,,,,,,,,,
CTQ[,,"nyamaz, nyamaza, tuli, kimy, kos",,,,,,,,,,,,,,,,,,,,,,,
CTR/,shethari,,,,,,,,,,,,,,,,,,,,,,,,
CTR_BWZNJ/,shethar-bozenai,,,,,,,,,,,,,,,,,,,,,,,,
CTT/,"msingi, misingi, maka, wek, kuitia",,,,,,,,,,,,,,,,,,,,,,,,
CVH/,"mshita, mjohoro",,,,,,,,,,,,,,,,,,,,,,,,
CVJM/,shitimu,,,,,,,,,,,,,,,,,,,,,,,,
CVP/,"gharika, gharikish, ifurikayo, yameayo, zikatoa",,,,,,,,,,,,,,,,,,,,,,,,
CVP[,,"furi, furika, oshw, jaza, meng","furi, furika, oshw, jaza, meng",,"furi, furika, oshw, jaza, meng",,,,,,,,,,,,,,,,,,,,
CVR[,,"ofis, wakuu, mkuu, watumishi, hakim",,,,,,,,,,,,,,,,,,,,,,,
CVV/,mjeledi,,,,,,,,,,,,,,,,,,,,,,,,
CVX[,,"tandik, kunju, nyosh, kuene, tanda",,"tandik, kunju, nyosh, kuene, tanda",,,,,,,,,,,,,,,,,,,,,
CW</,"tajir, mali, jir, wing, unon, lili, kili, kelel, paz, mlili",,,,,,,,,,,,,,,,,,,,,,,,
CW<=/,"lili, kili, kelel, paz, mlili",,,,,,,,,,,,,,,,,,,,,,,,
CW<==/,"lili, kili, kelel, paz, mlili",,,,,,,,,,,,,,,,,,,,,,,,
CW<===/,shua,,,,,,,,,,,,,,,,,,,,,,,,
CW<====/,shoa,,,,,,,,,,,,,,,,,,,,,,,,
CW<>/,shua,,,,,,,,,,,,,,,,,,,,,,,,
CW<H/,"lili, kili, kelel, paz, mlili",,,,,,,,,,,,,,,,,,,,,,,,
CW<L/,"mbweha, wafe",,,,,,,,,,,,,,,,,,,,,,,,
CW<L=/,shuali,,,,,,,,,,,,,,,,,,,,,,,,
CW<L==/,shuali,,,,,,,,,,,,,,,,,,,,,,,,
CW<R/,"lango, lang, langon, bawab, ila",,,,,,,,,,,,,,,,,,,,,,,,
CW<[,,,,"lili, kili, kelel, paz, mlili",,,,,,,,,,,,,,,,,,,,,
CW>/,"ubatili, bure, uongo, kitu, vyofa",,,,,,,,,,,,,,,,,,,,,,,,
CW>=/,"udhalimu, jeur, nguvu, dhuluma, uharibifu, ukiwa, anga, chukiz, ajab",,,,,,,,,,,,,,,,,,,,,,,,
CW>==/,shausha,,,,,,,,,,,,,,,,,,,,,,,,
CW>H/,"anga, harib, pote, haribik, ukiwa, udhalimu, jeur, nguvu, dhuluma, uharibifu, chukiz, ajab",,,,,,,,,,,,,,,,,,,,,,,,
CWB=[,,"rud, rudi, rudish, reje, tena",,,,,,,,,,,,,,,,,,,,,,,
CWB>L/,shebueli,,,,,,,,,,,,,,,,,,,,,,,,
CWBB/,"kuas, vyoniondole, tiririka",,,,,,,,,,,,,,,,,,,,,,,,
CWBB=/,"geuk, zunguk, geuki, geuz, tazam",,,,,,,,,,,,,,,,,,,,,,,,
CWBB==/,shobabu,,,,,,,,,,,,,,,,,,,,,,,,
CWBH/,okole,,,,,,,,,,,,,,,,,,,,,,,,
CWBK/,shobaki,,,,,,,,,,,,,,,,,,,,,,,,
CWBL/,shobali,,,,,,,,,,,,,,,,,,,,,,,,
CWBQ/,shobeki,,,,,,,,,,,,,,,,,,,,,,,,
CWB[,,"rud, rudi, rudish, reje, tena",,"rud, rudi, rudish, reje, tena",,,"rud, rudi, rudish, reje, tena","rud, rudi, rudish, reje, tena",,,,,,,,,,,,,,,,,
CWC>/,"seraya, shausha",,,,,,,,,,,,,,,,,,,,,,,,
CWCN/,"nyinyoro, yung, yungiyungi, maua",,,,,,,,,,,,,,,,,,,,,,,,
CWCN=/,"susa, shushani",,,,,,,,,,,,,,,,,,,,,,,,
CWCNKJ/,washushani,,,,,,,,,,,,,,,,,,,,,,,,
CWH/,,,,,,,,,,,,,,,,,,,,,,,,,
CWH=/,shawe,,,,,,,,,,,,,,,,,,,,,,,,
CWH=[,,,,"lopa, kama, mfano, fanan, umbo, fananish, choo, sichw, kich, kuchwa, uliy",,,,,,,,,,,,,,,,,,,,,
CWH[,,"lopa, kama, mfano, fanan, umbo, fananish, choo, sichw, kich, kuchwa, uliy",,"lopa, kama, mfano, fanan, umbo, fananish, choo, sichw, kich, kuchwa, uliy",,,"lopa, kama, mfano, fanan, umbo, fananish, choo, sichw, kich, kuchwa, uliy",,,,,"lopa, kama, mfano, fanan, umbo, fananish, choo, sichw, kich, kuchwa, uliy",,,"kama, mfano, fanan, umbo, fananish",,,,,"kama, mfano, fanan, umbo, fananish",,,,,
CWL/,"pind, marinda, upindo",,,,,,,,,,,,,,,,,,,,,,,,
CWLL/,,,,,,,,,,,,,,,,,,,,,,,,,
CWLMJ/,mshulami,,,,,,,,,,,,,,,,,,,,,,,,
CWMJM/,vitunguu,,,,,,,,,,,,,,,,,,,,,,,,
CWMR/,"shomeri, yozakari",,,,,,,,,,,,,,,,,,,,,,,,
CWNJ/,washuni,,,,,,,,,,,,,,,,,,,,,,,,
CWNJ=/,shuni,,,,,,,,,,,,,,,,,,,,,,,,
CWNM/,shunemu,,,,,,,,,,,,,,,,,,,,,,,,
CWNMJ/,mshunami,,,,,,,,,,,,,,,,,,,,,,,,
CWP=[,,"pond, mapumbu, chomek, ponda, zunguk",,,,,,,,,,,,,,,,,,,,,,,
CWPK/,shobaki,,,,,,,,,,,,,,,,,,,,,,,,
CWPMJ/,washufamu,,,,,,,,,,,,,,,,,,,,,,,,
CWPR/,"rumbet, baragum, pand, pigeni, pige",,,,,,,,,,,,,,,,,,,,,,,,
CWP[,,"pond, mapumbu, chomek, ponda, zunguk",,,,,,,,,,,,,,,,,,,,,,,
CWQ/,"miguu, mguu, paja, vikali, kimbia",,,,,,,,,,,,,,,,,,,,,,,,
CWQ=/,"kuu, njia, uwanja, mita, uwanjani",,,,,,,,,,,,,,,,,,,,,,,,
CWQQ/,"nguvu, yeny, ruka, wak, yanasonganasongana",,,,,,,,,,,,,,,,,,,,,,,,
CWQ[,,,,"furi, furika, oshw, jaza, meng",,,"furi, furika, oshw, jaza, meng",,,,,,,,,,,,,,,,,,
CWR/,"yemilik, zikakua, wakatoa, ujitahidi, ng'ombe, fahal, ndam, wanyama, njek",,,,,,,,,,,,,,,,,,,,,,,,
CWR=/,"ukut, kuta, ziz, juu, boma, adui, watesi, mtes, chukia, wale",,,,,,,,,,,,,,,,,,,,,,,,
CWR==/,shur,,,,,,,,,,,,,,,,,,,,,,,,
CWR=[,,"fuata, pamoja, andama, ende, misafara",,,,,,,,,,,,,,,,,,,,,,,
CWRH/,"ukut, kuta, ziz, juu, boma, safu, wonyesho, mstari, mistari, ya",,,,,,,,,,,,,,,,,,,,,,,,
CWRR/,"adui, watesi, mtes, chukia, wale",,,,,,,,,,,,,,,,,,,,,,,,
CWR[,,"tazam, mwon, poon, angali, waon",,,,,,,,,,,,,,,,,,,,,,,
CWTLX/,shuthela,,,,,,,,,,,,,,,,,,,,,,,,
CWV/,"mijeledi, mjeledi, pig, msib, lenu",,,,,,,,,,,,,,,,,,,,,,,,
CWV=/,"mijeledi, mjeledi, pig, msib, lenu",,,,,,,,,,,,,,,,,,,,,,,,
CWV=[,,"dhara, dhar, dharau, aliye, jeur",,,,,,,,,,,,,,,,,,,,,,,
CWV[,,"zunguk, huku, fakar, mjivike, kote, kasi, wavuta",,"zunguk, huku, fakar, mjivike, kote, kasi, wavuta",,"zunguk, huku, fakar, mjivike, kote, kasi, wavuta",,,,,,,,,,,,,,,,,,,
CWX/,"sua, ishbaki",,,,,,,,,,,,,,,,,,,,,,,,
CWXH/,"shim, shimoni, sim, rima, birik",,,,,,,,,,,,,,,,,,,,,,,,
CWXH=/,shuha,,,,,,,,,,,,,,,,,,,,,,,,
CWXJ/,mshuhi,,,,,,,,,,,,,,,,,,,,,,,,
CWXM/,shuhamu,,,,,,,,,,,,,,,,,,,,,,,,
CWXMJ/,washuhamu,,,,,,,,,,,,,,,,,,,,,,,,
CWX[,,"meza, kupw, kuzama, shush, lil",,,,,,,,,,,,,,,,,,,,,,,
CX/,"chini, shush, ingi, mnyenyekevu, duni",,,,,,,,,,,,,,,,,,,,,,,,
CXD/,"rushwa, zawadi, ijar, atwaaye, geuka",,,,,,,,,,,,,,,,,,,,,,,,
CXD[,,"rushwa, zawadi, ijar, atwaaye, geuka",,,,,,,,,,,,,,,,,,,,,,,
CXH[,,"inam, abud, sujudi, sujud, inami",,,,,"inam, abud, sujudi, sujud, inami",,,,,,,,,,,,,,,,,,
CXJN/,"jipu, vimb, jip, kufura, hain",,,,,,,,,,,,,,,,,,,,,,,,
CXJS/,"waza, enyi, maza, uzao, zaliwa",,,,,,,,,,,,,,,,,,,,,,,,
CXJT/,"shim, shimoni, sim, rima, birik",,,,,,,,,,,,,,,,,,,,,,,,
CXJVH/,"chinj, chin, wau, chinji, chinja",,,,,,,,,,,,,,,,,,,,,,,,
CXL/,simb,,,,,,,,,,,,,,,,,,,,,,,,
CXLT/,shekelethi,,,,,,,,,,,,,,,,,,,,,,,,
CXP/,dudumizi,,,,,,,,,,,,,,,,,,,,,,,,
CXPT/,"komesh, kabisa, kiku, boleze, wamo",,,,,,,,,,,,,,,,,,,,,,,,
CXQ/,"wing, wingun, giza, nene, mbinguni",,,,,,,,,,,,,,,,,,,,,,,,
CXQ[,,"mara, pig, wakati, pigw, pond",,,,,,,,,,,,,,,,,,,,,,,
CXR/,"alfajiri, asubuhi, amba, pambazuk, anz",,,,,,,,,,,,,,,,,,,,,,,,
CXR=/,"nyeusi, mweusi, weus, jeus, latoka",,,,,,,,,,,,,,,,,,,,,,,,
CXR=[,,"nyeusi, mweusi, weus, jeus, latoka",,,,,,,,,,,,,,,,,,,,,,,
CXRJH/,sheharia,,,,,,,,,,,,,,,,,,,,,,,,
CXRJM/,shaharaimu,,,,,,,,,,,,,,,,,,,,,,,,
CXRWT/,"giza, gizani, pofu, mweusi, weus",,,,,,,,,,,,,,,,,,,,,,,,
CXRXR/,"nyeusi, mweusi, weus, jeus, latoka",,,,,,,,,,,,,,,,,,,,,,,,
CXR[,,"tafut, tak, tafuta, uliz, fute",,"tafut, tak, tafuta, uliz, fute",,,,,,,,,,,,,,,,,,,,,
CXT/,"shim, shimoni, sim, rima, birik",,,,,,,,,,,,,,,,,,,,,,,,
CXT[,,,"harib, anga, haribik, nyar, haribi","harib, anga, haribik, nyar, haribi",,,"harib, anga, haribik, nyar, haribi","harib, anga, haribik, nyar, haribi",,,,,,,,,,"eoz, kosa, iwapasayo, ukaj, sembuse",,,,,,,
CXV=[,,"mara, pig, wakati, pigw, pond",,,,,,,,,,,,,,,,,,,,,,,
CXVH/,"chinj, chin, wau, chinji, chinja",,,,,,,,,,,,,,,,,,,,,,,,
CXV[,,"mara, pig, wakati, pigw, pond","mara, pig, wakati, pigw, pond",,,,,,,,,,,,,,,,,,,,,,
CXWR/,"nyeusi, mweusi, weus, jeus, latoka",,,,,,,,,,,,,,,,,,,,,,,,
CXWT/,"shim, shimoni, sim, rima, birik",,,,,,,,,,,,,,,,,,,,,,,,
CXX[,,"inam, abud, sujudi, sujud, inami","inam, abud, sujudi, sujud, inami",,,,"inam, abud, sujudi, sujud, inami",,,,,,,,,,,,,,,,,,
CXY/,"kiburi, fahari, sif, enzi, utukufu",,,,,,,,,,,,,,,,,,,,,,,,
CXYJMH/,shahasuma,,,,,,,,,,,,,,,,,,,,,,,,
CYP/,"furi, furika, oshw, jaza, meng",,,,,,,,,,,,,,,,,,,,,,,,
CZP[,,"tazam, mwon, poon, angali, waon",,,,,,,,,,,,,,,,,,,,,,,
CZR[,,,,,,,,"poto, sokot, uchungu, ukaidi, tosh",,,,,,,,,,,,,,,,,
D</,"maarifa, ujuz, kumjua, elim, kuju",,,,,,,,,,,,,,,,,,,,,,,,
D<H/,"maarifa, ujuz, kumjua, elim, kuju",,,,,,,,,,,,,,,,,,,,,,,,
D<K[,,"zimi, mbali, zimw, mvue, uvueni","zimi, mbali, zimw, mvue, uvueni",,"zimi, mbali, zimw, mvue, uvueni",,,,,,,,,,,,,,,,,,,,
D<T/,"maarifa, ujuz, kumjua, elim, kuju",,,,,,,,,,,,,,,,,,,,,,,,
D<W>L/,deueli,,,,,,,,,,,,,,,,,,,,,,,,
D>,"hii, hayo, hili, huu, huyu",,,,,,,,,,,,,,,,,,,,,,,,
D>BH/,"fadhai, zimi, chok, hofu, haraka",,,,,,,,,,,,,,,,,,,,,,,,
D>BWN/,"huzuni, sikitik, zimi, ziharibike",,,,,,,,,,,,,,,,,,,,,,,,
D>B[,,"huzuni, dhili, vitatoa, nilidhilika, sinya",,,,,,,,,,,,,,,,,,,,,,,
D>G/,"doegi, mwedomu, uwaangukie",,,,,,,,,,,,,,,,,,,,,,,,
D>GH/,"tunz, waz, uzit, wamesumbuka, sian",,,,,,,,,,,,,,,,,,,,,,,,
D>G[,,"ogop, hofu, kumcha, tish, kich",,,,,,,,,,,,,,,,,,,,,,,
D>H/,"tai, mwew, manyoya, ruka, furukombe",,,,,,,,,,,,,,,,,,,,,,,,
D>H[,,"ruka, ruk, ndeg, ningeruka, inzi",,,,,,,,,,,,,,,,,,,,,,,
D>R/,dori,,,,,,,,,,,,,,,,,,,,,,,,
DB/,dubu,,,,,,,,,,,,,,,,,,,,,,,,
DB>/,"nguvu, jeshi, uwez, shik, hodari",,,,,,,,,,,,,,,,,,,,,,,,
DBB[,,ikitiririka,,,,,,,,,,,,,,,,,,,,,,,
DBC/,"asal, sega",,,,,,,,,,,,,,,,,,,,,,,,
DBCT/,nund,,,,,,,,,,,,,,,,,,,,,,,,
DBCT=/,dabeshethi,,,,,,,,,,,,,,,,,,,,,,,,
DBH/,"singizi, habari, masingizio, ngizia, udak",,,,,,,,,,,,,,,,,,,,,,,,
DBJR/,"chumba, sandukuni",,,,,,,,,,,,,,,,,,,,,,,,
DBJR=/,debiri,,,,,,,,,,,,,,,,,,,,,,,,
DBJWNJM/,"njiw, hua",,,,,,,,,,,,,,,,,,,,,,,,
DBLH/,"mtin, tini, mitini",,,,,,,,,,,,,,,,,,,,,,,,
DBLH=/,dibla,,,,,,,,,,,,,,,,,,,,,,,,
DBLJM/,diblaimu,,,,,,,,,,,,,,,,,,,,,,,,
DBLT/,"mtin, tini, mitini",,,,,,,,,,,,,,,,,,,,,,,,
DBQ/,"ung, fumb, fuaw, lainisha",,,,,,,,,,,,,,,,,,,,,,,,
DBQ=/,"shik, ambata, ishi, anda, pasu",,,,,,,,,,,,,,,,,,,,,,,,
DBQ[,,"shik, ambata, ishi, anda, pasu",,,"shik, ambata, ishi, anda, pasu",,"shik, ambata, ishi, anda, pasu","shik, ambata, ishi, anda, pasu",,,,,,,,,,"shik, ambata, ishi, anda, pasu",,,,,,,
DBR/,"neno, maneno, jambo, mambo, bukumb",,,,,,,,,,,,,,,,,,,,,,,,
DBR=/,"taun, yajayo, mabaya, zitamla, amua",,,,,,,,,,,,,,,,,,,,,,,,
DBR==/,"chunga, malisho, lish, viunga, mbug, halimo",,,,,,,,,,,,,,,,,,,,,,,,
DBR===/,"taun, yajayo, mabaya, zitamla, amua",,,,,,,,,,,,,,,,,,,,,,,,
DBR=====/,debiri,,,,,,,,,,,,,,,,,,,,,,,,
DBR=[,,,,"ambi, akasema, akamwambia, sem, akawaambia",,,"ambi, akasema, akamwambia, sem, akawaambia",,,,,,,,,,,,,,,,,,
DBRH/,"umeapa, ufikiri, wafanana",,,,,,,,,,,,,,,,,,,,,,,,
DBRJ/,dibri,,,,,,,,,,,,,,,,,,,,,,,,
DBRT/,"neno, maneno, jambo, mambo, bukumb",,,,,,,,,,,,,,,,,,,,,,,,
DBRT=/,daberathi,,,,,,,,,,,,,,,,,,,,,,,,
DBRWT/,"endesh, elez",,,,,,,,,,,,,,,,,,,,,,,,
DBR[,,"ambi, akasema, akamwambia, sem, akawaambia","ambi, akasema, akamwambia, sem, akawaambia","ambi, akasema, akamwambia, sem, akawaambia","ambi, akasema, akamwambia, sem, akawaambia","ambi, akasema, akamwambia, sem, akawaambia",,,,,,,,,,,,,,,,,,,
DBWRH/,"nyuk, wafukuzwao, walizimika",,,,,,,,,,,,,,,,,,,,,,,,
DBWRH=/,debora,,,,,,,,,,,,,,,,,,,,,,,,
DBX/,"dhabihu, sadaka, chinj, tole, chinji",,,,,,,,,,,,,,,,,,,,,,,,
DBX[,,,,,,,,,,,,,,,,,,"dhabihu, sadaka, chinj, tole, chinji",,,,,,,
DC>/,"jan, nyas, mororo, mibichi, lanyauka",,,,,,,,,,,,,,,,,,,,,,,,
DC>[,,"chipu, maua, chanu, staw, ikaota",,,,,"chipu, maua, chanu, staw, ikaota",,,,,,,,,,,,,,,,,,
DCN/,"majivu, unon, lemb, yazo, pako",,,,,,,,,,,,,,,,,,,,,,,,
DCN=/,"mafuta, nenep, non, kuku, zid",,,,,,,,,,,,,,,,,,,,,,,,
DCN[,,"fanikiw, faniki, sita, stareh, raha",,"fanikiw, faniki, sita, stareh, raha","fanikiw, faniki, sita, stareh, raha",,,,,,,,"fanikiw, faniki, sita, stareh, raha",,,,,,,,,,,,
DD/,"matiti, dar, maziwa, matitini, fuan",,,,,,,,,,,,,,,,,,,,,,,,
DDH[,,,,,,"mviv, mwepesi, uviv, mwenye, haon",,,,,,,,,,,,,,,,,,,
DDN/,"dedani, wadedani",,,,,,,,,,,,,,,,,,,,,,,,
DDNJ/,wadedani,,,,,,,,,,,,,,,,,,,,,,,,
DDNJM/,warodani,,,,,,,,,,,,,,,,,,,,,,,,
DDWHW/,dodavahu,,,,,,,,,,,,,,,,,,,,,,,,
DG/,"samaki, wavuvi, visamaki, towe",,,,,,,,,,,,,,,,,,,,,,,,
DGH/,"samaki, wavuvi, visamaki, towe",,,,,,,,,,,,,,,,,,,,,,,,
DGH[,,"ongez, ongeze, nyingi, wengi, meng",,,,,,,,,,,,,,,,,,,,,,,
DGL/,"bendera, beramu, tang, yahweh-nisi, twekeni",,,,,,,,,,,,,,,,,,,,,,,,
DGL[,,"tazama, angali, tazam, lien, kuon, bendera, beramu, tang, yahweh-nisi, twekeni","tazama, angali, tazam, lien, kuon, bendera, beramu, tang, yahweh-nisi, twekeni",,,,,,,,,,,,,,,,,,,,,,
DGN/,"nafaka, ngan, suk",,,,,,,,,,,,,,,,,,,,,,,,
DGR[,,"kusany, kusanyi, sany, kuta, okot",,,,,,,,,,,,,,,,,,,,,,,
DGWN/,dagoni,,,,,,,,,,,,,,,,,,,,,,,,
DHB/,"dhahabu, hazina",,,,,,,,,,,,,,,,,,,,,,,,
DHJ/,,,,,,,,,,,,,,,,,,,,,,,,,
DHM[,,,"shanga, shtu, staajab, lisha, staajabu",,,,,,,,,,,,,,,,,,,,,,
DHRH/,"walipowakimbiza, kukusany",,,,,,,,,,,,,,,,,,,,,,,,
DHR[,,"nguvu, yeny, ruka, wak, yanasonganasongana",,,,,,,,,,,,,,,,,,,,,,,
DJ,"basi, hiyo, ila, ili, kwa",,,,,,,,,,,,,,,,,,,,,,,,
DJ/,"tosh, wakati, tosha, mpya, pigw, wengi, nyingi, stahil, mwingi",,,,,,,,,,,,,,,,,,,,,,,,
DJBN/,"diboni, dibon-gadi, dimoni",,,,,,,,,,,,,,,,,,,,,,,,
DJC/,"puri, wanj, sakafu, nafaka, uga",,,,,,,,,,,,,,,,,,,,,,,,
DJCN/,"dishani, dishoni",,,,,,,,,,,,,,,,,,,,,,,,
DJCWN/,kongoni,,,,,,,,,,,,,,,,,,,,,,,,
DJCWN=/,"dishoni, dishani",,,,,,,,,,,,,,,,,,,,,,,,
DJG/,"samaki, wavuvi, visamaki, towe",,,,,,,,,,,,,,,,,,,,,,,,
DJG[,,"samaki, wavuvi, visamaki, towe",,,,,,,,,,,,,,,,,,,,,,,
DJH/,"tai, mwew, manyoya, ruka, furukombe",,,,,,,,,,,,,,,,,,,,,,,,
DJMWN/,"diboni, dibon-gadi, dimoni",,,,,,,,,,,,,,,,,,,,,,,,
DJMWNH/,"diboni, dibon-gadi, dimoni",,,,,,,,,,,,,,,,,,,,,,,,
DJN/,"hukumu, adil, kesi, tekele, mada",,,,,,,,,,,,,,,,,,,,,,,,
DJN=/,"majaji, mwamuzi, muvy, ngeku, chonge",,,,,,,,,,,,,,,,,,,,,,,,
DJNH/,dina,,,,,,,,,,,,,,,,,,,,,,,,
DJNJ/,makadhi,,,,,,,,,,,,,,,,,,,,,,,,
DJN[,,"hukum, waamuzi, mwamuzi, amu, hukumu","hukum, waamuzi, mwamuzi, amu, hukumu",,,,,,,,,,,,,,,"hukum, waamuzi, mwamuzi, amu, hukumu",,,,,,,
DJPT/,rifathi,,,,,,,,,,,,,,,,,,,,,,,,
DJQ/,"ngom, jumb, boma, bom, ngomeni",,,,,,,,,,,,,,,,,,,,,,,,
DJW/,wino,,,,,,,,,,,,,,,,,,,,,,,,
DJ_ZHB/,"dizahabu, hazerothi",,,,,,,,,,,,,,,,,,,,,,,,
DK,"hii, hayo, hili, huu, huyu",,,,,,,,,,,,,,,,,,,,,,,,
DK/,"pond, vunj, vunjik, onew, mez",,,,,,,,,,,,,,,,,,,,,,,,
DK=,"hii, hayo, hili, huu, huyu",,,,,,,,,,,,,,,,,,,,,,,,
DK>/,"wanyenyekevu, ponde, vumb, mavumbini, udongo, nchi, anga",,,,,,,,,,,,,,,,,,,,,,,,
DK>[,,,"pond, vunj, vunjik, onew, mez","pond, vunj, vunjik, onew, mez","pond, vunj, vunjik, onew, mez","pond, vunj, vunjik, onew, mez",,,,,,,,,,,,,,,,,,,
DKH/,"pond, vunj, vunjik, onew, mez",,,,,,,,,,,,,,,,,,,,,,,,
DKH[,,"pond, vunj, vunjik, onew, mez","pond, vunj, vunjik, onew, mez","pond, vunj, vunjik, onew, mez",,,,,,,,,,,,,,,,,,,,,
DKJ/,uvum,,,,,,,,,,,,,,,,,,,,,,,,
DKN,"hii, hayo, hili, huu, huyu",,,,,,,,,,,,,,,,,,,,,,,,
DKR/,"dume, kondoo, wana, wanaume, kium",,,,,,,,,,,,,,,,,,,,,,,,
DKRN/,"bush, bukumb, kumbuk, mbuk, bukw",,,,,,,,,,,,,,,,,,,,,,,,
DKRWN/,"bush, bukumb, kumbuk, mbuk, bukw",,,,,,,,,,,,,,,,,,,,,,,,
DL/,"maskini, wanyenyekevu, wanyonge, upol, mnyonge",,,,,,,,,,,,,,,,,,,,,,,,
DL<N/,mispe,,,,,,,,,,,,,,,,,,,,,,,,
DL=/,"lang, ila, miim, mwim, lango",,,,,,,,,,,,,,,,,,,,,,,,
DLG[,,"ruk, ruka, oute, mnalia, furahieni",,"ruk, ruka, oute, mnalia, furahieni",,,,,,,,,,,,,,,,,,,,,
DLH/,"nywele, nywe, sing, malaika, manyoya, maskini, wanyenyekevu, wanyonge, upol, mnyonge",,,,,,,,,,,,,,,,,,,,,,,,
DLH=/,"nywele, nywe, sing, malaika, manyoya, maskini, wanyenyekevu, wanyonge, upol, mnyonge",,,,,,,,,,,,,,,,,,,,,,,,
DLH[,,"fut, vut, kokot, alikuwa, wenye",,"fut, vut, kokot, alikuwa, wenye",,,,,,,,,,,,,,,,,,,,,
DLJ/,"kiango, ndoo, kirefu, tone, adhimish",,,,,,,,,,,,,,,,,,,,,,,,
DLJH/,delaya,,,,,,,,,,,,,,,,,,,,,,,,
DLJHW/,delaya,,,,,,,,,,,,,,,,,,,,,,,,
DLJLH/,delila,,,,,,,,,,,,,,,,,,,,,,,,
DLJT/,"taw, mwanzi, tawi, chipukiz, mianzi",,,,,,,,,,,,,,,,,,,,,,,,
DLL[,,"huzuni, dhili, vitatoa, nilidhilika, sinya",,,,,,,,,,,,,,,,,,,,,,,
DLP/,"dondo, ton, yadondoza, dondoz, manyunyu",,,,,,,,,,,,,,,,,,,,,,,,
DLP=[,,"dondo, ton, yadondoza, dondoz, manyunyu",,,,,,,,,,,,,,,,,,,,,,,
DLPWN/,dalfoni,,,,,,,,,,,,,,,,,,,,,,,,
DLP[,,"dondo, ton, yadondoza, dondoz, manyunyu",,,,,,,,,,,,,,,,,,,,,,,
DLQT/,"ukaufu, koga",,,,,,,,,,,,,,,,,,,,,,,,
DLQ[,,"fuati, fukuz, fuat, nifuati, niudh",,,,,"fuati, fukuz, fuat, nifuati, niudh",,,,,,,,,,,"wak, tekete, chom, ondo, teketez",,,,,,,
DLT/,"lang, ila, miim, mwim, lango",,,,,,,,,,,,,,,,,,,,,,,,
DLX[,,"fadhai, taab, kazi, dhar, sumbu",,,,,,,,,,,,,,,,,,,,,,,
DM/,"damu, dhuluma, mwuaji, vunja",,,,,,,,,,,,,,,,,,,,,,,,
DM</,"vyak, jiten",,,,,,,,,,,,,,,,,,,,,,,,
DM<H/,"choz, usiyapuuze, hayamo, umewanywesha, yasikome",,,,,,,,,,,,,,,,,,,,,,,,
DM<[,,"akalia, kulia, lili, ili, wakalia",,,,,,,,,,,,,,,,,,,,,,,
DMCQ/,hariri,,,,,,,,,,,,,,,,,,,,,,,,
DMFQ/,dameski,,,,,,,,,,,,,,,,,,,,,,,,
DMH/,"ukiwa, uharibifu, anga, chukiz, ajab",,,,,,,,,,,,,,,,,,,,,,,,
DMH=[,,"komesh, ach, kom, pumzik, acha","komesh, ach, kom, pumzik, acha",,,,,,,,,,,,,,,,,,,,,,
DMH[,,"kama, fanan, fananish, zitafakar, fanana",,"kama, fanan, fananish, zitafakar, fanana",,"kama, fanan, fananish, zitafakar, fanana",,,,,,,,,,,,"kama, mfano, fanan, umbo, fananish",,,,,,,
DMJ/,"tuli, utulivu, stareh, amani, tuliz",,,,,,,,,,,,,,,,,,,,,,,,
DMJ=/,"tuli, utulivu, stareh, amani, tuliz",,,,,,,,,,,,,,,,,,,,,,,,
DMJN/,"kama, mfano, fanan, umbo, fananish",,,,,,,,,,,,,,,,,,,,,,,,
DMMH/,"kimy, nyamazish, utulivu, tuliz, nyamazeni",,,,,,,,,,,,,,,,,,,,,,,,
DMM[,,"kimy, nyamazish, utulivu, tuliz, nyamazeni, yowe, ombole, pigeni, ombolezeni, omboleze","kimy, nyamazish, utulivu, tuliz, nyamazeni, yowe, ombole, pigeni, ombolezeni, omboleze","kimy, nyamazish, utulivu, tuliz, nyamazeni, yowe, ombole, pigeni, ombolezeni, omboleze",,,"kimy, nyamazish, utulivu, tuliz, nyamazeni, yowe, ombole, pigeni, ombolezeni, omboleze",,,,,,,,,,,,,,,,,,
DMN/,"mavi, samadi, mashonde",,,,,,,,,,,,,,,,,,,,,,,,
DMNH/,dimna,,,,,,,,,,,,,,,,,,,,,,,,
DMWT/,"kama, mfano, fanan, umbo, fananish",,,,,,,,,,,,,,,,,,,,,,,,
DN/,dani,,,,,,,,,,,,,,,,,,,,,,,,
DNH,"hii, hayo, hili, huu, huyu",,,,,,,,,,,,,,,,,,,,,,,,
DNH/,"kiriath-sana, dana",,,,,,,,,,,,,,,,,,,,,,,,
