lex,default,qal,nif,piel,pual,hit,hif,hof,hsht,pasq,etpa,nit,hotp,tif,htpa,poal,poel,peal,peil,pael,haf,afel,shaf,htpe,etpe
CLMJ>L/,,,,,,,,,,,,,,,,,,,,,,,,,
CLMJH/,,,,,,,,,,,,,,,,,,,,,,,,,
CLMJHW/,,,,,,,,,,,,,,,,,,,,,,,,,
CLMJT/,,,,,,,,,,,,,,,,,,,,,,,,,
CLMN/,,,,,,,,,,,,,,,,,,,,,,,,,
CLMN>SR/,,,,,,,,,,,,,,,,,,,,,,,,,
CLMNJM/,,,,,,,,,,,,,,,,,,,,,,,,,
CLMWT/,,,,,,,,,,,,,,,,,,,,,,,,,
CLM[,,"ሙሉ መሆን, ፍጹም መሆን",,ካሳ መክፈል,ካሳ መከፈል,,ሰላም ማድረግ,ሰላም መሆን,,,,,,,,,,,,,,,,,
CLNJ/,,,,,,,,,,,,,,,,,,,,,,,,,
CLP/,,,,,,,,,,,,,,,,,,,,,,,,,
CLP[,,,,,,,,,,,,,,,,,,,,,,,,,
CLV/,,,,,,,,,,,,,,,,,,,,,,,,,
CLVN/,,,,,,,,,,,,,,,,,,,,,,,,,
CLVN=/,,,,,,,,,,,,,,,,,,,,,,,,,
CLVT/,,,,,,,,,,,,,,,,,,,,,,,,,
CLVWN/,,,,,,,,,,,,,,,,,,,,,,,,,
CLV[,,,,,,,,,,,,,,,,,,,,,,,,,
CLW/,,,,,,,,,,,,,,,,,,,,,,,,,
CLW=/,,,,,,,,,,,,,,,,,,,,,,,,,
CLWH/,,,,,,,,,,,,,,,,,,,,,,,,,
CLWM/,"ሰላም, ሰላም, ደህንነት",,,,,,,,,,,,,,,,,,,,,,,,
CLWM=/,,,,,,,,,,,,,,,,,,,,,,,,,
CLWM==/,,,,,,,,,,,,,,,,,,,,,,,,,
CLWN/,,,,,,,,,,,,,,,,,,,,,,,,,
CLWXJM/,,,,,,,,,,,,,,,,,,,,,,,,,
CLX/,,,,,,,,,,,,,,,,,,,,,,,,,
CLX=/,,,,,,,,,,,,,,,,,,,,,,,,,
CLX==/,,,,,,,,,,,,,,,,,,,,,,,,,
CLX===/,,,,,,,,,,,,,,,,,,,,,,,,,
CLXJ/,,,,,,,,,,,,,,,,,,,,,,,,,
CLXJM/,,,,,,,,,,,,,,,,,,,,,,,,,
CLXJM=/,,,,,,,,,,,,,,,,,,,,,,,,,
CLXN/,,,,,,,,,,,,,,,,,,,,,,,,,
CLXWT/,,,,,,,,,,,,,,,,,,,,,,,,,
CLX[,,"ላከ, መላክ","ተላከ, መላክ","ተወ, መልቀቅ, መዘርጋት","ተወ ለቀቀ, መለቀቅ, መላክ, መተው",,"ተፈታ, መስደድ",,,,,,,,,,,,,,,,,,
CM,"እዛ, እዚያ, ከዚያ",,,,,,,,,,,,,,,,,,,,,,,,
CM/,ስም,,,,,,,,,,,,,,,,,,,,,,,,
CM</,,,,,,,,,,,,,,,,,,,,,,,,,
CM<=/,,,,,,,,,,,,,,,,,,,,,,,,,
CM<==/,,,,,,,,,,,,,,,,,,,,,,,,,
CM<===/,,,,,,,,,,,,,,,,,,,,,,,,,
CM<====/,,,,,,,,,,,,,,,,,,,,,,,,,
CM<=====/,,,,,,,,,,,,,,,,,,,,,,,,,
CM<>/,,,,,,,,,,,,,,,,,,,,,,,,,
CM<H/,,,,,,,,,,,,,,,,,,,,,,,,,
CM<H=/,,,,,,,,,,,,,,,,,,,,,,,,,
CM<J/,,,,,,,,,,,,,,,,,,,,,,,,,
CM<J=/,,,,,,,,,,,,,,,,,,,,,,,,,
CM<JH/,,,,,,,,,,,,,,,,,,,,,,,,,
CM<JHW/,,,,,,,,,,,,,,,,,,,,,,,,,
CM<NJ/,,,,,,,,,,,,,,,,,,,,,,,,,
CM<T/,,,,,,,,,,,,,,,,,,,,,,,,,
CM<TJ/,,,,,,,,,,,,,,,,,,,,,,,,,
CM<WN/,,,,,,,,,,,,,,,,,,,,,,,,,
CM<[,,"ሰማ, መስማት","ተሰማ, መሰማት","ጠራ, መጥራት",,,"እንዲሰማ አደረገ, ማሰማት",,,,,,,,,,,,,,,,,,
CM=/,,,,,,,,,,,,,,,,,,,,,,,,,
CM>/,,,,,,,,,,,,,,,,,,,,,,,,,
CM>BR/,,,,,,,,,,,,,,,,,,,,,,,,,
CM>H/,,,,,,,,,,,,,,,,,,,,,,,,,
CM>M/,,,,,,,,,,,,,,,,,,,,,,,,,
CMC/,,,,,,,,,,,,,,,,,,,,,,,,,
CMCJ/,,,,,,,,,,,,,,,,,,,,,,,,,
CMCRJ/,,,,,,,,,,,,,,,,,,,,,,,,,
CMCWN/,,,,,,,,,,,,,,,,,,,,,,,,,
CMC[,,,,,,,,,,,,,,,,,,,,,,,,,
CMD/,,,,,,,,,,,,,,,,,,,,,,,,,
CMD[,,,,,,,,,,,,,,,,,,,,,,,,,
CMGR/,,,,,,,,,,,,,,,,,,,,,,,,,
CMH/,,,,,,,,,,,,,,,,,,,,,,,,,
CMH=/,,,,,,,,,,,,,,,,,,,,,,,,,
CMHWT/,,,,,,,,,,,,,,,,,,,,,,,,,
CMJ/,ሻማይ,,,,,,,,,,,,,,,,,,,,,,,,
CMJD</,,,,,,,,,,,,,,,,,,,,,,,,,
CMJD<J/,,,,,,,,,,,,,,,,,,,,,,,,,
CMJM/,ሰማይ,,,,,,,,,,,,,,,,,,,,,,,,
CMJN/,,,,,,,,,,,,,,,,,,,,,,,,,
CMJNJ/,,,,,,,,,,,,,,,,,,,,,,,,,
CMJR/,,,,,,,,,,,,,,,,,,,,,,,,,
CMJR=/,,,,,,,,,,,,,,,,,,,,,,,,,
CMJR==/,,,,,,,,,,,,,,,,,,,,,,,,,
CMJR===/,,,,,,,,,,,,,,,,,,,,,,,,,
CMJRMWT/,,,,,,,,,,,,,,,,,,,,,,,,,
CMM/,,,,,,,,,,,,,,,,,,,,,,,,,
CMMH/,,,,,,,,,,,,,,,,,,,,,,,,,
CMMH=/,,,,,,,,,,,,,,,,,,,,,,,,,
CMMWN/,,,,,,,,,,,,,,,,,,,,,,,,,
CMM[,,,,,,,,,,,,,,,,,,,,,,,,,
CMN/,ዘይት,,,,,,,,,,,,,,,,,,,,,,,,
CMN=/,,,,,,,,,,,,,,,,,,,,,,,,,
CMN==/,,,,,,,,,,,,,,,,,,,,,,,,,
CMNH/,,,,,,,,,,,,,,,,,,,,,,,,,
CMN[,,,,,,,,,,,,,,,,,,,,,,,,,
CMR/,,,,,,,,,,,,,,,,,,,,,,,,,
CMR=/,,,,,,,,,,,,,,,,,,,,,,,,,
CMR==/,,,,,,,,,,,,,,,,,,,,,,,,,
CMRH/,,,,,,,,,,,,,,,,,,,,,,,,,
CMRH=/,,,,,,,,,,,,,,,,,,,,,,,,,
CMRJ/,,,,,,,,,,,,,,,,,,,,,,,,,
CMRJH/,,,,,,,,,,,,,,,,,,,,,,,,,
CMRJHW/,,,,,,,,,,,,,,,,,,,,,,,,,
CMRJM/,,,,,,,,,,,,,,,,,,,,,,,,,
CMRJN/,,,,,,,,,,,,,,,,,,,,,,,,,
CMRJT/,,,,,,,,,,,,,,,,,,,,,,,,,
CMRNJ/,,,,,,,,,,,,,,,,,,,,,,,,,
CMRT/,,,,,,,,,,,,,,,,,,,,,,,,,
CMRWN/,,,,,,,,,,,,,,,,,,,,,,,,,
CMRWN=/,,,,,,,,,,,,,,,,,,,,,,,,,
CMRWN==/,,,,,,,,,,,,,,,,,,,,,,,,,
CMRWNJ/,,,,,,,,,,,,,,,,,,,,,,,,,
CMRWN_MR>WN/,,,,,,,,,,,,,,,,,,,,,,,,,
CMR[,,"ጠበቀ, መጠበቅ መከላከል",መጠበቅ,ማምለክ,,መጠንቀቅ,,,,,,,,,,,,,,,,,,,
CMTJ/,,,,,,,,,,,,,,,,,,,,,,,,,
CMVH/,,,,,,,,,,,,,,,,,,,,,,,,,
CMV[,,,,,,,,,,,,,,,,,,,,,,,,,
CMW</,,,,,,,,,,,,,,,,,,,,,,,,,
CMW<H/,,,,,,,,,,,,,,,,,,,,,,,,,
CMW>L/,,,,,,,,,,,,,,,,,,,,,,,,,
CMWT/,,,,,,,,,,,,,,,,,,,,,,,,,
CMY/,,,,,,,,,,,,,,,,,,,,,,,,,
CMYH/,,,,,,,,,,,,,,,,,,,,,,,,,
CN/,,,,,,,,,,,,,,,,,,,,,,,,,
CN<R/,,,,,,,,,,,,,,,,,,,,,,,,,
CN=/,,,,,,,,,,,,,,,,,,,,,,,,,
CN>/,,,,,,,,,,,,,,,,,,,,,,,,,
CN>B/,,,,,,,,,,,,,,,,,,,,,,,,,
CN>N/,,,,,,,,,,,,,,,,,,,,,,,,,
CN>YR/,,,,,,,,,,,,,,,,,,,,,,,,,
CN>[,,,,,,,,,,,,,,,,,,,,,,,,,
CNH/,"ዓመት, አመት",,,,,,,,,,,,,,,,,,,,,,,,
CNH=/,,,,,,,,,,,,,,,,,,,,,,,,,
CNHBJM/,,,,,,,,,,,,,,,,,,,,,,,,,
CNH[,,,,,,,,,,,,,,,,,,,,,,,,,
CNJ/,ሁለተኛ,,,,,,,,,,,,,,,,,,,,,,,,
CNJ=/,,,,,,,,,,,,,,,,,,,,,,,,,
CNJM/,ሁለት,,,,,,,,,,,,,,,,,,,,,,,,
CNJNH/,,,,,,,,,,,,,,,,,,,,,,,,,
CNN=[,,,,,,,,,,,,,,,,,,,,,,,,,
CNN[,,,,,,,,,,,,,,,,,,,,,,,,,
CNS[,,,,,,,,,,,,,,,,,,,,,,,,,
CP</,,,,,,,,,,,,,,,,,,,,,,,,,
CP<H/,,,,,,,,,,,,,,,,,,,,,,,,,
CP<J/,,,,,,,,,,,,,,,,,,,,,,,,,
CPH[,,,,,,,,,,,,,,,,,,,,,,,,,
CPJ/,,,,,,,,,,,,,,,,,,,,,,,,,
CPJ=/,,,,,,,,,,,,,,,,,,,,,,,,,
CPJM/,,,,,,,,,,,,,,,,,,,,,,,,,
CPJPN/,,,,,,,,,,,,,,,,,,,,,,,,,
CPJR/,,,,,,,,,,,,,,,,,,,,,,,,,
CPK/,,,,,,,,,,,,,,,,,,,,,,,,,
CPKH/,,,,,,,,,,,,,,,,,,,,,,,,,
CPK[,,,,,,,,,,,,,,,,,,,,,,,,,
CPL/,,,,,,,,,,,,,,,,,,,,,,,,,
CPL=/,,,,,,,,,,,,,,,,,,,,,,,,,
CPL==/,,,,,,,,,,,,,,,,,,,,,,,,,
CPLH/,,,,,,,,,,,,,,,,,,,,,,,,,
CPLH=/,,,,,,,,,,,,,,,,,,,,,,,,,
CPLWT/,,,,,,,,,,,,,,,,,,,,,,,,,
CPL[,,,,,,,,,,,,,,,,,,,,,,,,,
CPM/,,,,,,,,,,,,,,,,,,,,,,,,,
CPM=/,,,,,,,,,,,,,,,,,,,,,,,,,
CPMJ/,,,,,,,,,,,,,,,,,,,,,,,,,
CPN/,,,,,,,,,,,,,,,,,,,,,,,,,
CPN=/,,,,,,,,,,,,,,,,,,,,,,,,,
CPR/,,,,,,,,,,,,,,,,,,,,,,,,,
CPR=/,,,,,,,,,,,,,,,,,,,,,,,,,
CPRH/,,,,,,,,,,,,,,,,,,,,,,,,,
CPRH=/,,,,,,,,,,,,,,,,,,,,,,,,,
CPRJR/,,,,,,,,,,,,,,,,,,,,,,,,,
CPRPR/,,,,,,,,,,,,,,,,,,,,,,,,,
CPR[,,,,,,,,,,,,,,,,,,,,,,,,,
CPTJM/,,,,,,,,,,,,,,,,,,,,,,,,,
CPT[,,,,,,,,,,,,,,,,,,,,,,,,,
CPV/,,,,,,,,,,,,,,,,,,,,,,,,,
CPV=/,,,,,,,,,,,,,,,,,,,,,,,,,
CPVJH/,,,,,,,,,,,,,,,,,,,,,,,,,
CPVJHW/,,,,,,,,,,,,,,,,,,,,,,,,,
CPVN/,,,,,,,,,,,,,,,,,,,,,,,,,
CPV[,,"መፍረድ, ግጭት ውስጥ መግባት",መለመን,,,,,,,,,,,,,,,,,,,,,,
CPW/,,,,,,,,,,,,,,,,,,,,,,,,,
CPWPM/,,,,,,,,,,,,,,,,,,,,,,,,,
CPWPN/,,,,,,,,,,,,,,,,,,,,,,,,,
CPWT/,,,,,,,,,,,,,,,,,,,,,,,,,
CPWV/,,,,,,,,,,,,,,,,,,,,,,,,,
CPXH/,,,,,,,,,,,,,,,,,,,,,,,,,
CQ/,,,,,,,,,,,,,,,,,,,,,,,,,
CQ<RWRH/,,,,,,,,,,,,,,,,,,,,,,,,,
CQ<[,,,,,,,,,,,,,,,,,,,,,,,,,
CQD/,,,,,,,,,,,,,,,,,,,,,,,,,
CQD=[,,,,,,,,,,,,,,,,,,,,,,,,,
CQD[,,,,,,,,,,,,,,,,,,,,,,,,,
CQH[,,,,,,,,,,,,,,,,,,,,,,,,,
CQL/,,,,,,,,,,,,,,,,,,,,,,,,,
CQL[,,,,,,,,,,,,,,,,,,,,,,,,,
CQMH/,,,,,,,,,,,,,,,,,,,,,,,,,
CQP/,,,,,,,,,,,,,,,,,,,,,,,,,
CQPJM/,,,,,,,,,,,,,,,,,,,,,,,,,
CQP[,,,,,,,,,,,,,,,,,,,,,,,,,
CQQ[,,,,,,,,,,,,,,,,,,,,,,,,,
CQR/,,,,,,,,,,,,,,,,,,,,,,,,,
CQR[,,,,,,,,,,,,,,,,,,,,,,,,,
CQT/,,,,,,,,,,,,,,,,,,,,,,,,,
CQV/,,,,,,,,,,,,,,,,,,,,,,,,,
CQV[,,,,,,,,,,,,,,,,,,,,,,,,,
CQWJ/,,,,,,,,,,,,,,,,,,,,,,,,,
CQWY/,,,,,,,,,,,,,,,,,,,,,,,,,
CQY/,,,,,,,,,,,,,,,,,,,,,,,,,
CQY[,,,,,,,,,,,,,,,,,,,,,,,,,
CR/,,,,,,,,,,,,,,,,,,,,,,,,,
CR==/,,,,,,,,,,,,,,,,,,,,,,,,,
CRB/,,,,,,,,,,,,,,,,,,,,,,,,,
CRBJH/,,,,,,,,,,,,,,,,,,,,,,,,,
CRBJV/,,,,,,,,,,,,,,,,,,,,,,,,,
CRC/,,,,,,,,,,,,,,,,,,,,,,,,,
CRC=/,,,,,,,,,,,,,,,,,,,,,,,,,
CRCJ/,,,,,,,,,,,,,,,,,,,,,,,,,
CRCRH/,,,,,,,,,,,,,,,,,,,,,,,,,
CRC[,,,,,,,,,,,,,,,,,,,,,,,,,
CRH/,,,,,,,,,,,,,,,,,,,,,,,,,
CRH[,,,,,,,,,,,,,,,,,,,,,,,,,
CRJ/,,,,,,,,,,,,,,,,,,,,,,,,,
CRJH/,,,,,,,,,,,,,,,,,,,,,,,,,
CRJR/,,,,,,,,,,,,,,,,,,,,,,,,,
CRJWN/,,,,,,,,,,,,,,,,,,,,,,,,,
CRQH/,,,,,,,,,,,,,,,,,,,,,,,,,
CRQH=/,,,,,,,,,,,,,,,,,,,,,,,,,
CRQ[,,,,,,,,,,,,,,,,,,,,,,,,,
CRR/,,,,,,,,,,,,,,,,,,,,,,,,,
CRRWT/,,,,,,,,,,,,,,,,,,,,,,,,,
CRT/,,,,,,,,,,,,,,,,,,,,,,,,,
CRT[,,,,,,,,,,,,,,,,,,,,,,,,,
CRVJ/,,,,,,,,,,,,,,,,,,,,,,,,,
CRWN/,,,,,,,,,,,,,,,,,,,,,,,,,
CRWNJ/,,,,,,,,,,,,,,,,,,,,,,,,,
CRWXN/,,,,,,,,,,,,,,,,,,,,,,,,,
CRY/,,,,,,,,,,,,,,,,,,,,,,,,,
CRY[,,,,,,,,,,,,,,,,,,,,,,,,,
CS</,,,,,,,,,,,,,,,,,,,,,,,,,
CS<[,,,,,,,,,,,,,,,,,,,,,,,,,
CSH[,,,,,,,,,,,,,,,,,,,,,,,,,
CSP[,,,,,,,,,,,,,,,,,,,,,,,,,
CSS[,,,,,,,,,,,,,,,,,,,,,,,,,
CT/,,,,,,,,,,,,,,,,,,,,,,,,,
CT=/,,,,,,,,,,,,,,,,,,,,,,,,,
CT==/,,,,,,,,,,,,,,,,,,,,,,,,,
CTH[,,"ጠጣ, መጠጣት","ሰከረ, መጠጣት",,,,,,,,,,,,,,,,,,,,,,
CTJ/,,,,,,,,,,,,,,,,,,,,,,,,,
CTJ=/,,,,,,,,,,,,,,,,,,,,,,,,,
CTJH/,,,,,,,,,,,,,,,,,,,,,,,,,
CTJL/,,,,,,,,,,,,,,,,,,,,,,,,,
CTJN/,,,,,,,,,,,,,,,,,,,,,,,,,
CTLXJ/,,,,,,,,,,,,,,,,,,,,,,,,,
CTL[,,,,,,,,,,,,,,,,,,,,,,,,,
CTM/,,,,,,,,,,,,,,,,,,,,,,,,,
CTN[,,,,,,,ሸና,,,,,,,,,,,,,,,,,,
CTQ[,,,,,,,,,,,,,,,,,,,,,,,,,
CTR/,,,,,,,,,,,,,,,,,,,,,,,,,
CTR_BWZNJ/,,,,,,,,,,,,,,,,,,,,,,,,,
CTT/,,,,,,,,,,,,,,,,,,,,,,,,,
CVH/,,,,,,,,,,,,,,,,,,,,,,,,,
CVJM/,,,,,,,,,,,,,,,,,,,,,,,,,
CVP/,ጎርፍ,,,,,,,,,,,,,,,,,,,,,,,,
CVP[,,,,,,,,,,,,,,,,,,,,,,,,,
CVR[,,,,,,,,,,,,,,,,,,,,,,,,,
CVV/,,,,,,,,,,,,,,,,,,,,,,,,,
CVX[,,,,,,,,,,,,,,,,,,,,,,,,,
CW</,,,,,,,,,,,,,,,,,,,,,,,,,
CW<=/,,,,,,,,,,,,,,,,,,,,,,,,,
CW<==/,,,,,,,,,,,,,,,,,,,,,,,,,
CW<===/,,,,,,,,,,,,,,,,,,,,,,,,,
CW<====/,,,,,,,,,,,,,,,,,,,,,,,,,
CW<>/,,,,,,,,,,,,,,,,,,,,,,,,,
CW<H/,,,,,,,,,,,,,,,,,,,,,,,,,
CW<L/,,,,,,,,,,,,,,,,,,,,,,,,,
CW<L=/,,,,,,,,,,,,,,,,,,,,,,,,,
CW<L==/,,,,,,,,,,,,,,,,,,,,,,,,,
CW<R/,,,,,,,,,,,,,,,,,,,,,,,,,
CW<[,,,,,,,,,,,,,,,,,,,,,,,,,
CW>/,,,,,,,,,,,,,,,,,,,,,,,,,
CW>=/,,,,,,,,,,,,,,,,,,,,,,,,,
CW>==/,,,,,,,,,,,,,,,,,,,,,,,,,
CW>H/,,,,,,,,,,,,,,,,,,,,,,,,,
CWB=[,,,,,,,,,,,,,,,,,,,,,,,,,
CWB>L/,,,,,,,,,,,,,,,,,,,,,,,,,
CWBB/,,,,,,,,,,,,,,,,,,,,,,,,,
CWBB=/,,,,,,,,,,,,,,,,,,,,,,,,,
CWBB==/,,,,,,,,,,,,,,,,,,,,,,,,,
CWBH/,,,,,,,,,,,,,,,,,,,,,,,,,
CWBK/,,,,,,,,,,,,,,,,,,,,,,,,,
CWBL/,,,,,,,,,,,,,,,,,,,,,,,,,
CWBQ/,,,,,,,,,,,,,,,,,,,,,,,,,
CWB[,,"መመለስ, መዞር, መድገም",,መመለስ,,,መመለስ,እንዲመለስ መደረግ,,,,,,,,,,,,,,,,,
CWC>/,,,,,,,,,,,,,,,,,,,,,,,,,
CWCN/,,,,,,,,,,,,,,,,,,,,,,,,,
CWCN=/,,,,,,,,,,,,,,,,,,,,,,,,,
CWCNKJ/,,,,,,,,,,,,,,,,,,,,,,,,,
CWH/,,,,,,,,,,,,,,,,,,,,,,,,,
CWH=/,,,,,,,,,,,,,,,,,,,,,,,,,
CWH=[,,,,,,,,,,,,,,,,,,,,,,,,,
CWH[,,,,,,,,,,,,,,,,,,,,,,,,,
CWL/,,,,,,,,,,,,,,,,,,,,,,,,,
CWLL/,,,,,,,,,,,,,,,,,,,,,,,,,
CWLMJ/,,,,,,,,,,,,,,,,,,,,,,,,,
CWMJM/,,,,,,,,,,,,,,,,,,,,,,,,,
CWMR/,,,,,,,,,,,,,,,,,,,,,,,,,
CWNJ/,,,,,,,,,,,,,,,,,,,,,,,,,
CWNJ=/,,,,,,,,,,,,,,,,,,,,,,,,,
CWNM/,,,,,,,,,,,,,,,,,,,,,,,,,
CWNMJ/,,,,,,,,,,,,,,,,,,,,,,,,,
CWP=[,,,,,,,,,,,,,,,,,,,,,,,,,
CWPK/,,,,,,,,,,,,,,,,,,,,,,,,,
CWPMJ/,,,,,,,,,,,,,,,,,,,,,,,,,
CWPR/,,,,,,,,,,,,,,,,,,,,,,,,,
CWP[,,,,,,,,,,,,,,,,,,,,,,,,,
CWQ/,,,,,,,,,,,,,,,,,,,,,,,,,
CWQ=/,,,,,,,,,,,,,,,,,,,,,,,,,
CWQQ/,,,,,,,,,,,,,,,,,,,,,,,,,
CWQ[,,,,,,,,,,,,,,,,,,,,,,,,,
CWR/,,,,,,,,,,,,,,,,,,,,,,,,,
CWR=/,,,,,,,,,,,,,,,,,,,,,,,,,
CWR==/,,,,,,,,,,,,,,,,,,,,,,,,,
CWR=[,,,,,,,,,,,,,,,,,,,,,,,,,
CWRH/,,,,,,,,,,,,,,,,,,,,,,,,,
CWRR/,,,,,,,,,,,,,,,,,,,,,,,,,
CWR[,,,,,,,,,,,,,,,,,,,,,,,,,
CWTLX/,,,,,,,,,,,,,,,,,,,,,,,,,
CWV/,,,,,,,,,,,,,,,,,,,,,,,,,
CWV=/,,,,,,,,,,,,,,,,,,,,,,,,,
CWV=[,,,,,,,,,,,,,,,,,,,,,,,,,
CWV[,,,,,,,,,,,,,,,,,,,,,,,,,
CWX/,,,,,,,,,,,,,,,,,,,,,,,,,
CWXH/,,,,,,,,,,,,,,,,,,,,,,,,,
CWXH=/,,,,,,,,,,,,,,,,,,,,,,,,,
CWXJ/,,,,,,,,,,,,,,,,,,,,,,,,,
CWXM/,,,,,,,,,,,,,,,,,,,,,,,,,
CWXMJ/,,,,,,,,,,,,,,,,,,,,,,,,,
CWX[,,,,,,,,,,,,,,,,,,,,,,,,,
CX/,,,,,,,,,,,,,,,,,,,,,,,,,
CXD/,,,,,,,,,,,,,,,,,,,,,,,,,
CXD[,,,,,,,,,,,,,,,,,,,,,,,,,
CXH[,,,,,,,,,,,,,,,,,,,,,,,,,
CXJN/,,,,,,,,,,,,,,,,,,,,,,,,,
CXJS/,,,,,,,,,,,,,,,,,,,,,,,,,
CXJT/,,,,,,,,,,,,,,,,,,,,,,,,,
CXJVH/,,,,,,,,,,,,,,,,,,,,,,,,,
CXL/,,,,,,,,,,,,,,,,,,,,,,,,,
CXLT/,,,,,,,,,,,,,,,,,,,,,,,,,
CXP/,,,,,,,,,,,,,,,,,,,,,,,,,
CXPT/,,,,,,,,,,,,,,,,,,,,,,,,,
CXQ/,,,,,,,,,,,,,,,,,,,,,,,,,
CXQ[,,,,,,,,,,,,,,,,,,,,,,,,,
CXR/,,,,,,,,,,,,,,,,,,,,,,,,,
CXR=/,ጥቁር,,,,,,,,,,,,,,,,,,,,,,,,
CXR=[,,,,,,,,,,,,,,,,,,,,,,,,,
CXRJH/,,,,,,,,,,,,,,,,,,,,,,,,,
CXRJM/,,,,,,,,,,,,,,,,,,,,,,,,,
CXRWT/,,,,,,,,,,,,,,,,,,,,,,,,,
CXRXR/,,,,,,,,,,,,,,,,,,,,,,,,,
CXR[,,,,,,,,,,,,,,,,,,,,,,,,,
CXT/,,,,,,,,,,,,,,,,,,,,,,,,,
CXT[,,,,,,,,,,,,,,,,,,,,,,,,,
CXV=[,,,,,,,,,,,,,,,,,,,,,,,,,
CXVH/,,,,,,,,,,,,,,,,,,,,,,,,,
CXV[,,,,,,,,,,,,,,,,,,,,,,,,,
CXWR/,,,,,,,,,,,,,,,,,,,,,,,,,
CXWT/,,,,,,,,,,,,,,,,,,,,,,,,,
CXX[,,,,,,,,,,,,,,,,,,,,,,,,,
CXY/,,,,,,,,,,,,,,,,,,,,,,,,,
CXYJMH/,,,,,,,,,,,,,,,,,,,,,,,,,
CYP/,,,,,,,,,,,,,,,,,,,,,,,,,
CZP[,,,,,,,,,,,,,,,,,,,,,,,,,
CZR[,,,,,,,,,,,,,,,,,,,,,,,,,
D</,,,,,,,,,,,,,,,,,,,,,,,,,
D<H/,እውቀት,,,,,,,,,,,,,,,,,,,,,,,,
D<K[,,,,,,,,,,,,,,,,,,,,,,,,,
D<T/,,,,,,,,,,,,,,,,,,,,,,,,,
D<W>L/,,,,,,,,,,,,,,,,,,,,,,,,,
D>,,,,,,,,,,,,,,,,,,,,,,,,,
D>BH/,,,,,,,,,,,,,,,,,,,,,,,,,
D>BWN/,,,,,,,,,,,,,,,,,,,,,,,,,
D>B[,,,,,,,,,,,,,,,,,,,,,,,,,
D>G/,,,,,,,,,,,,,,,,,,,,,,,,,
D>GH/,,,,,,,,,,,,,,,,,,,,,,,,,
D>G[,,,,,,,,,,,,,,,,,,,,,,,,,
D>H/,,,,,,,,,,,,,,,,,,,,,,,,,
D>H[,,,,,,,,,,,,,,,,,,,,,,,,,
D>R/,,,,,,,,,,,,,,,,,,,,,,,,,
DB/,,,,,,,,,,,,,,,,,,,,,,,,,
DB>/,,,,,,,,,,,,,,,,,,,,,,,,,
DBB[,,,,,,,,,,,,,,,,,,,,,,,,,
DBC/,,,,,,,,,,,,,,,,,,,,,,,,,
DBCT/,,,,,,,,,,,,,,,,,,,,,,,,,
DBCT=/,,,,,,,,,,,,,,,,,,,,,,,,,
DBH/,,,,,,,,,,,,,,,,,,,,,,,,,
DBJR/,,,,,,,,,,,,,,,,,,,,,,,,,
DBJR=/,,,,,,,,,,,,,,,,,,,,,,,,,
DBJWNJM/,,,,,,,,,,,,,,,,,,,,,,,,,
DBLH/,,,,,,,,,,,,,,,,,,,,,,,,,
DBLH=/,,,,,,,,,,,,,,,,,,,,,,,,,
DBLJM/,,,,,,,,,,,,,,,,,,,,,,,,,
DBLT/,,,,,,,,,,,,,,,,,,,,,,,,,
DBQ/,,,,,,,,,,,,,,,,,,,,,,,,,
DBQ=/,,,,,,,,,,,,,,,,,,,,,,,,,
DBQ[,,,,,,,,,,,,,,,,,,,,,,,,,
DBR/,"ቃል ነገር, ቃል, ተግባር, ነገር",,,,,,,,,,,,,,,,,,,,,,,,
DBR=/,,,,,,,,,,,,,,,,,,,,,,,,,
DBR==/,,,,,,,,,,,,,,,,,,,,,,,,,
DBR===/,,,,,,,,,,,,,,,,,,,,,,,,,
DBR=====/,,,,,,,,,,,,,,,,,,,,,,,,,
DBR=[,,,,,,,,,,,,,,,,,,,,,,,,,
DBRH/,,,,,,,,,,,,,,,,,,,,,,,,,
DBRJ/,,,,,,,,,,,,,,,,,,,,,,,,,
DBRT/,,,,,,,,,,,,,,,,,,,,,,,,,
DBRT=/,,,,,,,,,,,,,,,,,,,,,,,,,
DBRWT/,,,,,,,,,,,,,,,,,,,,,,,,,
DBR[,,"ተናገረ, መናገር","ተናገረ, መናገር","ተናገረ, መናገር","ተነገረ, መነገር","ተነጋገረ, መናገር",,,,,,,,,,,,,,,,,,,
DBWRH/,,,,,,,,,,,,,,,,,,,,,,,,,
DBWRH=/,,,,,,,,,,,,,,,,,,,,,,,,,
DBX/,,,,,,,,,,,,,,,,,,,,,,,,,
DBX[,,,,,,,,,,,,,,,,,,,,,,,,,
DC>/,,,,,,,,,,,,,,,,,,,,,,,,,
DC>[,,,,,,,,,,,,,,,,,,,,,,,,,
DCN/,,,,,,,,,,,,,,,,,,,,,,,,,
DCN=/,,,,,,,,,,,,,,,,,,,,,,,,,
DCN[,,,,,,,,,,,,,,,,,,,,,,,,,
DD/,,,,,,,,,,,,,,,,,,,,,,,,,
DDH[,,,,,,,,,,,,,,,,,,,,,,,,,
DDN/,,,,,,,,,,,,,,,,,,,,,,,,,
DDNJ/,,,,,,,,,,,,,,,,,,,,,,,,,
DDNJM/,,,,,,,,,,,,,,,,,,,,,,,,,
DDWHW/,,,,,,,,,,,,,,,,,,,,,,,,,
