lex,default,qal,nif,piel,pual,hit,hif,hof,hsht,pasq,etpa,nit,hotp,tif,htpa,poal,poel,peal,peil,pael,haf,afel,shaf,htpe,etpe
CW<[,,,,chorar por socorro,,,,,,,,,,,,,,,,,,,,,
CW>/,"nada, inútil (s); em vão (adv)",,,,,,,,,,,,,,,,,,,,,,,,
CW>=/,(incerto),,,,,,,,,,,,,,,,,,,,,,,,
CW>==/,Sheva,,,,,,,,,,,,,,,,,,,,,,,,
CW>H/,"ruína, tempestade; (melhor) fosso",,,,,,,,,,,,,,,,,,,,,,,,
CWB=[,,"virar, voltar",,,,,,,,,,,,,,,,,,,,,,,
CWB>L/,Shubael,,,,,,,,,,,,,,,,,,,,,,,,
CWBB/,apóstata,,,,,,,,,,,,,,,,,,,,,,,,
CWBB=/,apóstata,,,,,,,,,,,,,,,,,,,,,,,,
CWBB==/,Shobab,,,,,,,,,,,,,,,,,,,,,,,,
CWBH/,retornar?,,,,,,,,,,,,,,,,,,,,,,,,
CWBK/,Shobach,,,,,,,,,,,,,,,,,,,,,,,,
CWBL/,Shobal,,,,,,,,,,,,,,,,,,,,,,,,
CWBQ/,Shobek,,,,,,,,,,,,,,,,,,,,,,,,
CWB[,,"virar, voltar, repetir",,trazer de volta; seduzir; restaurar,,,trazer de volta,ser trazido de volta,,,,,,,,,,,,,,,,,
CWC>/,Shavsha,,,,,,,,,,,,,,,,,,,,,,,,
CWCN/,"lírio, lótus",,,,,,,,,,,,,,,,,,,,,,,,
CWCN=/,Susa,,,,,,,,,,,,,,,,,,,,,,,,
CWH/,simples,,,,,,,,,,,,,,,,,,,,,,,,
CWH=/,Shaveh,,,,,,,,,,,,,,,,,,,,,,,,
CWH=[,,,,colocar,,,,,,,,,,,,,,,,,,,,,
CWH[,,"ser como, tornar-se como, ser igual",,nivelar; acalmar,,,fazer como; comparar com,,,,,ser igual,,,,,,,,,,,,,
CWL/,"saia, saia fluida, bainha de saia",,,,,,,,,,,,,,,,,,,,,,,,
CWLL/,descalço,,,,,,,,,,,,,,,,,,,,,,,,
CWLMJ/,Shulammite,,,,,,,,,,,,,,,,,,,,,,,,
CWMJM/,alho,,,,,,,,,,,,,,,,,,,,,,,,
CWMR/,Shomer,,,,,,,,,,,,,,,,,,,,,,,,
CWNJ/,Shunite,,,,,,,,,,,,,,,,,,,,,,,,
CWNJ=/,Shuni,,,,,,,,,,,,,,,,,,,,,,,,
CWNM/,Shunem,,,,,,,,,,,,,,,,,,,,,,,,
CWNMJ/,Shunammite,,,,,,,,,,,,,,,,,,,,,,,,
CWP=[,,morder,,,,,,,,,,,,,,,,,,,,,,,
CWPK/,Shophach,,,,,,,,,,,,,,,,,,,,,,,,
CWPMJ/,Shuphamite,,,,,,,,,,,,,,,,,,,,,,,,
CWPR/,"trombeta, cifre de carneiro",,,,,,,,,,,,,,,,,,,,,,,,
CWP[,,esmagar,,,,,,,,,,,,,,,,,,,,,,,
CWQ/,coxa; perna,,,,,,,,,,,,,,,,,,,,,,,,
CWQ=/,rua,,,,,,,,,,,,,,,,,,,,,,,,
CWQQ/,sedento,,,,,,,,,,,,,,,,,,,,,,,,
CWQ[,,,,reguar,,,transbordar,,,,,,,,,,,,,,,,,,
CWR/,"boi, bezerro, novilho",,,,,,,,,,,,,,,,,,,,,,,,
CWR=/,parede,,,,,,,,,,,,,,,,,,,,,,,,
CWR==/,Shur,,,,,,,,,,,,,,,,,,,,,,,,
CWR=[,,descer; para caravana,,,,,,,,,,,,,,,,,,,,,,,
CWRH/,parede de apoio,,,,,,,,,,,,,,,,,,,,,,,,
CWRR/,inimigo,,,,,,,,,,,,,,,,,,,,,,,,
CWR[,,"contemplar, considerar",,,,,,,,,,,,,,,,,,,,,,,
CWTLX/,Shuthelah,,,,,,,,,,,,,,,,,,,,,,,,
CWV/,chicote,,,,,,,,,,,,,,,,,,,,,,,,
CWV=/,inundação,,,,,,,,,,,,,,,,,,,,,,,,
CWV=[,,desprezar,,,,,,,,,,,,,,,,,,,,,,,
CWV[,,vagar; passear,,perambular; remar,,virar de um lado para o outro,,,,,,,,,,,,,,,,,,,
CWX/,Shuah,,,,,,,,,,,,,,,,,,,,,,,,
CWXH/,poço,,,,,,,,,,,,,,,,,,,,,,,,
CWXH=/,Shuhah,,,,,,,,,,,,,,,,,,,,,,,,
CWXJ/,Shuhite,,,,,,,,,,,,,,,,,,,,,,,,
CWXM/,Shuham,,,,,,,,,,,,,,,,,,,,,,,,
CWXMJ/,Shuhamite,,,,,,,,,,,,,,,,,,,,,,,,
CWX[,,afundar,,,,,,,,,,,,,,,,,,,,,,,
CX/,com os olhos abatidos,,,,,,,,,,,,,,,,,,,,,,,,
CXD/,"presente, presente, suborno",,,,,,,,,,,,,,,,,,,,,,,,
CXD[,,dar um presente,,,,,,,,,,,,,,,,,,,,,,,
CXH[,,curvar-se,,,,,deprimir,,,,,,,,,,,,,,,,,,
CXJN/,fervura,,,,,,,,,,,,,,,,,,,,,,,,
CXJS/,grãos silvestres,,,,,,,,,,,,,,,,,,,,,,,,
CXJT/,poço,,,,,,,,,,,,,,,,,,,,,,,,
CXJVH/,Abate,,,,,,,,,,,,,,,,,,,,,,,,
CXL/,leão jovem,,,,,,,,,,,,,,,,,,,,,,,,
CXLT/,(ingrediente do incenso),,,,,,,,,,,,,,,,,,,,,,,,
CXP/,gaivota? (ave impura),,,,,,,,,,,,,,,,,,,,,,,,
CXPT/,consumo,,,,,,,,,,,,,,,,,,,,,,,,
CXQ/,"poeira, nuvens de poeira",,,,,,,,,,,,,,,,,,,,,,,,
CXQ[,,pulverizar; esfregar,,,,,,,,,,,,,,,,,,,,,,,
CXR/,madrugada,,,,,,,,,,,,,,,,,,,,,,,,
CXR=/,preto,,,,,,,,,,,,,,,,,,,,,,,,
CXR=[,,tornar-se negro,,,,,,,,,,,,,,,,,,,,,,,
CXRJH/,Shehariah,,,,,,,,,,,,,,,,,,,,,,,,
CXRJM/,Shaharaim,,,,,,,,,,,,,,,,,,,,,,,,
CXRWT/,juventude,,,,,,,,,,,,,,,,,,,,,,,,
CXRXR/,escura,,,,,,,,,,,,,,,,,,,,,,,,
CXR[,,ter a intenção de,,buscar,,,,,,,,,,,,,,,,,,,,,
CXT/,fossa; sepultura,,,,,,,,,,,,,,,,,,,,,,,,
CXT[,,,"ser corrupto, ser estragado","estragar, arruinar",,,destruir,ser estragado,,,,,,,,,,,,,,,,,
CXV=[,,martelar?; ligar?,,,,,,,,,,,,,,,,,,,,,,,
CXVH/,abate?,,,,,,,,,,,,,,,,,,,,,,,,
CXV[,,"abater, matar",ser abatido,,,,,,,,,,,,,,,,,,,,,,
CXWR/,escuridão,,,,,,,,,,,,,,,,,,,,,,,,
CXWT/,poço,,,,,,,,,,,,,,,,,,,,,,,,
CXX[,,"inclinar-se, agachar-se",ser curvado; soar abafado,,,,derrubar,,,,,,,,,,,,,,,,,,
CXY/,dignidade; orgulho,,,,,,,,,,,,,,,,,,,,,,,,
CXYJMH/,Shahazumah,,,,,,,,,,,,,,,,,,,,,,,,
CYP/,inundação,,,,,,,,,,,,,,,,,,,,,,,,
CZP[,,olhar; queimar,,,,,,,,,,,,,,,,,,,,,,,
CZR[,,,,,,,,ser torcido,,,,,,,,,,,,,,,,,
D</,conhecimento,,,,,,,,,,,,,,,,,,,,,,,,
D<H/,conhecimento,,,,,,,,,,,,,,,,,,,,,,,,
D<K[,,ser extinto,ser seco,,ser extinto,,,,,,,,,,,,,,,,,,,,
D<T/,"conhecimento, cognição",,,,,,,,,,,,,,,,,,,,,,,,
D<W>L/,Deuel,,,,,,,,,,,,,,,,,,,,,,,,
D>BH/,"desespero, desespero",,,,,,,,,,,,,,,,,,,,,,,,
D>BWN/,desespero,,,,,,,,,,,,,,,,,,,,,,,,
D>B[,,definhar,,,,,,,,,,,,,,,,,,,,,,,
D>G/,Doeg,,,,,,,,,,,,,,,,,,,,,,,,
D>GH/,"ansiedade, preocupação, medo",,,,,,,,,,,,,,,,,,,,,,,,
D>G[,,"estar ansioso, ter medo",,,,,,,,,,,,,,,,,,,,,,,
D>H/,pipa vermelha,,,,,,,,,,,,,,,,,,,,,,,,
D>H[,,"voar, arremessar",,,,,,,,,,,,,,,,,,,,,,,
D>R/,Dor,,,,,,,,,,,,,,,,,,,,,,,,
DB/,urso,,,,,,,,,,,,,,,,,,,,,,,,
DB>/,força,,,,,,,,,,,,,,,,,,,,,,,,
DBB[,,transbordar,,,,,,,,,,,,,,,,,,,,,,,
DBC/,mel,,,,,,,,,,,,,,,,,,,,,,,,
DBCT/,corcunda,,,,,,,,,,,,,,,,,,,,,,,,
DBCT=/,Dabbesheth,,,,,,,,,,,,,,,,,,,,,,,,
DBH/,relatório maligno,,,,,,,,,,,,,,,,,,,,,,,,
DBJR/,santo dos santos,,,,,,,,,,,,,,,,,,,,,,,,
DBJR=/,Debir,,,,,,,,,,,,,,,,,,,,,,,,
DBJWNJM/,esterco de pomba,,,,,,,,,,,,,,,,,,,,,,,,
DBLH/,bolo de figo,,,,,,,,,,,,,,,,,,,,,,,,
DBLH=/,Riblah,,,,,,,,,,,,,,,,,,,,,,,,
DBLJM/,Diblaim,,,,,,,,,,,,,,,,,,,,,,,,
DBLT/,bolo de figo,,,,,,,,,,,,,,,,,,,,,,,,
DBQ/,"união, união",,,,,,,,,,,,,,,,,,,,,,,,
DBQ=/,"clivagem, união",,,,,,,,,,,,,,,,,,,,,,,,
DBQ[,,"apegar-se, agarrar-se a",,,ser unido,,"fazer agarrar, fazer ligar",ser ligado,,,,,,,,,,,,,,,,,
DBR/,"palavra; coisa, matéria; ação",,,,,,,,,,,,,,,,,,,,,,,,
DBR=/,Peste (bubônica),,,,,,,,,,,,,,,,,,,,,,,,
DBR==/,pastagem,,,,,,,,,,,,,,,,,,,,,,,,
DBR===/,"ferrão, espinho",,,,,,,,,,,,,,,,,,,,,,,,
DBR=====/,Debir,,,,,,,,,,,,,,,,,,,,,,,,
DBR=[,,,,virar as costas,,,dirigir de volta,,,,,,,,,,,,,,,,,,
DBRH/,"causa, maneira",,,,,,,,,,,,,,,,,,,,,,,,
DBRJ/,Dibri,,,,,,,,,,,,,,,,,,,,,,,,
DBRT/,palavra,,,,,,,,,,,,,,,,,,,,,,,,
DBRT=/,Daberath,,,,,,,,,,,,,,,,,,,,,,,,
DBRWT/,jangadas,,,,,,,,,,,,,,,,,,,,,,,,
DBR[,,falar,ser falado,falar,ser falado,falar a si,,,,,,,,,,,,,,,,,,,
DBWRH/,abelha,,,,,,,,,,,,,,,,,,,,,,,,
DBWRH=/,Deborah,,,,,,,,,,,,,,,,,,,,,,,,
DC>/,grama jovem,,,,,,,,,,,,,,,,,,,,,,,,
DC>[,,crescer verde,,,,,fazer brotar,,,,,,,,,,,,,,,,,,
DCN/,gordura; cinzas gordurosas,,,,,,,,,,,,,,,,,,,,,,,,
DCN=/,"gordo, gordo",,,,,,,,,,,,,,,,,,,,,,,,
DCN[,,engordar,,fazer gordura,ficar gordo,,,,,,,,ser saciado com gordura,,,,,,,,,,,,
DD/,peito,,,,,,,,,,,,,,,,,,,,,,,,
DDH[,,,,,,"mover-se lentamente, andar",,,,,,,,,,,,,,,,,,,
DDN/,Dedan,,,,,,,,,,,,,,,,,,,,,,,,
DDNJ/,Dedanites,,,,,,,,,,,,,,,,,,,,,,,,
DDNJM/,Rodanim,,,,,,,,,,,,,,,,,,,,,,,,
DDWHW/,Dodavahu,,,,,,,,,,,,,,,,,,,,,,,,
DG/,peixes,,,,,,,,,,,,,,,,,,,,,,,,
DGH/,peixes,,,,,,,,,,,,,,,,,,,,,,,,
DGH[,,aumentar,,,,,,,,,,,,,,,,,,,,,,,
DGL/,"banner, padrão",,,,,,,,,,,,,,,,,,,,,,,,
DGL[,,levantar a bandeira,ser bandeirado,,,,,,,,,,,,,,,,,,,,,,
DGN/,"milho, grãos",,,,,,,,,,,,,,,,,,,,,,,,
DGR[,,chocar?,,,,,,,,,,,,,,,,,,,,,,,
DGWN/,Dagon,,,,,,,,,,,,,,,,,,,,,,,,
DHM[,,,surpreender,,,,,,,,,,,,,,,,,,,,,,
DHRH/,galopando,,,,,,,,,,,,,,,,,,,,,,,,
DHR[,,galopar,,,,,,,,,,,,,,,,,,,,,,,
DJ/,suficiência; o suficiente,,,,,,,,,,,,,,,,,,,,,,,,
DJBN/,Dibon,,,,,,,,,,,,,,,,,,,,,,,,
DJC/,"debulha, tempo de debulha",,,,,,,,,,,,,,,,,,,,,,,,
DJCN/,Dishan,,,,,,,,,,,,,,,,,,,,,,,,
DJCWN/,antílope?,,,,,,,,,,,,,,,,,,,,,,,,
DJCWN=/,Dishon,,,,,,,,,,,,,,,,,,,,,,,,
DJG/,pescador,,,,,,,,,,,,,,,,,,,,,,,,
DJG[,,"pescar, pescar",,,,,,,,,,,,,,,,,,,,,,,
DJH/,pipa? (ave impura),,,,,,,,,,,,,,,,,,,,,,,,
DJMWN/,Dimon,,,,,,,,,,,,,,,,,,,,,,,,
DJMWNH/,Dimonah,,,,,,,,,,,,,,,,,,,,,,,,
DJN/,ação judicial,,,,,,,,,,,,,,,,,,,,,,,,
DJN=/,juiz,,,,,,,,,,,,,,,,,,,,,,,,
DJNH/,Dinah,,,,,,,,,,,,,,,,,,,,,,,,
DJN[,,julgar; trazer justiça,"disputar, ser argumentado",,,,,,,,,,,,,,,,,,,,,,
DJPT/,Riphath,,,,,,,,,,,,,,,,,,,,,,,,
DJQ/,muro de cerco,,,,,,,,,,,,,,,,,,,,,,,,
DJW/,tinta,,,,,,,,,,,,,,,,,,,,,,,,
DJ_ZHB/,Dizahab,,,,,,,,,,,,,,,,,,,,,,,,
DK/,oprimido,,,,,,,,,,,,,,,,,,,,,,,,
DK>/,triturado,,,,,,,,,,,,,,,,,,,,,,,,
DK>[,,,"ser esmagado, ser oprimido","esmagar, oprimir",ser esmagado,ser esmagado,,,,,,,,,,,,,,,,,,,
DKH/,esmagamento,,,,,,,,,,,,,,,,,,,,,,,,
DKH[,,ser esmagado,ser esmagado,esmagar,,,,,,,,,,,,,,,,,,,,,
DKJ/,batida (de ondas),,,,,,,,,,,,,,,,,,,,,,,,
DL/,"médio, escasso (adj); pobre (n)",,,,,,,,,,,,,,,,,,,,,,,,
DL<N/,Dilean,,,,,,,,,,,,,,,,,,,,,,,,
DL=/,porta,,,,,,,,,,,,,,,,,,,,,,,,
DLG[,,saltar,,saltar por cima,,,,,,,,,,,,,,,,,,,,,
DLH/,fios (de urdidura); cabelos,,,,,,,,,,,,,,,,,,,,,,,,
DLH=/,os pobres,,,,,,,,,,,,,,,,,,,,,,,,
DLH[,,tirar água,,"elaborar, resgatar",,,,,,,,,,,,,,,,,,,,,
DLJ/,balde,,,,,,,,,,,,,,,,,,,,,,,,
DLJH/,Delaiah,,,,,,,,,,,,,,,,,,,,,,,,
DLJHW/,Delaiah,,,,,,,,,,,,,,,,,,,,,,,,
DLJLH/,Delilah,,,,,,,,,,,,,,,,,,,,,,,,
DLJT/,filial,,,,,,,,,,,,,,,,,,,,,,,,
DLL[,,"ser pequeno, ser baixo",,,,,,,,,,,,,,,,,,,,,,,
DLP/,pingando,,,,,,,,,,,,,,,,,,,,,,,,
DLP=[,,escorrer,,,,,,,,,,,,,,,,,,,,,,,
DLPWN/,Dalphon,,,,,,,,,,,,,,,,,,,,,,,,
DLP[,,estar sem dormir,,,,,,,,,,,,,,,,,,,,,,,
DLQT/,inflamação,,,,,,,,,,,,,,,,,,,,,,,,
DLQ[,,"incendiar, queimar",,,,,incendiar,,,,,,,,,,,,,,,,,,
DLT/,porta,,,,,,,,,,,,,,,,,,,,,,,,
DLX[,,tornar turvo,,,,,,,,,,,,,,,,,,,,,,,
DM/,sangue,,,,,,,,,,,,,,,,,,,,,,,,
DM</,suco,,,,,,,,,,,,,,,,,,,,,,,,
DM<H/,lágrimas,,,,,,,,,,,,,,,,,,,,,,,,
DM<[,,chorar,,,,,,,,,,,,,,,,,,,,,,,
DMCQ/,Damasco,,,,,,,,,,,,,,,,,,,,,,,,
DMFQ/,Damasco,,,,,,,,,,,,,,,,,,,,,,,,
DMH/,(incerto),,,,,,,,,,,,,,,,,,,,,,,,
DMH=[,,"descansar, terminar","ficar em silêncio, ser destruído",,,,,,,,,,,,,,,,,,,,,,
DMH[,,"ser como, assemelhar-se",,"comparar, comparar, ponderar",,fazer-se gostar,,,,,,,,,,,,,,,,,,,
DMJ/,"silêncio, descanso",,,,,,,,,,,,,,,,,,,,,,,,
DMJ=/,semelhança,,,,,,,,,,,,,,,,,,,,,,,,
DMJN/,semelhança,,,,,,,,,,,,,,,,,,,,,,,,
DMMH/,"silêncio, calma",,,,,,,,,,,,,,,,,,,,,,,,
DMM[,,"ficar parado, ficar parado",ficar em silêncio,"estar quieto, ficar quieto",,,fazer ficar parado,,,,,,,,,,,,,,,,,,
DMN/,esterco,,,,,,,,,,,,,,,,,,,,,,,,
DMNH/,Dimnah,,,,,,,,,,,,,,,,,,,,,,,,
DMWT/,semelhança; forma,,,,,,,,,,,,,,,,,,,,,,,,
DN/,Dã,,,,,,,,,,,,,,,,,,,,,,,,
DNH/,Dannah,,,,,,,,,,,,,,,,,,,,,,,,
DNHBH/,Dinhabah,,,,,,,,,,,,,,,,,,,,,,,,
DNJ/,Danite,,,,,,,,,,,,,,,,,,,,,,,,
DNJ>L/,Daniel,,,,,,,,,,,,,,,,,,,,,,,,
DPJ/,mancha,,,,,,,,,,,,,,,,,,,,,,,,
DPQH/,Dophkah,,,,,,,,,,,,,,,,,,,,,,,,
DPQ[,,dirigir (muito rápido); derrotar,,,,empurrar um ao outro,,,,,,,,,,,,,,,,,,,
DQ/,"fino, fino, escasso",,,,,,,,,,,,,,,,,,,,,,,,
DQ=/,"(algo fino), véu?",,,,,,,,,,,,,,,,,,,,,,,,
DQLH/,Diklah,,,,,,,,,,,,,,,,,,,,,,,,
DQQ[,,esmagar; Para estar bem,,,,,esmagar,ser esmagado,,,,,,,,,,,,,,,,,
DQR/,Deker,,,,,,,,,,,,,,,,,,,,,,,,
DQR[,,"perfurar, atravessar",ser perfurado através,,ser perfurado,,,,,,,,,,,,,,,,,,,,
DR/,pearl,,,,,,,,,,,,,,,,,,,,,,,,
DR</,Darda,,,,,,,,,,,,,,,,,,,,,,,,
DR>WN/,repulsa,,,,,,,,,,,,,,,,,,,,,,,,
DRBN/,ponto (de um bastão),,,,,,,,,,,,,,,,,,,,,,,,
DRBN=/,ponto (de um bastão),,,,,,,,,,,,,,,,,,,,,,,,
DRC[,,"indagar, procurar","ser indagado, ser procurado",,,,,,,,,,,,,,,,,,,,,,
DRD</,Darda,,,,,,,,,,,,,,,,,,,,,,,,
DRDR/,cardos,,,,,,,,,,,,,,,,,,,,,,,,
DRJWC/,Darius,,,,,,,,,,,,,,,,,,,,,,,,
DRK/,"caminho, estrada, viagem, jornada; costume (ext)",,,,,,,,,,,,,,,,,,,,,,,,
DRKMNJM/,dracmas (moedas persa),,,,,,,,,,,,,,,,,,,,,,,,
DRK[,,pisar,,,,,carimbar firme,,,,,,,,,,,,,,,,,,
DRMFQ/,Damasco,,,,,,,,,,,,,,,,,,,,,,,,
DRQWN/,Darkon,,,,,,,,,,,,,,,,,,,,,,,,
DRWM/,sul; vento sul,,,,,,,,,,,,,,,,,,,,,,,,
DRWR/,drops,,,,,,,,,,,,,,,,,,,,,,,,
DRWR=/,"libertação, liberdade",,,,,,,,,,,,,,,,,,,,,,,,
DRWR==/,engolir,,,,,,,,,,,,,,,,,,,,,,,,
DT/,"regulamento, lei, decreto",,,,,,,,,,,,,,,,,,,,,,,,
DTN/,Dothan,,,,,,,,,,,,,,,,,,,,,,,,
DTN=/,Datã,,,,,,,,,,,,,,,,,,,,,,,,
DWB[,,,,,,,fazer definhar,,,,,,,,,,,,,,,,,,
DWC[,,atropelar; debulhar,ser pisoteado,,,,,ser destruído,,,,,,,,,,,,,,,,,
DWD/,"amado, amante",,,,,,,,,,,,,,,,,,,,,,,,
DWD=/,cesta de cozimento; cesta,,,,,,,,,,,,,,,,,,,,,,,,
DWD==/,Davi,,,,,,,,,,,,,,,,,,,,,,,,
DWDH/,tia,,,,,,,,,,,,,,,,,,,,,,,,
DWDJ/,Dodai,,,,,,,,,,,,,,,,,,,,,,,,
DWDJ=/,mandrágora,,,,,,,,,,,,,,,,,,,,,,,,
DWDW/,Dodô,,,,,,,,,,,,,,,,,,,,,,,,
DWG/,pescador,,,,,,,,,,,,,,,,,,,,,,,,
DWGH/,pesca,,,,,,,,,,,,,,,,,,,,,,,,
DWH/,"menstruoso, tênue",,,,,,,,,,,,,,,,,,,,,,,,
DWH[,,menstruar,,,,,,,,,,,,,,,,,,,,,,,
DWJ/,doença,,,,,,,,,,,,,,,,,,,,,,,,
DWJ=/,doente,,,,,,,,,,,,,,,,,,,,,,,,
DWKJPT/,hoopoe? (ave impura),,,,,,,,,,,,,,,,,,,,,,,,
DWK[,,bater,,,,,,,,,,,,,,,,,,,,,,,
DWMFQ/,Damasco,,,,,,,,,,,,,,,,,,,,,,,,
DWMH/,silêncio,,,,,,,,,,,,,,,,,,,,,,,,
DWMH=/,Dumah,,,,,,,,,,,,,,,,,,,,,,,,
DWMJH/,silêncio,,,,,,,,,,,,,,,,,,,,,,,,
DWMM,silenciosamente,,,,,,,,,,,,,,,,,,,,,,,,
DWNG/,cera,,,,,,,,,,,,,,,,,,,,,,,,
DWN[,,habitar,,,,,,,,,,,,,,,,,,,,,,,
DWR/,"geração, idade, tempo de vida, duração da vida",,,,,,,,,,,,,,,,,,,,,,,,
DWR=/,círculo; bola,,,,,,,,,,,,,,,,,,,,,,,,
DWR==/,"tenda-campamento, moradia",,,,,,,,,,,,,,,,,,,,,,,,
DWR===/,Dor,,,,,,,,,,,,,,,,,,,,,,,,
DWR[,,circular,,,,,,,,,,,,,,,,,,,,,,,
DWX[,,,,,,,"limpar, lavar",,,,,,,,,,,,,,,,,,
DWY[,,saltar,,,,,,,,,,,,,,,,,,,,,,,
DXH[,,impulsionar,ser empurrado,,ser empurrado para baixo,,,,,,,,,,,,,,,,,,,,
DXJ/,tropeçando,,,,,,,,,,,,,,,,,,,,,,,,
DXN/,milheto,,,,,,,,,,,,,,,,,,,,,,,,
DXP[,,acelerar,"apressar-se, ter pressa",,,,,,,,,,,,,,,,,,,,,,
DXQ[,,"incitar, pressionar",,,,,,,,,,,,,,,,,,,,,,,
DXX[,,,"ser empurrado, ser empurrado para baixo",,,,,,,,,,,,,,,,,,,,,,
F<JR/,bode (s); cabeludo (adj),,,,,,,,,,,,,,,,,,,,,,,,
F<JR=/,demônio peludo,,,,,,,,,,,,,,,,,,,,,,,,
F<JR==/,chuva,,,,,,,,,,,,,,,,,,,,,,,,
F<JR===/,cabeludo,,,,,,,,,,,,,,,,,,,,,,,,
F<JR====/,Seir,,,,,,,,,,,,,,,,,,,,,,,,
F<JRH/,cabra,,,,,,,,,,,,,,,,,,,,,,,,
F<JRH=/,Seirah,,,,,,,,,,,,,,,,,,,,,,,,
F<PJM/,pensamentos inquietantes,,,,,,,,,,,,,,,,,,,,,,,,
F<R/,cabelos,,,,,,,,,,,,,,,,,,,,,,,,
F<R=/,tempestade,,,,,,,,,,,,,,,,,,,,,,,,
F<R==/,horror,,,,,,,,,,,,,,,,,,,,,,,,
F<R==[,,saber,,,,,,,,,,,,,,,,,,,,,,,
F<R=[,,estremecer,,,,,,,,,,,,,,,,,,,,,,,
F<RH/,cevada,,,,,,,,,,,,,,,,,,,,,,,,
F<RH=/,cabelo solteiro,,,,,,,,,,,,,,,,,,,,,,,,
F<RH==/,tempestade,,,,,,,,,,,,,,,,,,,,,,,,
F<RJM/,Seorim,,,,,,,,,,,,,,,,,,,,,,,,
F<R[,,varrer,tempestade,varrer,,atacar contra,,,,,,,,,,,,,,,,,,,
F>R/,fermento,,,,,,,,,,,,,,,,,,,,,,,,
F>T/,elevação; dignidade,,,,,,,,,,,,,,,,,,,,,,,,
F>T=/,inchaço,,,,,,,,,,,,,,,,,,,,,,,,
FB</,"saciedade, fartura, satisfação",,,,,,,,,,,,,,,,,,,,,,,,
FB<=/,"satisfeitos, cheios",,,,,,,,,,,,,,,,,,,,,,,,
FB<==/,"saciedade, abundância",,,,,,,,,,,,,,,,,,,,,,,,
FB<H/,saciedade,,,,,,,,,,,,,,,,,,,,,,,,
FB<H=/,saciedade,,,,,,,,,,,,,,,,,,,,,,,,
FB<[,,"satisfazer, estar saciado",,satisfazer,,,satisfazer,,,,,,,,,,,,,,,,,,
FBKH/,"rede; grelha, grelha",,,,,,,,,,,,,,,,,,,,,,,,
FBM/,Sebam,,,,,,,,,,,,,,,,,,,,,,,,
FBMH/,Sibmah,,,,,,,,,,,,,,,,,,,,,,,,
FBR/,esperança,,,,,,,,,,,,,,,,,,,,,,,,
FBR[,,examinar,,"esperar, esperar",,,,,,,,,,,,,,,,,,,,,
FDD[,,,,angustiar,,,,,,,,,,,,,,,,,,,,,
FDH/,campo aberto,,,,,,,,,,,,,,,,,,,,,,,,
FDJ/,campo aberto,,,,,,,,,,,,,,,,,,,,,,,,
FDJM/,Siddim,,,,,,,,,,,,,,,,,,,,,,,,
FDRH/,remar?,,,,,,,,,,,,,,,,,,,,,,,,
FFWN/,"alegria, exultação",,,,,,,,,,,,,,,,,,,,,,,,
FG>[,,,,,,,dar elogios; para fazer grande,,,,,,,,,,,,,,,,,,
FGB[,,ser alto,ser (demasiado) alto; ser fortificado,"tornar alto, inacessível",ser protegido,,agir com exaltação,,,,,,,,,,,,,,,,,,
FGH[,,crescer,,,,,fazer grande,,,,,,,,,,,,,,,,,,
FGJ>/,"alto, grande",,,,,,,,,,,,,,,,,,,,,,,,
FGWB/,Segub,,,,,,,,,,,,,,,,,,,,,,,,
FH/,cordeiro; cabrito jovem,,,,,,,,,,,,,,,,,,,,,,,,
FHD/,testemunha,,,,,,,,,,,,,,,,,,,,,,,,
FHRNJM/,ornamentos em forma de lua,,,,,,,,,,,,,,,,,,,,,,,,
FJ>/,"altura, excelência",,,,,,,,,,,,,,,,,,,,,,,,
FJ>N/,Siyon,,,,,,,,,,,,,,,,,,,,,,,,
FJB/,"cabelos grisalhos, velhice",,,,,,,,,,,,,,,,,,,,,,,,
FJBH/,"cabelos brancos, velhice",,,,,,,,,,,,,,,,,,,,,,,,
FJB[,,"ser grisalho, velho",,,,,,,,,,,,,,,,,,,,,,,
FJD/,cal,,,,,,,,,,,,,,,,,,,,,,,,
FJD[,,emplastrar,,,,,,,,,,,,,,,,,,,,,,,
FJG/,excremento,,,,,,,,,,,,,,,,,,,,,,,,
FJM[,,"estabelecer, colocar",,,,,"definir, transformar em",ser colocado,,,,,,,,,,,,,,,,,
FJX/,arbusto,,,,,,,,,,,,,,,,,,,,,,,,
FJX=/,"(objeto de) preocupação, interesse",,,,,,,,,,,,,,,,,,,,,,,,
FJXH/,preocupação,,,,,,,,,,,,,,,,,,,,,,,,
FJX[,,"preocupar-se, preocupar-se; considerar",,considerar,,,,,,,,,,,,,,,,,,,,,
FK/,espinho,,,,,,,,,,,,,,,,,,,,,,,,
FK=/,cabana,,,,,,,,,,,,,,,,,,,,,,,,
FKH/,arpão,,,,,,,,,,,,,,,,,,,,,,,,
FKJH/,navio,,,,,,,,,,,,,,,,,,,,,,,,
FKJH=/,Sakia,,,,,,,,,,,,,,,,,,,,,,,,
FKJN/,faca,,,,,,,,,,,,,,,,,,,,,,,,
FKJR/,"alugado, contratado (adj.); operário contratado, mercenário (n)",,,,,,,,,,,,,,,,,,,,,,,,
FKK[,,cobrir,,,,,,,,,,,,,,,,,,,,,,,
FKL/,"visão, compreensão",,,,,,,,,,,,,,,,,,,,,,,,
FKL=[,,,,atravessar,,,,,,,,,,,,,,,,,,,,,
