lex,default,qal,nif,piel,pual,hit,hif,hof,hsht,pasq,etpa,nit,hotp,tif,htpa,poal,poel,peal,peil,pael,haf,afel,shaf,htpe,etpe
BFR/,carne,,,,,,,,,,,,,,,,,,,,,,,,
BFRH/,notícias,,,,,,,,,,,,,,,,,,,,,,,,
BFR[,,,,traer noticias,,recibir noticias,,,,,,,,,,,,,,,,,,,
BFWR/,Besor,,,,,,,,,,,,,,,,,,,,,,,,
BGD/,ropa,,,,,,,,,,,,,,,,,,,,,,,,
BGD=/,traição,,,,,,,,,,,,,,,,,,,,,,,,
BGDWT/,traição,,,,,,,,,,,,,,,,,,,,,,,,
BGD[,,tratar sin fidelidad,,,,,,,,,,,,,,,,,,,,,,,
BGT>/,Bigtha,,,,,,,,,,,,,,,,,,,,,,,,
BGTN/,Bigthana,,,,,,,,,,,,,,,,,,,,,,,,
BGWD/,traiçoeiro,,,,,,,,,,,,,,,,,,,,,,,,
BGWJ/,Bigvai,,,,,,,,,,,,,,,,,,,,,,,,
BHJLW/,,,,,,,,,,,,,,,,,,,,,,,,,
BHJR/,brilhante; obscurecido?,,,,,,,,,,,,,,,,,,,,,,,,
BHLH/,terror,,,,,,,,,,,,,,,,,,,,,,,,
BHL[,,,estar aterrorizado,aterrorizar; acelerar; tener prisa,ser apresurado,,aterrorizar; apresurar,,,,,,,,,,,,,,,,,,
BHMH/,animales; ganado,,,,,,,,,,,,,,,,,,,,,,,,
BHMWT/,hipopótamo,,,,,,,,,,,,,,,,,,,,,,,,
BHN/,"pulgar, dedo pulgar del pie",,,,,,,,,,,,,,,,,,,,,,,,
BHN=/,Bohan,,,,,,,,,,,,,,,,,,,,,,,,
BHQ/,erupção inofensiva da pele,,,,,,,,,,,,,,,,,,,,,,,,
BHRT/,parche blanco de piel,,,,,,,,,,,,,,,,,,,,,,,,
BHV/,(pedra preciosa),,,,,,,,,,,,,,,,,,,,,,,,
BHW/,vazio,,,,,,,,,,,,,,,,,,,,,,,,
BHWN/,"polegar, dedão do pé",,,,,,,,,,,,,,,,,,,,,,,,
BJ,por favor,,,,,,,,,,,,,,,,,,,,,,,,
BJN/,entre (prep),,,,,,,,,,,,,,,,,,,,,,,,
BJNH/,idea,,,,,,,,,,,,,,,,,,,,,,,,
BJN[,,"entender, percibir",ser inteligente,"cuidar a, tomar cuidado de",,"considerar, entender",entender; hacer entender,,,,,,,,,,,,,,,,,,
BJR/,(incerto),,,,,,,,,,,,,,,,,,,,,,,,
BJRH/,"ciudadela, fortaleza",,,,,,,,,,,,,,,,,,,,,,,,
BJRNJH/,cidadela,,,,,,,,,,,,,,,,,,,,,,,,
BJT/,casa; familia; hogar,,,,,,,,,,,,,,,,,,,,,,,,
BJTN/,Palácio,,,,,,,,,,,,,,,,,,,,,,,,
BJT[,,,,,,,,,,,,,,,,,,,,,,,,,
BJT_<DN/,Beth Éden,,,,,,,,,,,,,,,,,,,,,,,,
BJT_<NT/,Beth Anath,,,,,,,,,,,,,,,,,,,,,,,,
BJT_<NWT/,Beth Anoth,,,,,,,,,,,,,,,,,,,,,,,,
BJT_<QD/,Beth Eked,,,,,,,,,,,,,,,,,,,,,,,,
BJT_<QD_HR<JM/,Beth Eked dos pastores,,,,,,,,,,,,,,,,,,,,,,,,
BJT_<ZMWT/,Azmaveth,,,,,,,,,,,,,,,,,,,,,,,,
BJT_>L/,Betel,,,,,,,,,,,,,,,,,,,,,,,,
BJT_>RB>L/,Beth Arbel,,,,,,,,,,,,,,,,,,,,,,,,
BJT_>WN/,Beth Aven,,,,,,,,,,,,,,,,,,,,,,,,
BJT_B<L_M<WN/,Baal Meon,,,,,,,,,,,,,,,,,,,,,,,,
BJT_BR>J/,Beth Biri,,,,,,,,,,,,,,,,,,,,,,,,
BJT_BRH/,Beth Bará,,,,,,,,,,,,,,,,,,,,,,,,
BJT_C>N/,Beth Shan,,,,,,,,,,,,,,,,,,,,,,,,
BJT_CMC/,Bet-semes,,,,,,,,,,,,,,,,,,,,,,,,
BJT_DBLTJM/,Beth Diblathaim,,,,,,,,,,,,,,,,,,,,,,,,
BJT_DGWN/,Beth Dagon,,,,,,,,,,,,,,,,,,,,,,,,
BJT_GDR/,Beth Gader,,,,,,,,,,,,,,,,,,,,,,,,
BJT_GMWL/,Beth Gamul,,,,,,,,,,,,,,,,,,,,,,,,
BJT_H<MQ/,Beth Emek,,,,,,,,,,,,,,,,,,,,,,,,
BJT_H<RBH/,Beth Arabá,,,,,,,,,,,,,,,,,,,,,,,,
BJT_H>YL/,Beth Ezel,,,,,,,,,,,,,,,,,,,,,,,,
BJT_HCVH/,Beth Shittah,,,,,,,,,,,,,,,,,,,,,,,,
BJT_HGLGL/,Beth Gilgal,,,,,,,,,,,,,,,,,,,,,,,,
BJT_HGN/,Beth Haggan,,,,,,,,,,,,,,,,,,,,,,,,
BJT_HJCMWT/,Beth Jeshimoth,,,,,,,,,,,,,,,,,,,,,,,,
BJT_HKRM/,Beth Hakkerem,,,,,,,,,,,,,,,,,,,,,,,,
BJT_HMRKBWT/,Beth Marcaboth,,,,,,,,,,,,,,,,,,,,,,,,
BJT_HRM/,Beth Haram,,,,,,,,,,,,,,,,,,,,,,,,
BJT_HRN/,Beth Haran,,,,,,,,,,,,,,,,,,,,,,,,
BJT_KR/,Carro Beth,,,,,,,,,,,,,,,,,,,,,,,,
BJT_LB>WT/,Beth Lebaoth,,,,,,,,,,,,,,,,,,,,,,,,
BJT_LXM/,Belén,,,,,,,,,,,,,,,,,,,,,,,,
BJT_M<WN/,Beth Meon,,,,,,,,,,,,,,,,,,,,,,,,
BJT_MRKBWT/,Beth Marcaboth,,,,,,,,,,,,,,,,,,,,,,,,
BJT_NMRH/,Beth Nimrah,,,,,,,,,,,,,,,,,,,,,,,,
BJT_P<WR/,Beth Peor,,,,,,,,,,,,,,,,,,,,,,,,
BJT_PLV/,Beth Pelet,,,,,,,,,,,,,,,,,,,,,,,,
BJT_PYY/,Beth Pazzez,,,,,,,,,,,,,,,,,,,,,,,,
BJT_RXWB/,Beth Reob,,,,,,,,,,,,,,,,,,,,,,,,
BJT_TPWX/,Beth Tappuah,,,,,,,,,,,,,,,,,,,,,,,,
BJT_XGLH/,Beth Hoglah,,,,,,,,,,,,,,,,,,,,,,,,
BJT_XNN/,Bethanan,,,,,,,,,,,,,,,,,,,,,,,,
BJT_XWRWN/,"Bet-horon, Bet-horón",,,,,,,,,,,,,,,,,,,,,,,,
BJT_YWR/,Beth Zur,,,,,,,,,,,,,,,,,,,,,,,,
BJYH/,ovo,,,,,,,,,,,,,,,,,,,,,,,,
BK>/,baka-arbusto,,,,,,,,,,,,,,,,,,,,,,,,
BKH/,chorando,,,,,,,,,,,,,,,,,,,,,,,,
BKH[,,llorar,,llorar por,,,,,,,,,,,,,,,,,,,,,
BKJ/,llanto,,,,,,,,,,,,,,,,,,,,,,,,
BKJM/,Bokim,,,,,,,,,,,,,,,,,,,,,,,,
BKJRH/,filha primogênita,,,,,,,,,,,,,,,,,,,,,,,,
BKJT/,"chorando, lamentando",,,,,,,,,,,,,,,,,,,,,,,,
BKR/,primogénito,,,,,,,,,,,,,,,,,,,,,,,,
BKR=/,jovem camelo,,,,,,,,,,,,,,,,,,,,,,,,
BKR==/,Beker,,,,,,,,,,,,,,,,,,,,,,,,
BKRH/,"derecho del primogenito, derecho del primogénito",,,,,,,,,,,,,,,,,,,,,,,,
BKRH=/,jovem camela,,,,,,,,,,,,,,,,,,,,,,,,
BKRJ/,Bequerita,,,,,,,,,,,,,,,,,,,,,,,,
BKRJ=/,Bicri,,,,,,,,,,,,,,,,,,,,,,,,
BKRW/,Bokeru,,,,,,,,,,,,,,,,,,,,,,,,
BKR[,,,,para producir nuevos frutos,pertenecer como primogénito a,,dar a luz por primera vez,,,,,,,,,,,,,,,,,,
BKWRH/,figo precoce,,,,,,,,,,,,,,,,,,,,,,,,
BKWRJM/,primeros frutos,,,,,,,,,,,,,,,,,,,,,,,,
BKWRT/,Becorath,,,,,,,,,,,,,,,,,,,,,,,,
BKWT/,chorando,,,,,,,,,,,,,,,,,,,,,,,,
BL,no; seguramente,,,,,,,,,,,,,,,,,,,,,,,,
BL/,Bel,,,,,,,,,,,,,,,,,,,,,,,,
BL</,confusão,,,,,,,,,,,,,,,,,,,,,,,,
BL<=/,o que é engolido,,,,,,,,,,,,,,,,,,,,,,,,
BL<==/,Bela,,,,,,,,,,,,,,,,,,,,,,,,
BL<===/,Bela,,,,,,,,,,,,,,,,,,,,,,,,
BL<==[,,,,,para ser comunicado,,,,,,,,,,,,,,,,,,,,
BL<=[,,,estar confundido,confundir,estar confundido,demostrar estar confundido,,,,,,,,,,,,,,,,,,,
BL<DJ,"aparte de, excepto por, excepto para",,,,,,,,,,,,,,,,,,,,,,,,
BL<J/,Belaite,,,,,,,,,,,,,,,,,,,,,,,,
BL<M/,Balaam,,,,,,,,,,,,,,,,,,,,,,,,
BL<M=/,Bileam,,,,,,,,,,,,,,,,,,,,,,,,
BL<[,,tragar,ser tragado,devorar,,,,,,,,,,,,,,,,,,,,,
BL>CYR/,Belsazar,,,,,,,,,,,,,,,,,,,,,,,,
BL>DN/,Baladan,,,,,,,,,,,,,,,,,,,,,,,,
BLC>YR/,,,,,,,,,,,,,,,,,,,,,,,,,
BLCN/,Bilshan,,,,,,,,,,,,,,,,,,,,,,,,
BLDD/,Bildade,,,,,,,,,,,,,,,,,,,,,,,,
BLGH/,Bilgah,,,,,,,,,,,,,,,,,,,,,,,,
BLGJ/,Bilgai,,,,,,,,,,,,,,,,,,,,,,,,
BLG[,,,,,,,para iluminar,,,,,,,,,,,,,,,,,,
BLH/,esgotado,,,,,,,,,,,,,,,,,,,,,,,,
BLH=/,Balah,,,,,,,,,,,,,,,,,,,,,,,,
BLHH/,terror repentino,,,,,,,,,,,,,,,,,,,,,,,,
BLHH=/,Bilha,,,,,,,,,,,,,,,,,,,,,,,,
BLHH==/,Bila,,,,,,,,,,,,,,,,,,,,,,,,
BLHN/,Bilhan,,,,,,,,,,,,,,,,,,,,,,,,
BLH[,,envejecer y desgastarse,,desgastar,,,,,,,,,,,,,,,,,,,,,
BLJ/,"nada, sin",,,,,,,,,,,,,,,,,,,,,,,,
BLJ<L/,"malicia, inutilidad",,,,,,,,,,,,,,,,,,,,,,,,
BLJL/,forragem,,,,,,,,,,,,,,,,,,,,,,,,
BLL[,,"humedecer; confundir, desconcertar",,,,"ser arrojado en, ser arrojado sobre",marchitar,,,,,,,,,,,,,,,,,,
BLM[,,sujetar un caballo,,,,,,,,,,,,,,,,,,,,,,,
BLQ/,Balac,,,,,,,,,,,,,,,,,,,,,,,,
BLQ[,,devastar,,,estar devastado,,,,,,,,,,,,,,,,,,,,
BLS[,,picar (higos),,,,,,,,,,,,,,,,,,,,,,,
BLT/,ausencia; no hay,,,,,,,,,,,,,,,,,,,,,,,,
BLVC>YR/,Beltessazar,,,,,,,,,,,,,,,,,,,,,,,,
BLW/,,,,,,,,,,,,,,,,,,,,,,,,,
BLWJ/,trapos,,,,,,,,,,,,,,,,,,,,,,,,
BMH/,"lugar alto, instalación funeraria",,,,,,,,,,,,,,,,,,,,,,,,
BMHL/,Bimhal,,,,,,,,,,,,,,,,,,,,,,,,
BMW,dentro,,,,,,,,,,,,,,,,,,,,,,,,
BMWT/,Bamoth,,,,,,,,,,,,,,,,,,,,,,,,
BMWT_B<L/,Bamoth Baal,,,,,,,,,,,,,,,,,,,,,,,,
BN/,hijo,,,,,,,,,,,,,,,,,,,,,,,,
BN<>/,Binea,,,,,,,,,,,,,,,,,,,,,,,,
BN=/,Ben,,,,,,,,,,,,,,,,,,,,,,,,
BNH[,,"edificar, construir","ser construido, edificado",,,,,,,,,,,,,,,,,,,,,,
BNJ/,Bani,,,,,,,,,,,,,,,,,,,,,,,,
BNJ=/,Bunni,,,,,,,,,,,,,,,,,,,,,,,,
BNJH/,construção,,,,,,,,,,,,,,,,,,,,,,,,
BNJH=/,"Benaia, Benaía",,,,,,,,,,,,,,,,,,,,,,,,
BNJHW/,Benaía,,,,,,,,,,,,,,,,,,,,,,,,
BNJM/,único lutador,,,,,,,,,,,,,,,,,,,,,,,,
BNJMN/,Benjamín,,,,,,,,,,,,,,,,,,,,,,,,
BNJN/,construção,,,,,,,,,,,,,,,,,,,,,,,,
BNJNW/,Beninu,,,,,,,,,,,,,,,,,,,,,,,,
BNJ_BRQ/,Bene Berak,,,,,,,,,,,,,,,,,,,,,,,,
BNJ_J<QN/,Bene Jaakan,,,,,,,,,,,,,,,,,,,,,,,,
BNS[,,,,,,,,,,,,,,,,,,,,,,,,,
BNWJ/,Binnui,,,,,,,,,,,,,,,,,,,,,,,,
BN_<MJ/,Ben Ammi,,,,,,,,,,,,,,,,,,,,,,,,
BN_>WNJ/,Ben-Oni,,,,,,,,,,,,,,,,,,,,,,,,
BN_HDD/,Ben-adad,,,,,,,,,,,,,,,,,,,,,,,,
BN_HNM/,o Vale de Ben Hinom,,,,,,,,,,,,,,,,,,,,,,,,
BN_XJL/,Ben-Hail,,,,,,,,,,,,,,,,,,,,,,,,
BN_XNN/,Ben-Hanan,,,,,,,,,,,,,,,,,,,,,,,,
BN_ZWXT/,Ben-Zoheth,,,,,,,,,,,,,,,,,,,,,,,,
BQ</,"beka, meio shekel (moeda)",,,,,,,,,,,,,,,,,,,,,,,,
BQ<H/,"plano, valle",,,,,,,,,,,,,,,,,,,,,,,,
BQ<T_>WN/,o vale de Aven,,,,,,,,,,,,,,,,,,,,,,,,
BQ<[,,"dividir, partir","estar dividido, reventar",desgarrar,ser reventado,ser reventado,invadir,ser invadido,,,,,,,,,,,,,,,,,
BQBQ/,garrafa,,,,,,,,,,,,,,,,,,,,,,,,
BQBQJH/,Bakbukiah,,,,,,,,,,,,,,,,,,,,,,,,
BQBQR/,Bakbuk,,,,,,,,,,,,,,,,,,,,,,,,
BQBWQ/,Bakbuk,,,,,,,,,,,,,,,,,,,,,,,,
BQCH/,solicitar,,,,,,,,,,,,,,,,,,,,,,,,
BQC[,,,,buscar,ser buscado,,,,,,,,,,,,,,,,,,,,
BQJ/,Bukki,,,,,,,,,,,,,,,,,,,,,,,,
BQJ</,violação,,,,,,,,,,,,,,,,,,,,,,,,
BQJHW/,Bukkiah,,,,,,,,,,,,,,,,,,,,,,,,
BQQ[,,devastar,estar devastado,devastar,,,,,,,,,,,,,,,,,,,,,
BQR/,"ganado, vacas (colectivas), rebaño",,,,,,,,,,,,,,,,,,,,,,,,
BQR=/,mañana,,,,,,,,,,,,,,,,,,,,,,,,
BQRH/,Cuidado,,,,,,,,,,,,,,,,,,,,,,,,
BQRT/,"inquérito, punição",,,,,,,,,,,,,,,,,,,,,,,,
BQR[,,,,prestar atención,,,,,,,,,,,,,,,,,,,,,
BR/,grano,,,,,,,,,,,,,,,,,,,,,,,,
BR</,Bera,,,,,,,,,,,,,,,,,,,,,,,,
BR=/,limpeza,,,,,,,,,,,,,,,,,,,,,,,,
BR==/,puro,,,,,,,,,,,,,,,,,,,,,,,,
BR===/,filho,,,,,,,,,,,,,,,,,,,,,,,,
BR====/,campo aberto,,,,,,,,,,,,,,,,,,,,,,,,
BR=====/,potassa,,,,,,,,,,,,,,,,,,,,,,,,
BR>==[,,,,cortar,,,,,,,,,,,,,,,,,,,,,
BR>=[,,,,,,,engordar,,,,,,,,,,,,,,,,,,
BR>DK_BL>DN/,Merodaque-Baladan,,,,,,,,,,,,,,,,,,,,,,,,
BR>JH/,Beraiah,,,,,,,,,,,,,,,,,,,,,,,,
BR>[,,crear,ser creado,,,,,,,,,,,,,,,,,,,,,,
BRBR/,Ganso?; cuco? (pássaro),,,,,,,,,,,,,,,,,,,,,,,,
BRC</,Birsha,,,,,,,,,,,,,,,,,,,,,,,,
BRD/,granizo,,,,,,,,,,,,,,,,,,,,,,,,
BRD=/,salpicado,,,,,,,,,,,,,,,,,,,,,,,,
BRD==/,Bered,,,,,,,,,,,,,,,,,,,,,,,,
BRD===/,Bered,,,,,,,,,,,,,,,,,,,,,,,,
BRD[,,aclamar,,,,,,,,,,,,,,,,,,,,,,,
BRH=[,,elegir,,,,,,,,,,,,,,,,,,,,,,,
BRH[,,comer,,,,,alimentar,,,,,,,,,,,,,,,,,,
BRJ/,Beri,,,,,,,,,,,,,,,,,,,,,,,,
BRJ<H/,"Beria, Bería",,,,,,,,,,,,,,,,,,,,,,,,
BRJ<J/,Berite,,,,,,,,,,,,,,,,,,,,,,,,
BRJ>/,"gordo, grueso",,,,,,,,,,,,,,,,,,,,,,,,
BRJ>H/,criatura,,,,,,,,,,,,,,,,,,,,,,,,
BRJH/,Comida,,,,,,,,,,,,,,,,,,,,,,,,
BRJM/,(incerto),,,,,,,,,,,,,,,,,,,,,,,,
BRJT/,"pacto, acuerdo",,,,,,,,,,,,,,,,,,,,,,,,
BRJT=/,lixívia,,,,,,,,,,,,,,,,,,,,,,,,
BRJX/,barra,,,,,,,,,,,,,,,,,,,,,,,,
BRJX=/,Bariah,,,,,,,,,,,,,,,,,,,,,,,,
BRK/,rodilla,,,,,,,,,,,,,,,,,,,,,,,,
BRK=[,,arrodillarse,,,,,hacer arrodillarse,,,,,,,,,,,,,,,,,,
BRK>L/,Barakel,,,,,,,,,,,,,,,,,,,,,,,,
BRKH/,bendición,,,,,,,,,,,,,,,,,,,,,,,,
BRKH=/,"estanque, piscina, charca, pileta",,,,,,,,,,,,,,,,,,,,,,,,
BRKH==/,Beraca,,,,,,,,,,,,,,,,,,,,,,,,
BRKJH/,Berequias,,,,,,,,,,,,,,,,,,,,,,,,
BRKJHW/,Berequias,,,,,,,,,,,,,,,,,,,,,,,,
BRK[,,bendecir,bendecirse,bendecir,ser bendecido,"bendecir el uno al otro, bendecirse",,,,,,,,,,,,,,,,,,,
BRM,,,,,,,,,,,,,,,,,,,,,,,,,
BRMJM/,pano multicolorido,,,,,,,,,,,,,,,,,,,,,,,,
BRQ/,relámpago,,,,,,,,,,,,,,,,,,,,,,,,
BRQ=/,Barac,,,,,,,,,,,,,,,,,,,,,,,,
BRQNJM/,sarças,,,,,,,,,,,,,,,,,,,,,,,,
BRQT/,esmeralda (pedra preciosa),,,,,,,,,,,,,,,,,,,,,,,,
BRQT=/,esmeralda (pedra preciosa),,,,,,,,,,,,,,,,,,,,,,,,
BRQWS/,Barkos,,,,,,,,,,,,,,,,,,,,,,,,
BRQ[,,parpadear,,,,,,,,,,,,,,,,,,,,,,,
BRR[,,"purgar, ordenar; afilar",mantener limpio,purificar,,comportarse puramente,limpiar,,,,,,,,,,,,,,,,,,
BRTJ/,Berothai,,,,,,,,,,,,,,,,,,,,,,,,
BRWC/,enebro,,,,,,,,,,,,,,,,,,,,,,,,
BRWK/,Baruc,,,,,,,,,,,,,,,,,,,,,,,,
BRWR/,"limpo, puro",,,,,,,,,,,,,,,,,,,,,,,,
BRWT/,Comida,,,,,,,,,,,,,,,,,,,,,,,,
BRWT=/,zimbro,,,,,,,,,,,,,,,,,,,,,,,,
BRWTH/,Berota,,,,,,,,,,,,,,,,,,,,,,,,
BRX/,fugitivo,,,,,,,,,,,,,,,,,,,,,,,,
BRXMJ/,Barumita,,,,,,,,,,,,,,,,,,,,,,,,
BRX[,,"huir, escapar",,,,,ahuyentar,,,,,,,,,,,,,,,,,,
BRZJT/,Birzaith,,,,,,,,,,,,,,,,,,,,,,,,
BRZL/,hierro,,,,,,,,,,,,,,,,,,,,,,,,
BRZLJ/,Barzilai,,,,,,,,,,,,,,,,,,,,,,,,
BSJ/,Besai,,,,,,,,,,,,,,,,,,,,,,,,
BSR/,uva verde,,,,,,,,,,,,,,,,,,,,,,,,
BSWDJH/,Besodeias,,,,,,,,,,,,,,,,,,,,,,,,
BT/,hija,,,,,,,,,,,,,,,,,,,,,,,,
BT=/,"bano (medida liquida), baño (medida liquida)",,,,,,,,,,,,,,,,,,,,,,,,
BTH/,precipício,,,,,,,,,,,,,,,,,,,,,,,,
BTH=/,destruição?,,,,,,,,,,,,,,,,,,,,,,,,
BTJH/,Bitia,,,,,,,,,,,,,,,,,,,,,,,,
BTQ[,,,,masacrar,,,,,,,,,,,,,,,,,,,,,
BTR/,papel,,,,,,,,,,,,,,,,,,,,,,,,
BTR=/,desfiladeiro?,,,,,,,,,,,,,,,,,,,,,,,,
BTRWN/,desfiladeiro,,,,,,,,,,,,,,,,,,,,,,,,
BTR[,,cortar en pedazos,,cortar en pedazos,,,,,,,,,,,,,,,,,,,,,
BTW>L/,Betuel,,,,,,,,,,,,,,,,,,,,,,,,
BTW>L=/,Betuel,,,,,,,,,,,,,,,,,,,,,,,,
BTWLH/,mujer joven; virgen,,,,,,,,,,,,,,,,,,,,,,,,
BTWLJM/,virginida; evidencia de virginidad,,,,,,,,,,,,,,,,,,,,,,,,
BT_CB</,"Betsabe, Betsabé",,,,,,,,,,,,,,,,,,,,,,,,
BT_CW</,filha de Shua,,,,,,,,,,,,,,,,,,,,,,,,
BT_RBJM/,Rabino de Banho,,,,,,,,,,,,,,,,,,,,,,,,
BV>[,,hablar sin pensar,,hablar sin pensar,,,,,,,,,,,,,,,,,,,,,
BVL[,,estar inactivo,,,,,,,,,,,,,,,,,,,,,,,
BVN/,"vientre, útero",,,,,,,,,,,,,,,,,,,,,,,,
BVN=/,Beten,,,,,,,,,,,,,,,,,,,,,,,,
BVNH/,pistache,,,,,,,,,,,,,,,,,,,,,,,,
BVNJM/,Betonim,,,,,,,,,,,,,,,,,,,,,,,,
BVWX/,confiando,,,,,,,,,,,,,,,,,,,,,,,,
BVX/,"confianza, seguridad",,,,,,,,,,,,,,,,,,,,,,,,
BVX=/,Tebah,,,,,,,,,,,,,,,,,,,,,,,,
BVXH/,confiança,,,,,,,,,,,,,,,,,,,,,,,,
BVXWN/,confiança,,,,,,,,,,,,,,,,,,,,,,,,
BVXWT/,segurança,,,,,,,,,,,,,,,,,,,,,,,,
BVX[,,confiar,,,,,inspirar confianza,,,,,,,,,,,,,,,,,,
BW>[,,"ir, pasar, venir, entrar, venir a, entrar, traer, guiar hacia, reunir en",,,,,traer; dejar entrar,"ser traído, ser traido",,,,,,,,,,,,,,,,,
BWCH/,vergonha,,,,,,,,,,,,,,,,,,,,,,,,
BWC[,,avergonzarse,,retrasar,,avergonzarse uno del otro,"poner en vergüenza, poner en verguenza; actuar vergonzosamente; avergonzarse",,,,,,,,,,,,,,,,,,
BWJ/,Binnui,,,,,,,,,,,,,,,,,,,,,,,,
BWK[,,,estar confundido,,,,,,,,,,,,,,,,,,,,,,
BWL/,Madeira seca; Bloco de madeira,,,,,,,,,,,,,,,,,,,,,,,,
BWL=/,Bul (mês),,,,,,,,,,,,,,,,,,,,,,,,
BWNH/,Bunah,,,,,,,,,,,,,,,,,,,,,,,,
BWNJ/,Bunni,,,,,,,,,,,,,,,,,,,,,,,,
BWQH/,vazio,,,,,,,,,,,,,,,,,,,,,,,,
BWQR/,pastor,,,,,,,,,,,,,,,,,,,,,,,,
BWR/,"pozo, cisterna",,,,,,,,,,,,,,,,,,,,,,,,
BWR_<CN/,Bor Ashan,,,,,,,,,,,,,,,,,,,,,,,,
BWS[,,pisotear,,"pisar, pisotear",,"echar, expulsar",,ser pisoteado,,,,,,,,,,,,,,,,,
BWY/,linho fino,,,,,,,,,,,,,,,,,,,,,,,,
BWYY/,Bozez,,,,,,,,,,,,,,,,,,,,,,,,
BWZ/,desprecio,,,,,,,,,,,,,,,,,,,,,,,,
BWZ=/,Buz,,,,,,,,,,,,,,,,,,,,,,,,
BWZ==/,Buz,,,,,,,,,,,,,,,,,,,,,,,,
BWZH/,desprezo,,,,,,,,,,,,,,,,,,,,,,,,
BWZJ/,Buzita,,,,,,,,,,,,,,,,,,,,,,,,
BWZJ=/,Búzi,,,,,,,,,,,,,,,,,,,,,,,,
BWZ[,,"mostrar desprecio por, despreciar",,,,,,,,,,,,,,,,,,,,,,,
BXJR/,"escogido, elegido",,,,,,,,,,,,,,,,,,,,,,,,
BXL[,,aborrecer,,,,,,,,,,,,,,,,,,,,,,,
BXN/,pedra de teste?; granito?,,,,,,,,,,,,,,,,,,,,,,,,
BXN=/,torre de vigia,,,,,,,,,,,,,,,,,,,,,,,,
BXN[,,"probar, examinar","ser examinado, probado",,ser examinado,,,,,,,,,,,,,,,,,,,,
BXRJM/,Juventude,,,,,,,,,,,,,,,,,,,,,,,,
BXRJM=/,Baurim,,,,,,,,,,,,,,,,,,,,,,,,
BXRMJ/,Baharumita,,,,,,,,,,,,,,,,,,,,,,,,
BXR[,,escoger,ser escogido,,,,,,,,,,,,,,,,,,,,,,
BXWN/,ensaiador de metais,,,,,,,,,,,,,,,,,,,,,,,,
BXWN=/,torre de vigia; torre de cerco,,,,,,,,,,,,,,,,,,,,,,,,
BXWR/,joven,,,,,,,,,,,,,,,,,,,,,,,,
BXWRWT/,Juventude,,,,,,,,,,,,,,,,,,,,,,,,
BY/,lodo,,,,,,,,,,,,,,,,,,,,,,,,
BY</,una pieza cortada,,,,,,,,,,,,,,,,,,,,,,,,
BY<[,,una pieza cortada,,cortar; terminar,,,,,,,,,,,,,,,,,,,,,
BYH/,pântano,,,,,,,,,,,,,,,,,,,,,,,,
BYJ/,Bezai,,,,,,,,,,,,,,,,,,,,,,,,
BYJR/,colheita de uva,,,,,,,,,,,,,,,,,,,,,,,,
BYJR=/,inacessibilidade,,,,,,,,,,,,,,,,,,,,,,,,
BYL/,cebola,,,,,,,,,,,,,,,,,,,,,,,,
BYL>L/,Bezalel,,,,,,,,,,,,,,,,,,,,,,,,
BYLWT/,Bazluth,,,,,,,,,,,,,,,,,,,,,,,,
BYQ/,massa,,,,,,,,,,,,,,,,,,,,,,,,
BYQT/,Bozkath,,,,,,,,,,,,,,,,,,,,,,,,
BYQ[,,a hincharse,,,,,,,,,,,,,,,,,,,,,,,
BYR/,minério,,,,,,,,,,,,,,,,,,,,,,,,
BYR=/,Bezer,,,,,,,,,,,,,,,,,,,,,,,,
BYR==/,Bezer,,,,,,,,,,,,,,,,,,,,,,,,
BYR==[,,para frenar,,,,,,,,,,,,,,,,,,,,,,,
BYR=[,,,ser retenido,hacer inaccesible,,,,,,,,,,,,,,,,,,,,,
BYRH/,(incerto),,,,,,,,,,,,,,,,,,,,,,,,
BYRH=/,Bozra,,,,,,,,,,,,,,,,,,,,,,,,
BYRT/,seca,,,,,,,,,,,,,,,,,,,,,,,,
BYRWN/,fortaleza,,,,,,,,,,,,,,,,,,,,,,,,
BYR[,,recoger uvas,,,,,,,,,,,,,,,,,,,,,,,
BYWR/,"inaccesible, fortificado",,,,,,,,,,,,,,,,,,,,,,,,
BZ/,saqueo; botín,,,,,,,,,,,,,,,,,,,,,,,,
BZ>[,,lavar,,,,,,,,,,,,,,,,,,,,,,,
BZH/,"saqueo; botin, botín",,,,,,,,,,,,,,,,,,,,,,,,
BZH[,,despreciar,"ser despreciado, ser despreciable",,,,degradar,,,,,,,,,,,,,,,,,,
BZJWN/,desprezo,,,,,,,,,,,,,,,,,,,,,,,,
BZJWTJH/,Biziothiah,,,,,,,,,,,,,,,,,,,,,,,,
BZQ/,raio,,,,,,,,,,,,,,,,,,,,,,,,
BZQ=/,Bezek,,,,,,,,,,,,,,,,,,,,,,,,
BZR[,,a la dispersión,,a la dispersión,,,,,,,,,,,,,,,,,,,,,
BZT>/,Biztha,,,,,,,,,,,,,,,,,,,,,,,,
BZZ[,,saquear,ser saqueado,,ser saqueado,,,,,,,,,,,,,,,,,,,,
C,"quien, cual; que",,,,,,,,,,,,,,,,,,,,,,,,
C<<=[,,para ser pegado,,,,para ser pegado,pegar juntos,,,,,,,,,,,,,,,,,,
C<<[,,,,para jugar; alegrar,ser acariciado,para deleite,,,,,,,,,,,,,,,,,,,
